Date,IWF,IWM,MTUM,SPY,VLUE,VRNS,VXX
2018-09-24,-0.7932817915222607,-1.504772060783791,-0.3312716608904292,-0.9418288456411623,-0.760810450546521,1.0,0.0
2018-09-25,-0.7979092218251641,-1.5021601152061443,-0.3378313510053869,-0.9394634380500293,-0.7562536668622327,1.0,0.0
2018-09-26,-0.8037578288100209,-1.5111610727477116,-0.34484235319308393,-0.9425619613511053,-0.7507092768053102,1.0,0.0
2018-09-27,-0.8038533583088039,-1.5100347872625102,-0.34525020069574525,-0.9422531442333423,-0.7505485683703507,1.0,0.0
2018-09-28,-0.8024400684931507,-1.5103274828767124,-0.34583690068493156,-0.9418878424657535,-0.750535102739726,1.0,0.0
2018-10-01,-0.8027181764674407,-1.509551072823586,-0.3460859329017069,-0.9418909518968377,-0.7505484509604581,1.0,0.0
2018-10-02,-0.8033156285208434,-1.5283545254573745,-0.34191748484360746,-0.9415204678362573,-0.7499865872632652,1.0,0.0
2018-10-03,-0.8119246182172642,-1.559189862449908,-0.34593306617567426,-0.94747102783494,-0.75083938048305,1.0,0.0
2018-10-04,-0.8116509075100533,-1.5691229214215847,-0.3467014454950549,-0.947831757417672,-0.7588849038148028,1.0,0.0
2018-10-05,-0.8091412441645859,-1.5744218868743896,-0.3389425686678971,-0.9488112039952231,-0.7570296384757356,1.0,0.0
2018-10-08,-0.805815779498565,-1.5689066984350462,-0.33308063031353224,-0.952347430551795,-0.7549683218714462,1.0,0.0
2018-10-09,-0.8122420160764717,-1.5737562459265697,-0.3421138388007821,-0.9518248968064305,-0.751303497718879,1.0,0.0
2018-10-10,-0.8121805328983143,-1.5774333877107123,-0.34018488308863515,-0.9531810766721044,-0.754758020663404,1.0,0.0
2018-10-11,-0.7374483011360662,-1.5719595832678919,-0.24396628448772315,-0.921993612899848,-0.7599602115072509,1.0,0.0
2018-10-12,-0.7497036235245607,-1.563373022009175,-0.2382351425184269,-0.8867584145147158,-0.7163032833359106,1.0,0.0
2018-10-15,-0.7321410216877376,-1.5920957960735944,-0.21256038647342995,-0.8850344331380409,-0.7174940898345155,1.0,0.0
2018-10-16,-0.7298380878951427,-1.6014392187098432,-0.20565407350295553,-0.8855307118992546,-0.7176047288614753,1.0,0.0
2018-10-17,-0.7048974255832663,-1.5441975060337891,-0.1886061946902655,-0.8718825422365245,-0.7186242960579243,1.0,0.0
2018-10-18,-0.7042296225175603,-1.5451513467077669,-0.19131840921724189,-0.886047804335742,-0.726565263530244,1.0,0.0
2018-10-19,-0.6876252505010021,-1.5333667334669339,-0.17334669338677355,-0.8912825651302605,-0.7243987975951903,1.0,0.0
2018-10-22,-0.6893340010015023,-1.526389584376565,-0.1683525287931898,-0.8952929394091137,-0.7281422133199801,1.0,0.0
2018-10-23,-0.6934215141039131,-1.5263790771080714,-0.17641164386993335,-0.8891728042487098,-0.7248860163334837,1.0,0.0
2018-10-24,-0.6934821786143371,-1.52663195835002,-0.17140568682418902,-0.8897176611934321,-0.7247697236684021,1.0,0.0
2018-10-25,-0.64875913813005,-1.4546460176991152,-0.16780492497114274,-0.8722104655636784,-0.6661215852250867,1.0,0.0
2018-10-26,-0.6317713526088401,-1.4346484356454445,-0.15002611213977116,-0.8771779898400038,-0.654037886340977,1.0,0.0
2018-10-29,-0.6083743842364532,-1.4628647214854111,-0.12462106858658582,-0.8705001894657067,-0.6702349374763167,1.0,0.0
2018-10-30,-0.6077957753149569,-1.462820877143128,-0.12427773041583784,-0.8705124561902056,-0.6707871554418869,1.0,0.0
2018-10-31,-0.6349069276530418,-1.4441086163884091,-0.11667626175398198,-0.9073114565342546,-0.6945403953175975,1.0,0.0
2018-11-01,-0.6428949521197247,-1.4391992685626294,-0.12328569366248016,-0.9099177132957991,-0.6968384582070161,1.0,0.0
2018-11-02,-0.6545411089866157,-1.3964627151051625,-0.1144359464627151,-0.924282982791587,-0.6903441682600382,1.0,0.0
2018-11-05,-0.6545411089866157,-1.3965583173996174,-0.1144359464627151,-0.9243307839388145,-0.6902963671128107,1.0,0.0
2018-11-06,-0.6821406167060754,-1.428654152391063,-0.09887564541813444,-0.9299329247695797,-0.6859528060608985,1.0,0.0
2018-11-07,-0.6823029776555186,-1.428888567154095,-0.09859562762414942,-0.9301674629602817,-0.6860672747454274,1.0,0.0
2018-11-08,-0.6673043810981443,-1.4259135259230917,-0.08618710541419554,-0.919504495886742,-0.68399655634207,1.0,0.0
2018-11-09,-0.6682777432167297,-1.4263769919127147,-0.08594535100732163,-0.9197013925443844,-0.6850265588361966,1.0,0.0
2018-11-12,-0.666904761904762,-1.410095238095238,-0.08585714285714287,-0.9204761904761906,-0.6785238095238095,1.0,0.0
2018-11-13,-0.6476248879664135,-1.41195339402802,-0.05986131421293457,-0.9263172791169394,-0.6713995943204868,1.0,0.0
2018-11-14,-0.6473031003727997,-1.413005521211835,-0.059553584068708414,-0.9269029304893588,-0.6721721485536314,1.0,0.0
2018-11-15,-0.6481760769158262,-1.415920444905269,-0.056225845979828444,-0.9321330945423697,-0.6605240833254783,1.0,0.0
2018-11-16,-0.6446218882104274,-1.4036167214654767,-0.05317050258337248,-0.9298262094880225,-0.6658525129168623,1.0,0.0
2018-11-19,-0.6449098422238917,-1.4018595041322315,-0.05766341096919609,-0.9270755071374905,-0.664209241172051,1.0,0.0
2018-11-20,-0.671881707607918,-1.426329596947293,-0.07035535416169807,-0.9399952301454805,-0.6612926305747675,1.0,0.0
2018-11-21,-0.68005481264471,-1.4177101545149553,-0.08018711902849311,-0.9334215375891886,-0.6138543684732788,1.0,0.0
2018-11-23,-0.679537408543781,-1.4115647864054754,-0.08246400755251357,-0.9336322869955156,-0.6131696955392966,1.0,0.0
2018-11-26,-0.6791562455759521,-1.4174885564626492,-0.08074182435939786,-0.9311500165164457,-0.610447831626634,1.0,0.0
2018-11-27,-0.6760146561443067,-1.4183577602405109,-0.07323374671176248,-0.9260616309658023,-0.6038143555054489,1.0,0.0
2018-11-28,-0.6751505457282649,-1.4311723748588634,-0.07019194580353783,-0.9241625893865262,-0.6038295069627398,1.0,0.0
2018-11-29,-0.6500046455449223,-1.4151258942673974,-0.05054352875592307,-0.9207470036235249,-0.6090773947784075,1.0,0.0
2018-11-30,-0.6515052964133061,-1.4166047203122099,-0.04841107600817692,-0.9232484668277273,-0.6062534844824382,1.0,0.0
2018-12-03,-0.6512934838140355,-1.4188379545771213,-0.042078863034694165,-0.925131206167851,-0.6071246110259626,1.0,0.0
2018-12-04,-0.6418918918918919,-1.421047760088856,-0.04489078119215106,-0.9183172898926324,-0.6018141429100333,1.0,0.0
