Date,ATI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41085045210217086,-1.0653777240718363,-0.1262135922330097,-0.7606150256260678,-0.8037834909787906,0.0
2018-09-25,1.0,-0.41766129705366833,-1.0636424338536015,-0.13454636507804021,-0.7586595442784408,-0.7986812453050663,0.0
2018-09-26,1.0,-0.4227581009796534,-1.0712132629992464,-0.1414636188562338,-0.7601105249937202,-0.7910072846018589,0.0
2018-09-27,1.0,-0.4241967871485944,-1.0662650602409638,-0.14282128514056222,-0.7597054886211513,-0.7904534805890228,0.0
2018-09-28,1.0,-0.42553458593128846,-1.0654893919738881,-0.14311419843495002,-0.7599280244382141,-0.7905594844541156,0.0
2018-10-01,1.0,-0.4274051745792515,-1.0641379887800386,-0.1429289123335845,-0.7612827597756008,-0.7907979569622373,0.0
2018-10-02,1.0,-0.4281349405658798,-1.057718064624142,-0.14548802946593,-0.7622635191695966,-0.7919805792733969,0.0
2018-10-03,1.0,-0.42775267737617134,-1.052041499330656,-0.14495481927710843,-0.7637633868808568,-0.794929718875502,0.0
2018-10-04,1.0,-0.4429340964565272,-1.0433044356535646,-0.14611564683107484,-0.7853716017170272,-0.7906741856746065,0.0
2018-10-05,1.0,-0.42852948578139416,-1.03732908313061,-0.13149064675782235,-0.7946480999916115,-0.802281687777871,0.0
2018-10-08,1.0,-0.42644039388225435,-1.0340666247642991,-0.12562329771632097,-0.8012989733919967,-0.8028493609888958,0.0
2018-10-09,1.0,-0.423706064927439,-1.0361546850096468,-0.1171881553560943,-0.8068953946816543,-0.8102927606744401,0.0
2018-10-10,1.0,-0.4252526523252401,-1.0345955466096364,-0.11900868033714933,-0.8078164968339834,-0.8067681469367217,0.0
2018-10-11,1.0,-0.37271909009082727,-1.0371082562801734,-0.049545863677276814,-0.8008346289174372,-0.8311103837656493,0.0
2018-10-12,1.0,-0.3784592976209743,-1.031477585369801,-0.043858229486972,-0.7822867777957598,-0.8098802395209581,0.0
2018-10-15,1.0,-0.36070144248252456,-1.0618206796234193,-0.018384581195199808,-0.7838296496828155,-0.8158309426643502,0.0
2018-10-16,1.0,-0.3587681364426302,-1.070565412439882,-0.012003394899567555,-0.7843430465182071,-0.8158671139312128,0.0
2018-10-17,1.0,-0.33964068039676537,-1.0309524757997053,-0.0,-0.7836115205353943,-0.8293829422778155,0.0
2018-10-18,1.0,-0.338671766065097,-1.029002828572567,-0.0,-0.7863033345285048,-0.8299270945380662,0.0
2018-10-19,1.0,-0.32472061504319566,-1.0226282000475548,-0.0,-0.7863993025283348,-0.8291590710945549,0.0
2018-10-22,1.0,-0.3252773375594295,-1.0200079239302695,-0.0,-0.7870047543581616,-0.8296354992076069,0.0
2018-10-23,1.0,-0.3293054950279307,-1.020284457826552,-0.0,-0.7840814547759597,-0.8281367616180023,0.0
2018-10-24,1.0,-0.32696037683568857,-1.0160313501959388,-0.0,-0.7847840715671138,-0.8305822744725486,0.0
2018-10-25,1.0,-0.3011889547267728,-0.9823786840168854,-0.0,-0.7826575268192556,-0.8066302621896906,0.0
2018-10-26,1.0,-0.28737088661060556,-0.9697423491917214,-0.0,-0.7848942134162732,-0.7977959528472143,0.0
2018-10-29,1.0,-0.27006042989367396,-0.9760192763711464,-0.0,-0.7772508223055151,-0.8013462862388128,0.0
2018-10-30,1.0,-0.26083964211975225,-0.9761413168157835,-0.0,-0.7776630725701613,-0.8089011241110347,0.0
2018-10-31,1.0,-0.27175694735638317,-0.948690580566462,-0.0,-0.7833644646056493,-0.8081805359661495,0.0
2018-11-01,1.0,-0.2830816287516727,-0.9432613267061748,-0.0,-0.7865800038233607,-0.8104377748040528,0.0
2018-11-02,1.0,-0.28404015726991644,-0.9374355842272016,-0.0,-0.7870366835897241,-0.8087567278696035,0.0
2018-11-05,1.0,-0.2753589890867318,-0.9693662645988895,-0.0,-0.7939115450890293,-0.7906184185334099,0.0
2018-11-06,1.0,-0.2762568442010951,-0.9694834781942795,-0.0,-0.7933146992380442,-0.7898686679174484,0.0
2018-11-07,1.0,-0.27644985827012947,-0.9698153681146097,-0.0,-0.7939937179192522,-0.7902780969891978,0.0
2018-11-08,1.0,-0.23730234330348637,-0.9795008573061535,-0.0,-0.7872356639359878,-0.8062107068012955,0.0
2018-11-09,1.0,-0.2432214455795376,-0.9889392426453645,-0.0,-0.7929180428604348,-0.8154620170520008,0.0
2018-11-12,1.0,-0.24304757527005288,-0.9671339921857043,-0.0,-0.8062514364513904,-0.8141040373860414,0.0
2018-11-13,1.0,-0.21136726774708972,-0.9659895001141292,-0.0,-0.8131324659514572,-0.8138552841816937,0.0
2018-11-14,1.0,-0.21316029837113715,-0.9651773481504035,-0.0,-0.8138605571624297,-0.8135560968183894,0.0
2018-11-15,1.0,-0.21196457755311465,-0.9657557675496939,-0.0,-0.8158564858804301,-0.8071148949108737,0.0
2018-11-16,1.0,-0.21015702040506712,-0.9592657210043236,-0.0,-0.8140408101342638,-0.8092998558749904,0.0
2018-11-19,1.0,-0.21704454825111086,-0.9589077513197372,-0.0,-0.8123124833846037,-0.80954008583039,0.0
2018-11-20,1.0,-0.19837244511733534,-0.955980317940954,-0.0,-0.813777441332324,-0.816881150643452,0.0
2018-11-21,1.0,-0.19990224828934508,-0.9510489510489512,-0.0,-0.8108128430709076,-0.7978795398150237,0.0
2018-11-23,1.0,-0.1995249406175772,-0.9626739056667797,-0.0,-0.8092221845190966,-0.7989292312332692,0.0
2018-11-26,1.0,-0.1998641663207939,-0.961325133003811,-0.0,-0.8111534543259254,-0.8008150020752368,0.0
2018-11-27,1.0,-0.19108088815418717,-0.9638576849381973,-0.0,-0.8062516436863658,-0.7958071908930383,0.0
2018-11-28,1.0,-0.18766260699068663,-0.9866897929942311,-0.0,-0.8019305456053694,-0.7943139398966856,0.0
2018-11-29,1.0,-0.1769357619368863,-0.9788246758114085,-0.0,-0.7979161981860431,-0.7941683531969118,0.0
2018-11-30,1.0,-0.17631184407796102,-0.9791604197901052,-0.0,-0.7980509745127436,-0.7946026986506747,0.0
2018-12-03,1.0,-0.17412152543642764,-0.9798081965984865,-0.0,-0.7980070427811492,-0.7941859593916235,0.0
2018-12-04,1.0,-0.17048260381593716,-0.9808829031051253,-0.0,-0.7964833520389076,-0.7932659932659933,0.0
2018-12-06,1.0,-0.16197621225983533,-0.9290759377859104,-0.0,-0.7980969807868252,-0.7705032021957915,0.0
2018-12-07,1.0,-0.16679477325134512,-0.9287727389187803,-0.0,-0.7981040225467588,-0.7665165989531861,0.0
2018-12-10,1.0,-0.14865699850979538,-0.9313415476320286,-0.0,-0.7980590993348599,-0.7565877948606115,0.0
2018-12-11,1.0,-0.14293507910529185,-0.9340243680669211,-0.0,-0.79683578832515,-0.7632296781232951,0.0
2018-12-12,1.0,-0.1441821554577529,-0.9337285854581165,-0.0,-0.7972211108282109,-0.762121267231659,0.0
2018-12-13,1.0,-0.1446181818181818,-0.9327636363636364,-0.0,-0.7973454545454545,-0.7615999999999999,0.0
2018-12-14,1.0,-0.14439553243351402,-0.9361880161530906,-0.0,-0.7956124713500927,-0.7618874376978207,0.0
2018-12-17,1.0,-0.14634947276243296,-0.9396504542635093,-0.0,-0.8037727587842523,-0.7589666873426497,0.0
2018-12-18,1.0,-0.13493704872827544,-0.9309168752948006,-0.0,-0.8011683175501614,-0.7612931315989986,0.0
2018-12-19,1.0,-0.14132210404036738,-0.929647511525756,-0.0,-0.7986713616727775,-0.7605183867571786,0.0
2018-12-20,1.0,-0.1413786864483445,-0.9216935046137145,-0.0,-0.7990229781074725,-0.7564682467884929,0.0
2018-12-21,1.0,-0.13643896815103043,-0.9233679204496327,-0.0,-0.8024931546332325,-0.740524571263871,0.0
2018-12-24,1.0,-0.11381065003941804,-0.9026374256432309,-0.0,-0.8011538737189136,-0.7658568049881747,0.0
