Date,CAT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4089466375719103,-0.47080605699927264,-0.21440851682867157,-0.6222310388150499,-0.589830060173246,0.0
2018-09-25,1.0,-0.4077740621792537,-0.47372777538655103,-0.21150216865874252,-0.6247392643114922,-0.5931861073403304,0.0
2018-09-26,1.0,-0.40809164349092836,-0.47410938948483644,-0.21235597934048472,-0.6244868229373594,-0.5918090319163025,0.0
2018-09-27,1.0,-0.4089284532397908,-0.47144086306175126,-0.21311800913362897,-0.624263683897015,-0.5915348467800648,0.0
2018-09-28,1.0,-0.4065013737627859,-0.4740640206560958,-0.2136780429673276,-0.624251051011288,-0.5917772849150915,0.0
2018-10-01,1.0,-0.4066999900691846,-0.47389850706743025,-0.21377735112052698,-0.6242179482935548,-0.5916779767618922,0.0
2018-10-02,1.0,-0.4067600225113384,-0.4742278279868904,-0.21402323964643957,-0.623961333465753,-0.5914854172873837,0.0
2018-10-03,1.0,-0.40743198407431985,-0.46031851360318515,-0.21101526211015265,-0.6334439283344393,-0.6056403450564035,0.0
2018-10-04,1.0,-0.4054323946474935,-0.4698089341588442,-0.21070501298182542,-0.6310498635243992,-0.6117102722854669,0.0
2018-10-05,1.0,-0.3964887826894996,-0.46256471525288734,-0.2018120270808443,-0.6379596442320458,-0.6199057480419489,0.0
2018-10-08,1.0,-0.3969577202829718,-0.4637151682221262,-0.201999402172108,-0.6380152113985851,-0.6205785645488059,0.0
2018-10-09,1.0,-0.3957551400006643,-0.46401169163317496,-0.19882419370910417,-0.6398511973959544,-0.6230776895738532,0.0
2018-10-10,1.0,-0.3949089210649229,-0.4716420898111697,-0.1942350036698472,-0.642690331620738,-0.6327483819310068,0.0
2018-10-11,1.0,-0.3652914210870989,-0.46519318925998693,-0.1545841519318926,-0.640242305173543,-0.6491159135559921,0.0
2018-10-12,1.0,-0.3719217416696408,-0.4567664903799357,-0.15255832062554753,-0.6281431491515526,-0.6351189124298369,0.0
2018-10-15,1.0,-0.3585987880359053,-0.4789850610842866,-0.13331605042289124,-0.6296704365015069,-0.639942966395541,0.0
2018-10-16,1.0,-0.35696227148969273,-0.48625696875405156,-0.12799818488266562,-0.630105017502917,-0.6399585116037858,0.0
2018-10-17,1.0,-0.3449756472699308,-0.45712637785183285,-0.11439374519354012,-0.6334593693924634,-0.6543834914124583,0.0
2018-10-18,1.0,-0.34745762711864403,-0.46202491011813046,-0.11203133025166923,-0.6326399589111453,-0.6558808423215202,0.0
2018-10-19,1.0,-0.3469826894048881,-0.46269711275973924,-0.10758904197578445,-0.6356424832193212,-0.6587018659472653,0.0
2018-10-22,1.0,-0.3449287510477787,-0.476626474950029,-0.1184795924946805,-0.6297956025533561,-0.6541040686053259,0.0
2018-10-23,1.0,-0.34338439661301795,-0.4799625105035228,-0.1118221188029216,-0.6373860771766532,-0.6592980414969944,0.0
2018-10-24,1.0,-0.35024938908044057,-0.535031633916915,-0.12057710976467045,-0.663843604592776,-0.677802698088575,0.0
2018-10-25,1.0,-0.3344421024897905,-0.5107693321038071,-0.11790277960742984,-0.6665788433671452,-0.6636477407456197,0.0
2018-10-26,1.0,-0.3287814782067656,-0.5049611946163671,-0.11124209974784688,-0.6700396240626125,-0.6596587746013034,0.0
2018-10-29,1.0,-0.31329000228631154,-0.5184374693797564,-0.09671097756148546,-0.6659372244178071,-0.6717836496064278,0.0
2018-10-30,1.0,-0.31062634707073344,-0.5187120370975117,-0.09496440467637647,-0.6664816145255046,-0.6748416171380054,0.0
2018-10-31,1.0,-0.3110618603741608,-0.5140147317645525,-0.09556091519457663,-0.6653412424222671,-0.6732611954892119,0.0
2018-11-01,1.0,-0.31891256044961447,-0.5067964971899098,-0.10269899359560843,-0.6657299699385701,-0.673441380211737,0.0
2018-11-02,1.0,-0.3202074905389534,-0.501174474748793,-0.1019835573535169,-0.6669059115229022,-0.6721584235938927,0.0
2018-11-05,1.0,-0.314125179668104,-0.5226055141774468,-0.10084280674245394,-0.6708153665229322,-0.6583366000261335,0.0
2018-11-06,1.0,-0.3155212960543507,-0.5234517899137706,-0.10047034230467729,-0.669845832244578,-0.6569767441860466,0.0
2018-11-07,1.0,-0.3184809297757407,-0.5257816336552628,-0.09579309215910951,-0.6741528891798985,-0.6596496971681126,0.0
2018-11-08,1.0,-0.31716894080691077,-0.5258008573017898,-0.09371421092241745,-0.6748470272569616,-0.6605804783874873,0.0
2018-11-09,1.0,-0.3216842935032517,-0.5304145043683899,-0.09029100702883794,-0.6770347500492676,-0.6650791565394469,0.0
2018-11-12,1.0,-0.3215541895401203,-0.5327241050590054,-0.08937904736859406,-0.6773610334965978,-0.6661516715426844,0.0
2018-11-13,1.0,-0.30791357500081723,-0.5313960709966332,-0.07325205112280588,-0.6869545320825027,-0.6692053737783153,0.0
2018-11-14,1.0,-0.30983059716135786,-0.5307410556609327,-0.07302635882006671,-0.6878147687880175,-0.6689449931323174,0.0
2018-11-15,1.0,-0.310062071218556,-0.5315256452139824,-0.07141457040182947,-0.6908526625285855,-0.6630839594903627,0.0
2018-11-16,1.0,-0.3119082719082719,-0.5372645372645373,-0.07279279279279278,-0.6924488124488124,-0.6615561015561016,0.0
2018-11-19,1.0,-0.3119061660441649,-0.53761221414062,-0.0720463927658738,-0.6929100321079877,-0.6618177052617784,0.0
2018-11-20,1.0,-0.3013071895424837,-0.5355555555555556,-0.05964052287581699,-0.698954248366013,-0.6725490196078432,0.0
2018-11-21,1.0,-0.302334655654549,-0.5305326136437537,-0.06217077453339404,-0.6972101190089095,-0.6594264160759576,0.0
2018-11-23,1.0,-0.3022983648125874,-0.5291440460323137,-0.06280680081921915,-0.6973440395305744,-0.65930886512142,0.0
2018-11-26,1.0,-0.30226585611651113,-0.5291765547283899,-0.06274178342706674,-0.6973765482266506,-0.65930886512142,0.0
2018-11-27,1.0,-0.30035014913759567,-0.5311892102191674,-0.0564129166126313,-0.6965049928673324,-0.6576967967838154,0.0
2018-11-28,1.0,-0.3003598871705087,-0.531984567000616,-0.056544434717764165,-0.6959763965891774,-0.6573938981292352,0.0
2018-11-29,1.0,-0.29846880968566897,-0.5304781327894855,-0.05577676345861254,-0.6950244407756304,-0.65747305040303,0.0
2018-11-30,1.0,-0.298763513950929,-0.5306532012688548,-0.05505923480287435,-0.6957661681879977,-0.6565999870525021,0.0
2018-12-03,1.0,-0.3007106996153094,-0.5348177609702027,-0.060833278998500356,-0.70137575797092,-0.6623198800286888,0.0
2018-12-04,1.0,-0.2990812536652115,-0.535023131556656,-0.06072848113637845,-0.7010164853065746,-0.6620837948784779,0.0
2018-12-06,1.0,-0.2922405431619786,-0.5185257032007758,-0.06682832201745878,-0.7002263174911089,-0.655286129970902,0.0
2018-12-07,1.0,-0.29129478722028196,-0.5190466951235286,-0.06551545725003234,-0.7011382744793688,-0.6567714396585176,0.0
2018-12-10,1.0,-0.28103986358225286,-0.5202213570991925,-0.06135581223255365,-0.7037096618512918,-0.6510730027991378,0.0
2018-12-11,1.0,-0.28153653122285494,-0.5198983367113856,-0.06196313097191391,-0.7034713508992053,-0.6503233278641057,0.0
2018-12-12,1.0,-0.2816652189299617,-0.519866164784609,-0.062220506386127465,-0.7033426631920986,-0.6500981243766689,0.0
2018-12-13,1.0,-0.2820182777706269,-0.5204337752606514,-0.06217016347020209,-0.7028896897927662,-0.6503732784142104,0.0
2018-12-14,1.0,-0.2831505483549352,-0.5057730035699354,-0.06982278969542985,-0.7084874409030972,-0.6489563567362429,0.0
2018-12-17,1.0,-0.26854441979357574,-0.5126844795987268,-0.052249123822385134,-0.7009420918941512,-0.6808784283463554,0.0
2018-12-18,1.0,-0.2628832981243198,-0.5051213110556303,-0.044715447154471545,-0.7020997375328084,-0.6859996159016709,0.0
2018-12-19,1.0,-0.26243518340695215,-0.505249343832021,-0.04487548812495999,-0.7022277703091993,-0.6860316240957686,0.0
2018-12-20,1.0,-0.2546857069998725,-0.49336988397296955,-0.0584597730460283,-0.7017404054570956,-0.6793318883080454,0.0
2018-12-21,1.0,-0.25289072426937736,-0.4958703939008894,-0.05466963151207115,-0.7089263024142313,-0.6641994917407877,0.0
2018-12-24,1.0,-0.23173429402098347,-0.47658323852863105,-0.06323473644292757,-0.7053469852104665,-0.6832890911389204,0.0
2018-12-26,1.0,-0.23480992774112472,-0.4818410304743952,-0.05846685516808043,-0.6911718504555451,-0.6754319824065346,0.0
2018-12-27,1.0,-0.2147919876733436,-0.46594761171032356,-0.06394453004622497,-0.6586440677966101,-0.6783359013867488,0.0
2018-12-28,1.0,-0.214816184401097,-0.4659332532125358,-0.06397337524267356,-0.6585621398416074,-0.67828418230563,0.0
2018-12-31,1.0,-0.21683516212550855,-0.4636912834422389,-0.06330908642584145,-0.6591973862655652,-0.6792319072864011,0.0
