Date,HLT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2835975943138327,-0.5590213231273921,-0.14144341170038272,-0.3849371241115363,-0.3647348277747403,0.0
2018-09-25,1.0,-0.2829625981559003,-0.5604530903718297,-0.13992174888505843,-0.38622123724315305,-0.36649429532955763,0.0
2018-09-26,1.0,-0.28300957592339265,-0.560547195622435,-0.14008207934336525,-0.38615595075239395,-0.3661833105335157,0.0
2018-09-27,1.0,-0.2872116252976109,-0.5525574012752799,-0.14257956815631756,-0.38740045428422865,-0.3669029309542705,0.0
2018-09-28,1.0,-0.29274924471299096,-0.5523482559736337,-0.14188409777533645,-0.3903048613018401,-0.36921175501235926,0.0
2018-10-01,1.0,-0.2965891558298435,-0.5522647123649989,-0.14092461979281465,-0.3942307692307692,-0.3710877231650871,0.0
2018-10-02,1.0,-0.2981752333194038,-0.5933974091099039,-0.1299623903050564,-0.39459534754144027,-0.3697450898453824,0.0
2018-10-03,1.0,-0.29924908578287696,-0.6003684783518969,-0.1308935600033498,-0.39376936604974455,-0.3672500907238367,0.0
2018-10-04,1.0,-0.30343479475006985,-0.5944708182072048,-0.1313599553197431,-0.3995252722703156,-0.36372521641999445,0.0
2018-10-05,1.0,-0.29894179894179895,-0.5928153717627402,-0.12642717905875803,-0.401113895850738,-0.36544138123085496,0.0
2018-10-08,1.0,-0.2985971943887776,-0.5924627031841461,-0.12583500334001335,-0.4012747717657537,-0.3651747940325095,0.0
2018-10-09,1.0,-0.2962312538328595,-0.5945531582761889,-0.11816357250376316,-0.4065339800412555,-0.37202430729776437,0.0
2018-10-10,1.0,-0.2977839721254355,-0.5933379790940766,-0.1199163763066202,-0.4074703832752613,-0.36894773519163765,0.0
2018-10-11,1.0,-0.2709617587692979,-0.5930391140690633,-0.08504718782390486,-0.40044187442038076,-0.37810266761224154,0.0
2018-10-12,1.0,-0.27980351407519366,-0.5895387438935522,-0.08418126366359882,-0.38522576988475343,-0.3602331920865834,0.0
2018-10-15,1.0,-0.2726121514212583,-0.6010777313754547,-0.07404014549373569,-0.38501953388118015,-0.36155193318065476,0.0
2018-10-16,1.0,-0.27330548443605984,-0.5990028298073037,-0.07581188519067511,-0.3851502492925482,-0.3618110766743027,0.0
2018-10-17,1.0,-0.26614387452988714,-0.581846309781014,-0.06996345789656183,-0.383585393827852,-0.36576778426822437,0.0
2018-10-18,1.0,-0.2656283336889268,-0.5810753147002347,-0.07032750160017069,-0.38420098143802,-0.36571901002773627,0.0
2018-10-19,1.0,-0.26644587484308646,-0.586015330787105,-0.06741272936086108,-0.38497903367965597,-0.3659891562725355,0.0
2018-10-22,1.0,-0.2651318431267568,-0.5932003747824923,-0.07380538080578236,-0.3815285771650382,-0.3633783964663365,0.0
2018-10-23,1.0,-0.2647885815279972,-0.5936052272179525,-0.0726776102616287,-0.3826955520445599,-0.3641378571619848,0.0
2018-10-24,1.0,-0.2641853480639279,-0.5972594658371769,-0.07358146519360721,-0.38297758232328655,-0.3635364153169581,0.0
2018-10-25,1.0,-0.2720082624412253,-0.6142200962139538,-0.06968716875492621,-0.38738346968173293,-0.374609300682195,0.0
2018-10-26,1.0,-0.28242839765564526,-0.6284142430609312,-0.07715912860776292,-0.390467765122194,-0.3861273913524273,0.0
2018-10-29,1.0,-0.26578743640787433,-0.6500774165007741,-0.05941716434417164,-0.387303693873037,-0.4023169652731697,0.0
2018-10-30,1.0,-0.2552796922140109,-0.6530764759611393,-0.05142683163109967,-0.3914583852307011,-0.4165905505272773,0.0
2018-10-31,1.0,-0.2597588504101745,-0.6358255794747564,-0.0526895336673457,-0.3911248141826791,-0.4134228926939382,0.0
2018-11-01,1.0,-0.27472527472527475,-0.6250693750693751,-0.06462981462981464,-0.3945776445776446,-0.416028416028416,0.0
2018-11-02,1.0,-0.27666758926100193,-0.6169388319955715,-0.06357597564350954,-0.39637420426238584,-0.41425408247993356,0.0
2018-11-05,1.0,-0.2735298187352982,-0.6260135602601355,-0.06340113463401134,-0.39731562197315623,-0.40711221807112213,0.0
2018-11-06,1.0,-0.27888953472279887,-0.6299925267790418,-0.06080987572310333,-0.39516731711367603,-0.40300035982174987,0.0
2018-11-07,1.0,-0.2743564769723111,-0.6362877417559483,-0.06931960484207597,-0.3962988729650759,-0.406567413385279,0.0
2018-11-08,1.0,-0.27301031329052344,-0.6369499346732271,-0.06746726711700442,-0.39568565312873544,-0.4067217079476274,0.0
2018-11-09,1.0,-0.27405491112409247,-0.6374864391220897,-0.06690033102450695,-0.3957829146846922,-0.40749394976216313,0.0
2018-11-12,1.0,-0.27393233499722686,-0.6282861896838603,-0.0666112035496395,-0.3988075429839157,-0.4054908485856905,0.0
2018-11-13,1.0,-0.2642325709561863,-0.6289611463213006,-0.05538715899696886,-0.40217690823918434,-0.4047947092863048,0.0
2018-11-14,1.0,-0.2663227870796899,-0.6286376299892422,-0.054919592861280446,-0.40355280942266847,-0.40495958955120953,0.0
2018-11-15,1.0,-0.2671665242440114,-0.6310610028392646,-0.05273313669818343,-0.4081373873253025,-0.39746947101469254,0.0
2018-11-16,1.0,-0.2680859288712171,-0.6336978131212724,-0.05356748398497902,-0.4090733377512702,-0.39678595096090125,0.0
2018-11-19,1.0,-0.2681135409763641,-0.6336149768058317,-0.0537331566158604,-0.4089905014358295,-0.3967307267506075,0.0
2018-11-20,1.0,-0.2602362529944654,-0.633367293553983,-0.044497067489054715,-0.41184569210011845,-0.4035850978880414,0.0
2018-11-21,1.0,-0.2666028184430155,-0.6303461485839377,-0.05119715419346012,-0.41141058968395133,-0.3768230948146121,0.0
2018-11-23,1.0,-0.2667177620233761,-0.6314838639038677,-0.05091287329263953,-0.41118988311937155,-0.37691949744067005,0.0
2018-11-26,1.0,-0.26672691917947033,-0.6385396981896858,-0.048694985347684384,-0.40979924958234054,-0.3749897296853175,0.0
2018-11-27,1.0,-0.26664475666201076,-0.6391148358119026,-0.04803768520800811,-0.40999096212307945,-0.3749349546736778,0.0
