Date,BE,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-03-25,1.0,-0.0,-2.082800851970181,-0.0,-5.514243876464323,-4.714989350372736,0.0
2019-03-26,1.0,-0.0,-2.0953014774391057,-0.0,-5.511513376813523,-4.7034473579129505,0.0
2019-03-27,1.0,-0.0,-2.0696194138708393,-0.0,-5.509746717941917,-4.681474605489988,0.0
2019-03-28,1.0,-0.0,-2.0861702127659574,-0.0,-5.517553191489362,-4.694281914893617,0.0
2019-03-29,1.0,-0.0,-2.0585495675316037,-0.0,-5.529075182967399,-4.719095143047239,0.0
2019-04-01,1.0,-0.0,-2.051792828685259,-0.0,-5.525630810092961,-4.702656042496679,0.0
2019-04-02,1.0,-0.0,-2.094299695807433,-0.0,-5.55336595688401,-4.577965877529428,0.0
2019-04-03,1.0,-0.0,-2.095792537708389,-0.0,-5.567345858692776,-4.567875099232602,0.0
2019-04-04,1.0,-0.0,-2.0915939730372717,-0.0,-5.570711075865715,-4.55471847739889,0.0
2019-04-05,1.0,-0.0,-2.089796461354264,-0.0,-5.646135426366902,-4.56711454037515,0.0
2019-04-08,1.0,-0.0,-2.063696808510638,-0.0,-5.661037234042553,-4.57313829787234,0.0
2019-04-09,1.0,-0.0,-2.069061876247505,-0.0,-5.6633399866932805,-4.574184963406521,0.0
2019-04-10,1.0,-0.0,-2.0319021666888206,-0.0,-5.714076831051441,-4.5465904559351324,0.0
2019-04-11,1.0,-0.0,-1.9620827770360483,-0.0,-5.80520694259012,-4.583845126835782,0.0
2019-04-12,1.0,-0.0,-1.9593888218737434,-0.0,-5.831791984988608,-4.611848277710763,0.0
2019-04-15,1.0,-0.0,-1.9694410936871733,-0.0,-5.809274896126524,-4.624313094759416,0.0
2019-04-16,1.0,-0.0,-1.9704816852274252,-0.0,-5.815510532671407,-4.631423587816986,0.0
2019-04-17,1.0,-0.0,-1.9668278270212194,-0.0,-5.820709105560033,-4.642358313188288,0.0
2019-04-18,1.0,-0.0,-1.9250708788983395,-0.0,-5.86188740380721,-4.713784258134198,0.0
2019-04-22,1.0,-0.0,-1.9306155507559397,-0.0,-5.857451403887689,-4.71085313174946,0.0
2019-04-23,1.0,-0.0,-1.9308855291576676,-0.0,-5.8625809935205195,-4.7054535637149035,0.0
2019-04-24,1.0,-0.0,-1.8592652620205297,-0.0,-5.883306320907618,-4.763641274986495,0.0
2019-04-25,1.0,-0.0,-1.8844024307900067,-0.0,-5.878325455773126,-4.741796083727211,0.0
2019-04-26,1.0,-0.0,-1.8710373667880749,-0.0,-5.891811682179954,-4.726966140563874,0.0
2019-04-29,1.0,-0.0,-1.8437879401052204,-0.0,-5.890462700661001,-4.755564548765682,0.0
2019-04-30,1.0,-0.0,-1.8510234512674528,-0.0,-5.919479463196422,-4.785143012064524,0.0
2019-05-01,1.0,-0.0,-1.8372503735905448,-0.0,-5.93710093737264,-4.810623556581986,0.0
2019-05-02,1.0,-0.0,-1.818618701084718,-0.0,-5.999450775779211,-4.912536042839489,0.0
2019-05-03,1.0,-0.0,-1.8210902100782642,-0.0,-5.997803103116847,-4.911712206508306,0.0
2019-05-06,1.0,-0.0,-1.7496934187218967,-0.0,-5.984194031884454,-4.891810873415997,0.0
2019-05-07,1.0,-0.0,-1.7487402968813837,-0.0,-5.982432248399837,-4.887103363747787,0.0
2019-05-08,1.0,-0.0,-1.7435382349002277,-0.06977367081826705,-5.776215347529129,-4.802732020891924,0.0
2019-05-09,1.0,-0.0,-1.7443326626425215,-0.060093896713615015,-5.791415157612341,-4.817840375586854,0.0
2019-05-10,1.0,-0.0,-1.7497982243744954,-0.0743879472693032,-5.813290287866558,-4.8143664245359155,0.0
2019-05-13,1.0,-0.0,-1.769168575663657,-0.058752189731842076,-5.8143107397924805,-4.833041369087724,0.0
2019-05-14,1.0,-0.0,-1.575188467133977,-0.419388969713001,-5.581007803200635,-4.650178547811136,0.0
2019-05-15,1.0,-0.0,-1.5393612826915493,-0.45143908529373106,-5.5567091602050205,-4.594690498094361,0.0
2019-05-16,1.0,-0.0,-1.5493087557603686,-0.4579328505595786,-5.549045424621461,-4.61026991441738,0.0
2019-05-17,1.0,-0.0,-1.5598837977023636,-0.4298164531889608,-5.537567674633566,-4.677538624059157,0.0
2019-05-20,1.0,-0.0,-1.5387152090753198,-0.4149848304972959,-5.5554676164094445,-4.681836169370795,0.0
2019-05-21,1.0,-0.0,-1.5320605661619486,-0.4298880842659644,-5.5335088874259375,-4.670967741935484,0.0
2019-05-22,1.0,-0.0,-1.4930646427636742,-0.44818110442292597,-5.512431300706622,-4.6319026432870976,0.0
2019-05-23,1.0,-0.0,-1.4772845953002611,-0.4902088772845953,-5.510574412532637,-4.5767624020887725,0.0
2019-05-24,1.0,-0.0,-1.36948624805397,-0.5482615464452517,-5.479631551634666,-4.576154644525169,0.0
2019-05-28,1.0,-0.0,-1.3255147250456085,-0.5660672400312744,-5.524107375553818,-4.61532447224394,0.0
2019-05-29,1.0,-0.0,-1.3612558624283482,-0.580901511203752,-5.5353048462741015,-4.550026055237103,0.0
2019-05-30,1.0,-0.0,-1.3493756503642038,-0.5803850156087409,-5.523022892819979,-4.554500520291363,0.0
2019-05-31,1.0,-0.0,-1.3605831814631606,-0.5663889612080187,-5.5219994793022655,-4.568341577714136,0.0
2019-06-03,1.0,-0.0,-1.3752913752913754,-0.6630406630406631,-5.5010360010360015,-4.410644910644911,0.0
2019-06-04,1.0,-0.0,-1.3699481865284975,-0.6866580310880829,-5.521243523316062,-4.375518134715025,0.0
2019-06-05,1.0,-0.0,-1.319754820584855,-0.780743200102158,-5.5450134082492655,-4.124249776529179,0.0
2019-06-06,1.0,-0.0,-1.349157733537519,-0.7276671771311894,-5.51888718734048,-4.1659009698825935,0.0
2019-06-07,1.0,-0.0,-1.4295819935691318,-0.699935691318328,-5.546366559485531,-4.185852090032155,0.0
2019-06-10,1.0,-0.0,-1.439415309655084,-0.6726503397871522,-5.514424926272599,-4.195537889473009,0.0
2019-06-11,1.0,-0.0,-1.434660181748368,-0.6829642902854216,-5.506719569947523,-4.174836810444131,0.0
2019-06-12,1.0,-0.0,-1.4338922308972226,-0.6820683476257519,-5.505823627287853,-4.177396646614617,0.0
2019-06-13,1.0,-0.0,-1.4475300742257486,-0.6960583567954952,-5.499104171998977,-4.1548502687484,0.0
2019-06-14,1.0,-0.0,-1.442054040210014,-0.6857472147522089,-5.516711486746062,-4.161224228454348,0.0
2019-06-17,1.0,-0.0,-1.4305093422062964,-0.6897875607883287,-5.5229076017404655,-4.154466342462247,0.0
2019-06-18,1.0,-0.0,-1.466297916130692,-0.6762284538204271,-5.562258811422691,-4.158605608438385,0.0
2019-06-19,1.0,-0.0,-1.458764863828155,-0.7061756808592252,-5.537143587776499,-4.08387674210459,0.0
2019-06-20,1.0,-0.0,-1.4580777096114519,-0.7004089979550102,-5.538215746421267,-4.0844836400818,0.0
2019-06-21,1.0,-0.0,-1.4718471337579617,-0.6870063694267515,-5.499108280254777,-4.080891719745223,0.0
2019-06-24,1.0,-0.0,-1.477467126260692,-0.6839014426145794,-5.518958253542705,-4.085918549725521,0.0
2019-06-25,1.0,-0.0,-1.454951505870342,-0.6939765186319551,-5.525523226135784,-4.087161817253701,0.0
2019-06-26,1.0,-0.0,-1.4611854684512426,-0.6676864244741874,-5.485404716379859,-4.132695984703632,0.0
2019-06-27,1.0,-0.0,-1.4583599030735876,-0.663053181992093,-5.486417548782044,-4.145644688177529,0.0
2019-06-28,1.0,-0.0,-1.3601841196777906,-0.6995269147167882,-5.561181434599156,-4.165324127349444,0.0
2019-07-01,1.0,-0.0,-1.340303455310468,-0.7010072676271835,-5.56763993369884,-4.141399974499554,0.0
2019-07-02,1.0,-0.0,-1.3565526884454047,-0.682979534765476,-5.536290835134104,-4.135502732935045,0.0
2019-07-03,1.0,-0.0,-1.3518118245390973,-0.6905276541640177,-5.538207247298157,-4.134138588684043,0.0
2019-07-05,1.0,-0.0,-1.3532331975560081,-0.6737525458248472,-5.544551934826884,-4.157586558044806,0.0
2019-07-08,1.0,-0.0,-1.3659780668196888,-0.6632236674317776,-5.553812802856414,-4.168706962509564,0.0
2019-07-09,1.0,-0.0,-1.341755997958142,-0.670877998979071,-5.561893823379275,-4.187212863705972,0.0
2019-07-10,1.0,-0.0,-1.3425216947422154,-0.6720265441551811,-5.560107197549771,-4.186957631444614,0.0
2019-07-11,1.0,-0.0,-1.3482529966845191,-0.6692170364702882,-5.549604692680438,-4.18477429227238,0.0
2019-07-12,1.0,-0.0,-1.4169632993740027,-0.5861053148398183,-5.2275684300969685,-4.043942555541917,0.0
2019-07-15,1.0,-0.0,-1.537630536550234,-0.659344616492618,-5.002160604969392,-3.8042251830512543,0.0
2019-07-16,1.0,-0.0,-1.5647860387281856,-0.744441788190294,-4.955773368395889,-3.6882620129093953,0.0
2019-07-17,1.0,-0.0,-1.6059488399762045,-0.7212373587150506,-4.922903033908388,-3.6474717430101133,0.0
2019-07-18,1.0,-0.0,-1.6013986013986015,-0.7156572241318004,-4.913594879696574,-3.621903520208605,0.0
2019-07-19,1.0,-0.0,-1.611784271798527,-0.7207175100974103,-4.928724162508909,-3.61808030411024,0.0
2019-07-22,1.0,-0.0,-1.6427899317807573,-0.7295930369324866,-4.845330510468125,-3.544107268877911,0.0
2019-07-23,1.0,-0.0,-1.6523837551500882,-0.7245438493231313,-4.842142436727487,-3.5526780459093588,0.0
2019-07-24,1.0,-0.0,-1.6521892655367232,-0.7688323917137477,-4.829684557438795,-3.5195386064030134,0.0
2019-07-25,1.0,-0.0,-1.6132661432087192,-0.7792101253955231,-4.8439001523497005,-3.4828313606000236,0.0
2019-07-26,1.0,-0.0,-1.6010731365916249,-0.7882888137174852,-4.81628368132509,-3.4588825382013297,0.0
2019-07-29,1.0,-0.0,-1.5269391546679052,-0.7804226660473758,-4.800627032048305,-3.5037157454714354,0.0
2019-07-30,1.0,-0.0,-1.5282541143975141,-0.7840948325468984,-4.734031534123605,-3.4623086661295894,0.0
2019-07-31,1.0,-0.0,-1.5379556991232122,-0.7888786340562991,-4.737655745269959,-3.472081218274112,0.0
2019-08-01,1.0,-0.0,-1.6021741644500982,-0.7510119116456574,-4.757372499132647,-3.454145946571065,0.0
2019-08-02,1.0,-0.0,-1.5644788537092673,-0.7952391957476311,-4.741737924659117,-3.453778599491564,0.0
2019-08-05,1.0,-0.0,-1.5513395423709326,-0.7525583534552144,-4.7355409911463715,-3.458893871449925,0.0
2019-08-06,1.0,-0.0,-1.5358373152572509,-0.7183020335592843,-4.486387376375153,-3.3717079675519503,0.0
2019-08-07,1.0,-0.0,-1.5153879973620574,-0.6538799736205759,-4.438118267751154,-3.3840404484502087,0.0
2019-08-08,1.0,-0.0,-1.4921551536282414,-0.6267160601438222,-4.397036391370668,-3.379821311832643,0.0
2019-08-09,1.0,-0.0,-1.4322552917159128,-0.5776297410551198,-4.300848823466208,-3.4339744278500053,0.0
