Date,HE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19466229661711343,-0.48355378672597454,-0.0,-0.39531780405009953,-0.2675640875570643,0.0
2018-09-25,1.0,-0.19601694320282698,-0.482834476141443,-0.0,-0.39481874985373616,-0.26655121574500945,0.0
2018-09-26,1.0,-0.19473030310133851,-0.4826882955531072,-0.0,-0.39600084390163853,-0.27072833399751517,0.0
2018-09-27,1.0,-0.19616799006862953,-0.47942285620593544,-0.0,-0.396036821024524,-0.2706766917293233,0.0
2018-09-28,1.0,-0.19671055714352656,-0.47921840588538495,-0.0,-0.396115458507099,-0.2708635958952252,0.0
2018-10-01,1.0,-0.19665646338591947,-0.48577819637391095,-0.0,-0.39809277136802446,-0.2740758182246291,0.0
2018-10-02,1.0,-0.1975889998116406,-0.48252966660388025,-0.0,-0.3990864569598795,-0.27531079299303074,0.0
2018-10-03,1.0,-0.19705813132501765,-0.4772181689809367,-0.0,-0.40072958343139564,-0.2785125911979289,0.0
2018-10-04,1.0,-0.20115876492616405,-0.47226736380979295,-0.0,-0.4061565274735627,-0.2756306083515862,0.0
2018-10-05,1.0,-0.1861152835148329,-0.4645841156590311,-0.0,-0.4129740893728877,-0.2833036049568156,0.0
2018-10-08,1.0,-0.18361349476901376,-0.46319501586928413,-0.0,-0.4197014223580581,-0.2844951216645116,0.0
2018-10-09,1.0,-0.18267083519428315,-0.46308267318586777,-0.0,-0.41997132178369107,-0.28492513105004585,0.0
2018-10-10,1.0,-0.18334116541353385,-0.46240601503759404,-0.0,-0.42039473684210527,-0.28348214285714285,0.0
2018-10-11,1.0,-0.13768512189564822,-0.4514695830485304,-0.0,-0.4047163362952837,-0.2845295055821372,0.0
2018-10-12,1.0,-0.13667913643124352,-0.44627484563032405,-0.0,-0.3971695136791815,-0.273470951458061,0.0
2018-10-15,1.0,-0.11641092561760338,-0.46566620168294104,-0.0,-0.39391621293254736,-0.2739279125230617,0.0
2018-10-16,1.0,-0.1112137946579511,-0.4761185619294489,-0.0,-0.39337315451369326,-0.2733235658739998,0.0
2018-10-17,1.0,-0.10062208398133747,-0.4556765163297045,-0.0,-0.3897356143079316,-0.27571650744279047,0.0
2018-10-18,1.0,-0.10016438599609027,-0.45481606539896924,-0.0,-0.39066109827616846,-0.275790829927137,0.0
2018-10-19,1.0,-0.08935926521442258,-0.44659809255302746,-0.0,-0.39259047157551596,-0.2740468271623973,0.0
2018-10-22,1.0,-0.08928846874242524,-0.4398316476058262,-0.0,-0.396553623763249,-0.27789162865516404,0.0
2018-10-23,1.0,-0.08792977967933309,-0.4403325761418521,-0.0,-0.3981871512692146,-0.27894052003616876,0.0
2018-10-24,1.0,-0.0867562802996915,-0.4399515204936095,-0.0,-0.39839136183340684,-0.27851476421330984,0.0
2018-10-25,1.0,-0.05851017943409248,-0.4121376811594203,-0.0,-0.423762077294686,-0.26224982746721875,0.0
2018-10-26,1.0,-0.05477160626206305,-0.40739867038387306,-0.0,-0.42324683680034314,-0.2591035813853742,0.0
2018-10-29,1.0,-0.04880550450873969,-0.4082439420488055,-0.0,-0.42134279242702677,-0.25845121586392583,0.0
2018-10-30,1.0,-0.0308455148431966,-0.4125829093953248,-0.0,-0.42597720394101357,-0.2771159336295533,0.0
2018-10-31,1.0,-0.03210783790134797,-0.40537480506718504,-0.0,-0.42419516780243954,-0.2745722159321527,0.0
2018-11-01,1.0,-0.020042261637958636,-0.4151245437664084,-0.0,-0.4241104778980171,-0.2751702204862223,0.0
2018-11-02,1.0,-0.024348822892563737,-0.395673679071051,-0.0,-0.4306790922792791,-0.27214639013310127,0.0
2018-11-05,1.0,-0.025909709233123617,-0.3924927733378677,-0.0,-0.4310703961911239,-0.2760159836762455,0.0
2018-11-06,1.0,-0.02312003238935413,-0.39129323019881096,-0.0,-0.4350614758464915,-0.2814038227961389,0.0
2018-11-07,1.0,-0.02325730121509273,-0.39143039863568535,-0.0,-0.43542954593903216,-0.28162438712428056,0.0
2018-11-08,1.0,-0.00680689144910686,-0.3919881619279146,-0.0,-0.4301870838177782,-0.2849593066272064,0.0
2018-11-09,1.0,-0.007445795875198308,-0.3923426758328927,-0.0,-0.4300370174510841,-0.2854574299312533,0.0
2018-11-12,1.0,-0.007015104594577514,-0.38222840169373695,-0.0,-0.4339884977564305,-0.2834060123448988,0.0
2018-11-13,1.0,-0.0,-0.37663313436573864,-0.0,-0.4329632257795216,-0.2774763117251743,0.0
2018-11-14,1.0,-0.0,-0.37632007346495805,-0.0,-0.433359769587177,-0.27739282881829946,0.0
2018-11-15,1.0,-0.0,-0.376982555594923,-0.0,-0.43575582001208807,-0.271419937058419,0.0
2018-11-16,1.0,-0.0,-0.36950683847867266,-0.0,-0.434977205071091,-0.2772238066490414,0.0
2018-11-19,1.0,-0.0,-0.37011958831617986,-0.0,-0.4357056544022668,-0.27757406558606607,0.0
2018-11-20,1.0,-0.0,-0.3580717303072972,-0.0,-0.4288702062453408,-0.28377370993125156,0.0
2018-11-21,1.0,-0.0,-0.35473409823279495,-0.0,-0.42952730855278015,-0.26824162065639046,0.0
2018-11-23,1.0,-0.0,-0.3430056924436407,-0.0,-0.4393867779124967,-0.272661885288013,0.0
2018-11-26,1.0,-0.0,-0.34575637417048466,-0.0,-0.4377580999732912,-0.2709921311610133,0.0
2018-11-27,1.0,-0.0,-0.3449475213290505,-0.0,-0.43382367984941794,-0.26718088262372897,0.0
2018-11-28,1.0,-0.0,-0.3394989655666851,-0.0,-0.43851779020463344,-0.2703455621786599,0.0
2018-11-29,1.0,-0.0,-0.3285059429637743,-0.0,-0.43000283964139385,-0.26980649872216134,0.0
2018-11-30,1.0,-0.0,-0.32843236665990677,-0.0,-0.4300953153518556,-0.26945852768201173,0.0
2018-12-03,1.0,-0.0,-0.32923014422100344,-0.0,-0.43138330286410725,-0.2706479788746699,0.0
2018-12-04,1.0,-0.0,-0.32926779853316585,-0.0,-0.4282385834109972,-0.2685076380728555,0.0
2018-12-06,1.0,-0.0,-0.2892237208475681,-0.0,-0.43409230040087676,-0.2514465135567448,0.0
2018-12-07,1.0,-0.0,-0.2890969054248869,-0.0,-0.4340107036356814,-0.25173292256650276,0.0
2018-12-10,1.0,-0.0,-0.2922093205711596,-0.0,-0.4332339557508238,-0.2359563784716774,0.0
2018-12-11,1.0,-0.0,-0.2923475292779097,-0.0,-0.432842262196677,-0.23647919650038257,0.0
2018-12-12,1.0,-0.0,-0.29240397065170476,-0.0,-0.43276964727115785,-0.23661082120296623,0.0
2018-12-13,1.0,-0.0,-0.28926203460316213,-0.0,-0.43712974224175133,-0.2352387304327357,0.0
2018-12-14,1.0,-0.0,-0.28125306498754393,-0.0,-0.44396712371760927,-0.23637183938484474,0.0
2018-12-17,1.0,-0.0,-0.2794060103302551,-0.0,-0.43989669744874005,-0.2371850054781656,0.0
2018-12-18,1.0,-0.0,-0.2872260612043436,-0.0,-0.4475419545903258,-0.23956564659427446,0.0
2018-12-19,1.0,-0.0,-0.28772671592839927,-0.0,-0.44817639388311536,-0.23983482830837316,0.0
2018-12-20,1.0,-0.0,-0.2799095289605665,-0.0,-0.45034910020651,-0.2364834300324516,0.0
2018-12-21,1.0,-0.0,-0.27957662434214386,-0.0,-0.4523115450081193,-0.22458083070843035,0.0
