Date,IWF,IWM,LBTYK,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4971721741940696,-1.0290054132665427,1.0,-0.0,-0.7986588026177587,-0.7149551587622203,0.0
2018-09-25,-0.4956905272528629,-1.0318455873426942,1.0,-0.0,-0.8008740339092786,-0.7180835997248413,0.0
2018-09-26,-0.5052918668077832,-1.044899454530652,1.0,-0.0,-0.8069689815191728,-0.7135064723601726,0.0
2018-09-27,-0.5084787117238014,-1.0374527266072955,1.0,-0.0,-0.807124557765036,-0.7133097474685861,0.0
2018-09-28,-0.5081527263855569,-1.0372870328955393,1.0,-0.0007725775627210995,-0.8067742853657545,-0.7132110763225308,0.0
2018-10-01,-0.5091707674163244,-1.0361950465655374,1.0,-0.0008947090162267681,-0.8073935499613649,-0.7132457602993209,0.0
2018-10-02,-0.508598207008965,-1.0493072534637327,1.0,-0.0,-0.8056642216788916,-0.7114099429502853,0.0
2018-10-03,-0.5077775063115889,-1.0421451258245786,1.0,-0.0,-0.8071911393435948,-0.7148790618128512,0.0
2018-10-04,-0.5222345178081069,-1.0359850813557931,1.0,-0.0,-0.8277798270420919,-0.7125292020164761,0.0
2018-10-05,-0.5048943633249041,-1.0267150664817686,1.0,-0.0,-0.8306550289583163,-0.7163716453218043,0.0
2018-10-08,-0.5016684300480183,-1.0224220721087327,1.0,-0.0,-0.8311223244079109,-0.7141694473834134,0.0
2018-10-09,-0.4929779306391516,-1.0290300126929532,1.0,-0.0,-0.8426483233018057,-0.7298038733980264,0.0
2018-10-10,-0.4920079096976188,-1.039383702727198,1.0,-0.0,-0.8470379830271071,-0.7411633846914393,0.0
2018-10-11,-0.4233498086734694,-1.0153858418367347,1.0,-0.0,-0.8140545280612245,-0.7331792091836734,0.0
2018-10-12,-0.43276831714319425,-1.0072364022495772,1.0,-0.0,-0.7896723954851143,-0.7031108664018563,0.0
2018-10-15,-0.42038766381542814,-1.0156556540845956,1.0,-0.0,-0.7863140547751707,-0.7013654555442204,0.0
2018-10-16,-0.4089686807972161,-1.0505378044922493,1.0,-0.0,-0.7901376146788991,-0.7048006959822841,0.0
2018-10-17,-0.38132960546753647,-1.0010096303199751,1.0,-0.0,-0.7846380863622242,-0.7161773842808326,0.0
2018-10-18,-0.38053818972546893,-0.9994952044422011,1.0,-0.0,-0.7865103094785074,-0.7164990486545257,0.0
2018-10-19,-0.36315343752405876,-0.9866425436908152,1.0,-0.0,-0.7865886519362537,-0.7130264069597352,0.0
2018-10-22,-0.36316701984203426,-0.9743787324214987,1.0,-0.0,-0.7947216335966095,-0.7205933346176074,0.0
2018-10-23,-0.3655483224837256,-0.9742690959516197,1.0,-0.0,-0.7926890335503255,-0.7194252917838295,0.0
2018-10-24,-0.3640077071290944,-0.9765317919075145,1.0,-0.0,-0.7935645472061656,-0.7194605009633911,0.0
2018-10-25,-0.3387931034482759,-0.9357946026986508,1.0,-0.0,-0.7845952023988007,-0.6889055472263869,0.0
2018-10-26,-0.31926483121502947,-0.9196279690221218,1.0,-0.0,-0.7887501389557935,-0.677844888279542,0.0
2018-10-29,-0.2929196029959783,-0.9328856584141978,1.0,-0.0,-0.7780319521824153,-0.6857912408220492,0.0
2018-10-30,-0.26419084365956813,-0.941344512873785,1.0,-0.0,-0.7868961935148773,-0.7175929361133784,0.0
2018-10-31,-0.27144384238269015,-0.9148881270964652,1.0,-0.0,-0.7868701389656825,-0.7128902650300417,0.0
2018-11-01,-0.29915646461630335,-0.9090400119438639,1.0,-0.0,-0.8004628247237983,-0.7238354732756046,0.0
2018-11-02,-0.3035449421536636,-0.882156630080095,1.0,-0.0,-0.805065262533373,-0.717331652328686,0.0
2018-11-05,-0.30371579025439444,-0.8817770525847363,1.0,-0.0,-0.8050878884521249,-0.7177556923533338,0.0
2018-11-06,-0.30759249647809006,-0.8844813524134352,1.0,-0.0,-0.8019574404982577,-0.7132423815526063,0.0
2018-11-07,-0.3066977846928947,-0.8846780766096168,1.0,-0.0,-0.8003630436393272,-0.7127509816996369,0.0
2018-11-08,-0.2939595833179961,-0.8818051312253836,1.0,-0.0,-0.7933522288070084,-0.7117826775131593,0.0
2018-11-09,-0.29953951277480684,-0.8921939988116457,1.0,-0.0,-0.8000594177064765,-0.7217765894236482,0.0
2018-11-12,-0.2985582255083179,-0.8767467652495379,1.0,-0.0,-0.8037707948243992,-0.7177818853974122,0.0
2018-11-13,-0.28441209982725035,-0.8738192376961812,1.0,-0.0,-0.803543205792627,-0.7137501378321756,0.0
2018-11-14,-0.2839283744530647,-0.8746552928631836,1.0,-0.0,-0.8039489649593706,-0.7143802625289554,0.0
2018-11-15,-0.28507457162947336,-0.8888272084674882,1.0,-0.0,-0.8239517412382962,-0.7029347544502423,0.0
2018-11-16,-0.2840098991615262,-0.8838695379160048,1.0,-0.0,-0.8219628412071066,-0.7038747091197872,0.0
2018-11-19,-0.2913257561734108,-0.8846025693236089,1.0,-0.0,-0.8211469401355003,-0.7051571581948095,0.0
2018-11-20,-0.2613878872617558,-0.8770696887188166,1.0,-0.0,-0.8231657958643019,-0.7178232393847965,0.0
2018-11-21,-0.26117655666934947,-0.8724299407331527,1.0,-0.0,-0.8200775590839247,-0.7047632984561352,0.0
2018-11-23,-0.2607565801685414,-0.911794186435015,1.0,-0.0,-0.8245535880016335,-0.7152615361770056,0.0
2018-11-26,-0.25908361029164645,-0.9339407744874716,1.0,-0.0,-0.8261324171925764,-0.7151125882221144,0.0
2018-11-27,-0.25444733903982136,-0.9335318198734649,1.0,-0.0,-0.8224413844436174,-0.7112020841086714,0.0
2018-11-28,-0.25426189235464897,-0.9362018908657783,1.0,-0.0,-0.8211866299411896,-0.7106007593240526,0.0
2018-11-29,-0.19958389062267795,-0.93468568880963,1.0,-0.0,-0.8398721949769654,-0.7410833704859563,0.0
2018-11-30,-0.2003645019712862,-0.937142006992487,1.0,-0.0,-0.8441568102358105,-0.7377073569887673,0.0
2018-12-03,-0.19762816461578497,-0.9382133164801665,1.0,-0.0,-0.8443436558979887,-0.7374251830923083,0.0
2018-12-04,-0.18676508772580586,-0.9449905411921807,1.0,-0.0,-0.841092028636077,-0.7364887421640269,0.0
2018-12-06,-0.1786860997871496,-0.8758973988960641,1.0,-0.0,-0.8466394891590606,-0.7064468415166493,0.0
2018-12-07,-0.17967030985102625,-0.8757349493200592,1.0,-0.0,-0.8466616167081485,-0.7050463514049706,0.0
2018-12-10,-0.15143836105360842,-0.880719537440217,1.0,-0.0,-0.8488114783353559,-0.6881290598900707,0.0
2018-12-11,-0.15232520789464293,-0.8803668938934295,1.0,-0.0,-0.8486384239266213,-0.6876762197080553,0.0
2018-12-12,-0.15233064458562354,-0.880362624027411,1.0,-0.0,-0.8484545649225498,-0.6879862945249482,0.0
2018-12-13,-0.15223359121537308,-0.8765731398623836,1.0,-0.0,-0.8504759527968911,-0.685906805946736,0.0
2018-12-14,-0.15331693580009267,-0.875200513314084,1.0,-0.0,-0.8504259793961431,-0.6857377107617724,0.0
2018-12-17,-0.14080806646311156,-0.8739615138819853,1.0,-0.0,-0.8406234467087979,-0.6949868635944045,0.0
2018-12-18,-0.1269080269327035,-0.8621637818592027,1.0,-0.0,-0.8379455000528784,-0.6981704092783869,0.0
2018-12-19,-0.13135159913960293,-0.8612080820903417,1.0,-0.0,-0.8361014140131879,-0.6975915934976551,0.0
2018-12-20,-0.13225466056982063,-0.8559268378473444,1.0,-0.0,-0.8346113260640169,-0.6946183608863876,0.0
2018-12-21,-0.12717794416066056,-0.8570079070743825,1.0,-0.0,-0.8382548457070883,-0.6762647820306485,0.0
2018-12-24,-0.12208835341365462,-0.8543041732145975,1.0,-0.0,-0.8379954601012747,-0.6778068796926838,0.0
2018-12-26,-0.12211917779777147,-0.8590559900339123,1.0,-0.0,-0.8159042148245552,-0.6633677071077583,0.0
2018-12-27,-0.08673452361087935,-0.8252628066077089,1.0,-0.0,-0.7560153512431169,-0.6692140830969464,0.0
2018-12-28,-0.08154005271410937,-0.83124812331098,1.0,-0.0,-0.7564808327494745,-0.6670670269909585,0.0
2018-12-31,-0.07860889319480173,-0.8374703504493369,1.0,-0.0,-0.7574917315337587,-0.6672568736845622,0.0
2019-01-02,-0.07616059807095417,-0.8370323398858592,1.0,-0.0,-0.7559990655141341,-0.6682575176050461,0.0
2019-01-03,-0.08074844906944167,-0.8350343539457009,1.0,-0.0,-0.7585551330798479,-0.6609965979587753,0.0
2019-01-04,-0.04448280440844509,-0.8498207409374585,1.0,-0.0,-0.7506307263311645,-0.6746779976098791,0.0
2019-01-07,-0.04200046154353344,-0.840998252728052,1.0,-0.0,-0.746249958790756,-0.6674908515478193,0.0
2019-01-08,-0.04637526652452026,-0.8150652985074628,1.0,-0.0,-0.7927438699360342,-0.6773720682302772,0.0
2019-01-09,-0.03491690448212187,-0.7981870068826591,1.0,-0.0,-0.8117508813160986,-0.7125398690616082,0.0
2019-01-10,-0.03603422244589834,-0.7954370072135548,1.0,-0.0,-0.8128166415031036,-0.7108874349941285,0.0
2019-01-11,-0.033290609821910414,-0.7888559093362115,1.0,-0.0,-0.8239678899082569,-0.7267943874797625,0.0
2019-01-14,-0.028599505269221646,-0.7895022195113687,1.0,-0.0,-0.8254210294466471,-0.7450103351292738,0.0
2019-01-15,-0.024483393575666642,-0.7842187819682193,1.0,-0.0,-0.8385050808156584,-0.7627361385800995,0.0
2019-01-16,-0.021307060307503498,-0.7904067091671497,1.0,-0.0,-0.8352708553506291,-0.7621450243752771,0.0
2019-01-17,-0.021138765768837366,-0.7906239345380157,1.0,-0.0,-0.8353562904875554,-0.7623252642345721,0.0
2019-01-18,-0.01840511669048105,-0.7637272912839356,1.0,-0.0,-0.825066340069402,-0.7948560930802204,0.0
2019-01-22,-0.0,-0.7673919068736141,1.0,-0.0,-0.91200110864745,-0.785164911308204,0.0
2019-01-23,-0.0,-0.7144545644163248,1.0,-0.0,-0.9319682959048876,-0.8299033581311269,0.0
2019-01-24,-0.0,-0.71976647206005,1.0,-0.0,-0.9225396163469557,-0.8327773144286905,0.0
2019-01-25,-0.0,-0.652542673622201,1.0,-0.0,-1.0075233329784592,-0.8886759643706306,0.0
2019-01-28,-0.0,-0.6372263292578902,1.0,-0.0,-1.0312055729314757,-0.8857335797554734,0.0
2019-01-29,-0.0,-0.6246073672187321,1.0,-0.0,-1.030197030268418,-0.9145845231296402,0.0
2019-01-30,-0.0,-0.6219921456622635,1.0,-0.0,-1.0275615851481614,-0.9205997857907888,0.0
2019-01-31,-0.0,-0.627338283592746,1.0,-0.0,-1.0016064543766958,-0.9409538769098957,0.0
2019-02-01,-0.0,-0.6131929824561404,1.0,-0.0,-1.0132280701754388,-0.8823508771929827,0.0
2019-02-04,-0.0,-0.6201001856587383,1.0,-0.0,-1.002276946789505,-0.8806179283287211,0.0
2019-02-05,-0.0,-0.6424496407944782,1.0,-0.0,-1.0179954923228625,-0.8611424144245668,0.0
2019-02-06,-0.0,-0.6451578836202344,1.0,-0.0,-1.0164748125462035,-0.8586263949026648,0.0
2019-02-07,-0.0,-0.6523412670386327,1.0,-0.0,-1.0363726251853946,-0.8426089413094145,0.0
2019-02-08,-0.0,-0.6578947368421053,1.0,-0.0,-1.0581214138981372,-0.8258128497556139,0.0
2019-02-11,-0.0,-0.6413062790945595,1.0,-0.0,-1.0571763618919015,-0.8550513485661491,0.0
2019-02-12,-0.0,-0.6229467039667169,1.0,-0.0,-1.0943260885158883,-0.8692346316620041,0.0
2019-02-13,-0.0,-0.6208278181232784,1.0,-0.0,-1.0906879404715057,-0.86591779057704,0.0
2019-02-14,-0.0,-0.5496901047232315,1.0,-0.0,-1.1346441547339174,-0.8776804160433141,0.0
2019-02-15,-0.0,-0.582783347008669,1.0,-0.0,-1.1199029645749348,-0.8647925511041347,0.0
2019-02-19,-0.0,-0.5807488923824495,1.0,-0.0,-1.1255538087751893,-0.8666571387737602,0.0
2019-02-20,-0.0,-0.581990351974272,1.0,-0.0,-1.1283187421833125,-0.8630337680900483,0.0
2019-02-21,-0.0,-0.5750062520095746,1.0,-0.0,-1.1301847022257154,-0.8673502197134794,0.0
2019-02-22,-0.0,-0.5730613994356538,1.0,-0.0,-1.1363717541165124,-0.862378111940565,0.0
2019-02-25,-0.0,-0.5733563020384727,1.0,-0.0,-1.1475739305196668,-0.8679299454493253,0.0
2019-02-26,-0.0,-0.5793130760368663,1.0,-0.0,-1.159274193548387,-0.8616431451612903,0.0
2019-02-27,-0.0,-0.5539560519254477,1.0,-0.0,-1.1826093262745665,-0.8894771194430342,0.0
2019-02-28,-0.0,-0.5514839271460708,1.0,-0.0,-1.17966765837022,-0.8970321457078587,0.0
2019-03-01,-0.0,-0.555833696125381,1.0,-0.0,-1.1838992889275868,-0.8881874909301989,0.0
2019-03-04,-0.0,-0.547448961090764,1.0,-0.0,-1.1824708996627624,-0.8962541248141567,0.0
2019-03-05,-0.0,-0.5392292059805487,1.0,-0.0,-1.1969806938597765,-0.8927638263898968,0.0
2019-03-06,-0.0,-0.5357971855505586,1.0,-0.0,-1.198353402002031,-0.8927172493834324,0.0
2019-03-07,-0.0,-0.4855819675096783,1.0,-0.0,-1.2451970042331488,-0.8872969354897066,0.0
2019-03-08,-0.0,-0.4628346341819244,1.0,-0.0,-1.2968123130789992,-0.8875920927857612,0.0
2019-03-11,-0.0,-0.4566772361920212,1.0,-0.0,-1.2976919106260598,-0.9326745815205368,0.0
2019-03-12,-0.0,-0.41779850746268654,1.0,-0.0,-1.330597014925373,-0.9829477611940298,0.0
2019-03-13,-0.0,-0.42799249530956845,1.0,-0.0,-1.3383864915572232,-0.9860037523452158,0.0
2019-03-14,-0.0,-0.4302900832021587,1.0,-0.0,-1.331721759988007,-0.9858331459410838,0.0
2019-03-15,-0.0,-0.409953495349535,1.0,-0.0,-1.333970897089709,-1.0064506450645065,0.0
2019-03-18,-0.0,-0.4298534590480518,1.0,-0.0,-1.337044189480859,-1.0197281229883752,0.0
2019-03-19,-0.0,-0.43164648266960254,1.0,-0.0,-1.3298280247522873,-1.03488857674348,0.0
2019-03-20,-0.0,-0.4318104005782326,1.0,-0.0,-1.3308479476547344,-1.041503404724769,0.0
2019-03-21,-0.0,-0.4299885974914481,1.0,-0.0,-1.3578107183580388,-1.0130368681109845,0.0
2019-03-22,-0.0,-0.42821081618603224,1.0,-0.0,-1.3893520997475712,-1.0071138988755448,0.0
2019-03-25,-0.0,-0.33691905609635997,1.0,-0.0,-1.437331919245483,-1.0135222150676109,0.0
2019-03-26,-0.0,-0.3365684707315217,1.0,-0.0,-1.4401309279135268,-1.0293445992235672,0.0
2019-03-27,-0.0,-0.3359948290939508,1.0,-0.0,-1.4464469031595755,-1.019695068628569,0.0
2019-03-28,-0.0,-0.32953076279564986,1.0,-0.0,-1.4352041980378736,-1.0378355768499505,0.0
2019-03-29,-0.0,-0.31520249695493296,1.0,-0.0,-1.4410779537149816,-1.0500532886723508,0.0
2019-04-01,-0.0,-0.33269773472656544,1.0,-0.0,-1.4429105331401113,-1.037945236824041,0.0
2019-04-02,-0.0,-0.349868756419523,1.0,-0.0,-1.4613687373987143,-0.9928862175219691,0.0
2019-04-03,-0.0,-0.34718994094113165,1.0,-0.0,-1.4850828729281766,-0.9780148599733283,0.0
2019-04-04,-0.0,-0.35329871129063284,1.0,-0.0,-1.466089632621658,-1.027505289478746,0.0
2019-04-05,-0.0,-0.3498613037447989,1.0,-0.0,-1.4686007088919708,-1.034211742949607,0.0
2019-04-08,-0.0,-0.36761496343377875,1.0,-0.0,-1.4533062756059272,-1.0080024505111613,0.0
2019-04-09,-0.0,-0.3467979917985667,1.0,-0.0,-1.49921434867589,-0.986433142988541,0.0
2019-04-10,-0.0,-0.31962267033302777,1.0,-0.0,-1.506072410632447,-0.993469294225481,0.0
2019-04-11,-0.0,-0.2917415751826493,1.0,-0.0,-1.5514669318746892,-0.981945453849979,0.0
2019-04-12,-0.0,-0.2735813884124972,1.0,-0.0,-1.5131981209454926,-0.9415032436059949,0.0
2019-04-15,-0.0,-0.27247569184741954,1.0,-0.0,-1.5226252804786835,-0.9446148092744949,0.0
2019-04-16,-0.0,-0.27440485102560264,1.0,-0.0,-1.5280356340769574,-0.9405973948195838,0.0
2019-04-17,-0.0,-0.28402655365112706,1.0,-0.0,-1.5542887146982711,-0.9122004275587894,0.0
2019-04-18,-0.0,-0.2849598333829217,1.0,-0.0,-1.5114177328176137,-0.9227536447485867,0.0
2019-04-22,-0.0,-0.28928041543026706,1.0,-0.0,-1.5024109792284868,-0.9175445103857567,0.0
2019-04-23,-0.0,-0.26632036545829646,1.0,-0.0,-1.4862584733274389,-0.9314765694076039,0.0
2019-04-24,-0.0,-0.2519960263438684,1.0,-0.0,-1.4832039442216418,-0.9441480554840135,0.0
2019-04-25,-0.0,-0.22053340980785777,1.0,-0.0,-1.4618224835101807,-0.9023874390593635,0.0
