Date,FLO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.37374779021803184,-0.9609236888626989,-0.0,-0.7115129640542134,-0.6367855038302888,0.0
2018-09-25,1.0,-0.3730094367443232,-0.962253022707166,-0.0,-0.7125847832497788,-0.638344146269537,0.0
2018-09-26,1.0,-0.3720034087961762,-0.9652450998554967,-0.0,-0.7179221164177998,-0.6500796620845529,0.0
2018-09-27,1.0,-0.37881428200659967,-0.9559897667865486,-0.0,-0.720774164843721,-0.6520707426495124,0.0
2018-09-28,1.0,-0.3761658801233696,-0.9625803574746385,-0.0,-0.7228642562520902,-0.654342090594924,0.0
2018-10-01,1.0,-0.3763285024154589,-0.9625418060200668,-0.0,-0.7228167967298401,-0.6544407283537718,0.0
2018-10-02,1.0,-0.3768024379366731,-0.9623903671770478,-0.0,-0.7227218671027205,-0.6544522075219267,0.0
2018-10-03,1.0,-0.37614781218632665,-0.9512993048068702,-0.0,-0.7275363396408788,-0.6626268634521729,0.0
2018-10-04,1.0,-0.3823857716922161,-0.9441881232326238,-0.0,-0.7356377437118619,-0.6586173537728829,0.0
2018-10-05,1.0,-0.35618229361225257,-0.9388868135973105,-0.0,-0.7569293985805006,-0.6834889802017183,0.0
2018-10-08,1.0,-0.352457484582321,-0.9361614651467016,-0.0,-0.7646047467763035,-0.6843954401046533,0.0
2018-10-09,1.0,-0.34473535505744957,-0.9443209644000753,-0.0,-0.7772838576003014,-0.7008852891316631,0.0
2018-10-10,1.0,-0.343989143137181,-0.9457156859049269,-0.0,-0.7776227994119199,-0.7024164059260376,0.0
2018-10-11,1.0,-0.24173887501835806,-0.9447789690116023,-0.0,-0.756572183874284,-0.728521075047731,0.0
2018-10-12,1.0,-0.23718643822742713,-0.9323357189329863,-0.0,-0.7376563290681704,-0.7073664425648811,0.0
2018-10-15,1.0,-0.2089100346020761,-0.9564590542099192,-0.0,-0.731833910034602,-0.7071799307958477,0.0
2018-10-16,1.0,-0.2032974962118479,-0.9673858142723141,-0.0,-0.7308968901075114,-0.7062197849772711,0.0
2018-10-17,1.0,-0.17717049747554992,-0.9191822900116514,-0.0,-0.7219574197648555,-0.7123539173110194,0.0
2018-10-18,1.0,-0.1792847025495751,-0.9253541076487253,-0.0,-0.7218130311614731,-0.7145892351274789,0.0
2018-10-19,1.0,-0.15785967249903574,-0.9109365686033873,-0.0,-0.7239734913566394,-0.7136645744941968,0.0
2018-10-22,1.0,-0.15917418263810598,-0.898499154453213,-0.0,-0.7384089627959414,-0.7270293122886133,0.0
2018-10-23,1.0,-0.16217549050688648,-0.8985522561555532,-0.0,-0.7360245165380958,-0.7257388425094227,0.0
2018-10-24,1.0,-0.16098009404942898,-0.8956617049110772,-0.0,-0.7432379874836473,-0.7358130325637308,0.0
2018-10-25,1.0,-0.11200557588430042,-0.8579891967241681,-0.0,-0.7963059766509846,-0.7186269384910263,0.0
2018-10-26,1.0,-0.08319601724923746,-0.8614451495284509,-0.0,-0.8359920064509344,-0.7253093994320374,0.0
2018-10-29,1.0,-0.06257830989837115,-0.8650981484059584,-0.0,-0.8260476124182096,-0.7267158568843102,0.0
2018-10-30,1.0,-0.04357230071515785,-0.8689342403628117,-0.0,-0.8302110587824872,-0.7458573172858887,0.0
2018-10-31,1.0,-0.04502164502164502,-0.8547186147186147,-0.0,-0.8242077922077922,-0.7392554112554113,0.0
2018-11-01,1.0,-0.00488216079519511,-0.9092058585929541,-0.0,-0.841206842049805,-0.7570510343858663,0.0
2018-11-02,1.0,-0.016045403587443944,-0.8687289798206277,-0.0,-0.8632286995515694,-0.7553601457399103,0.0
2018-11-05,1.0,-0.018528916339135316,-0.8651389668725435,-0.0,-0.8644722066254913,-0.7611243683323976,0.0
2018-11-06,1.0,-0.021397502455451103,-0.8665988494457696,-0.0,-0.8619685702259016,-0.7578223656517469,0.0
2018-11-07,1.0,-0.02103196859226024,-0.8660964666292765,-0.0,-0.8609436343241728,-0.7572209758833427,0.0
2018-11-08,1.0,-0.0,-0.8611794037189654,-0.0,-0.8440389210152707,-0.7575400810277364,0.0
2018-11-09,1.0,-0.0,-0.8645927366155128,-0.0,-0.8463648357752933,-0.7610235400319422,0.0
2018-11-12,1.0,-0.0020521313364055297,-0.8695636520737327,-0.0,-0.9257992511520736,-0.8028153801843317,0.0
2018-11-13,1.0,-0.0,-0.8617143266681001,-0.0,-0.9260732458969397,-0.7956711818246972,0.0
2018-11-14,1.0,-0.0,-0.8631016426368266,-0.0,-0.9267627860268274,-0.796714726346747,0.0
2018-11-15,1.0,-0.0,-0.8617504922140684,-0.0,-0.9264363701449794,-0.7915160193305889,0.0
2018-11-16,1.0,-0.0,-0.8516881172234303,-0.0,-0.9213519198545402,-0.7921494527434133,0.0
2018-11-19,1.0,-0.0,-0.8539992140892365,-0.0,-0.9233737005679991,-0.794948737184296,0.0
2018-11-20,1.0,-0.0,-0.8334584987304653,-0.0,-0.9172835532668169,-0.8253763902299468,0.0
2018-11-21,1.0,-0.0,-0.8323925160648987,-0.0,-0.926119217524053,-0.7917066070224021,0.0
2018-11-23,1.0,-0.0,-0.8159974139788808,-0.0,-0.9626104446519648,-0.8130881402198118,0.0
2018-11-26,1.0,-0.0,-0.8207963807403684,-0.0,-0.9596423826792576,-0.8100965854008833,0.0
2018-11-27,1.0,-0.0,-0.822642857142857,-0.0,-0.9486428571428571,-0.8001071428571428,0.0
2018-11-28,1.0,-0.0,-0.8146226246287084,-0.0,-0.9577353899008697,-0.8063915828651183,0.0
2018-11-29,1.0,-0.0,-0.7896541970157697,-0.0,-0.9397496640973058,-0.8064139735520826,0.0
2018-11-30,1.0,-0.0,-0.7918170878459687,-0.0,-0.9436893891130458,-0.8038153889714731,0.0
2018-12-03,1.0,-0.0,-0.7912600763682648,-0.0,-0.9420520435581956,-0.8022910479422997,0.0
2018-12-04,1.0,-0.0,-0.8048252616640058,-0.0,-0.9391875110874579,-0.804009224764946,0.0
2018-12-06,1.0,-0.0,-0.7206641938503137,-0.0,-0.9665823135854682,-0.7792838076749748,0.0
2018-12-07,1.0,-0.0,-0.7237492171734744,-0.0,-0.9691392387446942,-0.7863405469347992,0.0
2018-12-10,1.0,-0.0,-0.714295495002054,-0.0,-0.9531014651513077,-0.7558537587292894,0.0
2018-12-11,1.0,-0.0,-0.7149852749811657,-0.0,-0.9514759263064173,-0.7579960276693377,0.0
2018-12-12,1.0,-0.0,-0.717040035678754,-0.0,-0.9559161549281278,-0.7576932313286905,0.0
2018-12-13,1.0,-0.0,-0.7140116478245975,-0.0,-0.9561493662213087,-0.7556697499143542,0.0
2018-12-14,1.0,-0.0,-0.7027933725866083,-0.0,-0.9640558674517321,-0.7564357113514995,0.0
2018-12-17,1.0,-0.0,-0.6976989943753196,-0.0,-0.9542866882563491,-0.7569115391170955,0.0
2018-12-18,1.0,-0.0,-0.68516076681205,-0.0,-0.9446191297291816,-0.7512256144977517,0.0
2018-12-19,1.0,-0.0,-0.6865479656082865,-0.0,-0.94627987272358,-0.7521833322049962,0.0
2018-12-20,1.0,-0.0,-0.6698760177021047,-0.0,-0.9603053950880038,-0.7480828350393568,0.0
2018-12-21,1.0,-0.0,-0.6688148222736885,-0.0,-0.9632464001611118,-0.7244319135367369,0.0
2018-12-24,1.0,-0.0,-0.6434976089266737,-0.0,-0.9479277364505846,-0.7295098299681191,0.0
2018-12-26,1.0,-0.0,-0.6456334523068863,-0.0,-0.9187596188480304,-0.7101083859982318,0.0
2018-12-27,1.0,-0.0,-0.5880745341614907,-0.0,-0.8155900621118013,-0.7019254658385093,0.0
2018-12-28,1.0,-0.0,-0.5887699705289281,-0.0,-0.8138358926632542,-0.6996122227392585,0.0
