Date,DBX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-21,1.0,-0.24195418962017975,-1.9964482458683677,-0.0,-2.4513627138300955,-1.5587851551174252,0.0
2018-11-23,1.0,-0.2469439421338155,-1.9581916817359855,-0.0,-2.4669801084990954,-1.5610849909584086,0.0
2018-11-26,1.0,-0.23656852053798616,-2.0095238095238095,-0.0,-2.4681933842239188,-1.555870592511814,0.0
2018-11-27,1.0,-0.22117460774435008,-2.008204980567151,-0.0,-2.4418454008924715,-1.5260544119763926,0.0
2018-11-28,1.0,-0.21597462514417531,-2.03568339100346,-0.0,-2.4332468281430217,-1.5237889273356402,0.0
2018-11-29,1.0,-0.12847980830220596,-1.9932341955035593,-0.0,-2.399816759461555,-1.526182253858623,0.0
2018-11-30,1.0,-0.12880016928828383,-1.9986598010862664,-0.0,-2.412851802214855,-1.5133667207448682,0.0
2018-12-03,1.0,-0.09577203256677617,-2.0329238680188544,-0.0,-2.464790744179403,-1.548350235680617,0.0
2018-12-04,1.0,-0.0676328502415459,-2.0493037794828077,-0.0,-2.450198920147769,-1.5372264847968173,0.0
2018-12-06,1.0,-0.17191477957925766,-1.7925097145919873,-0.0,-2.3508642637009243,-1.3844968511322524,0.0
2018-12-07,1.0,-0.1815442308980111,-1.7910667648831446,-0.0,-2.350097100381705,-1.373869952454296,0.0
2018-12-10,1.0,-0.10007875049219059,-1.8180207376296103,-0.0,-2.353327208295052,-1.2911143194644967,0.0
2018-12-11,1.0,-0.13654882376133526,-1.8076619792351163,-0.0,-2.3709423051649363,-1.2560783282954395,0.0
2018-12-12,1.0,-0.14329007180973713,-1.8100665392977138,-0.0,-2.3835562290005927,-1.251202318993346,0.0
2018-12-13,1.0,-0.14324235448865505,-1.7971719829003618,-0.0,-2.3936862874054587,-1.24268332785268,0.0
2018-12-14,1.0,-0.16266490765171504,-1.7348944591029023,-0.0,-2.4482849604221633,-1.250395778364116,0.0
2018-12-17,1.0,-0.11023054755043228,-1.7382106366256223,-0.0,-2.3976290280324863,-1.3035761068902278,0.0
2018-12-18,1.0,-0.07652533609100311,-1.7053386763185108,-0.0,-2.3809462254395037,-1.3004782833505688,0.0
2018-12-19,1.0,-0.06920639027229804,-1.7081042623374942,-0.0,-2.387167712308389,-1.3034085764180843,0.0
2018-12-20,1.0,-0.0562399226056111,-1.6634633989035794,-0.0,-2.4405675588519835,-1.2892615285391809,0.0
2018-12-21,1.0,-0.04750957854406131,-1.6636015325670497,-0.0,-2.4425287356321843,-1.2320561941251598,0.0
2018-12-24,1.0,-0.0,-1.609063367836405,-0.0,-2.4238197424892705,-1.2784650340823025,0.0
2018-12-26,1.0,-0.019908308735790994,-1.705520316523268,-0.0,-2.3180933241223385,-1.2367644288136657,0.0
2018-12-27,1.0,-0.0,-1.6115556601553305,-0.0,-1.9756413273711464,-1.2965403624382208,0.0
2018-12-28,1.0,-0.0,-1.6197274115850075,-0.0,-1.968687580777817,-1.286335330748443,0.0
2018-12-31,1.0,-0.0,-1.6178025851938895,-0.0,-1.9696239717978847,-1.2880141010575794,0.0
2019-01-02,1.0,-0.0,-1.617702448210923,-0.0,-1.962217514124294,-1.305202448210923,0.0
2019-01-03,1.0,-0.0,-1.6161806208842897,-0.0,-1.9759524929444965,-1.2875117591721543,0.0
2019-01-04,1.0,-0.0,-1.632343541170318,-0.0,-1.887500726364112,-1.2911267360102272,0.0
2019-01-07,1.0,-0.0,-1.5585788171801214,-0.0,-1.8497301551607823,-1.2134585113559702,0.0
2019-01-08,1.0,-0.0,-1.5274041694687293,-0.0,-1.872954494507958,-1.2037659717552118,0.0
2019-01-09,1.0,-0.0,-1.4984061294111068,-0.0,-1.8708685196577373,-1.2233096582965157,0.0
2019-01-10,1.0,-0.0,-1.4922612728390232,-0.0,-1.8762921159970944,-1.218975247248142,0.0
2019-01-11,1.0,-0.0,-1.4900854605373401,-0.0,-1.875942579455957,-1.2196279953080489,0.0
2019-01-14,1.0,-0.0,-1.4941077911197989,-0.0,-1.883607930745602,-1.2073163920692545,0.0
2019-01-15,1.0,-0.0,-1.4863040446304046,-0.0,-1.8835704323570432,-1.208981868898187,0.0
2019-01-16,1.0,-0.0,-1.483728964671793,-0.0,-1.8710018945726068,-1.2174857907054495,0.0
2019-01-17,1.0,-0.0,-1.4718800512791932,-0.0,-1.8790479906359734,-1.2228972743994204,0.0
2019-01-18,1.0,-0.0,-1.4659578021488615,-0.0,-1.879808495240216,-1.2211768635528586,0.0
2019-01-22,1.0,-0.0,-1.4691316899844549,-0.0,-1.8750832778147901,-1.2076393515434154,0.0
2019-01-23,1.0,-0.0,-1.4596311022752375,-0.0,-1.8793903247183568,-1.183399602385686,0.0
2019-01-24,1.0,-0.0,-1.4540226707215926,-0.0,-1.8927840752004423,-1.1826375449267348,0.0
2019-01-25,1.0,-0.0,-1.4503896965341885,-0.0,-1.9063070034823948,-1.1709137140014372,0.0
2019-01-28,1.0,-0.0,-1.438861618222933,-0.0,-1.911698196459103,-1.164910926038277,0.0
2019-01-29,1.0,-0.0,-1.443218187837987,-0.0,-1.897527866681382,-1.1774086745392343,0.0
2019-01-30,1.0,-0.0,-1.4515450215970762,-0.0,-1.9100121829659986,-1.176154612913944,0.0
2019-01-31,1.0,-0.0,-1.4510929565025392,-0.0,-1.8784499889600355,-1.1904945904173108,0.0
2019-02-01,1.0,-0.0,-1.4503117585388734,-0.0,-1.8781106880759257,-1.1893726204270816,0.0
2019-02-04,1.0,-0.0,-1.4538172577615736,-0.0,-1.8888520605457961,-1.1815269031046294,0.0
2019-02-05,1.0,-0.0,-1.4387281960697726,-0.0,-1.8844667697063373,-1.196842570103776,0.0
2019-02-06,1.0,-0.0,-1.4374792703150912,-0.0,-1.8951907131011607,-1.1952459922609175,0.0
2019-02-07,1.0,-0.0,-1.4368159203980098,-0.0,-1.893200663349917,-1.1979546710889994,0.0
2019-02-08,1.0,-0.0,-1.4456569664902998,-0.0,-1.898258377425044,-1.1674933862433863,0.0
2019-02-11,1.0,-0.0,-1.4540636042402826,-0.0,-1.9152495583038867,-1.1518882508833923,0.0
2019-02-12,1.0,-0.0,-1.4358039020615707,-0.0,-1.930912507599624,-1.1602829823688718,0.0
2019-02-13,1.0,-0.0,-1.4354483366380262,-0.0,-1.9253139458030402,-1.147003745318352,0.0
2019-02-14,1.0,-0.0,-1.4380574826560952,-0.0,-1.9286972800352382,-1.139246778989098,0.0
2019-02-15,1.0,-0.0,-1.4470393830900579,-0.0,-1.9250895070228586,-1.1360506747452492,0.0
2019-02-19,1.0,-0.0,-1.4170430759061363,-0.0,-1.9547758069846866,-1.1366090117880356,0.0
2019-02-20,1.0,-0.0,-1.4175254891154587,-0.0,-1.9534306971617525,-1.1401488013226784,0.0
2019-02-21,1.0,-0.0,-1.4104786617346656,-0.0,-1.9628995748909623,-1.1475183569811738,0.0
2019-02-22,1.0,-0.0,-1.4128394789136676,-0.0,-1.9682049017443144,-1.1389379553985428,0.0
