Date,IWF,IWM,MMT,MTUM,SPY,VLUE,VXX
2018-09-24,-0.10258216365729209,-0.25134434002783174,1.0,-0.0,-0.19564657171817823,-0.16843334994072878,0.0
2018-09-25,-0.10420996581871898,-0.2507772376715505,1.0,-0.0,-0.19524553839811745,-0.16740239440732407,0.0
2018-09-26,-0.1030347864982968,-0.25043870212985586,1.0,-0.0,-0.19609125004301,-0.17083577056738808,0.0
2018-09-27,-0.10417812929848692,-0.2481258596973865,1.0,-0.0,-0.19623452544704262,-0.17085625859697387,0.0
2018-09-28,-0.10264530230797032,-0.2503829406398981,1.0,-0.0,-0.1966679861625045,-0.17140250933686726,0.0
2018-10-01,-0.10374530544740379,-0.24976742583468284,1.0,-0.0,-0.1976019019398408,-0.17165696172001518,0.0
2018-10-02,-0.11014598287041855,-0.23381531953257745,1.0,-0.0,-0.20796490863067377,-0.1818197579666424,0.0
2018-10-03,-0.11088149485968325,-0.2376354542928591,1.0,-0.0,-0.20757502083912197,-0.1805015282022784,0.0
2018-10-04,-0.11296540705751597,-0.23466587941094746,1.0,-0.0,-0.21030147263128646,-0.17866073909419283,0.0
2018-10-05,-0.11608401343379679,-0.23829328136147704,1.0,-0.0,-0.2094071380096403,-0.17634468477561036,0.0
2018-10-08,-0.117483665839768,-0.24143111701198416,1.0,-0.0008210754341217986,-0.20946158415149715,-0.17778903602250096,0.0
2018-10-09,-0.11870094911817657,-0.24161437485798185,1.0,-0.0033559979724178918,-0.20831658247539808,-0.17592770621034418,0.0
2018-10-10,-0.12124980296688093,-0.2411685377515456,1.0,-0.005481899224127363,-0.2105889976706307,-0.17291626530290558,0.0
2018-10-11,-0.11428818393983922,-0.23713371942259484,1.0,-0.0,-0.20672486818221109,-0.17061111591321634,0.0
2018-10-12,-0.11624886792775242,-0.23222432972779,1.0,-0.0,-0.19890295791254423,-0.16141214264964715,0.0
2018-10-15,-0.11443439686060401,-0.23284422453506232,1.0,-0.0,-0.19817437297389526,-0.16075754990615937,0.0
2018-10-16,-0.10793476583266165,-0.24762917359765402,1.0,-0.0,-0.19849776207706685,-0.1608217721605817,0.0
2018-10-17,-0.10219535799786067,-0.23629386895767185,1.0,-0.0,-0.1967163013396268,-0.16269079919180943,0.0
2018-10-18,-0.10392113387116031,-0.24156163121897972,1.0,-0.0,-0.1958349678497723,-0.16426463816069997,0.0
2018-10-19,-0.09776484323446302,-0.2352413664743405,1.0,-0.0,-0.1960203719057207,-0.1629752457657231,0.0
2018-10-22,-0.09814215794197842,-0.23721780954155164,1.0,-0.0,-0.1955560824427998,-0.16265009229935473,0.0
2018-10-23,-0.097543621887176,-0.2373369473149246,1.0,-0.0,-0.19617143825173639,-0.16301880399796712,0.0
2018-10-24,-0.09691659760161019,-0.2353229707558818,1.0,-0.0,-0.1959643455169731,-0.1631852240244913,0.0
2018-10-25,-0.08560041014106867,-0.21843319496584912,1.0,-0.0,-0.19824036251178329,-0.1515206641639241,0.0
2018-10-26,-0.08000657408168296,-0.21438080368148574,1.0,-0.0,-0.20029583367573342,-0.148853644506533,0.0
2018-10-29,-0.07646326684353608,-0.21466705970980313,1.0,-0.0,-0.19804461039599094,-0.14850479840162456,0.0
2018-10-30,-0.07500982446947864,-0.2146482839926644,1.0,-0.0,-0.19806130468954675,-0.1496757925072046,0.0
2018-10-31,-0.07732655687501017,-0.2062258710843962,1.0,-0.0,-0.19754353385785725,-0.1478603658635912,0.0
2018-11-01,-0.0779847159081651,-0.20586270388294148,1.0,-0.0,-0.19765035603135034,-0.14793632171546822,0.0
2018-11-02,-0.07806109979633401,-0.20565376782077394,1.0,-0.0,-0.19770264765784115,-0.14792668024439917,0.0
2018-11-05,-0.07828439200860411,-0.20511358081022066,1.0,-0.0,-0.1976990515920868,-0.14846983671740052,0.0
2018-11-06,-0.07675993147891345,-0.20424178154825026,1.0,-0.0,-0.19949424912309324,-0.15094216494004406,0.0
2018-11-07,-0.07667340814196243,-0.20421777139874736,1.0,-0.0,-0.19925952505219208,-0.15086769311064718,0.0
2018-11-08,-0.07010088558730983,-0.20379861809452754,1.0,-0.0,-0.19635384565478314,-0.15168521101631688,0.0
2018-11-09,-0.06973349121640254,-0.2038475887686743,1.0,-0.0,-0.1968726175607066,-0.151648850751837,0.0
2018-11-12,-0.06955618998183234,-0.20422398131326241,1.0,-0.0,-0.19671359979236958,-0.15160264728782766,0.0
2018-11-13,-0.05934384046317144,-0.2016243165004825,1.0,-0.0,-0.1978128015439048,-0.1494532003859762,0.0
2018-11-14,-0.0593287122661992,-0.20164364174399718,1.0,-0.0,-0.19781598288811336,-0.14947168658228663,0.0
2018-11-15,-0.05910633029440612,-0.20155001366713293,1.0,-0.0,-0.1977071374591996,-0.14953451353046163,0.0
2018-11-16,-0.05759137092502529,-0.1980225036516268,1.0,-0.0,-0.19744466380956968,-0.15206818510136275,0.0
2018-11-19,-0.057326783535606496,-0.19816348808835804,1.0,-0.0,-0.19766583188852502,-0.15218647659410517,0.0
2018-11-20,-0.04358794226593435,-0.1946608762294035,1.0,-0.0,-0.19913143441052497,-0.15923170264401584,0.0
2018-11-21,-0.045165283354228494,-0.19223017472585024,1.0,-0.0,-0.19780045387459733,-0.15179407423864918,0.0
2018-11-23,-0.045561229344413076,-0.18888959370738048,1.0,-0.0,-0.19922928097941575,-0.15217736052523073,0.0
2018-11-26,-0.044435248993363353,-0.1975872551048016,1.0,-0.0,-0.1986217433514236,-0.15087613196886984,0.0
2018-11-27,-0.04274331788457875,-0.19771760523141385,1.0,-0.0,-0.19728906101199922,-0.14946670052695066,0.0
2018-11-28,-0.04297166441781094,-0.19720612747043414,1.0,-0.0,-0.1975553615366299,-0.14967854591634255,0.0
2018-11-29,-0.04139723595790542,-0.19630404463040446,1.0,-0.0,-0.1971915810827945,-0.14999366045391152,0.0
2018-11-30,-0.041710263483306385,-0.19688322394495703,1.0,-0.0,-0.19854782967120072,-0.1481974697992961,0.0
2018-12-03,-0.0426860265616064,-0.19736925716464382,1.0,-0.0,-0.19943445383491137,-0.14912308572154792,0.0
2018-12-04,-0.04146573604060914,-0.1976522842639594,1.0,-0.0,-0.198619923857868,-0.14855647208121828,0.0
2018-12-06,-0.0413062720313058,-0.17306706834169291,1.0,-0.0,-0.2005372921098809,-0.137956737115083,0.0
2018-12-07,-0.037294622852875284,-0.17457057505601195,1.0,-0.0,-0.20214090117002742,-0.1418813791386607,0.0
