Date,FLIC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22391460407628203,-0.846468366678111,-0.006991479134804456,-0.5217079184743594,-0.5221760978807078,0.0
2018-09-25,1.0,-0.2234304861857495,-0.8634064614022886,-0.0,-0.5358791174053233,-0.5384396535373333,0.0
2018-09-26,1.0,-0.22209563593784615,-0.863128580018355,-0.0,-0.5369473717522706,-0.5424855216937244,0.0
2018-09-27,1.0,-0.22612683852601614,-0.8559544520006327,-0.0,-0.5379724814170489,-0.5430017396805313,0.0
2018-09-28,1.0,-0.2265911679109199,-0.855687713526509,-0.0,-0.5380235353663166,-0.5430532709097811,0.0
2018-10-01,1.0,-0.22635712928358775,-0.858237790587192,-0.0,-0.53838601380883,-0.5441819218344207,0.0
2018-10-02,1.0,-0.22580235950780161,-0.8663896993530382,-0.0,-0.5367880248636306,-0.5424330838513256,0.0
2018-10-03,1.0,-0.22554719019028555,-0.8543155754630071,-0.0,-0.543664029988246,-0.5531624257441469,0.0
2018-10-04,1.0,-0.22512805828640517,-0.8579109796061214,-0.0,-0.5427762400178169,-0.5557570551366485,0.0
2018-10-05,1.0,-0.216286520952955,-0.8568029692605399,-0.0,-0.5426831202613964,-0.5565142911524918,0.0
2018-10-08,1.0,-0.21283815927182775,-0.8538581078938189,-0.0,-0.5481589546795218,-0.5566268117091117,0.0
2018-10-09,1.0,-0.2058804811302743,-0.8563291542035258,-0.0,-0.5542544389995545,-0.5656144593648571,0.0
2018-10-10,1.0,-0.20725306187370765,-0.8554795609988866,-0.0,-0.5551137267377126,-0.5632893271830762,0.0
2018-10-11,1.0,-0.13670064874884152,-0.8486561631139945,-0.0,-0.5318195860364535,-0.5721037998146432,0.0
2018-10-12,1.0,-0.13652303845332844,-0.8435336809684993,-0.0,-0.5151099319976824,-0.5542341353337602,0.0
2018-10-15,1.0,-0.09672573425715862,-0.8932797841682506,-0.0,-0.5136427739285057,-0.562143601692317,0.0
2018-10-16,1.0,-0.08564692744362068,-0.9306387070757205,-0.0,-0.519061947451686,-0.5666780407606167,0.0
2018-10-17,1.0,-0.06432212962114968,-0.8944653051256221,-0.0,-0.5163171230576671,-0.5776475257196936,0.0
2018-10-18,1.0,-0.06353034558554158,-0.8931188179264866,-0.0,-0.5181951398217121,-0.578031505678349,0.0
2018-10-19,1.0,-0.052038740626043654,-0.890548623129004,-0.0,-0.5169566141421502,-0.5765856028175,0.0
2018-10-22,1.0,-0.05302639171500592,-0.8910316761320496,-0.0,-0.5166884319859082,-0.576305159899171,0.0
2018-10-23,1.0,-0.050208441103977125,-0.8927060828287132,-0.0,-0.5208593250768341,-0.5791619754739373,0.0
2018-10-24,1.0,-0.047594444275597975,-0.8900708142114702,-0.0,-0.5209859283348023,-0.5805853569583321,0.0
2018-10-25,1.0,-0.02687054631828979,-0.8645486935866984,-0.0,-0.5168052256532066,-0.5609263657957245,0.0
2018-10-26,1.0,-0.012788475672497426,-0.8528002351903572,-0.0,-0.5211524327502572,-0.5531383213288256,0.0
2018-10-29,1.0,-0.0,-0.8691410267712835,-0.0,-0.5068911810514561,-0.5626377501542802,0.0
2018-10-30,1.0,-0.0,-0.8670409783056029,-0.0,-0.5034687518372627,-0.569139867129167,0.0
2018-10-31,1.0,-0.0,-0.8553727461351881,-0.0,-0.501388117712382,-0.5655922148513983,0.0
2018-11-01,1.0,-0.0,-0.856742393272207,-0.0,-0.49918238626408923,-0.5641534777784267,0.0
2018-11-02,1.0,-0.0,-0.8462254545454545,-0.0,-0.5011490909090909,-0.5616872727272727,0.0
2018-11-05,1.0,-0.0,-0.8638165180392843,-0.0,-0.5023605525441511,-0.5480853296030774,0.0
2018-11-06,1.0,-0.0,-0.8644191264314228,-0.0,-0.5020833940382878,-0.5473061569393047,0.0
2018-11-07,1.0,-0.0,-0.8641935765658212,-0.0,-0.5008298634365081,-0.5467489735899601,0.0
2018-11-08,1.0,-0.0,-0.8630997164187741,-0.0,-0.4818855257827421,-0.5487296718560102,0.0
2018-11-09,1.0,-0.0,-0.8631310792033348,-0.0,-0.48318087077350624,-0.5485467809170912,0.0
2018-11-12,1.0,-0.0,-0.8516318763695075,-0.0,-0.48595894360512054,-0.5456118094798754,0.0
2018-11-13,1.0,-0.0,-0.8456414215055607,-0.0,-0.4767132687194442,-0.5366669525688309,0.0
2018-11-14,1.0,-0.0,-0.8458456166461549,-0.0,-0.4789204041329174,-0.5373937433813218,0.0
2018-11-15,1.0,-0.0,-0.846307727480567,-0.0,-0.4799382716049383,-0.5315500685871056,0.0
2018-11-16,1.0,-0.0,-0.8493915533285613,-0.0,-0.48211882605583395,-0.5317680744452398,0.0
2018-11-19,1.0,-0.0,-0.8492813376853919,-0.0,-0.4819045982935348,-0.5320105365630189,0.0
2018-11-20,1.0,-0.0,-0.8385480427046264,-0.0,-0.4720569395017794,-0.5363701067615658,0.0
2018-11-21,1.0,-0.0,-0.8367496753063415,-0.0,-0.4723869219041165,-0.5143147552092157,0.0
2018-11-23,1.0,-0.0,-0.8264229706098042,-0.0,-0.47799966153325435,-0.5161335815422802,0.0
2018-11-26,1.0,-0.0,-0.8357960163864953,-0.0,-0.4758864246362481,-0.5135753637519423,0.0
2018-11-27,1.0,-0.0,-0.8365625263631506,-0.0,-0.4682939174938838,-0.5072410787098226,0.0
2018-11-28,1.0,-0.0,-0.8371439016845242,-0.0,-0.468010911442954,-0.5070727523271182,0.0
2018-11-29,1.0,-0.0,-0.8260663374898876,-0.0,-0.4593689848522889,-0.5041983987502441,0.0
2018-11-30,1.0,-0.0,-0.8265417119906283,-0.0,-0.460156751178423,-0.502468412685131,0.0
2018-12-03,1.0,-0.0,-0.827305984529029,-0.0,-0.46158786897148757,-0.5037001871038007,0.0
2018-12-04,1.0,-0.0,-0.8284870766488412,-0.0,-0.45604946524064166,-0.5006684491978609,0.0
2018-12-06,1.0,-0.0,-0.8508390304536979,-0.0,-0.4623707554099102,-0.5118085767557489,0.0
2018-12-07,1.0,-0.0,-0.8510818597819333,-0.0,-0.4622055251115756,-0.5114117846449353,0.0
2018-12-10,1.0,-0.0,-0.852620973384456,-0.0,-0.4536676835241107,-0.49240155607175845,0.0
2018-12-11,1.0,-0.0,-0.8522291567546388,-0.0,-0.4553468976518989,-0.49111415857378743,0.0
2018-12-12,1.0,-0.0,-0.8531719345438242,-0.0,-0.45499887917507287,-0.49389150414705224,0.0
2018-12-13,1.0,-0.0,-0.8792186248712962,-0.0,-0.4659363917171948,-0.5149296419174008,0.0
2018-12-14,1.0,-0.0,-0.8698038767225114,-0.0,-0.4732689118874721,-0.5158671164732117,0.0
2018-12-17,1.0,-0.0,-0.8678540894841836,-0.0,-0.46272442291251065,-0.5192647477913936,0.0
2018-12-18,1.0,-0.0,-0.8576120501712959,-0.0,-0.4547693875817549,-0.5189558028256746,0.0
