Date,GMAB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8777396191070872,-1.4523259444270997,-0.2690602560099907,-1.4036216047455512,-1.2413986887293162,0.0
2018-09-25,1.0,-0.878814352574103,-1.4497971918876755,-0.2716380655226209,-1.4014976599063964,-1.238439937597504,0.0
2018-09-26,1.0,-0.8853886140164088,-1.4598233857330745,-0.2792634809294169,-1.4049602304753555,-1.2335441848813176,0.0
2018-09-27,1.0,-0.8901545972335233,-1.447330537647869,-0.2829692683232146,-1.4052700757338674,-1.233210239719597,0.0
2018-09-28,1.0,-0.8937305469097376,-1.4872006606110655,-0.2881280569141841,-1.4274915835609479,-1.2554786254208221,0.0
2018-10-01,1.0,-0.8981799669084891,-1.4877179585083364,-0.2882143311696576,-1.4317805778286878,-1.2579228713249333,0.0
2018-10-02,1.0,-0.9042546405562288,-1.4636091088856287,-0.2993557440836895,-1.4424315876762137,-1.2691841551317218,0.0
2018-10-03,1.0,-0.9034931157572668,-1.4586308006119328,-0.2991458439571647,-1.4425038245792963,-1.2705252422233555,0.0
2018-10-04,1.0,-0.9104706032393828,-1.4491136334651193,-0.30079071546996555,-1.4512817242698637,-1.265080984568295,0.0
2018-10-05,1.0,-0.8912409684370642,-1.4354797819749017,-0.27874255292178984,-1.4593738116364559,-1.2731017872987704,0.0
2018-10-08,1.0,-0.8876447143670526,-1.4294299993673691,-0.27089264250015815,-1.4658062883532612,-1.2724109571708737,0.0
2018-10-09,1.0,-0.8885021831297855,-1.4301714864266277,-0.2718471176358919,-1.4657976333607543,-1.271594001139024,0.0
2018-10-10,1.0,-0.8886569241475297,-1.4294932624786487,-0.27158853672423616,-1.4661858670209402,-1.2703865376099197,0.0
2018-10-11,1.0,-0.7959084856554897,-1.3935964168986805,-0.15561070088367027,-1.4338457813823993,-1.2735141024089094,0.0
2018-10-12,1.0,-0.8107236684977311,-1.3798662526868881,-0.14359923572963937,-1.4038691187007404,-1.2328636255075234,0.0
2018-10-15,1.0,-0.7950136855884804,-1.3976555991907653,-0.12037367606807095,-1.4033083422587171,-1.2338450553373794,0.0
2018-10-16,1.0,-0.7939916716240334,-1.4003569303985723,-0.11814396192742414,-1.4029744199881022,-1.23343248066627,0.0
2018-10-17,1.0,-0.7719890943575154,-1.3515884305357988,-0.07142010431484115,-1.4366405879563773,-1.2953413940256044,0.0
2018-10-18,1.0,-0.7705530199751053,-1.3491790646671804,-0.07260980380534646,-1.43921522138581,-1.2957738130519827,0.0
2018-10-19,1.0,-0.7574254467220461,-1.356182394071595,-0.03836729815334967,-1.4890336460885674,-1.335205880595231,0.0
2018-10-22,1.0,-0.7589728277097643,-1.3493580173186028,-0.03415945058226336,-1.4916691549716334,-1.3377127500746493,0.0
2018-10-23,1.0,-0.7588245834079914,-1.3496983814131278,-0.03350654004658664,-1.4923848772621395,-1.3382309024667025,0.0
2018-10-24,1.0,-0.7585980022728632,-1.354865721634069,-0.029846282672408634,-1.4970392966086488,-1.3408696692385906,0.0
2018-10-25,1.0,-0.6956051463053625,-1.2480929067516793,-0.01872936354320847,-1.4665831720368894,-1.2637481498349081,0.0
2018-10-26,1.0,-0.6659614614900795,-1.2554748699182343,-0.0,-1.5200983475327348,-1.2763451312253418,0.0
2018-10-29,1.0,-0.6200752097194099,-1.3162279433034423,-0.0,-1.526120914087359,-1.3229389644200173,0.0
2018-10-30,1.0,-0.5883414861402282,-1.3307127882599579,-0.0,-1.5399487537852317,-1.3643722338690891,0.0
2018-10-31,1.0,-0.5886755235829901,-1.3205894297151477,-0.0,-1.5338515983059697,-1.3584150374195045,0.0
2018-11-01,1.0,-0.5532137258317367,-1.3541775532717877,-0.0,-1.5357951576380424,-1.362944899262614,0.0
2018-11-02,1.0,-0.5538541546284527,-1.3372240841326708,-0.0,-1.5318964520975387,-1.3553102970068185,0.0
2018-11-05,1.0,-0.5458923184033417,-1.3763054072870733,-0.0,-1.5411928521698768,-1.3384776050127638,0.0
2018-11-06,1.0,-0.5509221668019952,-1.3798283261802577,-0.0,-1.5367706762556548,-1.3322120403665467,0.0
2018-11-07,1.0,-0.549188876013905,-1.3794901506373116,-0.0,-1.534067207415991,-1.3309965237543453,0.0
2018-11-08,1.0,-0.5021721733165656,-1.371327312221333,-0.0,-1.5122327655196066,-1.3304561563964787,0.0
2018-11-09,1.0,-0.5019430792090525,-1.3708423819865128,-0.0,-1.5122299691393304,-1.3299234198194079,0.0
2018-11-12,1.0,-0.4992895709008241,-1.3402671213412902,-0.0,-1.5206592782040353,-1.3231599886331344,0.0
2018-11-13,1.0,-0.4618363452688293,-1.3237175889549893,-0.0,-1.5165562913907285,-1.310191940734089,0.0
2018-11-14,1.0,-0.4612749227745015,-1.325582701488346,-0.0,-1.5177759056444817,-1.3116540297669192,0.0
2018-11-15,1.0,-0.45940338678927894,-1.3266793764719076,-0.0,-1.522485140742402,-1.2987551867219918,0.0
2018-11-16,1.0,-0.4517649699758685,-1.3129805264043999,-0.0,-1.5282563555755095,-1.3189292328413493,0.0
2018-11-19,1.0,-0.4497360440301022,-1.3149500168482533,-0.0,-1.530832303717848,-1.3205661013141636,0.0
2018-11-20,1.0,-0.36227494531381454,-1.3083739974199338,-0.0,-1.5567895002523975,-1.381401088114869,0.0
2018-11-21,1.0,-0.3905258386219401,-1.3334655485040798,-0.0,-1.5953649138712604,-1.3470648232094289,0.0
2018-11-23,1.0,-0.39933786175009983,-1.3101204406644213,-0.0,-1.6305725212626292,-1.368057537530681,0.0
2018-11-26,1.0,-0.40325948265862427,-1.3630669295905349,-0.0,-1.649808606890152,-1.3837141862892937,0.0
2018-11-27,1.0,-0.38522184496748574,-1.3615698912355412,-0.0,-1.6374518041088795,-1.3704897278011163,0.0
2018-11-28,1.0,-0.3844957668605656,-1.3707308644819443,-0.0,-1.634740540229223,-1.3694638023383054,0.0
2018-11-29,1.0,-0.3267703132092601,-1.3448138901497957,-0.0,-1.626078075351793,-1.3764752610077167,0.0
2018-11-30,1.0,-0.32761655971378273,-1.3474359702424896,-0.0,-1.630586631835993,-1.3732750298142995,0.0
2018-12-03,1.0,-0.32366628830874006,-1.3486379114642453,-0.0,-1.6304767309875141,-1.372644721906924,0.0
2018-12-04,1.0,-0.3066077798539154,-1.3581337410112677,-0.0,-1.6261819829001758,-1.3713266519449634,0.0
2018-12-06,1.0,-0.2821005267778753,-1.2374890254609305,-0.0,-1.6424495171202806,-1.3252304653204565,0.0
2018-12-07,1.0,-0.29215459893342133,-1.239375446698554,-0.0,-1.6457749189070319,-1.3204684149760846,0.0
2018-12-10,1.0,-0.24180172367065966,-1.2412054853921624,-0.0,-1.646484904330858,-1.2908558729470432,0.0
2018-12-11,1.0,-0.2689749182115594,-1.242257360959651,-0.0,-1.6643947655398037,-1.2769356597600872,0.0
2018-12-12,1.0,-0.26714348110941255,-1.24514086044988,-0.0,-1.6657021183664555,-1.2817754968333699,0.0
2018-12-13,1.0,-0.26854178044784266,-1.2458765701802292,-0.0,-1.6648279628618239,-1.282250136537411,0.0
2018-12-14,1.0,-0.2783820716042635,-1.2220278764689805,-0.0,-1.6811150587592238,-1.2844493030882755,0.0
2018-12-17,1.0,-0.24940204392259183,-1.2188519243313762,-0.0,-1.6617199391171993,-1.3060447923461622,0.0
2018-12-18,1.0,-0.22107885615251302,-1.2028812824956672,-0.0,-1.6691399480069324,-1.3228444540727904,0.0
2018-12-19,1.0,-0.21041474153394576,-1.2123172256346144,-0.0,-1.6814154481708974,-1.3314670870250584,0.0
2018-12-20,1.0,-0.20571584104518234,-1.1941752857920522,-0.0,-1.7105606967882416,-1.3332063146434403,0.0
