Date,IWF,IWM,MTUM,SAND,SPY,VLUE,VXX
2018-09-24,-0.6994810161158154,-1.5628516798688883,-0.0,1.0,-1.17929527451516,-1.021414913957935,0.0
2018-09-25,-0.7077251107101854,-1.5621890547263682,-0.0,1.0,-1.1791044776119404,-1.018205674922093,0.0
2018-09-26,-0.7197908064960088,-1.5799614643545277,-0.0,1.0,-1.1887696118909992,-1.0165152766308836,0.0
2018-09-27,-0.7202708654481392,-1.5797181237612858,-0.0,1.0,-1.1887249504514426,-1.0166813477207663,0.0
2018-09-28,-0.7175159938230752,-1.5869733068607985,-0.0,1.0,-1.1910986101919259,-1.0194683432605338,0.0
2018-10-01,-0.7176191526919683,-1.5875992939099735,-0.0,1.0,-1.1911407766990292,-1.019913945278023,0.0
2018-10-02,-0.7242407509663169,-1.567752622860298,-0.0,1.0,-1.200386526780784,-1.029431253451132,0.0
2018-10-03,-0.7351687787372435,-1.561623864528429,-0.0,1.0,-1.236738813502299,-1.0737355612874284,0.0
2018-10-04,-0.7457017642431735,-1.552814923025059,-0.0,1.0,-1.2507585121923812,-1.0692774469041466,0.0
2018-10-05,-0.7108501750028227,-1.548154002483911,-0.0,1.0,-1.281980354521847,-1.1042113582477138,0.0
2018-10-08,-0.7035017705581473,-1.5374627620707098,-0.0,1.0,-1.2814344331403518,-1.0984205497161486,0.0
2018-10-09,-0.6964255463323733,-1.5446947879609239,-0.0,1.0,-1.2926195719690554,-1.1130498616522673,0.0
2018-10-10,-0.6965611013540309,-1.5519800577870944,-0.0,1.0,-1.2963571469038582,-1.1205597416576965,0.0
2018-10-11,-0.5361365896784175,-1.5569676207315724,-0.0,1.0,-1.2674328655100011,-1.1649353519725936,0.0
2018-10-12,-0.6435256486198317,-1.7113493661888401,-0.0,1.0,-1.3464636891363584,-1.2220708446866484,0.0
2018-10-15,-0.5980559646539028,-1.7433284241531664,-0.0,1.0,-1.332842415316642,-1.2168483063328424,0.0
2018-10-16,-0.5917633889118011,-1.753844341012196,-0.0,1.0,-1.330996288222471,-1.2150474282684263,0.0
2018-10-17,-0.5401091246807522,-1.6713489667982353,-0.0,1.0,-1.3370675644299979,-1.2559786394241932,0.0
2018-10-18,-0.5403987408184681,-1.6742450740352106,-0.0,1.0,-1.3509385566048735,-1.2639617581905096,0.0
2018-10-19,-0.5001435049652718,-1.6381952815567418,-0.0,1.0,-1.3475690258882957,-1.2542907984616267,0.0
2018-10-22,-0.5022183808700662,-1.623624315759147,-0.0,1.0,-1.3653125900316911,-1.2709305675597808,0.0
2018-10-23,-0.5002605523710266,-1.6321579526373688,-0.0,1.0,-1.3770482311389034,-1.2805859533321753,0.0
2018-10-24,-0.49574923370539586,-1.6240818923139206,-0.0,1.0,-1.3788676189925393,-1.2845989242958764,0.0
2018-10-25,-0.4063524480034395,-1.4663298758531735,-0.0,1.0,-1.3329929596388455,-1.1686462084161875,0.0
2018-10-26,-0.3672832749562172,-1.4930494746059546,-0.0,1.0,-1.4148971103327495,-1.1976247810858145,0.0
2018-10-29,-0.3174585816611078,-1.5264913335884958,-0.0,1.0,-1.4033572092514626,-1.2204603860243861,0.0
2018-10-30,-0.3071334935547302,-1.5251256281407037,-0.0,1.0,-1.4023377758357005,-1.2274415556041076,0.0
2018-10-31,-0.31341758537241193,-1.4710943802097338,-0.0,1.0,-1.386555525678946,-1.2066684592632428,0.0
2018-11-01,-0.26548720740337506,-1.5392487751769188,-0.0,1.0,-1.4088731627653783,-1.2301034295046271,0.0
2018-11-02,-0.2685299650631551,-1.4991131416285945,-0.0,1.0,-1.3964525665143779,-1.2108035474334857,0.0
2018-11-05,-0.2640932030495007,-1.5090196499516804,-0.0,1.0,-1.3955760764522709,-1.2000966391066252,0.0
2018-11-06,-0.27669537136706135,-1.5227664155005383,-0.0,1.0,-1.3915500538213132,-1.191119483315393,0.0
2018-11-07,-0.2751248858570124,-1.5204920234194552,-0.0,1.0,-1.3873878713004244,-1.1884299296342054,0.0
2018-11-08,-0.20791706950263186,-1.5495219679879686,-0.0,1.0,-1.3883338704479535,-1.2253732946610807,0.0
2018-11-09,-0.2080536912751678,-1.5485637583892617,-0.0,1.0,-1.3878657718120806,-1.2246442953020134,0.0
2018-11-12,-0.20950021542438602,-1.5203576044808271,-0.0,1.0,-1.4235781990521326,-1.2321736320551486,0.0
2018-11-13,-0.17045514477084542,-1.4925900532672327,-0.0,1.0,-1.4044090501555826,-1.2065291914983387,0.0
2018-11-14,-0.1701453104359313,-1.4965918097754292,-0.0,1.0,-1.407344782034346,-1.209881109643329,0.0
2018-11-15,-0.17947319626983696,-1.5629056006980422,-0.0,1.0,-1.4838305066259474,-1.2272454599989093,0.0
2018-11-16,-0.1877707704962983,-1.5735124760076775,-0.0,1.0,-1.4904853304085548,-1.2321908417877707,0.0
2018-11-19,-0.18735260242417598,-1.5738496133384523,-0.0,1.0,-1.490923051609719,-1.2324356935227334,0.0
2018-11-20,-0.09123669123669123,-1.5638001638001637,-0.0,1.0,-1.513950313950314,-1.291018291018291,0.0
2018-11-21,-0.10320630465292023,-1.5518730432905103,-0.0,1.0,-1.512414984346324,-1.2303249487207168,0.0
2018-11-23,-0.10491360691144708,-1.5524838012958964,-0.0,1.0,-1.5116630669546436,-1.230561555075594,0.0
2018-11-26,-0.10344269371897258,-1.558817181092165,-0.0,1.0,-1.507500539607166,-1.226311245413339,0.0
2018-11-27,-0.07884155618343838,-1.5959030645511847,-0.0,1.0,-1.522984133883938,-1.2359269723973048,0.0
2018-11-28,-0.08074770417866652,-1.5916970059229474,-0.0,1.0,-1.5244253654295497,-1.2370265717546052,0.0
2018-11-29,-0.0371857173040355,-1.5415698288611874,-0.0,1.0,-1.4860553560109866,-1.217251214874287,0.0
2018-11-30,-0.03697638793513285,-1.5428133748877502,-0.0,1.0,-1.4887750250911203,-1.213776345676404,0.0
2018-12-03,-0.03469549169522805,-1.540996572633799,-0.0,1.0,-1.4860005272871077,-1.2111257579752175,0.0
2018-12-04,-0.021683339443775203,-1.5395171005080395,-0.0,1.0,-1.4741004556643795,-1.2022207091604253,0.0
2018-12-06,-0.0,-1.4039582077556763,-0.0,1.0,-1.479103877838055,-1.1399939722724532,0.0
2018-12-07,-0.0,-1.4045429418563748,-0.0,1.0,-1.479672345343987,-1.141162872506156,0.0
2018-12-10,-0.0,-1.4586827572100634,-0.0,1.0,-1.5241358150951114,-1.1307015749642053,0.0
2018-12-11,-0.0,-1.4581245526127415,-0.0,1.0,-1.5262808058083648,-1.1285407505879947,0.0
2018-12-12,-0.0,-1.4580500025563679,-0.0,1.0,-1.5265606626105628,-1.1281762871312437,0.0
2018-12-13,-0.0,-1.4509383924928598,-0.0,1.0,-1.5255507955936352,-1.1234700122399022,0.0
2018-12-14,-0.0,-1.4291911201837204,-0.0,1.0,-1.5461597346261802,-1.1280428680785914,0.0
2018-12-17,-0.0,-1.413578686618472,-0.0,1.0,-1.5075072038825135,-1.1342702593397704,0.0
2018-12-18,-0.0,-1.396759493670886,-0.0,1.0,-1.512506329113924,-1.1540253164556962,0.0
2018-12-19,-0.0,-1.4068599969420519,-0.0,1.0,-1.524285204627695,-1.1654349931196168,0.0
2018-12-20,-0.0,-1.3793867378279039,-0.0,1.0,-1.5093399123911182,-1.146266552540154,0.0
2018-12-21,-0.0,-1.3959226926376342,-0.0,1.0,-1.535096129585709,-1.1151536559519604,0.0
2018-12-24,-0.0,-1.3469850385371016,-0.0,1.0,-1.5250617097375447,-1.1654828472117276,0.0
2018-12-26,-0.0,-1.3641739130434782,-0.0,1.0,-1.4725465838509315,-1.132223602484472,0.0
2018-12-27,-0.0,-1.264314497235498,-0.0,1.0,-1.2925686439883797,-1.128713335207572,0.0
2018-12-28,-0.0,-1.2698286356400412,-0.0,1.0,-1.2891188313512503,-1.1231388706807754,0.0
2018-12-31,-0.0,-1.2687643395607997,-0.0,1.0,-1.2896474223907852,-1.123846982254062,0.0
2019-01-02,-0.0,-1.2653928805007941,-0.0,1.0,-1.2844996729888816,-1.1216948519106793,0.0
2019-01-03,-0.0,-1.2633666137911728,-0.0,1.0,-1.292712512830083,-1.1094056172436315,0.0
2019-01-04,-0.0,-1.296602603261125,-0.0,1.0,-1.2604200930407408,-1.1420046050467554,0.0
2019-01-07,-0.0,-1.225384125829621,-0.0,1.0,-1.2314755886898807,-1.089008091644695,0.0
2019-01-08,-0.0,-1.2009983513464004,-0.0,1.0,-1.278759846125664,-1.0997893387067228,0.0
2019-01-09,-0.0,-1.1803855289603506,-0.0,1.0,-1.2770418417686826,-1.1104513064133017,0.0
2019-01-10,-0.0,-1.1821880857678415,-0.0,1.0,-1.2776025236593058,-1.1120559594020025,0.0
2019-01-11,-0.0,-1.1740089117552484,-0.0,1.0,-1.2892645505076026,-1.1304148100509899,0.0
2019-01-14,-0.0,-1.1643094274409933,-0.0,1.0,-1.2728637045795625,-1.110600754922916,0.0
2019-01-15,-0.0,-1.1558845029239766,-0.0,1.0,-1.2767726608187135,-1.1360562865497077,0.0
2019-01-16,-0.0,-1.1585949245979317,-0.0,1.0,-1.2321745865415283,-1.1652467082782814,0.0
2019-01-17,-0.0,-1.154922515952598,-0.0,1.0,-1.2364630811303556,-1.1664539653600727,0.0
2019-01-18,-0.0,-1.1628197418937047,-0.0,1.0,-1.2591239187751515,-1.2036634441926084,0.0
2019-01-22,-0.0,-1.1910480875898326,-0.0,1.0,-1.451695364877249,-1.1804852168041287,0.0
2019-01-23,-0.0,-1.0859175921919322,-0.0,1.0,-1.4700706764748304,-1.251935189191788,0.0
2019-01-24,-0.0,-1.0847799951911516,-0.0,1.0,-1.4725655205578263,-1.2515027650877615,0.0
2019-01-25,-0.0,-0.9511082461446919,-0.0,1.0,-1.6761541131551545,-1.3313333663906384,0.0
2019-01-28,-0.0,-0.8780146633224001,-0.0,1.0,-1.6798186378545243,-1.2656280146633225,0.0
2019-01-29,-0.0,-0.8828611419470052,-0.0,1.0,-1.6633042135238185,-1.2803224093826922,0.0
2019-01-30,-0.0,-0.8809105976406357,-0.0,1.0,-1.6766598420590817,-1.3171492639173248,0.0
2019-01-31,-0.0,-0.8734514130855595,-0.0,1.0,-1.6258710801393728,-1.3400116144018583,0.0
2019-02-01,-0.0,-0.8792640671514322,-0.0,1.0,-1.6614123273632326,-1.339514908984432,0.0
2019-02-04,-0.0,-0.8796366389099167,-0.0,1.0,-1.589278955336866,-1.2623485995457986,0.0
2019-02-05,-0.0,-0.84460720283635,-0.0,1.0,-1.5612520992722525,-1.2591901474155627,0.0
2019-02-06,-0.0,-0.8222915405745146,-0.0,1.0,-1.563434051864612,-1.2699846361562457,0.0
2019-02-07,-0.0,-0.82014154018065,-0.0,1.0,-1.5627153366235218,-1.273023558990595,0.0
2019-02-08,-0.0,-0.8255792139574148,-0.0,1.0,-1.6028984147828536,-1.2615139292749273,0.0
2019-02-11,-0.0,-0.8362351155178139,-0.0,1.0,-1.6476113667631291,-1.2602115849898001,0.0
2019-02-12,-0.0,-0.8237807219662059,-0.0,1.0,-1.690428187403994,-1.2860503072196618,0.0
2019-02-13,-0.0,-0.848956083513319,-0.0,1.0,-1.681545476361891,-1.2691624670026398,0.0
2019-02-14,-0.0,-0.7822727708993185,-0.0,1.0,-1.7301564449563298,-1.2864478356848064,0.0
2019-02-15,-0.0,-0.8198856264116489,-0.0,1.0,-1.7137776923446586,-1.271997693305781,0.0
2019-02-19,-0.0,-0.7941684250911183,-0.0,1.0,-1.7348935353922885,-1.266641089583733,0.0
2019-02-20,-0.0,-0.7909916838917465,-0.0,1.0,-1.738403114935346,-1.2775561217132145,0.0
2019-02-21,-0.0,-0.8276968067543984,-0.0,1.0,-1.6875619074571953,-1.2014999292486204,0.0
2019-02-22,-0.0,-0.8321279025504378,-0.0,1.0,-1.726113437381043,-1.2000380662352492,0.0
2019-02-25,-0.0,-0.8233854716437963,-0.0,1.0,-1.7544381537280491,-1.220132424911237,0.0
