Date,IWF,IWM,MTUM,SAND,SPY,VLUE,VXX
2019-02-26,-0.0,-0.8355775704530152,-0.0,1.0,-1.756516302779648,-1.2169375781475424,0.0
2019-02-27,-0.0,-0.8217136774880255,-0.0,1.0,-1.7884271130678793,-1.228022642604867,0.0
2019-02-28,-0.0,-0.8155859317993871,-0.0,1.0,-1.7896093788004086,-1.259327722916768,0.0
2019-03-01,-0.0,-0.8130314367620621,-0.0,1.0,-1.7913609639959187,-1.2544579952383268,0.0
2019-03-04,-0.0,-0.7993118702383878,-0.0,1.0,-1.8026542147947902,-1.3131973457852053,0.0
2019-03-05,-0.0,-0.7777338928659591,-0.0,1.0,-1.8398420143174523,-1.3194273019007652,0.0
2019-03-06,-0.0,-0.7739853300733497,-0.0,1.0,-1.8231784841075795,-1.2928117359413205,0.0
2019-03-07,-0.0,-0.7083818393480792,-0.0,1.0,-1.8657353511835466,-1.2764842840512223,0.0
2019-03-08,-0.0,-0.6866377807659744,-0.0,1.0,-1.983714328402809,-1.3099755963942428,0.0
2019-03-11,-0.0,-0.6781143771245751,-0.0,1.0,-1.9304139172165566,-1.3904719056188763,0.0
2019-03-12,-0.0,-0.6003862011377277,-0.0,1.0,-2.0586086321173216,-1.559939460362194,0.0
2019-03-13,-0.0,-0.6298877480449008,-0.0,1.0,-2.105335957865617,-1.5847741660903336,0.0
2019-03-14,-0.0,-0.6334549685335025,-0.0,1.0,-2.081072505156275,-1.5739594901898566,0.0
2019-03-15,-0.0,-0.6263053606811975,-0.0,1.0,-2.1040539816847854,-1.6250200824720182,0.0
2019-03-18,-0.0,-0.6658735194585448,-0.0,1.0,-2.0385469543147208,-1.5832804568527916,0.0
2019-03-19,-0.0,-0.6603951574865049,-0.0,1.0,-1.9924532257219223,-1.5879670876788428,0.0
2019-03-20,-0.0,-0.6616458486407053,-0.0,1.0,-1.9806864700325393,-1.605857037892306,0.0
2019-03-21,-0.0,-0.666018090029449,-0.0,1.0,-2.0567416912074044,-1.5360222970130417,0.0
2019-03-22,-0.0,-0.6552328359793979,-0.0,1.0,-2.135931609409016,-1.518664047151277,0.0
2019-03-25,-0.0,-0.48835634279760354,-0.0,1.0,-2.2028132326126593,-1.518520448033342,0.0
2019-03-26,-0.0,-0.5233546207842931,-0.0,1.0,-2.209954082440492,-1.544571700005278,0.0
2019-03-27,-0.0,-0.49018059284999743,-0.0,1.0,-2.230769230769231,-1.5441478439425051,0.0
2019-03-28,-0.0,-0.47215103812562104,-0.0,1.0,-2.195648763140003,-1.5620521939229122,0.0
2019-03-29,-0.0,-0.4527002155965715,-0.0,1.0,-2.212704422358942,-1.5930483251827312,0.0
2019-04-01,-0.0,-0.479875507728016,-0.0,1.0,-2.2160151922772595,-1.5792055705016619,0.0
2019-04-02,-0.0,-0.5202602623783327,-0.0,1.0,-2.2788298772746507,-1.4907955988150656,0.0
2019-04-03,-0.0,-0.5170502533783784,-0.0,1.0,-2.2837837837837838,-1.4778821790540542,0.0
2019-04-04,-0.0,-0.5140994381426907,-0.0,1.0,-2.306000212021626,-1.4804410049825083,0.0
2019-04-05,-0.0,-0.5090094892845719,-0.0,1.0,-2.3183708284465294,-1.5036784305363045,0.0
2019-04-08,-0.0,-0.49438320763672805,-0.0,1.0,-2.287484837297611,-1.4921153947576604,0.0
2019-04-09,-0.0,-0.45881422924901183,-0.0,1.0,-2.3546245059288538,-1.4567061923583662,0.0
2019-04-10,-0.0,-0.42531405045919984,-0.0,1.0,-2.395650797002006,-1.4571941306872163,0.0
2019-04-11,-0.0,-0.38918717771516664,-0.0,1.0,-2.462548508851204,-1.4643028015522832,0.0
2019-04-12,-0.0,-0.39092068892196463,-0.0,1.0,-2.4616202423984688,-1.4632149691686158,0.0
2019-04-15,-0.0,-0.39746537618309175,-0.0,1.0,-2.461365702368857,-1.488530025132346,0.0
2019-04-16,-0.0,-0.3950107296137339,-0.0,1.0,-2.4766630901287554,-1.4931330472103004,0.0
2019-04-17,-0.0,-0.35481081081081084,-0.0,1.0,-2.5712432432432433,-1.4793513513513512,0.0
2019-04-18,-0.0,-0.3440498780157224,-0.0,1.0,-2.5640010843046896,-1.5135267010029816,0.0
2019-04-22,-0.0,-0.3548369505943942,-0.0,1.0,-2.5726360562765844,-1.5257389028247355,0.0
2019-04-23,-0.0,-0.36956402522621334,-0.0,1.0,-2.5764189744995885,-1.5379764189744993,0.0
2019-04-24,-0.0,-0.31625117983454554,-0.0,1.0,-2.6281716728665816,-1.6077952362445174,0.0
2019-04-25,-0.0,-0.32078833092083286,-0.0,1.0,-2.6546041643469547,-1.5919162676762055,0.0
2019-04-26,-0.0,-0.30939721273856835,-0.0,1.0,-2.673868024850283,-1.6136452678121678,0.0
2019-04-29,-0.0,-0.3350717079530639,-0.0,1.0,-2.716796099994331,-1.6167450824783176,0.0
2019-04-30,-0.0,-0.3115974985787379,-0.0,1.0,-2.7394542353610007,-1.6339965889710062,0.0
2019-05-01,-0.0,-0.3145298178114745,-0.0,1.0,-2.7022745275546,-1.6412243974199388,0.0
2019-05-02,-0.0,-0.32835063176895307,-0.0,1.0,-2.6607062274368234,-1.6516809566787005,0.0
2019-05-03,-0.0,-0.3271064958519104,-0.0,1.0,-2.6628477905073655,-1.6537050623624359,0.0
2019-05-06,-0.0,-0.2518717175103364,-0.0,1.0,-2.653089730696167,-1.6822550005587218,0.0
2019-05-07,-0.0,-0.25673039406944986,-0.0,1.0,-2.6393735020344464,-1.6777214202106907,0.0
2019-05-08,-0.0,-0.27973972526555807,-0.0,1.0,-2.5864523663867414,-1.6952894722206773,0.0
2019-05-09,-0.0,-0.28474671144696334,-0.0,1.0,-2.596025748670585,-1.7167646235656309,0.0
2019-05-10,-0.0,-0.2810235254766418,-0.0,1.0,-2.593377188092318,-1.7004125320548555,0.0
2019-05-13,-0.0,-0.2805851806354347,-0.0,1.0,-2.594003015243732,-1.7092523312301078,0.0
2019-05-14,-0.0,-0.16724030920273092,-0.0,1.0,-2.718275686960447,-1.7568131806127631,0.0
2019-05-15,-0.0,-0.1814231702499859,-0.0,1.0,-2.7543028045821343,-1.7072964279668188,0.0
2019-05-16,-0.0,-0.18718905472636815,-0.0,1.0,-2.753335594753505,-1.7129692446856624,0.0
2019-05-17,-0.0,-0.16868766999093382,-0.0,1.0,-2.7354374433363553,-1.7622393472348141,0.0
2019-05-20,-0.0,-0.14332523586238066,-0.0,1.0,-2.740579628269589,-1.7655499689283092,0.0
2019-05-21,-0.0,-0.1412639405204461,-0.0,1.0,-2.731722428748451,-1.7596034696406444,0.0
2019-05-22,-0.0,-0.12111154863025257,-0.0,1.0,-2.750014063115261,-1.7541204927715586,0.0
2019-05-23,-0.0,-0.11284177498879427,-0.0,1.0,-2.7498319139399374,-1.7401949798296728,0.0
2019-05-24,-0.0,-0.05747574980488348,-0.0,1.0,-2.766417660831754,-1.7509198349871782,0.0
2019-05-28,-0.0,-0.048609175539327726,-0.0,1.0,-2.769440882992363,-1.7563966776297455,0.0
2019-05-29,-0.0,-0.05964038727524205,-0.0,1.0,-2.7576210235131398,-1.7152420470262792,0.0
2019-05-30,-0.0,-0.053384700055035775,-0.0,1.0,-2.737644468904788,-1.712548156301596,0.0
2019-05-31,-0.0,-0.04879531388152077,-0.0,1.0,-2.7644230769230766,-1.7128647214854111,0.0
2019-06-03,-0.0,-0.08499475341028331,-0.0,1.0,-3.0416229450856944,-1.7029264311530838,0.0
2019-06-04,-0.0,-0.08263494110062708,-0.0,1.0,-3.032057668639747,-1.7459415108714762,0.0
2019-06-05,-0.0,-0.07182830439046904,-0.0,1.0,-3.0992326775514907,-1.598223042750822,0.0
2019-06-06,-0.0,-0.08880041544054007,-0.0,1.0,-3.0552189717846634,-1.6260458138595582,0.0
2019-06-07,-0.0,-0.12443034323622727,-0.0,1.0,-3.0243438130948945,-1.6199596192673782,0.0
2019-06-10,-0.0,-0.12083020176909288,-0.0,1.0,-3.0139908654679997,-1.6465282997051511,0.0
2019-06-11,-0.0,-0.11802562437267522,-0.0,1.0,-3.1192655133730884,-1.6668831552222945,0.0
2019-06-12,-0.0,-0.11956072503985359,-0.0,1.0,-3.1210367833736794,-1.6636358268878788,0.0
2019-06-13,-0.0,-0.18965619618787485,-0.0,1.0,-3.1254676088118285,-1.6227658690101536,0.0
2019-06-14,-0.0,-0.17898671096345514,-0.0,1.0,-3.1510441385856667,-1.6025747508305648,0.0
2019-06-17,-0.0,-0.1727100367342102,-0.0,1.0,-3.1500177746178455,-1.6021448038867163,0.0
2019-06-18,-0.0,-0.19438687903369054,-0.0,1.0,-3.1371306767718634,-1.5895553318728164,0.0
2019-06-19,-0.0,-0.15911485774499473,-0.0,1.0,-3.133707996721695,-1.561292588689849,0.0
2019-06-20,-0.0,-0.17284457478005863,-0.0,1.0,-3.1272140762463345,-1.5649853372434017,0.0
2019-06-21,-0.0,-0.18185015828350332,-0.0,1.0,-3.113377887208348,-1.5671239301207645,0.0
2019-06-24,-0.0,-0.1437736949547973,-0.0,1.0,-3.072090988626422,-1.6167395742198891,0.0
2019-06-25,-0.0,-0.09599625380472958,-0.0,1.0,-3.1199367829548117,-1.637497073284945,0.0
2019-06-26,-0.0,-0.09117110758190695,-0.0,1.0,-3.090994647373684,-1.6998411858125995,0.0
2019-06-27,-0.0,-0.09269014501331756,-0.0,1.0,-3.147676827463747,-1.678543947913584,0.0
2019-06-28,-0.0,-0.04976598139700219,-0.0,1.0,-3.1901178979797384,-1.684637715504473,0.0
2019-07-01,-0.0,-0.030279595478881618,-0.0,1.0,-3.253896490184414,-1.6646638905413447,0.0
2019-07-02,-0.0,-0.050135583006929794,-0.0,1.0,-3.275203374510395,-1.700632720699006,0.0
2019-07-03,-0.0,-0.025322679778733866,-0.0,1.0,-3.3822987092808847,-1.738660110633067,0.0
2019-07-05,-0.0,-0.0,-0.0,1.0,-3.382737255383106,-1.7518557143733513,0.0
2019-07-08,-0.0,-0.0,-0.0,1.0,-3.393872277593208,-1.758520979451212,0.0
2019-07-09,-0.0,-0.0,-0.0,1.0,-3.3740738472843055,-1.7492498928418343,0.0
2019-07-10,-0.0,-0.0,-0.0,1.0,-3.3917652104650453,-1.7353103363764477,0.0
2019-07-11,-0.0,-0.0,-0.0,1.0,-3.4036218538980973,-1.7351135666052795,0.0
2019-07-12,-0.0,-0.0,-0.0,1.0,-3.4018043451577262,-1.73542408248435,0.0
2019-07-15,-0.0,-0.0,-0.013682660449134864,1.0,-3.3998036568904157,-1.7222358571603875,0.0
2019-07-16,-0.0,-0.002884497360991776,-0.020375598379771695,1.0,-3.394746532465938,-1.719221799435375,0.0
2019-07-17,-0.0,-0.007546938274634924,-0.01693459320161983,1.0,-3.393667934715916,-1.7175727083077676,0.0
2019-07-18,-0.0,-0.009084074677358726,-0.040345821325648415,1.0,-3.4748151860669085,-1.7406340057636884,0.0
2019-07-19,-0.0,-0.016669922510907077,-0.09376831412385231,1.0,-3.5470469492739465,-1.8542032949143712,0.0
2019-07-22,-0.0,-0.0,-0.06880313930673643,1.0,-3.5642903858731194,-1.9070634401569653,0.0
2019-07-23,-0.0,-0.0,-0.06839452843772498,1.0,-3.5659401793311076,-1.9105962432096342,0.0
2019-07-24,-0.0,-0.0,-0.10157675267135782,1.0,-3.538506645817044,-1.8754235079489183,0.0
2019-07-25,-0.0,-0.006879832263137203,-0.10038002882977329,1.0,-3.545734503996855,-1.8992923601100773,0.0
2019-07-26,-0.0,-0.01612370316526796,-0.09661005749025309,1.0,-3.575629419150202,-1.919711887927047,0.0
2019-07-29,-0.0,-0.0,-0.10065689071727157,1.0,-3.573750912348218,-1.9608519673545217,0.0
2019-07-30,-0.0,-0.0,-0.10544757371413459,1.0,-3.550178500595002,-1.9555070739124685,0.0
2019-07-31,-0.0,-0.04101652511686089,-0.10375929949305418,1.0,-3.5069458160510893,-1.931924418987425,0.0
2019-08-01,-0.0,-0.025979086835097746,-0.08943300642982399,1.0,-3.470676105734883,-1.908748457491719,0.0
2019-08-02,-0.0,-0.0,-0.15738435329576725,1.0,-3.475167081640676,-1.9196697680513695,0.0
2019-08-05,-0.0,-0.0,-0.15312008390141582,1.0,-3.4733875196643944,-1.9282905086523334,0.0
2019-08-06,-0.0,-0.005144182002608318,-0.20670917258368351,1.0,-3.76039704390668,-2.2730039124764527,0.0
2019-08-07,-0.0,-0.04966789667896679,-0.14472324723247232,1.0,-3.8230258302583024,-2.3627306273062727,0.0
2019-08-08,-0.0,-0.04219222541860294,-0.13719849524231023,1.0,-3.8271003909419488,-2.369845836099432,0.0
2019-08-09,-0.0,-0.0,-0.12044294240310635,1.0,-3.7093550010785936,-2.360897389803696,0.0
2019-08-12,-0.0,-0.0,-0.11913536498936923,1.0,-3.6821403260099217,-2.285896527285613,0.0
2019-08-13,-0.0,-0.0,-0.09766259444954452,1.0,-3.6928889202739916,-2.271096673963703,0.0
2019-08-14,-0.0,-0.0,-0.09756619798729568,1.0,-3.7242880593819137,-2.3153950467489826,0.0
2019-08-15,-0.0,-0.05443224424209963,-0.15077664702731655,1.0,-3.4568157471880028,-2.0331414033208355,0.0
2019-08-16,-0.0,-0.04589307249095538,-0.16146321854482112,1.0,-3.457523784001072,-2.034838536781455,0.0
2019-08-19,-0.0,-0.0,-0.1923290331530032,1.0,-3.661187404633097,-2.0822582882507974,0.0
2019-08-20,-0.0,-0.0,-0.21326042378673954,1.0,-3.596855775803144,-2.025085440874914,0.0
2019-08-21,-0.0,-0.0,-0.2749808509156744,1.0,-3.6628368498015464,-2.0254856904115317,0.0
2019-08-22,-0.0,-0.0,-0.25895776803729215,1.0,-3.6723022333542055,-2.026229736311139,0.0
2019-08-23,-0.0,-0.0,-0.2630625609586178,1.0,-3.67590915424272,-2.0277274627281594,0.0
2019-08-26,-0.0,-0.0,-0.27135856828350263,1.0,-3.8137206164334922,-2.0166891555997446,0.0
2019-08-27,-0.0,-0.0,-0.260684669359983,1.0,-3.7993479339428737,-2.027641930682543,0.0
2019-08-28,-0.0,-0.0,-0.2834243563373289,1.0,-3.819845379104901,-1.9894318746010355,0.0
2019-08-29,-0.0,-0.0,-0.3010182435299109,1.0,-3.816928298684769,-1.9531890821665963,0.0
2019-08-30,-0.0,-0.0,-0.3233309404163675,1.0,-3.909978463747308,-1.9455132806891597,0.0
2019-09-03,-0.0,-0.0,-0.37008266818700114,1.0,-3.849201824401369,-1.9072833523375141,0.0
2019-09-04,-0.0,-0.0,-0.38456040028591854,1.0,-3.8502501786990706,-1.9131522516082917,0.0
2019-09-05,-0.0,-0.0,-0.38198249484095925,1.0,-3.875186792855618,-1.8588201807443252,0.0
2019-09-06,-0.0,-0.0,-0.4681721733858745,1.0,-4.238026674749925,-1.8718551076083663,0.0
2019-09-09,-0.0,-0.0,-0.4730693369746624,1.0,-4.248217265968746,-1.8648915187376727,0.0
2019-09-10,-0.0,-0.0,-0.5693681318681318,1.0,-4.28998778998779,-1.7719017094017095,0.0
2019-09-11,-0.0,-0.0,-0.5830992331637689,1.0,-4.264444613165288,-1.7448940854908512,0.0
2019-09-12,-0.0,-0.0,-0.5923523644317067,1.0,-4.2322196244060635,-1.7175503431631343,0.0
2019-09-13,-0.0,-0.0,-0.5708339639775994,1.0,-4.248070228545481,-1.7488270016649008,0.0
2019-09-16,-0.0,-0.0,-0.5693099273607748,1.0,-4.247654358353511,-1.7496216707021792,0.0
2019-09-17,-0.0,-0.0,-0.5665125445311908,1.0,-4.266808155840218,-1.7464564541802472,0.0
2019-09-18,-0.0,-0.0,-0.5952957192557858,1.0,-4.246936923309635,-1.7209196793223414,0.0
2019-09-19,-0.0,-0.0,-0.6005755831566192,1.0,-4.2215995152983945,-1.7513632232656773,0.0
2019-09-20,-0.0,-0.0,-0.6736762481089258,1.0,-4.150983358547655,-1.7396369137670193,0.0
2019-09-23,-0.0,-0.0,-0.6852965811315007,1.0,-4.165384908246402,-1.7637249676387725,0.0
