Date,GKOS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.91682741404743,-2.774310677408374,-1.303301940315443,-2.2262566662884375,-2.1261772381708837,0.0
2018-09-25,1.0,-1.9282786885245902,-2.781079234972678,-1.3140938069216759,-2.2321265938069215,-2.128756830601093,0.0
2018-09-26,1.0,-1.9363864778437643,-2.7933988122430335,-1.3212654179990864,-2.2391502969392416,-2.130424851530379,0.0
2018-09-27,1.0,-1.9434221053834724,-2.784318207795177,-1.3260944107898045,-2.242884901131558,-2.133043776431592,0.0
2018-09-28,1.0,-1.9416133455210238,-2.784392138939671,-1.3257541133455208,-2.2418875685557587,-2.132312614259598,0.0
2018-10-01,1.0,-1.9431935078294662,-2.783861012687164,-1.3265516058978168,-2.243227797462567,-2.133043776431592,0.0
2018-10-02,1.0,-1.948726772195458,-2.808671713695802,-1.326795136499197,-2.248336774489562,-2.1379903647625604,0.0
2018-10-03,1.0,-1.9458190148911798,-2.7965635738831613,-1.3245131729667812,-2.247995418098511,-2.1398625429553264,0.0
2018-10-04,1.0,-1.9464592151927698,-2.7876673149525226,-1.3236471799565266,-2.2487129619036725,-2.133966365404416,0.0
2018-10-05,1.0,-1.915833711949114,-2.766583371194912,-1.29089050431622,-2.248069059518401,-2.136983189459337,0.0
2018-10-08,1.0,-1.90924541128484,-2.7573079537729432,-1.2811012916383413,-2.2497167459777927,-2.1329027872195785,0.0
2018-10-09,1.0,-1.907124249631895,-2.7569373655000566,-1.2770415675614453,-2.250537999773474,-2.1345565749235473,0.0
2018-10-10,1.0,-1.9068372198324652,-2.754924156667421,-1.2771111614217796,-2.2494906044826806,-2.131537242472266,0.0
2018-10-11,1.0,-1.7411663623670925,-2.6921920309311567,-1.0692729030179358,-2.1529373858876597,-2.0844162818172056,0.0
2018-10-12,1.0,-1.736830971017559,-2.668394330442141,-1.0423101332769198,-2.1035540511952613,-2.026443833298075,0.0
2018-10-15,1.0,-1.6993807074629999,-2.6983310590952034,-0.9912879185472867,-2.089220111262727,-2.0182638815996645,0.0
2018-10-16,1.0,-1.6965111391340901,-2.719104665825977,-0.9791929382093317,-2.0922656578394285,-2.021437578814628,0.0
2018-10-17,1.0,-1.6266924564796905,-2.6099969459431946,-0.9123485696833962,-2.0420441820217854,-1.9891071973938717,0.0
2018-10-18,1.0,-1.6265281173594133,-2.6093113284433582,-0.9141198044009781,-2.0462510187449063,-1.991238793806031,0.0
2018-10-19,1.0,-1.5911557788944721,-2.57608040201005,-0.8773869346733668,-2.0324623115577887,-1.9731658291457286,0.0
2018-10-22,1.0,-1.5908588648920141,-2.572576594676042,-0.8779507785032648,-2.0314414866901056,-1.972275238573581,0.0
2018-10-23,1.0,-1.5980066445182726,-2.577972415181718,-0.8868418403302124,-2.0310077519379846,-1.9736232759488572,0.0
2018-10-24,1.0,-1.5966428786812745,-2.5724193386269976,-0.8753643582269576,-2.03146044828626,-1.9752738968740577,0.0
2018-10-25,1.0,-1.4864270693939974,-2.429363410437775,-0.8062511948002293,-1.976199579430319,-1.8602561651691836,0.0
2018-10-26,1.0,-1.4502356267672007,-2.398491988689915,-0.7588124410933081,-1.9788878416588125,-1.8386427898209237,0.0
2018-10-29,1.0,-1.4165499206126833,-2.4053422994302793,-0.7255066778742878,-1.9565704679181846,-1.8357149528345942,0.0
2018-10-30,1.0,-1.4125221610525331,-2.4035644303443124,-0.7229635159093029,-1.9550247270691425,-1.8368013436596062,0.0
2018-10-31,1.0,-1.4078898743532888,-2.3581855136733183,-0.715169992609017,-1.940872135994087,-1.8166112342941612,0.0
2018-11-01,1.0,-1.3848920863309353,-2.3872901678657072,-0.6863124884707619,-1.9434606161224866,-1.8214351595646558,0.0
2018-11-02,1.0,-1.3808264161269723,-2.333667791662866,-0.6692511173948736,-1.9382468302471951,-1.7995074340965065,0.0
2018-11-05,1.0,-1.375911078717201,-2.3414723032069973,-0.6681851311953353,-1.9356778425655978,-1.7895408163265307,0.0
2018-11-06,1.0,-1.3957684557611283,-2.365359956035904,-0.6652317274226048,-1.942205532148745,-1.7906209928558345,0.0
2018-11-07,1.0,-1.3915111598975485,-2.3637028905964144,-0.6671240395170143,-1.9379802414928649,-1.787230150018295,0.0
2018-11-08,1.0,-1.342412801150665,-2.3507731032002877,-0.6147069399496583,-1.9074973031283708,-1.7740920532182667,0.0
2018-11-09,1.0,-1.3453056080655326,-2.3535871815644978,-0.6156269691241337,-1.909892879647133,-1.7772976865604466,0.0
2018-11-12,1.0,-1.3526757512859848,-2.3340853713563754,-0.6121288692356285,-1.938272719068676,-1.7872935655626747,0.0
2018-11-13,1.0,-1.3127882227740333,-2.311280595956013,-0.5683753103937565,-1.9173465768002838,-1.7586023412557645,0.0
2018-11-14,1.0,-1.3128214222379855,-2.310516048944848,-0.568540521369037,-1.9168292250399006,-1.7581131406277708,0.0
2018-11-15,1.0,-1.3132476739034116,-2.3143996455471867,-0.5639344262295082,-1.9224634470536108,-1.7471865307930883,0.0
2018-11-16,1.0,-1.3035242290748899,-2.2953303964757708,-0.5552422907488987,-1.9128634361233479,-1.743612334801762,0.0
2018-11-19,1.0,-1.3042442424777199,-2.302567722580076,-0.5483984823083031,-1.9197035206917852,-1.7488749669107915,0.0
2018-11-20,1.0,-1.2618156497519364,-2.280964400731134,-0.5031769518670032,-1.9079119157454956,-1.7500217599442944,0.0
2018-11-21,1.0,-1.25588791473268,-2.2569193742478943,-0.5016331442324222,-1.886109678528451,-1.6950318033350524,0.0
2018-11-23,1.0,-1.2532807273351059,-2.2434171026674674,-0.5023586928553049,-1.8860108071018098,-1.69199759842182,0.0
2018-11-26,1.0,-1.2532395091392776,-2.253496953574187,-0.4996138333476358,-1.8848365227838326,-1.6902943448039134,0.0
2018-11-27,1.0,-1.240675940940514,-2.2629512673892633,-0.46880600836391567,-1.8794913373730477,-1.6826832807032517,0.0
2018-11-28,1.0,-1.2408260795357569,-2.2615634067246972,-0.46944871138419525,-1.879416282642089,-1.6826250213346987,0.0
2018-11-29,1.0,-1.1900860988046476,-2.2236897099389785,-0.4223020981359191,-1.854969489258547,-1.668059851207891,0.0
2018-11-30,1.0,-1.1947214076246333,-2.231336405529954,-0.4194386258902388,-1.8638458315877673,-1.6694595726853791,0.0
2018-12-03,1.0,-1.1924686192468619,-2.2317154811715483,-0.41297071129707114,-1.8631799163179916,-1.6679497907949792,0.0
2018-12-04,1.0,-1.176450995087018,-2.232159213922891,-0.4077775002081772,-1.8523607294529103,-1.6583395786493462,0.0
2018-12-06,1.0,-1.1184738955823295,-2.100803212851406,-0.4293975903614458,-1.8107630522088354,-1.572690763052209,0.0
2018-12-07,1.0,-1.12198649951784,-2.1010928961748636,-0.43209578913532626,-1.8110736097717774,-1.5697524911603988,0.0
2018-12-10,1.0,-1.078139829167985,-2.097279341980386,-0.40327428029104717,-1.7968997152799748,-1.5332173362859856,0.0
2018-12-11,1.0,-1.0803606738906906,-2.095942418729732,-0.40544174642094444,-1.7972791267895278,-1.5304911808906116,0.0
2018-12-12,1.0,-1.0813291139240504,-2.0959651898734175,-0.40632911392405063,-1.7979430379746832,-1.529746835443038,0.0
2018-12-13,1.0,-1.080107654555529,-2.0898440592100056,-0.4104329929549592,-1.8066967466160058,-1.5287738462756273,0.0
2018-12-14,1.0,-1.080294280515782,-2.084091448461356,-0.413495767739894,-1.8057906811170004,-1.5270943754449806,0.0
2018-12-17,1.0,-1.0590650663297536,-2.0939671509791538,-0.3862918509159823,-1.7969046114971574,-1.560170562223626,0.0
2018-12-18,1.0,-1.0397371714643304,-2.0732165206508135,-0.3620932415519399,-1.7887984981226532,-1.5585106382978722,0.0
2018-12-19,1.0,-1.033910306845004,-2.0894571203776553,-0.36278520849724627,-1.8073170731707318,-1.5742722265932336,0.0
2018-12-20,1.0,-1.0180755746007013,-2.0554733151538764,-0.3778730035060382,-1.7898714452668485,-1.5499026100506428,0.0
2018-12-21,1.0,-1.0071820217777436,-2.0464128504131596,-0.36713259711174606,-1.7792107498648546,-1.5225886168816125,0.0
2018-12-24,1.0,-0.9693213985157985,-2.0074975135796804,-0.3686787544946829,-1.765511437533471,-1.539514956774539,0.0
2018-12-26,1.0,-0.9627643504531723,-2.0108761329305134,-0.3479607250755287,-1.724320241691843,-1.5068731117824774,0.0
2018-12-27,1.0,-0.8539447163835302,-1.9362942700835015,-0.297293406276994,-1.6161819752375468,-1.4946731932047221,0.0
2018-12-28,1.0,-0.8497159703746314,-1.9404616380240167,-0.29445602933774356,-1.6145825843100596,-1.4913352987704034,0.0
2018-12-31,1.0,-0.8492736948079966,-1.9414641162088309,-0.29476484970516326,-1.6144829569969799,-1.4912268085718396,0.0
2019-01-02,1.0,-0.8467452220146573,-1.9435263687311397,-0.284308090242851,-1.6150308952435695,-1.495473487570053,0.0
2019-01-03,1.0,-0.8584735359953787,-1.9419452668062676,-0.3141021012347462,-1.6308758755144777,-1.4753411798685825,0.0
