Date,CNSL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4181092474661404,-1.2862140102251323,-0.0,-0.8933536640057403,-0.8870302269261816,0.0
2018-09-25,1.0,-0.41639329528602886,-1.289938435267155,-0.0,-0.8963285849098998,-0.8910708668494135,0.0
2018-09-26,1.0,-0.4148744713398722,-1.2899307117789975,-0.0,-0.8979573472509673,-0.8964725996580581,0.0
2018-09-27,1.0,-0.4143989908091548,-1.2944224184537756,-0.0,-0.8989457559920707,-0.897549107947378,0.0
2018-09-28,1.0,-0.42196401121258703,-1.295008590288453,-0.0,-0.9031558007053079,-0.9010308346143413,0.0
2018-10-01,1.0,-0.42194570135746606,-1.2973755656108596,-0.0,-0.9034841628959275,-0.902081447963801,0.0
2018-10-02,1.0,-0.4222604444846784,-1.3000497895260943,-0.0,-0.9026841080885348,-0.9013262119223284,0.0
2018-10-03,1.0,-0.424922600619195,-1.2833727918411948,-0.0,-0.9197322892005099,-0.9248770715716627,0.0
2018-10-04,1.0,-0.4268814268814269,-1.2792792792792793,-0.0,-0.9213759213759214,-0.9224679224679224,0.0
2018-10-05,1.0,-0.40063463281958295,-1.2689483227561198,-0.0,-0.9291931097008159,-0.9342701722574797,0.0
2018-10-08,1.0,-0.3961282735537564,-1.2639196707223304,-0.0,-0.9308426432674477,-0.93215432629246,0.0
2018-10-09,1.0,-0.3917469797746708,-1.2641056965748156,-0.0,-0.9329442106692005,-0.9358852540609022,0.0
2018-10-10,1.0,-0.39756197036298546,-1.2642860379752572,-0.0,-0.9379616622105406,-0.9318439298500023,0.0
2018-10-11,1.0,-0.2801611546464781,-1.2686501084694737,-0.0,-0.9144197989994245,-0.9640943905786515,0.0
2018-10-12,1.0,-0.2839727665838624,-1.3237648357714602,-0.0,-0.9714325144907535,-1.0210690955929709,0.0
2018-10-15,1.0,-0.25183519911910446,-1.3506606716828775,-0.0,-0.964534777023307,-1.0209671499357682,0.0
2018-10-16,1.0,-0.24707501720578115,-1.3587061252580868,-0.0,-0.9630190410644642,-1.0194540032117458,0.0
2018-10-17,1.0,-0.22444745151105094,-1.3175011276499775,-0.0,-0.9505638249887235,-1.0181326116373477,0.0
2018-10-18,1.0,-0.22536425945258953,-1.3195043348009623,-0.0,-0.9669556533974853,-1.0271889610094866,0.0
2018-10-19,1.0,-0.19857772976865606,-1.3057430911873256,-0.0,-0.9692591592402557,-1.0272751822846342,0.0
2018-10-22,1.0,-0.2010677766717944,-1.2895213102886616,-0.0,-0.9886888064428558,-1.0451542846801196,0.0
2018-10-23,1.0,-0.20368192509498825,-1.2893975031662746,-0.0,-0.986385018997648,-1.0438302876786685,0.0
2018-10-24,1.0,-0.19966564250858487,-1.2850623531538046,-0.0,-0.98721308512561,-1.046403397795048,0.0
2018-10-25,1.0,-0.14610517128518438,-1.2219943268601352,-0.0,-0.9921448832642374,-1.0037093606807768,0.0
2018-10-26,1.0,-0.12175226586102719,-1.203539059128183,-0.0,-0.9994820889080709,-0.9911955114372033,0.0
2018-10-29,1.0,-0.10806507144086762,-1.2068342227577895,-0.0,-0.9965140299535203,-0.9922964365639524,0.0
2018-10-30,1.0,-0.09225139905294878,-1.2080499354283254,-0.0,-0.9981058975462764,-1.0063710718897976,0.0
2018-10-31,1.0,-0.09395313034553542,-1.190301060554225,-0.0,-0.9927728361272665,-0.9994440643174821,0.0
2018-11-01,1.0,-0.07273426155291707,-1.2067566413257027,-0.0,-0.9916716494405058,-0.9997437430597079,0.0
2018-11-02,1.0,-0.08820639870146513,-1.1593268121823073,-0.0,-1.0228952201956345,-1.0010678740762888,0.0
2018-11-05,1.0,-0.08113659705580281,-1.1852533378979802,-0.0,-1.0275162615542621,-0.985450188291681,0.0
2018-11-06,1.0,-0.0724109143635485,-1.2006678676567513,-0.0,-1.0785623269915199,-1.0421811151632323,0.0
2018-11-07,1.0,-0.07131251921134678,-1.201291002502964,-0.0,-1.0767575637816713,-1.0418038905721687,0.0
2018-11-08,1.0,-0.028358599059069525,-1.2071789510367659,-0.0,-1.0664749956438404,-1.0541470639484232,0.0
2018-11-09,1.0,-0.02723344826081264,-1.2097935669707154,-0.0,-1.071531445031205,-1.0557761969187798,0.0
2018-11-12,1.0,-0.02544994988451649,-1.2060835839107509,-0.0,-1.0718612454787118,-1.0544733516363793,0.0
2018-11-13,1.0,-0.0,-1.1988427825035624,-0.0,-1.0710738805647912,-1.0480590699080272,0.0
2018-11-14,1.0,-0.0,-1.1984284604092912,-0.0,-1.0711510232277006,-1.0478369743545464,0.0
2018-11-15,1.0,-0.0,-1.1982673160639628,-0.0,-1.0724537735442439,-1.0393948536701005,0.0
2018-11-16,1.0,-0.0,-1.1841480778357856,-0.0,-1.074944988566251,-1.055529188419554,0.0
2018-11-19,1.0,-0.0,-1.1849341679257501,-0.0,-1.0758903518238723,-1.055989639542413,0.0
2018-11-20,1.0,-0.0,-1.161042547682748,-0.0,-1.0664969362216277,-1.087641322171399,0.0
2018-11-21,1.0,-0.0,-1.1601868918513438,-0.0,-1.0743280895023362,-1.0519953705688199,0.0
2018-11-23,1.0,-0.0,-1.1441661314493685,-0.0,-1.0828088203810746,-1.0548062513380432,0.0
2018-11-26,1.0,-0.0,-1.157109157194939,-0.0,-1.0802916577310744,-1.0516834655800986,0.0
2018-11-27,1.0,-0.0,-1.1543718764683268,-0.0,-1.0723164324462857,-1.0448079962410832,0.0
2018-11-28,1.0,-0.0,-1.1503695159981202,-0.0,-1.0750138835490624,-1.0465205690119186,0.0
