Date,HTH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22167426951054123,-0.838768339292319,-0.11632351128097645,-0.42599556158303536,-0.4794414991986191,0.0
2018-09-25,1.0,-0.22029649345424157,-0.8452848874996131,-0.11098387546036954,-0.43177246139085756,-0.4865525672371638,0.0
2018-09-26,1.0,-0.22146196476671104,-0.8468064026750054,-0.11331620173999195,-0.43140654509427534,-0.48311093222700396,0.0
2018-09-27,1.0,-0.22035373473003636,-0.8572627521681017,-0.11112492617574833,-0.4339933480463772,-0.48565478225731246,0.0
2018-09-28,1.0,-0.2195076464005968,-0.8577334327987068,-0.11152555016784782,-0.4338866094740768,-0.4856396866840731,0.0
2018-10-01,1.0,-0.21936205931729155,-0.8581110489336566,-0.11179506311011626,-0.43381209973263696,-0.48576136292980165,0.0
2018-10-02,1.0,-0.21992539633198632,-0.8540876593099161,-0.11330432079577248,-0.43456636617967054,-0.48657133975753813,0.0
2018-10-03,1.0,-0.21973651503852848,-0.849894357444693,-0.11288217747949292,-0.43577554064131246,-0.4888453890131742,0.0
2018-10-04,1.0,-0.2182137041212577,-0.8662783414756356,-0.11217587373167981,-0.43461104847801574,-0.5003444820243016,0.0
2018-10-05,1.0,-0.2080082391860683,-0.8641158479495663,-0.1035515885400412,-0.43861182198364645,-0.5066475251232757,0.0
2018-10-08,1.0,-0.20635069022467362,-0.8618304197438534,-0.10058895017294571,-0.4411205633978374,-0.5062478576547942,0.0
2018-10-09,1.0,-0.203596179059749,-0.8645189486170943,-0.09152775176375101,-0.4474932883810951,-0.5145158269338828,0.0
2018-10-10,1.0,-0.2036141194095066,-0.8643924971130739,-0.09166380574888425,-0.4475203645329422,-0.513779220373896,0.0
2018-10-11,1.0,-0.16024055926977443,-0.8756296364135909,-0.03629758524895443,-0.4424703116891047,-0.5381445187288213,0.0
2018-10-12,1.0,-0.16100260022978777,-0.8749168531172523,-0.03325875309911108,-0.4291890911289835,-0.5251254762048739,0.0
2018-10-15,1.0,-0.14144716924008477,-0.9147744474719951,-0.00348168331819558,-0.4332727823191038,-0.5345746291250378,0.0
2018-10-16,1.0,-0.1369119786614937,-0.9266791949563531,-0.0,-0.43325654704170713,-0.5341901066925315,0.0
2018-10-17,1.0,-0.11695503801712266,-0.8942106208465544,-0.0,-0.43369454588995987,-0.5485840866910136,0.0
2018-10-18,1.0,-0.11612729395563272,-0.8927042481214262,-0.0,-0.43585905457593627,-0.5490524803161393,0.0
2018-10-19,1.0,-0.10708426547352723,-0.8928859060402684,-0.0,-0.4343325876211782,-0.5485458612975392,0.0
2018-10-22,1.0,-0.10872747915981953,-0.8988317547581344,-0.0,-0.43302757775852285,-0.5472526815859452,0.0
2018-10-23,1.0,-0.1008220502901354,-0.9092117988394584,-0.0,-0.45140232108317213,-0.5608075435203095,0.0
2018-10-24,1.0,-0.0987042798030747,-0.9058262103959649,-0.0,-0.45214292186414573,-0.5636533872965055,0.0
2018-10-25,1.0,-0.07719152963444932,-0.8824677629244055,-0.0,-0.45202886549154153,-0.5458417130013014,0.0
2018-10-26,1.0,-0.0730752244958045,-0.8765788311497129,-0.0,-0.4524363315177388,-0.5421168850287059,0.0
2018-10-29,1.0,-0.026294796269023073,-0.9594378988708885,-0.0,-0.4741961217476681,-0.608339469808542,0.0
2018-10-30,1.0,-0.0,-0.971286513362337,-0.0,-0.485891858297079,-0.6503107520198882,0.0
2018-10-31,1.0,-0.0,-0.9589900488287286,-0.0,-0.48439334940354783,-0.6470424624513258,0.0
2018-11-01,1.0,-0.0,-0.963572376748063,-0.0,-0.47945543790325074,-0.6440280307473837,0.0
2018-11-02,1.0,-0.0,-0.9364342990568068,-0.0,-0.4935635503394881,-0.6422931580079265,0.0
2018-11-05,1.0,-0.0,-0.9434854720805947,-0.0,-0.49296639842742185,-0.6349898642422754,0.0
2018-11-06,1.0,-0.0,-0.9420712968653964,-0.0,-0.4942224953902888,-0.6368776889981561,0.0
2018-11-07,1.0,-0.0,-0.9421665284560337,-0.0,-0.4927669768727541,-0.6364138947756381,0.0
2018-11-08,1.0,-0.0,-0.9397516854275343,-0.0,-0.47393307098624204,-0.6368323113998963,0.0
2018-11-09,1.0,-0.0,-0.9402155659369178,-0.0,-0.4762297334432536,-0.6368660498916063,0.0
2018-11-12,1.0,-0.0,-0.9340866863634979,-0.0,-0.47683591727330876,-0.6349486765556943,0.0
2018-11-13,1.0,-0.0,-0.9288370265122889,-0.0,-0.4670636960004837,-0.6271652710178663,0.0
2018-11-14,1.0,-0.0,-0.9295817306236182,-0.0,-0.4706060514280522,-0.6285549868249689,0.0
2018-11-15,1.0,-0.0,-0.9357173395223846,-0.0,-0.473767788432175,-0.6442924326635315,0.0
