Date,IWF,IWM,MTUM,SPY,TVTY,VLUE,VXX
2018-09-24,-0.4317786345491146,-0.7712989184209629,-0.03971476338326111,-0.6500733563069364,1.0,-0.519055580197209,0.0
2018-09-25,-0.43542221312034946,-0.7694040548842924,-0.04481534575738958,-0.6482012424056249,1.0,-0.515393542221312,0.0
2018-09-26,-0.4394249090594145,-0.7824008314567815,-0.03402043997921358,-0.6651307812229343,1.0,-0.5433916507881517,0.0
2018-09-27,-0.44379395157099805,-0.7733397997713652,-0.036927980046419784,-0.6661585893927322,1.0,-0.543942910589947,0.0
2018-09-28,-0.4436553850417432,-0.7732358748744241,-0.03734367963418436,-0.6659853812311637,1.0,-0.543942910589947,0.0
2018-10-01,-0.44677380167297215,-0.7728645309083337,-0.03689563014126549,-0.6689805976883829,1.0,-0.5453472631980841,0.0
2018-10-02,-0.45055480190615327,-0.7520957250686979,-0.04511461268218025,-0.6768235416884065,1.0,-0.5538279592333646,0.0
2018-10-03,-0.450130366765166,-0.7478532939335998,-0.044811402746393184,-0.6777333565096472,1.0,-0.5559186511385363,0.0
2018-10-04,-0.4498278320754061,-0.7490869882786686,-0.0452158185802233,-0.6771590553372057,1.0,-0.5568501965149039,0.0
2018-10-05,-0.44163491513682024,-0.7437824731555247,-0.034638032559750606,-0.6822306892968479,1.0,-0.5614825077935572,0.0
2018-10-08,-0.4400304519343899,-0.7409163263893694,-0.029483009204789256,-0.6881099037995708,1.0,-0.5619420029067755,0.0
2018-10-09,-0.4375368399153982,-0.7440102631670191,-0.020352969730591867,-0.6948788183488783,1.0,-0.5704725911029438,0.0
2018-10-10,-0.4419388464211258,-0.7437804030576789,-0.02380125086865879,-0.6989228630993746,1.0,-0.5661917998610146,0.0
2018-10-11,-0.3895237132167054,-0.7300030336737791,-0.0,-0.6810260558870125,1.0,-0.5702295479826069,0.0
2018-10-12,-0.39400691765331913,-0.7201676200611946,-0.0,-0.6635293335107091,1.0,-0.5480577357988559,0.0
2018-10-15,-0.37162857048070863,-0.7396742195534619,-0.0,-0.6587930862886906,1.0,-0.5474571210562984,0.0
2018-10-16,-0.3628734139274653,-0.7605488393778932,-0.0,-0.6592067139574384,1.0,-0.5477070636427216,0.0
2018-10-17,-0.3492991037720364,-0.7334624601950035,-0.0,-0.6522110239322413,1.0,-0.5479137257476774,0.0
2018-10-18,-0.34841866727971366,-0.7317481690695918,-0.0,-0.6552596144372558,1.0,-0.5487208118493219,0.0
2018-10-19,-0.3323881229425377,-0.7192399204719533,-0.0,-0.6593331377725627,1.0,-0.5483524005084579,0.0
2018-10-22,-0.33221388979458755,-0.7096511248777307,-0.0,-0.6649820671666123,1.0,-0.5537006847081839,0.0
2018-10-23,-0.33697566703633636,-0.710483397481897,-0.0,-0.6619805597234,1.0,-0.5523517515819687,0.0
2018-10-24,-0.3354075715123477,-0.7072066201863557,-0.0,-0.6623118524793119,1.0,-0.5530396820225452,0.0
2018-10-25,-0.3034722222222222,-0.6623421717171716,-0.0,-0.6684343434343434,1.0,-0.5222853535353534,0.0
2018-10-26,-0.2884230913407472,-0.6499750093714857,-0.0,-0.6715919030363613,1.0,-0.5138073222541546,0.0
2018-10-29,-0.270065278209512,-0.6571339757538079,-0.0,-0.6634752875349704,1.0,-0.5177805408765931,0.0
2018-10-30,-0.2577265095454263,-0.658105839189105,-0.0,-0.6647285616566134,1.0,-0.528698464025869,0.0
2018-10-31,-0.2580955633518582,-0.6553758266323078,-0.0,-0.6637585767953057,1.0,-0.5275544102580024,0.0
2018-11-01,-0.2519304121313611,-0.6593171457810029,-0.0,-0.6627903370856204,1.0,-0.5270567804757031,0.0
2018-11-02,-0.25575013874329405,-0.6378491706234198,-0.0,-0.6672627489671332,1.0,-0.5222914225812418,0.0
2018-11-05,-0.2528817111508352,-0.6456573999876718,-0.0,-0.6677556555507612,1.0,-0.5157184244591012,0.0
2018-11-06,-0.251927227875424,-0.6448967005858773,-0.0,-0.669041011409189,1.0,-0.517699660807894,0.0
2018-11-07,-0.27080036919831224,-0.7084981540084389,-0.0,-0.7410337552742615,1.0,-0.576081223628692,0.0
2018-11-08,-0.24724754157274006,-0.7079943807376916,-0.0,-0.7322356169753994,1.0,-0.5795354307556602,0.0
2018-11-09,-0.24643837406874922,-0.7081754019082473,-0.0,-0.733466213566854,1.0,-0.5794667363743302,0.0
2018-11-12,-0.245679817411151,-0.7030648842517118,-0.0,-0.734104988588197,1.0,-0.5776328659928269,0.0
2018-11-13,-0.23011942907078353,-0.6986438812829724,-0.0,-0.7350551833511344,1.0,-0.5727416901317279,0.0
2018-11-14,-0.23025889967637542,-0.6984466019417476,-0.0,-0.7349838187702266,1.0,-0.5725889967637541,0.0
2018-11-15,-0.23006671416542523,-0.7031219638577628,-0.0,-0.7433447762160762,1.0,-0.562018265431699,0.0
2018-11-16,-0.22437744891680972,-0.6930151225672745,-0.0,-0.7460898286972573,1.0,-0.5747547035393933,0.0
2018-11-19,-0.22804289370525155,-0.69245472511096,-0.0,-0.7446463861081414,1.0,-0.5745618297858555,0.0
2018-11-20,-0.17573370354825169,-0.6864042876053337,-0.0,-0.7581441901010557,1.0,-0.6083040067155264,0.0
2018-11-21,-0.18183563748079878,-0.6800755248335895,-0.0,-0.7570084485407067,1.0,-0.5813172043010754,0.0
2018-11-23,-0.18264927758598645,-0.6731875719217492,-0.0,-0.7591100882240123,1.0,-0.5815752461322081,0.0
2018-11-26,-0.18115942028985507,-0.6871553161472361,-0.0,-0.7582403488521227,1.0,-0.579806335770168,0.0
2018-11-27,-0.16908660611487783,-0.6959511321478827,-0.0,-0.756524242036587,1.0,-0.5765638991940641,0.0
2018-11-28,-0.1739130434782609,-0.6829041166270632,-0.0,-0.7689615310513134,1.0,-0.5852867510114957,0.0
2018-11-29,-0.1783127876661624,-0.6848305384788695,-0.0,-0.7693842737133476,1.0,-0.5861147767871512,0.0
2018-11-30,-0.17818181818181816,-0.6849557522123894,-0.0,-0.7700402252614641,1.0,-0.5848431214802896,0.0
2018-12-03,-0.17996193671171898,-0.6864939840650301,-0.0,-0.7722331537692332,1.0,-0.5870455791748653,0.0
2018-12-04,-0.17232837933474873,-0.6899890626005275,-0.0,-0.7692208711316991,1.0,-0.5853760535289197,0.0
2018-12-06,-0.16681828162740361,-0.6268076162991311,-0.0,-0.7822077229524138,1.0,-0.5609962671351045,0.0
2018-12-07,-0.1682975787228704,-0.6265211391293438,-0.0,-0.7822732404968009,1.0,-0.5592773805043282,0.0
2018-12-10,-0.14263089249114963,-0.631544624557481,-0.0,-0.7868455375442519,1.0,-0.544376125706478,0.0
2018-12-11,-0.2760141573645521,-1.373699972774299,-0.0,-1.4318540702423088,1.0,-1.363626463381432,0.0
2018-12-12,-0.27613809627532127,-1.3737747767370942,-0.0,-1.4317142234807232,1.0,-1.3638640818993684,0.0
2018-12-13,-0.27615267507612007,-1.3692909960852544,-0.0,-1.4309482383645065,1.0,-1.3607003044802086,0.0
2018-12-14,-0.2793047256925584,-1.359695817490494,-0.0,-1.4334600760456273,1.0,-1.3593699076588808,0.0
2018-12-17,-0.26309253860274273,-1.353363567649282,-0.0,-1.4199870424360221,1.0,-1.3625958319835871,0.0
