Date,IWF,IWM,MTUM,NFE,SPY,VLUE,VXX
2019-09-30,-1.308909880010212,-0.25823334184324737,-4.640030635690579,1.0,-3.4708960939494506,-2.0868011233086543,0.0
2019-10-01,-1.2911311871739408,-0.2700089069856216,-4.623234508207151,1.0,-3.463799465580863,-2.076091105738644,0.0
2019-10-02,-1.3146433041301626,-0.19098873591989987,-4.563954943679599,1.0,-3.437046307884856,-2.0090112640801,0.0
2019-10-03,-1.251336898395722,-0.44223355304066664,-4.532769556025371,1.0,-3.3904986941922646,-1.8195498072379057,0.0
2019-10-04,-1.2004203758654797,-0.4773738872403561,-4.487017804154303,1.0,-3.3758654797230467,-1.823318496538081,0.0
2019-10-07,-1.1496977025392987,-0.4923821039903265,-4.354413542926239,1.0,-3.2961305925030233,-1.7992744860943168,0.0
2019-10-08,-1.1473887347726452,-0.5025931733204679,-4.3337353757086,1.0,-3.2828368109998793,-1.794717163189,0.0
2019-10-09,-1.1119822139012405,-0.4900538263515095,-4.163351275450504,1.0,-3.225251579686403,-1.7107418675403698,0.0
2019-10-10,-1.0786255096097845,-0.5380314502038439,-4.129877693651718,1.0,-3.2136284216656965,-1.6879440885265,0.0
2019-10-11,-1.0812354312354313,-0.562004662004662,-4.154545454545454,1.0,-3.2079254079254076,-1.6493006993006993,0.0
2019-10-14,-1.135633270321361,-0.5051984877126654,-4.26984877126654,1.0,-3.3022211720226844,-1.6018431001890359,0.0
2019-10-15,-1.1517814726840856,-0.49216152019002374,-4.2901425178147266,1.0,-3.32375296912114,-1.618646080760095,0.0
2019-10-16,-1.1354515050167224,-0.49319159101767795,-4.38628762541806,1.0,-3.3479455327281413,-1.581820353559484,0.0
2019-10-17,-1.133134684147795,-0.5090584028605483,-4.359952324195471,1.0,-3.347437425506555,-1.569249106078665,0.0
2019-10-18,-1.1347390993566833,-0.5014295925661186,-4.357279008815821,1.0,-3.346080533714558,-1.5738622825827973,0.0
2019-10-21,-1.1092896174863387,-0.4972677595628415,-4.342124019957234,1.0,-3.337134711332858,-1.5933713471133284,0.0
2019-10-22,-1.122681883024251,-0.4808606752258678,-4.357108892058964,1.0,-3.339396100808369,-1.587731811697575,0.0
2019-10-23,-1.0684947768281103,-0.495607787274454,-4.292853751187085,1.0,-3.349358974358975,-1.6644112060778729,0.0
2019-10-24,-1.0682439662346925,-0.49696825585542737,-4.306978956128879,1.0,-3.3457377244085125,-1.6712638211865414,0.0
2019-10-25,-1.0420527441197434,-0.5123544784984557,-4.256474221905441,1.0,-3.3699215965787594,-1.698503207412687,0.0
2019-10-28,-1.057865969581749,-0.5306558935361216,-4.267585551330798,1.0,-3.3936549429657794,-1.6323669201520914,0.0
2019-10-29,-1.039443982416538,-0.5272662468813117,-4.285137222288227,1.0,-3.4160627301889037,-1.6128074135677797,0.0
2019-10-30,-1.0395580898075552,-0.528391541933951,-4.28391541933951,1.0,-3.4148253741981467,-1.6126158232359231,0.0
2019-10-31,-1.029673590504451,-0.5408902077151335,-4.265875370919881,1.0,-3.4074777448071214,-1.6256379821958455,0.0
2019-11-01,-1.0415430267062313,-0.5340059347181009,-4.259109792284866,1.0,-3.4226706231454003,-1.6122255192878339,0.0
2019-11-04,-1.0714627151051626,-0.48135755258126195,-4.360062141491396,1.0,-3.469407265774379,-1.567997131931166,0.0
2019-11-05,-1.071746184352842,-0.47554380483115005,-4.350198293474342,1.0,-3.4994591996154307,-1.6208388414853983,0.0
2019-11-06,-1.0636178129876366,-0.47653342936022086,-4.335734005521546,1.0,-3.4989797143200096,-1.628495978874085,0.0
2019-11-07,-1.0653139632608957,-0.48397166526593827,-4.330411814143354,1.0,-3.4986192820266537,-1.6278064593588666,0.0
2019-11-08,-1.0664344065353197,-0.48906775588659307,-4.339500240269102,1.0,-3.497837578087458,-1.6206150888995676,0.0
2019-11-11,-1.0788517441860466,-0.4934593023255814,-4.348352713178294,1.0,-3.5549903100775193,-1.6368701550387599,0.0
2019-11-12,-1.078421821724306,-0.4940331222601072,-4.370555284948855,1.0,-3.585241110569898,-1.6490501704822214,0.0
2019-11-13,-1.0776628119293974,-0.4959220937309799,-4.366524650030431,1.0,-3.582714546561169,-1.650030432136336,0.0
2019-11-14,-1.0793960058451046,-0.5006088650754993,-4.347905504140282,1.0,-3.585241110569898,-1.664150024354603,0.0
2019-11-15,-1.074697912852435,-0.504577077993409,-4.366044184059563,1.0,-3.589771756377395,-1.6704503844745515,0.0
2019-11-18,-1.0537346167905446,-0.5211404898257586,-4.3822346777141465,1.0,-3.583160716461557,-1.6445717070793224,0.0
2019-11-19,-1.052907472875777,-0.5254175301718883,-4.382664878702913,1.0,-3.5844203340241374,-1.645251737169328,0.0
2019-11-20,-1.0526636596367183,-0.5194441058149457,-4.377179080824089,1.0,-3.5867365597951966,-1.6547604534926246,0.0
2019-11-21,-1.0523432744978698,-0.5265976871576384,-4.375289105295192,1.0,-3.5858794887401095,-1.6328667072428484,0.0
2019-11-22,-1.052030148310236,-0.512278142475079,-4.349501580354972,1.0,-3.592633114514953,-1.650133722343788,0.0
2019-11-25,-1.0545763947976177,-0.5123374255500183,-4.349094445119728,1.0,-3.591588671447673,-1.6475021271423362,0.0
2019-11-26,-1.0486473371345384,-0.4140482833919689,-4.363581220429455,1.0,-3.6287759310930485,-1.6764527477860003,0.0
2019-11-27,-1.0522915650901998,-0.4108971233544612,-4.352267186738176,1.0,-3.650414431984398,-1.7231838127742565,0.0
2019-11-29,-1.0477932211655694,-0.39990246281394787,-4.359180687637163,1.0,-3.653011460619361,-1.7322604242867596,0.0
2019-12-02,-1.0453105968331302,-0.3895249695493301,-4.358952496954933,1.0,-3.6596833130328865,-1.7267965895249695,0.0
2019-12-03,-0.9968693558097532,-0.36785069235400364,-4.300180614087899,1.0,-3.6443106562311858,-1.7317278747742324,0.0
2019-12-04,-0.9790201160064173,-0.43798593113661605,-4.525114155251141,1.0,-3.715784277428113,-1.6832037516969025,0.0
2019-12-05,-0.9752615384615385,-0.4324923076923077,-4.519015384615384,1.0,-3.7071999999999994,-1.6737230769230769,0.0
2019-12-06,-0.9733563587023559,-0.4308622178364377,-4.532626125570495,1.0,-3.71814481312446,-1.680029604045886,0.0
2019-12-09,-0.96225719203344,-0.41640029505778214,-4.5479468895992134,1.0,-3.6948610769609047,-1.6726088025571675,0.0
2019-12-10,-0.9446902654867256,-0.41715830875122906,-4.557276302851524,1.0,-3.702925270403146,-1.6691248770894789,0.0
2019-12-11,-0.9442260442260442,-0.42002457002457,-4.553439803439804,1.0,-3.6998771498771497,-1.6675675675675676,0.0
2019-12-12,-0.9406696208764155,-0.43426883308714914,-4.565238798621368,1.0,-3.705686853766617,-1.6632200886262922,0.0
2019-12-13,-0.9500430663221362,-0.4433370247323736,-4.609080841638982,1.0,-3.692137320044297,-1.6100652147163774,0.0
2019-12-16,-0.9489419291338582,-0.4453740157480315,-4.60531496062992,1.0,-3.6900836614173222,-1.6134350393700787,0.0
