Date,FRPH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2968724732365212,-0.9285875998576926,-0.0,-0.534428668456289,-0.47436851127138646,0.0
2018-09-25,1.0,-0.2983964826070089,-0.9276154144575198,-0.0,-0.5337514548040864,-0.4731022888917626,0.0
2018-09-26,1.0,-0.29826716668821934,-0.9276154144575198,-0.0,-0.5337837837837839,-0.4732316048105522,0.0
2018-09-27,1.0,-0.2974898785425101,-0.9322753036437246,-0.0,-0.5347368421052631,-0.474331983805668,0.0
2018-09-28,1.0,-0.2948618139353834,-0.9370377578824446,-0.0,-0.536038666147658,-0.4758660957571039,0.0
2018-10-01,1.0,-0.2979747082344527,-0.9365105165631806,-0.0,-0.539091707031631,-0.47729267579077406,0.0
2018-10-02,1.0,-0.29777821150905953,-0.9405679711134967,-0.0,-0.5381737744380469,-0.4764321264760418,0.0
2018-10-03,1.0,-0.29942637376963693,-0.9470047584903201,-0.0,-0.538002737761554,-0.47480607522325796,0.0
2018-10-04,1.0,-0.3071244242642015,-0.9398621500669649,-0.0,-0.5485904681017868,-0.47104171430438047,0.0
2018-10-05,1.0,-0.2967916178576077,-0.9372966289209944,-0.0,-0.5486463620981388,-0.4712026552128075,0.0
2018-10-08,1.0,-0.29330426861009884,-0.9344091618948464,-0.0,-0.5544963560645497,-0.47127147319104634,0.0
2018-10-09,1.0,-0.3011816163990077,-0.9390259825042433,-0.0,-0.5550985768377072,-0.46886016451233836,0.0
2018-10-10,1.0,-0.30074427107135865,-0.9395116537180911,-0.0,-0.5550695305869295,-0.4690539922961416,0.0
2018-10-11,1.0,-0.25974067348434166,-0.9308356430596706,-0.0,-0.5341998789384816,-0.4610532352097868,0.0
2018-10-12,1.0,-0.25497780596068487,-0.9327837666455295,-0.0,-0.5291058972733037,-0.4536778693722257,0.0
2018-10-15,1.0,-0.23462256095632653,-0.9509819423800638,-0.0,-0.524240220106891,-0.4526422314284811,0.0
2018-10-16,1.0,-0.23772593460162703,-0.9476116615491754,-0.0,-0.5258776233737457,-0.4542432971415909,0.0
2018-10-17,1.0,-0.21418975913024463,-0.9090880689805994,-0.0,-0.5280702302477429,-0.47277328251429285,0.0
2018-10-18,1.0,-0.2184598923749882,-0.9217043773798659,-0.0,-0.5288101457028669,-0.47798722346351136,0.0
2018-10-19,1.0,-0.20777433780529755,-0.9176282953372737,-0.0,-0.5274103261719361,-0.47443474997654567,0.0
2018-10-22,1.0,-0.20838154808444095,-0.9169976544175138,-0.0,-0.527443315089914,-0.4746207974980454,0.0
2018-10-23,1.0,-0.20300846524215627,-0.922837272240929,-0.0,-0.5383768134185103,-0.48270761871794066,0.0
2018-10-24,1.0,-0.20113225349897784,-0.9190124233370027,-0.0,-0.5396131467211825,-0.48539078471457775,0.0
2018-10-25,1.0,-0.1685872812633376,-0.878696420949942,-0.0,-0.5458508627522712,-0.4554600329248217,0.0
2018-10-26,1.0,-0.15715579710144928,-0.8671497584541064,-0.0,-0.5471618357487923,-0.4478864734299517,0.0
2018-10-29,1.0,-0.13957400787094063,-0.8751764953285067,-0.0,-0.5387388469973262,-0.45071649592934176,0.0
2018-10-30,1.0,-0.11889481454698846,-0.879237096628401,-0.0,-0.5433426737774564,-0.47157190635451507,0.0
2018-10-31,1.0,-0.12258025910301289,-0.8618915118331687,-0.0,-0.5407653412320856,-0.466684618376567,0.0
2018-11-01,1.0,-0.08507101843457238,-0.9058627984285282,-0.0,-0.552100332426715,-0.47902689634330614,0.0
2018-11-02,1.0,-0.08636281425212516,-0.8986254295532646,-0.0,-0.5524808585036475,-0.4769397721106891,0.0
2018-11-05,1.0,-0.08445569315134532,-0.9034619904185122,-0.0,-0.55259272650577,-0.4725059507668203,0.0
2018-11-06,1.0,-0.08588642867901793,-0.9039313149570718,-0.0,-0.5515288447055279,-0.47112516945323085,0.0
2018-11-07,1.0,-0.08527995183624323,-0.9039434075857917,-0.0,-0.5503010234798315,-0.4707104154124022,0.0
2018-11-08,1.0,-0.05375089734386217,-0.9113424264178033,-0.0,-0.5440296721703757,-0.48199329983249584,0.0
2018-11-09,1.0,-0.053744467041512145,-0.9109941380547912,-0.0,-0.544203852135423,-0.4818459145830841,0.0
2018-11-12,1.0,-0.05312081036794279,-0.8950990615224191,-0.0,-0.5517056457619545,-0.479368389691643,0.0
2018-11-13,1.0,-0.02024640047498887,-0.9013507495918065,-0.0,-0.564850823808817,-0.4822324476770076,0.0
2018-11-14,1.0,-0.020305171287775335,-0.9012646203170456,-0.0,-0.5648043697678561,-0.48218844623879353,0.0
2018-11-15,1.0,-0.019931168636839743,-0.907526559928176,-0.0,-0.5687266197815352,-0.49648361514289985,0.0
2018-11-16,1.0,-0.016243654822335026,-0.8982382800836071,-0.0,-0.5683487608241267,-0.5031054045983876,0.0
2018-11-19,1.0,-0.00865918416606324,-0.9108737629736905,-0.0,-0.583816075307748,-0.5138184890176201,0.0
2018-11-20,1.0,-0.0,-0.9008366067948065,-0.0,-0.5772287025098204,-0.5205253530840505,0.0
2018-11-21,1.0,-0.0,-0.8971812559467174,-0.0,-0.5742745004757374,-0.5019029495718363,0.0
2018-11-23,1.0,-0.0,-0.886697751774524,-0.0,-0.5796382643818122,-0.5036084464375872,0.0
2018-11-26,1.0,-0.0,-0.8955898533916198,-0.0,-0.5773039521812828,-0.5009070092485205,0.0
2018-11-27,1.0,-0.0,-0.8991024083893712,-0.0,-0.5693930147821192,-0.4938531267588945,0.0
2018-11-28,1.0,-0.0,-0.9102674463474724,-0.0,-0.5657929888094037,-0.4922675057140312,0.0
2018-11-29,1.0,-0.0,-0.892389994415214,-0.0,-0.553687428353076,-0.49328356015402247,0.0
2018-11-30,1.0,-0.0,-0.8927174903713287,-0.0,-0.5534648516743598,-0.4938699908858378,0.0
2018-12-03,1.0,-0.0,-0.9018335851180426,-0.0,-0.5608282235848219,-0.4995112414467253,0.0
2018-12-04,1.0,-0.0,-0.906998757616991,-0.0,-0.5542803052712536,-0.4967757202863397,0.0
2018-12-06,1.0,-0.0,-0.8529547287178897,-0.0,-0.5563299159083055,-0.4705679069231655,0.0
2018-12-07,1.0,-0.0,-0.8532419275859089,-0.0,-0.5560388282397672,-0.47115246133018407,0.0
2018-12-10,1.0,-0.0,-0.8516691849359979,-0.0,-0.5463694158565441,-0.4528323402799555,0.0
2018-12-11,1.0,-0.0,-0.8533905579399143,-0.0,-0.5628612303290416,-0.4449785407725322,0.0
2018-12-12,1.0,-0.0,-0.855225806451613,-0.0,-0.5678566308243728,-0.44432974910394263,0.0
2018-12-13,1.0,-0.0,-0.8651652952215968,-0.0,-0.5698282084596507,-0.4522592752995525,0.0
2018-12-14,1.0,-0.0,-0.851734195858723,-0.0,-0.5817714500245472,-0.4544141854622115,0.0
2018-12-17,1.0,-0.0,-0.8564551676139659,-0.0,-0.5912017167381974,-0.45226771836213897,0.0
2018-12-18,1.0,-0.0,-0.8468002209751984,-0.0,-0.5943942081237461,-0.4663739714476782,0.0
2018-12-19,1.0,-0.0,-0.8493498163158202,-0.0,-0.5978774272552335,-0.4683946585806752,0.0
2018-12-20,1.0,-0.0,-0.8596197361074378,-0.0,-0.60230979458697,-0.47674042728261196,0.0
2018-12-21,1.0,-0.0,-0.8657049026507154,-0.0,-0.6109254046446164,-0.4556063804832277,0.0
2018-12-24,1.0,-0.0,-0.8700326019913649,-0.0,-0.6132111492936235,-0.45387258789320645,0.0
2018-12-26,1.0,-0.0,-0.8816628336875201,-0.0,-0.5897062676486856,-0.4397543011848272,0.0
2018-12-27,1.0,-0.0,-0.84290242055367,-0.0,-0.5214708439682495,-0.4404117465570919,0.0
2018-12-28,1.0,-0.0,-0.8624327799859715,-0.0,-0.5700257189618891,-0.4901508066401683,0.0
2018-12-31,1.0,-0.0,-0.8599339007341114,-0.0,-0.5722851042672049,-0.4925272732590448,0.0
2019-01-02,1.0,-0.0,-0.8625465856736215,-0.0,-0.5717639463567803,-0.5002494351028554,0.0
2019-01-03,1.0,-0.0,-0.8650088287227782,-0.0,-0.5665391406709829,-0.5113890523837552,0.0
2019-01-04,1.0,-0.0,-0.8724252102317678,-0.0,-0.5403322687450556,-0.517272700635823,0.0
2019-01-07,1.0,-0.0,-0.8442809095351712,-0.0,-0.5329577140885963,-0.49739845344525246,0.0
2019-01-08,1.0,-0.0,-0.8237736828445368,-0.0,-0.5600253770510714,-0.49995674366294657,0.0
2019-01-09,1.0,-0.0,-0.8385944533178453,-0.0,-0.5663423842021199,-0.4990852330477712,0.0
2019-01-10,1.0,-0.0,-0.8351705884063872,-0.0,-0.5743579302521742,-0.49902562461824845,0.0
2019-01-11,1.0,-0.0,-0.8403388066604995,-0.0,-0.5657666512488436,-0.484736355226642,0.0
2019-01-14,1.0,-0.0,-0.8393331792441928,-0.0,-0.5663642667283024,-0.48347393967410146,0.0
2019-01-15,1.0,-0.0,-0.833015542843936,-0.0,-0.5569422776911077,-0.49907551857629856,0.0
2019-01-16,1.0,-0.0,-0.8351093014525398,-0.0,-0.5363134944699529,-0.5163302434375812,0.0
2019-01-17,1.0,-0.0,-0.8527439202192802,-0.0,-0.5411733830990844,-0.5220446725374701,0.0
2019-01-18,1.0,-0.0,-0.8493134504650819,-0.0,-0.5508637236084453,-0.5527535803927358,0.0
2019-01-22,1.0,-0.0,-0.9596353778783997,-0.0,-0.5357919509070869,-0.48351157317763416,0.0
2019-01-23,1.0,-0.0,-0.9366546977857569,-0.0,-0.5406642728904847,-0.5149012567324955,0.0
