Date,IWF,IWM,MTUM,RAD,SPY,VLUE,VXX
2018-11-12,-0.466521543311815,-2.0567482360006006,-0.0,1.0,-2.033778711905119,-1.9492568683380875,0.0
2018-11-13,-0.388893041333433,-2.062710217505045,-0.0,1.0,-2.0632334255176024,-1.9594887510277301,0.0
2018-11-14,-0.39199700822737465,-2.0623784592370975,-0.0,1.0,-2.065220643231114,-1.9598354525056092,0.0
2018-11-15,-0.3905560128713612,-2.0712414876898904,-0.0,1.0,-2.0800718401556537,-1.9414802065404475,0.0
2018-11-16,-0.3990298098740317,-2.14036460370863,-0.0,1.0,-2.199593146076207,-2.0851263594397933,0.0
2018-11-19,-0.3995932097316749,-2.1397950402878823,-0.0,1.0,-2.1987796291950246,-2.084643667370727,0.0
2018-11-20,-0.2957441878427435,-2.106124971035761,-0.0,1.0,-2.1983471074380163,-2.1235035143276435,0.0
2018-11-21,-0.2911411639568455,-2.069822215468774,-0.0,1.0,-2.166388086916882,-2.070278073241149,0.0
2018-11-23,-0.2920360688035159,-2.0524361597332725,-0.0,1.0,-2.166022580889596,-2.066984920815337,0.0
2018-11-26,-0.2900219713614668,-2.063186605045837,-0.0,1.0,-2.16130009849231,-2.0618986286839913,0.0
2018-11-27,-0.261147936125339,-2.073139499849352,-0.0,1.0,-2.149216631515517,-2.048809882494728,0.0
2018-11-28,-0.263482976800241,-2.068544742392287,-0.0,1.0,-2.1505724615848147,-2.0497137692075924,0.0
2018-11-29,-0.18844424791804848,-2.0175399808386763,-0.0,1.0,-2.1210848257056525,-2.042744491119463,0.0
2018-11-30,-0.18822315572260298,-2.0187928366128673,-0.0,1.0,-2.1241064190434074,-2.0386174368044805,0.0
2018-12-03,-0.18195910533697496,-2.0269432346645013,-0.0,1.0,-2.1299918801210596,-2.0427400900568387,0.0
2018-12-04,-0.15845225834927174,-2.037369427688686,-0.0,1.0,-2.1213770781227015,-2.039061350595851,0.0
2018-12-06,-0.12046089385474862,-1.849231843575419,-0.0,1.0,-2.075209497206704,-1.9383379888268155,0.0
2018-12-07,-0.12135176651305685,-1.8489037843876555,-0.0,1.0,-2.075687753107108,-1.936321742773356,0.0
2018-12-10,-0.04813643240269564,-1.8551093384678863,-0.0,1.0,-2.0763993948562782,-1.8969880346582313,0.0
2018-12-11,-0.040214846439884315,-1.8613138686131387,-0.0,1.0,-2.075953725382179,-1.9086214020107426,0.0
2018-12-12,-0.040493078989050336,-1.8613731836650367,-0.0,1.0,-2.0755457613112043,-1.909166035397011,0.0
2018-12-13,-0.0402693787795492,-1.8510857614073666,-0.0,1.0,-2.0779274326553048,-1.9026250687190762,0.0
2018-12-14,-0.03836565096952908,-1.8908587257617728,-0.0,1.0,-2.079916897506925,-1.9161357340720222,0.0
2018-12-17,-0.0,-1.8841446644664464,-0.0,1.0,-2.0503987898789875,-1.9408003300330032,0.0
2018-12-18,-0.0,-1.8521514512949495,-0.0,1.0,-2.022228264563932,-1.9232547073618382,0.0
2018-12-19,-0.0009566762334290009,-1.8628536285362856,-0.0,1.0,-2.0343036763700972,-1.935219352193522,0.0
2018-12-20,-0.0,-1.82786608048698,-0.0,1.0,-2.023402096719648,-1.912343591477849,0.0
2018-12-21,-0.0,-1.8194863541876216,-0.0,1.0,-2.017434453161671,-1.868638100985717,0.0
2018-12-24,-0.0,-1.8008002667555851,-0.0,1.0,-2.0027342447482495,-1.8652884294764922,0.0
2018-12-26,-0.0,-1.8016409583196584,-0.0,1.0,-1.939547095503774,-1.822579586478503,0.0
2018-12-27,-0.0,-1.7440334512705051,-0.0,1.0,-1.7907365712447731,-1.898230942425217,0.0
2018-12-28,-0.0,-1.7635060995288194,-0.0,1.0,-1.7939714709868972,-1.8971148260504744,0.0
2018-12-31,-0.0,-1.8205785667324126,-0.0,1.0,-1.827876397107166,-1.9261669953977645,0.0
2019-01-02,-0.0,-1.8173701831549924,-0.0,1.0,-1.8230814678658178,-1.9242434188931925,0.0
2019-01-03,-0.0,-1.845309381237525,-0.0,1.0,-1.8270126413838992,-1.9810379241516969,0.0
2019-01-04,-0.0,-1.8420497958108286,-0.0,1.0,-1.7687392965353705,-1.9760242392306677,0.0
2019-01-07,-0.0,-1.7540469639772216,-0.0,1.0,-1.7314607460490115,-1.9127903256766265,0.0
2019-01-08,-0.0,-1.7788157979511632,-0.0,1.0,-1.7370014818632822,-1.9271309838283617,0.0
2019-01-09,-0.0,-1.7522341665587358,-0.0,1.0,-1.7552778137546952,-1.96833311747183,0.0
2019-01-10,-0.0,-1.745778065351019,-0.0,1.0,-1.7596894208993852,-1.9649304432222583,0.0
2019-01-11,-0.0,-1.7200025943702164,-0.0,1.0,-1.772408872746141,-1.9935140744584252,0.0
2019-01-14,-0.0,-1.7203917499027108,-0.0,1.0,-1.7763004280710857,-1.9892982228564013,0.0
2019-01-15,-0.0,-1.7108777388824061,-0.0,1.0,-1.7792687670167249,-1.9923505769480097,0.0
2019-01-16,-0.0,-1.7430383056608707,-0.0,1.0,-1.8025885736697607,-1.9911753170349065,0.0
2019-01-17,-0.0,-1.7399960832952543,-0.0,1.0,-1.8005091716169463,-1.9873359879887722,0.0
2019-01-18,-0.0,-1.735408560311284,-0.0,1.0,-1.819296972894546,-2.0402954560443183,0.0
2019-01-22,-0.0,-1.7246256813634169,-0.0,1.0,-1.966259573587249,-2.2089974470434,0.0
2019-01-23,-0.0,-1.6671056279456613,-0.0,1.0,-1.990989742168007,-2.272872192958137,0.0
2019-01-24,-0.0,-1.6559766763848396,-0.0,1.0,-2.016937387199778,-2.268638067471887,0.0
2019-01-25,-0.0,-1.5181261261261259,-0.0,1.0,-2.223063063063063,-2.466018018018018,0.0
2019-01-28,-0.0,-1.4728362953330445,-0.0,1.0,-2.28912006935414,-2.4625054182921544,0.0
2019-01-29,-0.0,-1.4299160150593688,-0.0,1.0,-2.3102374746597163,-2.5,0.0
2019-01-30,-0.0,-1.451928696668615,-0.0,1.0,-2.3459234365867916,-2.5077440093512564,0.0
2019-01-31,-0.0,-1.5056420089977138,-0.0,1.0,-2.2429382697839078,-2.626594881628439,0.0
2019-02-01,-0.0,-1.5122114668652271,-0.0,1.0,-2.2776619508562916,-2.6561429635145197,0.0
2019-02-04,-0.0,-1.5253193087903834,-0.0,1.0,-2.331329827197596,-2.656498873027799,0.0
2019-02-05,-0.0,-1.5162541008052492,-0.0,1.0,-2.2848941246644796,-2.6549358783179247,0.0
2019-02-06,-0.0,-1.533215234720992,-0.0,1.0,-2.248966637142014,-2.598981399468556,0.0
2019-02-07,-0.0,-1.534890532327744,-0.0,1.0,-2.211759537233653,-2.5756754777769646,0.0
2019-02-08,-0.0,-1.5165388828039432,-0.0,1.0,-2.231106243154436,-2.5542898868200075,0.0
2019-02-11,-0.0,-1.4802400468384074,-0.0,1.0,-2.243193793911007,-2.5949941451990632,0.0
2019-02-12,-0.0,-1.5039335342989488,-0.0,1.0,-2.261304315859128,-2.587162708624366,0.0
2019-02-13,-0.0,-1.5383766281551254,-0.0,1.0,-2.255574361616013,-2.5649422326882036,0.0
2019-02-14,-0.0,-1.518176444510123,-0.0,1.0,-2.291118664105217,-2.57942958474952,0.0
2019-02-15,-0.0,-1.5463367656863471,-0.0,1.0,-2.286465664123268,-2.5751537150900066,0.0
2019-02-19,-0.0,-1.515277058518902,-0.0,1.0,-2.3116076052378487,-2.571206628689798,0.0
2019-02-20,-0.0,-1.5533220013302784,-0.0,1.0,-2.290887591456655,-2.5462271820264575,0.0
2019-02-21,-0.0,-1.5916795069337444,-0.0,1.0,-2.257832562917309,-2.48778340303764,0.0
2019-02-22,-0.0,-1.5724122774888287,-0.0,1.0,-2.2717017068346643,-2.481356677166508,0.0
2019-02-25,-0.0,-1.550466808792178,-0.0,1.0,-2.299198706167757,-2.5016540469014186,0.0
2019-02-26,-0.0,-1.5539584254754533,-0.0,1.0,-2.2989827509951346,-2.518502137697184,0.0
2019-02-27,-0.0,-1.557947508109702,-0.0,1.0,-2.3137717487466825,-2.5007372456502504,0.0
2019-02-28,-0.0,-1.5702911905639514,-0.0,1.0,-2.3209730925175083,-2.4806487283450056,0.0
2019-03-01,-0.0,-1.5797942689199118,-0.0,1.0,-2.297501836884644,-2.470242468772961,0.0
2019-03-04,-0.0,-1.5688670960187352,-0.0,1.0,-2.250219555035129,-2.4994145199063227,0.0
2019-03-05,-0.0,-1.5625874898695942,-0.0,1.0,-2.2840197450821487,-2.5210344065424004,0.0
2019-03-06,-0.0,-1.547842676841796,-0.0,1.0,-2.278030525388905,-2.511960669210449,0.0
2019-03-07,-0.0,-1.4950683129977351,-0.0,1.0,-2.3094176956235843,-2.501716957697085,0.0
2019-03-08,-0.0,-1.4626522126522128,-0.0,1.0,-2.41973566973567,-2.5426937926937927,0.0
2019-03-11,-0.0,-1.476525821596244,-0.0,1.0,-2.4470695138573375,-2.6487960018173555,0.0
2019-03-12,-0.0,-1.3471966911764703,-0.0,1.0,-2.5106464460784315,-2.8015471813725488,0.0
2019-03-13,-0.0,-1.3950512603098741,-0.0,1.0,-2.5235489092731056,-2.7897171047560314,0.0
2019-03-14,-0.0,-1.304460007371913,-0.0,1.0,-2.4157021747143386,-2.6517508293402137,0.0
2019-03-15,-0.0,-1.279293978048057,-0.0,1.0,-2.444378522693563,-2.692524473450015,0.0
2019-03-18,-0.0,-1.3593785697966643,-0.0,1.0,-2.516792323509253,-2.7394714797045157,0.0
2019-03-19,-0.0,-1.3672688303735456,-0.0,1.0,-2.5154623392529087,-2.771892222902633,0.0
2019-03-20,-0.0,-1.3738532110091743,-0.0,1.0,-2.4899082568807342,-2.7815749235474003,0.0
2019-03-21,-0.0,-1.375938122223924,-0.0,1.0,-2.5585847756164806,-2.7236942870271097,0.0
2019-03-22,-0.0,-1.3696528208307504,-0.0,1.0,-2.667544947303162,-2.7124147551146933,0.0
2019-03-25,-0.0,-1.1697638994668698,-0.0,1.0,-2.735643564356436,-2.7107387661843108,0.0
2019-03-26,-0.0,-1.181488902589396,-0.0,1.0,-2.7484586929716404,-2.7765875462392113,0.0
2019-03-27,-0.0,-1.1552785472453062,-0.0,1.0,-2.760695598645737,-2.778624192059095,0.0
2019-03-28,-0.0,-1.1388032078963604,-0.0,1.0,-2.758251079580506,-2.814235040098705,0.0
2019-03-29,-0.0,-1.1406441717791413,-0.0,1.0,-2.729524539877301,-2.7986196319018406,0.0
2019-04-01,-0.0,-1.1704632907495767,-0.0,1.0,-2.7412651993227644,-2.784131137448053,0.0
2019-04-02,-0.0,-1.2285050348567002,-0.0,1.0,-2.8374128582494196,-2.6800154918667705,0.0
2019-04-03,-0.0,-1.2448580589661373,-0.0,1.0,-2.8315476655978724,-2.744115116915617,0.0
2019-04-04,-0.0,-1.2424194442245269,-0.0,1.0,-2.9190879581980838,-2.755522128097538,0.0
2019-04-05,-0.0,-1.2265513410569753,-0.0,1.0,-2.932074273924774,-2.776622758292335,0.0
2019-04-08,-0.0,-1.2322380459861564,-0.0,1.0,-2.936430901424139,-2.7873339167793776,0.0
2019-04-09,-0.0,-1.170132325141777,-0.0,1.0,-3.003544423440454,-2.7028197857592944,0.0
2019-04-10,-0.0,-1.1329407145661563,-0.0,1.0,-3.01900274833137,-2.7004318806438947,0.0
2019-04-11,-0.0,-1.120056386561203,-0.0,1.0,-3.0138616962957165,-2.69754875088104,0.0
2019-04-12,-0.0,-1.148879788002891,-0.0,1.0,-3.1291255119248373,-2.7521882277362884,0.0
2019-04-15,-0.0,-1.155356857735909,-0.0,1.0,-3.074804406833785,-2.75323327478844,0.0
2019-04-16,-0.0,-1.2066074950690335,-0.0,1.0,-3.1674884944115713,-2.844181459566075,0.0
2019-04-17,-0.0,-1.1620888157894735,-0.0,1.0,-3.196628289473684,-2.8649671052631582,0.0
2019-04-18,-0.0,-1.1143741633199464,-0.0,1.0,-3.2622991967871484,-2.990127175368139,0.0
2019-04-22,-0.0,-1.111204646855796,-0.0,1.0,-3.2903443050761845,-3.016668069702837,0.0
2019-04-23,-0.0,-1.1224984839296541,-0.0,1.0,-3.470934765658841,-3.0698258684917263,0.0
2019-04-24,-0.0,-1.0487631882259065,-0.0,1.0,-3.5947335756716017,-3.222448798652363,0.0
2019-04-25,-0.0,-1.0275506576608604,-0.0,1.0,-3.6256665481692143,-3.2341805901173126,0.0
2019-04-26,-0.0,-1.0021405636817695,-0.0,1.0,-3.633785230110596,-3.2830895469140207,0.0
2019-04-29,-0.0,-0.9911709622759298,-0.0,1.0,-3.6336395255507004,-3.293409435476679,0.0
2019-04-30,-0.0,-0.9951901665627505,-0.0,1.0,-3.633918232831567,-3.277990558475105,0.0
2019-05-01,-0.0,-0.9624688722874422,-0.0,1.0,-3.6666666666666665,-3.2645855567413733,0.0
2019-05-02,-0.0,-0.9412805093738946,-0.0,1.0,-3.6505129112133003,-3.251414927484966,0.0
2019-05-03,-0.0,-0.964295136751385,-0.0,1.0,-3.603904669773986,-3.2260135432239907,0.0
2019-05-06,-0.0,-0.8719480063235552,-0.0,1.0,-3.637625153697523,-3.2732302828034427,0.0
2019-05-07,-0.0,-0.8650004400246415,-0.0,1.0,-3.6475402622546866,-3.287952125319018,0.0
2019-05-08,-0.0,-0.8854564387365499,-0.0,1.0,-3.547552933009372,-3.2445331482124264,0.0
2019-05-09,-0.0,-0.8818836180730206,-0.0,1.0,-3.5523371780418005,-3.2380539415488685,0.0
2019-05-10,-0.0,-0.8819655082762804,-0.0,1.0,-3.5524742178698325,-3.231822514949302,0.0
2019-05-13,-0.0,-0.876753854148623,-0.0,1.0,-3.547808764940239,-3.236445522258791,0.0
2019-05-14,-0.0,-0.7369158060563626,-0.0,1.0,-3.720812182741117,-3.294328723962892,0.0
2019-05-15,-0.0,-0.7640922240729376,-0.0,1.0,-3.7378802489699305,-3.264574384150083,0.0
2019-05-16,-0.0,-0.7699192699192698,-0.0,1.0,-3.738416988416988,-3.2667602667602664,0.0
2019-05-17,-0.0,-0.7347456885231551,-0.0,1.0,-3.712860019259389,-3.3065744550468352,0.0
2019-05-20,-0.0,-0.6993343843054826,-0.0,1.0,-3.7365563145909966,-3.322210544753897,0.0
2019-05-21,-0.0,-0.6854726194628531,-0.0,1.0,-3.724276246948029,-3.310254621555633,0.0
2019-05-22,-0.0,-0.6544511820019333,-0.0,1.0,-3.804200720625714,-3.329466561209245,0.0
2019-05-23,-0.0,-0.6535717431515898,-0.0,1.0,-3.8050735488417153,-3.3495992248744826,0.0
2019-05-24,-0.0,-0.6187762973352033,-0.0,1.0,-3.7989130434782608,-3.3480890603085554,0.0
2019-05-28,-0.0,-0.5993690851735016,-0.0,1.0,-3.8104626708727656,-3.3528741675429377,0.0
2019-05-29,-0.0,-0.6440498277232972,-0.0,1.0,-3.879317960950614,-3.3113349235798215,0.0
2019-05-30,-0.0,-0.6376081964317258,-0.0,1.0,-3.8803214979685565,-3.314432079137961,0.0
2019-05-31,-0.0,-0.60875,-0.0,1.0,-3.977232142857143,-3.3425892857142854,0.0
2019-06-03,-0.0,-0.6311308203991131,-0.0,1.0,-4.0086031042128605,-3.2294456762749446,0.0
2019-06-04,-0.0,-0.5707163474153766,-0.0,1.0,-3.9784833377066384,-3.1973235371293622,0.0
2019-06-05,-0.0,-0.545717691128895,-0.0,1.0,-3.914694364038822,-3.0531244679039675,0.0
2019-06-06,-0.0,-0.5717600550017188,-0.0,1.0,-3.8695427982124437,-3.1527157098659333,0.0
2019-06-07,-0.0,-0.6215706447187929,-0.0,1.0,-3.8227880658436217,-3.1290294924554187,0.0
2019-06-10,-0.0,-0.6339964142405875,-0.0,1.0,-3.772048151626398,-3.1314778451293437,0.0
2019-06-11,-0.0,-0.6149220867208671,-0.0,1.0,-3.7715955284552845,-3.082401761517615,0.0
2019-06-12,-0.0,-0.6511842768352092,-0.0,1.0,-3.7242566773055605,-3.023685536704183,0.0
2019-06-13,-0.0,-0.7098667113756393,-0.0,1.0,-3.690418308324252,-2.982647330036047,0.0
2019-06-14,-0.0,-0.6962498983161148,-0.0,1.0,-3.6054665256650127,-2.8329943870495407,0.0
2019-06-17,-0.0,-0.6845315549772283,-0.0,1.0,-3.622316200390371,-2.825878334417697,0.0
2019-06-18,-0.0,-0.688388721865605,-0.0,1.0,-3.6098968066953767,-2.827171528398473,0.0
2019-06-19,-0.0,-0.6557191392978482,-0.0,1.0,-3.630076039475813,-2.803510758776897,0.0
2019-06-20,-0.0,-0.6705291305404748,-0.0,1.0,-3.6238554412122195,-2.808686492180536,0.0
2019-06-21,-0.0,-0.6900437814172207,-0.0,1.0,-3.5989946489378952,-2.8186314253283604,0.0
2019-06-24,-0.0,-0.6366650493288047,-0.0,1.0,-3.5659065178715834,-2.8841177421963446,0.0
2019-06-25,-0.0,-0.6533127889060093,-0.0,1.0,-3.566701808450247,-2.889627767415457,0.0
2019-06-26,-0.0,-0.6576884589726484,-0.0,1.0,-3.5556204136090725,-3.1255837224816543,0.0
2019-06-27,-0.0,-0.6239444862469694,-0.0,1.0,-3.568514338266031,-3.1680461499874593,0.0
2019-06-28,-0.0,-0.9838853276353275,-0.0,1.0,-3.6258903133903133,-3.293358262108262,0.0
2019-07-01,-0.0,-0.9471066907775768,-0.0,1.0,-3.793399638336347,-3.3010849909584086,0.0
2019-07-02,-0.0,-0.9358206245461148,-0.0,1.0,-3.827251270878722,-3.3146332607116924,0.0
2019-07-03,-0.0,-0.931056293485136,-0.0,1.0,-3.8123249299719886,-3.2924911900243967,0.0
2019-07-05,-0.0,-0.886478213899892,-0.0,1.0,-3.8141879726323373,-3.3018545192653943,0.0
2019-07-08,-0.0,-0.9064200217627856,-0.0,1.0,-3.8270765324628218,-3.3343307943416756,0.0
2019-07-09,-0.0,-0.8893119390807724,-0.0,1.0,-3.830931012600852,-3.345118302964373,0.0
2019-07-10,-0.0,-0.8754535558780842,-0.0,1.0,-3.846516690856313,-3.3490566037735845,0.0
2019-07-11,-0.0,-0.8770752063866462,-0.0,1.0,-3.8469563639662523,-3.3479089177174997,0.0
2019-07-12,-0.0,-0.8952432824981845,-0.0,1.0,-3.847676107480029,-3.3348765432098766,0.0
2019-07-15,-0.0,-0.9831491212176119,-0.0021743069396629824,1.0,-3.8492480521833663,-3.224950172132633,0.0
2019-07-16,-0.0,-1.0036297640653358,-0.03774954627949183,1.0,-3.845825771324864,-3.187295825771325,0.0
2019-07-17,-0.0,-1.0162461426756217,-0.03548738428026865,1.0,-3.8400798693047737,-3.184243964421855,0.0
2019-07-18,-0.0,-1.011204481792717,-0.03578205475738683,1.0,-3.8159392789373814,-3.1728562392699016,0.0
2019-07-19,-0.0,-1.0278109224414869,-0.0382744378155117,1.0,-3.9128958237723728,-3.1994492886645247,0.0
2019-07-22,-0.0,-0.9826541850220264,-0.020099118942731278,1.0,-3.9375,-3.2374265785609397,0.0
2019-07-23,-0.0,-1.0182197244379985,-0.0016316171138506166,1.0,-3.8639412617839013,-3.1807469180565624,0.0
2019-07-24,-0.0,-1.018145707321477,-0.008756883632752552,1.0,-3.8422858174596013,-3.1585266768980773,0.0
2019-07-25,-0.0,-0.9913575801224342,-0.013953907093986317,1.0,-3.860190853438963,-3.136928339935182,0.0
2019-07-26,-0.0,-1.0043932870573764,-0.012389069501801249,1.0,-3.7300764431947986,-3.039715314998682,0.0
2019-07-29,-0.0,-0.9877780708696035,-0.01864064011254726,1.0,-3.7276883847709485,-3.0585597467686627,0.0
2019-07-30,-0.0,-0.9815530569219959,-0.031271960646521435,1.0,-3.7116127898805344,-3.059820801124385,0.0
2019-07-31,-0.0,-1.0506771515945827,-0.014941022280471821,1.0,-3.654434250764526,-3.0173875054609,0.0
2019-08-01,-0.0,-1.113739525139665,-0.005848463687150839,1.0,-3.6327688547486034,-2.976780726256983,0.0
2019-08-02,-0.0,-1.0815022323382648,-0.07204762321631795,1.0,-3.6380985730543642,-2.9626192768974877,0.0
2019-08-05,-0.0,-1.072341916272552,-0.0629707479418462,1.0,-3.6643895603433174,-2.958486600105097,0.0
2019-08-06,-0.0,-1.0699553111034719,-0.05491577861808181,1.0,-3.519422481952561,-2.949724991405981,0.0
2019-08-07,-0.0,-1.1180906675807696,-0.005227525923386751,1.0,-3.480161110635016,-2.9661496272174133,0.0
2019-08-08,-0.0,-1.1024695592522722,-0.0,1.0,-3.4909106499742757,-2.9814783056079577,0.0
2019-08-09,-0.0,-1.0592573753814853,-0.0,1.0,-3.425144116649712,-2.993048491013903,0.0
2019-08-12,-0.0,-1.0483038660011843,-0.0019456898739531345,1.0,-3.4535995262668133,-2.955672108958633,0.0
2019-08-13,-0.0,-0.9986527450319972,-0.0,1.0,-3.449562142135399,-2.9721286628494443,0.0
2019-08-14,-0.0,-1.0581951803110579,-0.007434626559562468,1.0,-3.472226969748761,-3.007776448470347,0.0
2019-08-15,-0.0,-1.1062005277044855,-0.06456134564643799,1.0,-3.274241424802111,-2.8003792875989446,0.0
2019-08-16,-0.0,-1.126643368280912,-0.05774671326343818,1.0,-3.2872358129472463,-2.849226160758862,0.0
2019-08-19,-0.0,-1.0961411609498681,-0.05878957783641161,1.0,-3.275395778364116,-2.8149736147757256,0.0
2019-08-20,-0.0,-1.1071545782737118,-0.05439776829668526,1.0,-3.260994420741713,-2.782244830981293,0.0
2019-08-21,-0.0,-1.1128305903545403,-0.06075493326782937,1.0,-3.2522721690002454,-2.7621387046589696,0.0
2019-08-22,-0.0,-1.1128914192761286,-0.07612850752338349,1.0,-3.2332655551037006,-2.711102074013827,0.0
2019-08-23,-0.0,-1.0942357512953367,-0.07909650259067356,1.0,-3.2067681347150256,-2.715916450777202,0.0
2019-08-26,-0.0,-1.0495049504950495,-0.07627722772277228,1.0,-3.1523960396039605,-2.6426138613861383,0.0
2019-08-27,-0.0,-1.0473918823805426,-0.05106749041995777,1.0,-3.0932196762336743,-2.6287635880190816,0.0
2019-08-28,-0.0,-1.0294554262051723,-0.061020392218142046,1.0,-3.1017266973982345,-2.620907883428393,0.0
2019-08-29,-0.0,-0.9987521447512089,-0.060598970519419745,1.0,-3.1082514428326316,-2.6314927468413662,0.0
2019-08-30,-0.0,-0.9868819374369324,-0.05627571217884034,1.0,-3.1026158503454164,-2.6163160754482653,0.0
2019-09-03,-0.0,-0.9851469420174741,-0.10349483717235901,1.0,-3.1293884034948367,-2.7247021445591737,0.0
2019-09-04,-0.0,-0.9466613672496026,-0.11963434022257552,1.0,-3.135135135135135,-2.747694753577107,0.0
2019-09-05,-0.0,-0.9508040877762813,-0.10583854868097917,1.0,-3.136576091261982,-2.7288283292402755,0.0
2019-09-06,-0.0,-0.9361216131064903,-0.11751732829237556,1.0,-3.144454946439824,-2.678402646502836,0.0
2019-09-09,-0.0,-0.9187873075714735,-0.11608545397423815,1.0,-3.1346214263273646,-2.6848099277411253,0.0
2019-09-10,-0.0,-0.9930154142581887,-0.0,1.0,-3.1607257546563905,-2.874518304431599,0.0
2019-09-11,-0.0,-1.013275052614538,-0.0,1.0,-3.1322648534887487,-2.9490043710539093,0.0
2019-09-12,-0.0,-1.042900837089504,-0.0,1.0,-3.0861236316806178,-2.919913071474565,0.0
2019-09-13,-0.0,-1.1298623063683304,-0.0,1.0,-3.309380378657487,-3.166609294320138,0.0
2019-09-16,-0.0,-1.1292932770939141,-0.0,1.0,-3.309546354480503,-3.1692347421881726,0.0
2019-09-17,-0.0,-1.0494717856222622,-0.0,1.0,-3.3320450055827537,-3.2073348793266336,0.0
2019-09-18,-0.0,-1.028554227229724,-0.0,1.0,-3.3262234454287434,-3.2458931796680144,0.0
2019-09-19,-0.0,-1.0405881847106373,-0.0,1.0,-3.3079370539169317,-3.2506664373548886,0.0
