Date,IWF,IWM,MTUM,NAD,SPY,VLUE,VXX
2018-10-18,-0.06842737094837935,-0.18104741896758703,-0.0,1.0,-0.14513805522208884,-0.10600240096038414,0.0
2018-10-19,-0.06456702289167386,-0.17621230613520672,-0.0,1.0,-0.1439287946893698,-0.10369719882118297,0.0
2018-10-22,-0.06445562535353835,-0.17343475542588346,-0.0,1.0,-0.14549406055553898,-0.10518324451457321,0.0
2018-10-23,-0.06541054605527527,-0.1734160825110506,-0.0,1.0,-0.14470688038576596,-0.1047610543078686,0.0
2018-10-24,-0.06486735391105433,-0.17165265440717742,-0.0,1.0,-0.14430646742521017,-0.10455720269748373,0.0
2018-10-25,-0.056424191345287575,-0.1577494260222616,-0.0,1.0,-0.14436629951466184,-0.09456828155424453,0.0
2018-10-26,-0.05270766472952265,-0.15481250180703732,-0.0,1.0,-0.1454881892040362,-0.0926359614884205,0.0
2018-10-29,-0.05125100887812752,-0.15417099043007032,-0.0,1.0,-0.14424074714631616,-0.09159172143433644,0.0
2018-10-30,-0.04962679039741779,-0.1541542983947664,-0.0,1.0,-0.14428369693651114,-0.09291334044208766,0.0
2018-10-31,-0.050477489768076395,-0.15029798233646874,-0.0,1.0,-0.14354850290802038,-0.09173547784878294,0.0
2018-11-01,-0.05109751192323163,-0.14995977704993393,-0.0,1.0,-0.14365339309314487,-0.09182324886513821,0.0
2018-11-02,-0.05253213477999485,-0.1429389367610432,-0.0,1.0,-0.14548681686753884,-0.09044974378059602,0.0
2018-11-05,-0.05314791475710357,-0.14149862511457378,-0.0,1.0,-0.14553735105407883,-0.09198842804766269,0.0
2018-11-06,-0.05266023758006505,-0.14122974192901255,-0.0,1.0,-0.14615902675283363,-0.09288262856979095,0.0
2018-11-07,-0.052477048452471316,-0.14124690279428825,-0.0,1.0,-0.14574411709944,-0.09276578679766831,0.0
2018-11-08,-0.051919446192573944,-0.14081183134046568,-0.0,1.0,-0.14528863207277304,-0.09225356141655701,0.0
2018-11-09,-0.05108046569575117,-0.1414558004324727,-0.0,1.0,-0.14689750970199483,-0.09258065901963311,0.0
2018-11-12,-0.05109947345139058,-0.13477646655916894,-0.0,1.0,-0.14970247863125902,-0.09138258251401989,0.0
2018-11-13,-0.0445949002091932,-0.13146661389721265,-0.0,1.0,-0.1490360151523718,-0.08835585458246169,0.0
2018-11-14,-0.04504784655179725,-0.13114337003689203,-0.0,1.0,-0.1491087961326982,-0.0881733501067183,0.0
2018-11-15,-0.04492907050603429,-0.1309337285623544,-0.0,1.0,-0.14936833933234525,-0.08630107982214694,0.0
2018-11-16,-0.04323562570462232,-0.1273675310033822,-0.0,1.0,-0.14935174746335964,-0.08928974069898535,0.0
2018-11-19,-0.04347519729425028,-0.12729706877113867,-0.0,1.0,-0.1492249154453213,-0.08926155580608792,0.0
2018-11-20,-0.036878637032882286,-0.12468625113931152,-0.0,1.0,-0.14914113440370189,-0.09153754469606676,0.0
2018-11-21,-0.0364000223914017,-0.12390841916703985,-0.0,1.0,-0.14866491267353338,-0.09048925212718316,0.0
2018-11-23,-0.03702097902097903,-0.11836363636363637,-0.0,1.0,-0.1517062937062937,-0.09152447552447553,0.0
2018-11-26,-0.036928282785911044,-0.11879692940140106,-0.0,1.0,-0.15136261308500076,-0.09118111777619309,0.0
2018-11-27,-0.03420374625722443,-0.11960169904602744,-0.0,1.0,-0.14961353666179236,-0.08925562286748834,0.0
2018-11-28,-0.034503893354135035,-0.11869506470350609,-0.0,1.0,-0.15013442170806113,-0.08963768822521556,0.0
2018-11-29,-0.035027539566338986,-0.1191382555950638,-0.0,1.0,-0.1503590601687234,-0.08988356689674407,0.0
2018-11-30,-0.03531085264831395,-0.11954369229911026,-0.0,1.0,-0.15142386969012356,-0.08830502328954341,0.0
2018-12-03,-0.036265011393980064,-0.12010513218414909,-0.0,1.0,-0.15237176529799104,-0.08929245480853919,0.0
2018-12-04,-0.03592881289637638,-0.11996759142849159,-0.0,1.0,-0.1520828094878887,-0.08894197189394575,0.0
2018-12-06,-0.03639642593655217,-0.09869661447659643,-0.0,1.0,-0.15221192993961252,-0.07894089679481923,0.0
2018-12-07,-0.03594016802131002,-0.09868178403114541,-0.0,1.0,-0.15224369920087424,-0.0791475992077044,0.0
2018-12-10,-0.03254008118051125,-0.09795962694975768,-0.0,1.0,-0.15154147944015312,-0.07549244532533293,0.0
2018-12-11,-0.033372707153815864,-0.09774211505301889,-0.0,1.0,-0.15179286654990293,-0.07481025891681263,0.0
2018-12-12,-0.0329616601703087,-0.09798861892409448,-0.0,1.0,-0.15174315166166424,-0.07543018565549836,0.0
2018-12-13,-0.03292689550293287,-0.09751792309363458,-0.0,1.0,-0.15215620247664566,-0.07520910275907017,0.0
2018-12-14,-0.032185282844483104,-0.10021203142414441,-0.0,1.0,-0.15118112376654796,-0.07561094952021095,0.0
2018-12-17,-0.030635493232797198,-0.09958230491741028,-0.0,1.0,-0.14946160731237626,-0.07648702161707667,0.0
2018-12-18,-0.02972238374058498,-0.09801084501899907,-0.0,1.0,-0.14867953104082435,-0.07584752065556923,0.0
2018-12-19,-0.032007142760514605,-0.0975500872553131,-0.0,1.0,-0.1476846904127379,-0.07556715953517945,0.0
2018-12-20,-0.031214605468960682,-0.09314492206461357,-0.0,1.0,-0.15005932797583735,-0.07395771533358504,0.0
2018-12-21,-0.0308455304221604,-0.0924290687203473,-0.0,1.0,-0.14983266803757914,-0.07091111917530207,0.0
2018-12-24,-0.025295988454445837,-0.0854157201272149,-0.0,1.0,-0.14840847743004518,-0.07717080471443462,0.0
2018-12-26,-0.026151169431421248,-0.08628956211068758,-0.0,1.0,-0.14241695775171664,-0.07328702535428261,0.0
2018-12-27,-0.014044030636792762,-0.07953082534687456,-0.0,1.0,-0.12735855190439657,-0.07945280295444793,0.0
2018-12-28,-0.014082126232023508,-0.07940862871557486,-0.0,1.0,-0.12735027176033079,-0.07944763737549737,0.0
2018-12-31,-0.014434893428872388,-0.07891075074450238,-0.0,1.0,-0.12744320324590036,-0.07965200202868772,0.0
2019-01-02,-0.014541197892957014,-0.07893607335631138,-0.0,1.0,-0.12758015217532678,-0.0795863952656565,0.0
2019-01-03,-0.006332017986601817,-0.084348247879495,-0.0,1.0,-0.12542115129983353,-0.09487539165432164,0.0
2019-01-04,-0.0,-0.0876100998238403,-0.0,1.0,-0.11912311606968096,-0.09816663404449665,0.0
2019-01-07,-0.0,-0.08095822302576354,-0.0,1.0,-0.11701427003293084,-0.09344611609737198,0.0
2019-01-08,-0.0,-0.07869952264223971,-0.0,1.0,-0.11850083860147077,-0.0929557476454651,0.0
2019-01-09,-0.0,-0.08191104215153867,-0.0,1.0,-0.11923972071373157,-0.09184122058443238,0.0
2019-01-10,-0.0,-0.0807600336069282,-0.0,1.0,-0.1205196148128999,-0.0913074387642991,0.0
2019-01-11,-0.0,-0.07878677711703758,-0.0,1.0,-0.12316601313978551,-0.09644498688618246,0.0
2019-01-14,-0.0,-0.0757550324738208,-0.0,1.0,-0.1160148230402727,-0.09943574315338231,0.0
2019-01-15,-0.0,-0.07650096836668818,-0.0,1.0,-0.11633311814073596,-0.09832149774047773,0.0
2019-01-16,-0.0,-0.07766364655694603,-0.0,1.0,-0.11032207343635216,-0.10083643721565647,0.0
2019-01-17,-0.0,-0.07739981961087489,-0.0,1.0,-0.11035948975647468,-0.10073444143795902,0.0
2019-01-18,-0.0,-0.07837659566212703,-0.0,1.0,-0.1119647175985204,-0.10298891604909531,0.0
2019-01-22,-0.0,-0.048383986888722856,-0.0,1.0,-0.08960979489527848,-0.06709888891566845,0.0
2019-01-23,-0.0,-0.04417723802080202,-0.0,1.0,-0.0911922082606866,-0.06705946010942103,0.0
2019-01-24,-0.0,-0.04307451735129608,-0.0,1.0,-0.09349852649305346,-0.06627774102363626,0.0
2019-01-25,-0.0,-0.029044417398291368,-0.0,1.0,-0.08767680109655084,-0.06491864490895556,0.0
2019-01-28,-0.0,-0.02210317178741219,-0.0,1.0,-0.09809834669694174,-0.06243052106246599,0.0
2019-01-29,-0.0,-0.020603760156574343,-0.0,1.0,-0.10400332127394579,-0.06155032323112508,0.0
2019-01-30,-0.0,-0.020709290237217653,-0.0,1.0,-0.10349919667328229,-0.05714251961062282,0.0
2019-01-31,-0.0,-0.02238611918776446,-0.0,1.0,-0.10063116091057371,-0.058931990638961776,0.0
2019-02-01,-0.0,-0.023056598855463798,-0.0,1.0,-0.1040508998708546,-0.0577244345446144,0.0
2019-02-04,-0.0,-0.02203771794567667,-0.0,1.0,-0.10224172696002846,-0.061819475744277076,0.0
2019-02-05,-0.0,-0.020561191196535565,-0.0,1.0,-0.1011211959423385,-0.06476834549445334,0.0
2019-02-06,-0.0,-0.02334072238883818,-0.0,1.0,-0.10025012150452235,-0.06180727604642066,0.0
2019-02-07,-0.0,-0.020519738710593583,-0.0,1.0,-0.10114314115308151,-0.06170122124396478,0.0
2019-02-08,-0.0,-0.020398015840130696,-0.0,1.0,-0.10262936698670518,-0.06083888763925226,0.0
2019-02-11,-0.0,-0.02095797741893445,-0.0,1.0,-0.10579691257834066,-0.05796912578340659,0.0
2019-02-12,-0.0,-0.020003084698707985,-0.0,1.0,-0.1077153060377045,-0.058704189258129966,0.0
2019-02-13,-0.0,-0.021600579180364836,-0.0,1.0,-0.10724331509548167,-0.05798924718421021,0.0
2019-02-14,-0.0,-0.019935332017783695,-0.0,1.0,-0.10885380756520292,-0.05994864601412235,0.0
2019-02-15,-0.0,-0.02620149688842351,-0.0,1.0,-0.10615056936495282,-0.05755524089432539,0.0
2019-02-19,-0.0,-0.022010821095189963,-0.0,1.0,-0.11032760568404781,-0.056792912777216244,0.0
2019-02-20,-0.0,-0.02513202340739331,-0.0,1.0,-0.10775964603454019,-0.05650839716447024,0.0
2019-02-21,-0.0,-0.025852834051467613,-0.0,1.0,-0.10744637798462162,-0.05697859880496108,0.0
2019-02-22,-0.0,-0.02519758141306418,-0.0,1.0,-0.10812226242620454,-0.056941534945724626,0.0
2019-02-25,-0.0,-0.024185181209974597,-0.0,1.0,-0.11028824251964749,-0.058089752304628345,0.0
2019-02-26,-0.0,-0.024822568139798412,-0.0,1.0,-0.11059819884296535,-0.05739846126319556,0.0
2019-02-27,-0.0,-0.023246655608196,-0.0,1.0,-0.11356015131806628,-0.05655333723164314,0.0
2019-02-28,-0.0,-0.02450266281374633,-0.0,1.0,-0.114775631074917,-0.054808587872853635,0.0
2019-03-01,-0.0,-0.023629940805804852,-0.0,1.0,-0.11671758640443002,-0.05308382661829292,0.0
2019-03-04,-0.0,-0.02403197899886642,-0.0,1.0,-0.11456357019270927,-0.054650677167233465,0.0
2019-03-05,-0.0,-0.023451665235232372,-0.0,1.0,-0.1155286764004199,-0.05388157266914782,0.0
2019-03-06,-0.0,-0.022491205056347264,-0.0,1.0,-0.11627213642597341,-0.05377139109176554,0.0
2019-03-07,-0.0,-0.01998569896317483,-0.0,1.0,-0.11811464664521512,-0.053652723155762125,0.0
2019-03-08,-0.0,-0.017037336889227546,-0.0,1.0,-0.1222854557576912,-0.05126678731307744,0.0
2019-03-11,-0.0,-0.016210981864262914,-0.0,1.0,-0.12587420947553407,-0.05342690114409363,0.0
2019-03-12,-0.0,-0.013133410965317711,-0.0,1.0,-0.1283808929278863,-0.05896829493751425,0.0
2019-03-13,-0.0,-0.014857390738531612,-0.0,1.0,-0.13065587005506754,-0.05945366253358879,0.0
2019-03-14,-0.0,-0.014102502290149943,-0.0,1.0,-0.13210549153849863,-0.05912202883178246,0.0
2019-03-15,-0.0,-0.01796428786148019,-0.0,1.0,-0.12841940720254916,-0.0560452113268803,0.0
2019-03-18,-0.0,-0.022544575400423088,-0.0,1.0,-0.13026291931097006,-0.056004835297673014,0.0
2019-03-19,-0.0,-0.023732757993745607,-0.0,1.0,-0.12712419092870475,-0.06123487915444475,0.0
2019-03-20,-0.0,-0.02082701568394367,-0.0,1.0,-0.1283220727550612,-0.06383959437658447,0.0
2019-03-21,-0.0,-0.02074693828058688,-0.0,1.0,-0.1364374924214866,-0.05537771310779678,0.0
2019-03-22,-0.0,-0.019674049514243574,-0.0,1.0,-0.14328900374221387,-0.0560113119689896,0.0
2019-03-25,-0.0,-0.0,-0.0,1.0,-0.1544047229394722,-0.05786085754809615,0.0
2019-03-26,-0.0,-0.0032227073173697845,-0.0,1.0,-0.15230636393486482,-0.06058689756655195,0.0
2019-03-27,-0.0,-0.0,-0.0,1.0,-0.1545193756989352,-0.06102008071181991,0.0
2019-03-28,-0.0,-0.0,-0.0,1.0,-0.15213847800700658,-0.06428814713896458,0.0
2019-03-29,-0.0,-0.0,-0.0,1.0,-0.15157817916438604,-0.06474487623912911,0.0
2019-04-01,-0.0,-0.0,-0.0,1.0,-0.15227908107451077,-0.0632429804302905,0.0
2019-04-02,-0.0,-0.0,-0.0,1.0,-0.1567252172856014,-0.05885856682671853,0.0
2019-04-03,-0.0,-0.0,-0.0,1.0,-0.15677528349356443,-0.05863120920791959,0.0
2019-04-04,-0.0,-0.0,-0.0,1.0,-0.15902103510711985,-0.05619083496372629,0.0
2019-04-05,-0.0,-0.0,-0.0,1.0,-0.1615135740001946,-0.05479468716551523,0.0
2019-04-08,-0.0,-0.0,-0.0,1.0,-0.1624587830192123,-0.05427865720856096,0.0
2019-04-09,-0.0,-0.0,-0.0,1.0,-0.16571059714762443,-0.052212357046293255,0.0
2019-04-10,-0.0,-0.0,-0.0,1.0,-0.1625027367601625,-0.053847276619553845,0.0
2019-04-11,-0.0,-0.0,-0.0,1.0,-0.16122009656665412,-0.05498461501039855,0.0
2019-04-12,-0.0,-0.0,-0.0,1.0,-0.16108043684479365,-0.05507990173424464,0.0
2019-04-15,-0.0,-0.0,-0.0,1.0,-0.1576512412189391,-0.05982687461192885,0.0
2019-04-16,-0.0,-0.0,-0.0,1.0,-0.15742127110494344,-0.05989117335573166,0.0
2019-04-17,-0.0,-0.0,-0.008959414098260603,1.0,-0.16562709795544706,-0.04605431797375648,0.0
2019-04-18,-0.0,-0.0,-0.004045811790302275,1.0,-0.16661166318311268,-0.05162993656264896,0.0
2019-04-22,-0.0,-0.0,-0.004193564162754303,1.0,-0.16661776212832552,-0.051802132237871674,0.0
2019-04-23,-0.0,-0.0,-0.006151174593080845,1.0,-0.16449194721974245,-0.05224218262751765,0.0
2019-04-24,-0.0,-0.0,-0.004921946740128558,1.0,-0.16754208754208755,-0.05190082644628099,0.0
2019-04-25,-0.0,-0.0,-0.008055235903337168,1.0,-0.16726244399285067,-0.04888230541341233,0.0
2019-04-26,-0.0,-0.0,-0.01524603223236718,1.0,-0.17439794105030948,-0.035933574361174093,0.0
2019-04-29,-0.0,-0.0,-0.0152644613913342,1.0,-0.17609916382629165,-0.03469753071283196,0.0
2019-04-30,-0.0,-0.0,-0.013154988342127869,1.0,-0.17829181494661922,-0.03569763161124065,0.0
2019-05-01,-0.0,-0.0,-0.015075130328120209,1.0,-0.1724624348359399,-0.039080036798528055,0.0
2019-05-02,-0.0,-0.0,-0.013922651933701657,1.0,-0.16626151012891346,-0.04756292203806015,0.0
2019-05-03,-0.0,-0.0,-0.01341252408241401,1.0,-0.16565019450000612,-0.048054386373955406,0.0
2019-05-06,-0.0,-0.0,-0.01245933836616952,1.0,-0.16457374332535443,-0.05048793960596575,0.0
2019-05-07,-0.0,-0.0,-0.013918721539651173,1.0,-0.162912866839321,-0.050568900126422255,0.0
2019-05-08,-0.0,-0.0,-0.01795493422267072,1.0,-0.15696722824548665,-0.05571075203977405,0.0
2019-05-09,-0.0,-0.0,-0.017622174672274282,1.0,-0.15594333357928133,-0.056174524705477256,0.0
2019-05-10,-0.0,-0.0,-0.017037975617857273,1.0,-0.1567247721093875,-0.05641599724439961,0.0
2019-05-13,-0.0,-0.0,-0.016764242841680606,1.0,-0.15624077536160583,-0.05694676768670668,0.0
2019-05-14,-0.0,-0.0,-0.030196904388714734,1.0,-0.14350264498432602,-0.05083023119122257,0.0
2019-05-15,-0.0,-0.0,-0.032580503083096804,1.0,-0.14346187726338455,-0.04740873054712734,0.0
2019-05-16,-0.0,-0.0,-0.03414514747276955,1.0,-0.14227144780320647,-0.047423815934402154,0.0
2019-05-17,-0.0,-0.0,-0.034841584643259385,1.0,-0.13931736937466332,-0.05008324763723618,0.0
2019-05-20,-0.0,-0.0,-0.03673294585500153,1.0,-0.13728969103701436,-0.04958091159375956,0.0
2019-05-21,-0.0,-0.0,-0.03580966848798177,1.0,-0.13895082449219612,-0.050351603655697935,0.0
2019-05-22,-0.0,-0.0,-0.03948721716132824,1.0,-0.13770937408169262,-0.047213243216769514,0.0
2019-05-23,-0.0,-0.0,-0.04312496940623623,1.0,-0.13589749865387438,-0.04472808262763718,0.0
2019-05-24,-0.0,-0.0,-0.04507166052201089,1.0,-0.13271235686207486,-0.04300852113191884,0.0
2019-05-28,-0.0,-0.0,-0.04518539318983726,1.0,-0.13278474367270196,-0.04292673397878081,0.0
2019-05-29,-0.0,-0.0,-0.04640789714216075,1.0,-0.13320333922369143,-0.039083541527024555,0.0
2019-05-30,-0.0,-0.0,-0.046807524336984895,1.0,-0.1348110376460829,-0.0382804303803645,0.0
2019-05-31,-0.0,-0.0,-0.047268202832432694,1.0,-0.13510777150245795,-0.03744861488917894,0.0
2019-06-03,-0.0,-0.0,-0.05178997032929618,1.0,-0.1336640887202685,-0.030546232793423805,0.0
2019-06-04,-0.0,-0.0,-0.048613309308724345,1.0,-0.12791886824612236,-0.040943290559789625,0.0
2019-06-05,-0.0,-0.0,-0.053324133255858996,1.0,-0.12916424559364711,-0.028048130931628897,0.0
2019-06-06,-0.0,-0.0,-0.049034678932397255,1.0,-0.12667191188040913,-0.0347394540942928,0.0
2019-06-07,-0.0,-0.0,-0.05069995757832859,1.0,-0.12548330404217928,-0.035876613538573424,0.0
2019-06-10,-0.0,-0.0,-0.05037422239502332,1.0,-0.13055258553654744,-0.034080968118195956,0.0
2019-06-11,-0.0,-0.0,-0.053374337530996255,1.0,-0.12802061554918073,-0.03414450333057811,0.0
2019-06-12,-0.0,-0.0,-0.054328401755431015,1.0,-0.1278158013104949,-0.03352824614935752,0.0
2019-06-13,-0.0,-0.0,-0.05563402576528749,1.0,-0.12741397365024473,-0.03458100966807102,0.0
2019-06-14,-0.0,-0.0,-0.05384521781455342,1.0,-0.1268313458262351,-0.03616451691409102,0.0
2019-06-17,-0.0,-0.0,-0.05384390742498357,1.0,-0.12754617799518142,-0.03542138181110219,0.0
2019-06-18,-0.0,-0.0,-0.05437772314582674,1.0,-0.1268407857264562,-0.03582990531363338,0.0
2019-06-19,-0.0,-0.0,-0.05801487747957993,1.0,-0.12482983274990277,-0.03263564760793465,0.0
2019-06-20,-0.0,-0.0,-0.05714111922141119,1.0,-0.12571776155717762,-0.033686131386861315,0.0
2019-06-21,-0.0,-0.0,-0.05730390426218332,1.0,-0.12607589388977491,-0.0340512046359309,0.0
2019-06-24,-0.0,-0.0,-0.05778536169175452,1.0,-0.1231031750868426,-0.03795478091291365,0.0
2019-06-25,-0.0,-0.0,-0.05857031364323692,1.0,-0.12482317935710455,-0.03605921662357934,0.0
2019-06-26,-0.0,-0.0,-0.05573994533385396,1.0,-0.1185938110113237,-0.045892717688402966,0.0
2019-06-27,-0.0,-0.0,-0.05822658053170833,1.0,-0.11841928511241101,-0.04453698389243714,0.0
2019-06-28,-0.0,-0.0,-0.05766668703782925,1.0,-0.11766790930758417,-0.046935158589500696,0.0
2019-07-01,-0.0,-0.0,-0.05822846670739157,1.0,-0.11626145387904703,-0.04726939523518632,0.0
2019-07-02,-0.0,-0.0,-0.05779020227791545,1.0,-0.11507989794548142,-0.04787772989733511,0.0
2019-07-03,-0.0,-0.0,-0.05871870918921558,1.0,-0.11567988478390881,-0.04611084666739897,0.0
2019-07-05,-0.0,-0.0,-0.059495030889067956,1.0,-0.11571801821600372,-0.04569872780992845,0.0
2019-07-08,-0.0,-0.0,-0.06120903416517034,1.0,-0.11626174160528663,-0.04402262205772778,0.0
2019-07-09,-0.0,-0.0,-0.061307452847463834,1.0,-0.11564426539705791,-0.04383812488555209,0.0
2019-07-10,-0.0,-0.0,-0.06150502978806525,1.0,-0.11600253931047953,-0.04331477683367516,0.0
2019-07-11,-0.0,-0.0,-0.06476078632855028,1.0,-0.11852422718876533,-0.04000146794377775,0.0
2019-07-12,-0.0,-0.0,-0.06443053143877327,1.0,-0.11580131575729415,-0.04257868864486781,0.0
2019-07-15,-0.0,-0.0,-0.06625104110528636,1.0,-0.11374993875851255,-0.04481652050364999,0.0
2019-07-16,-0.0,-0.0,-0.06975262506585639,1.0,-0.11302792310425525,-0.04244213828001519,0.0
2019-07-17,-0.0,-0.0,-0.0694388274078704,1.0,-0.11377869284409967,-0.04231773226956873,0.0
2019-07-18,-0.0,-0.0,-0.07228930402123782,1.0,-0.11031183861220197,-0.04077513120710537,0.0
2019-07-19,-0.0,-0.0,-0.07237405495338993,1.0,-0.1104328252306036,-0.040554427344571944,0.0
2019-07-22,-0.0,-0.0,-0.07029520069487773,1.0,-0.10985918939088096,-0.04323411751752487,0.0
2019-07-23,-0.0,-0.0,-0.06993904003322868,1.0,-0.10876284251804977,-0.04295295454267808,0.0
2019-07-24,-0.0,-0.0,-0.07160126010403184,1.0,-0.10768272729492784,-0.041759261520427846,0.0
2019-07-25,-0.0,-0.0,-0.07242061070565549,1.0,-0.10730064194879055,-0.04071371036637458,0.0
2019-07-26,-0.0,-0.0,-0.07220899713117256,1.0,-0.10733076970029909,-0.041237868522248665,0.0
2019-07-29,-0.0,-0.0,-0.07164073290877755,1.0,-0.10848174450868464,-0.04220703817335077,0.0
2019-07-30,-0.0,-0.0,-0.07162864656595927,1.0,-0.1082869549263042,-0.043251177298024586,0.0
2019-07-31,-0.0,-0.0,-0.07163120567375887,1.0,-0.10819271215456103,-0.0429689410613842,0.0
2019-08-01,-0.0,-0.0,-0.07232493065653295,1.0,-0.10744266181160571,-0.04214372120871467,0.0
2019-08-02,-0.0,-0.0,-0.07295597484276731,1.0,-0.10270501312816754,-0.04556390059229408,0.0
2019-08-05,-0.0,-0.0,-0.07344722391702257,1.0,-0.10274557657107992,-0.044063453325198294,0.0
2019-08-06,-0.0,-0.0,-0.07288491663529612,1.0,-0.09664962537492865,-0.044809287301606576,0.0
2019-08-07,-0.0,-0.0,-0.07155324977575213,1.0,-0.09281437125748503,-0.04777085505103154,0.0
2019-08-08,-0.0,-0.0,-0.0739995393213476,1.0,-0.09220846921333059,-0.046104234606665295,0.0
2019-08-09,-0.0,-0.0,-0.07321212121212121,1.0,-0.09238787878787878,-0.04652121212121212,0.0
2019-08-12,-0.0,-0.0,-0.0764003294892916,1.0,-0.09092450818877798,-0.044020738443647636,0.0
2019-08-13,-0.0,-0.0,-0.07647591999516587,1.0,-0.08916550848993897,-0.04289080911233307,0.0
2019-08-14,-0.0,-0.0,-0.07734766679521789,1.0,-0.0850366370998843,-0.04278345545699961,0.0
2019-08-15,-0.0,-0.0,-0.07954709187839201,1.0,-0.08329330963930646,-0.03788242639642669,0.0
2019-08-16,-0.0,-0.0,-0.07963252071574396,1.0,-0.08388375165125495,-0.03739642128017293,0.0
2019-08-19,-0.0,-0.0,-0.08040935672514621,1.0,-0.08362093758987632,-0.03432077461413095,0.0
2019-08-20,-0.0,-0.0,-0.08134372120298232,1.0,-0.08250457760384877,-0.03291087734415203,0.0
2019-08-21,-0.0,-0.0,-0.08098023034695562,1.0,-0.08266657098776506,-0.03233946874289883,0.0
2019-08-22,-0.0,-0.0,-0.0819752437392468,1.0,-0.08320588797553048,-0.029619097686866755,0.0
2019-08-23,-0.0,-0.0,-0.08204105039306109,1.0,-0.08366586222551432,-0.029007670067620846,0.0
2019-08-26,-0.0,-0.0,-0.08161637802773315,1.0,-0.08137832529905374,-0.027268940070225556,0.0
2019-08-27,-0.0,-0.0,-0.08243326830660894,1.0,-0.0803992006470952,-0.026680782223913974,0.0
2019-08-28,-0.0,-0.0,-0.08333729554963865,1.0,-0.07916508178014454,-0.026162514263978698,0.0
2019-08-29,-0.0,-0.0,-0.08347894305174197,1.0,-0.07924734633717267,-0.025924473130549512,0.0
2019-08-30,-0.0,-0.0,-0.08460250946688667,1.0,-0.07594876604028916,-0.026519153381370116,0.0
2019-09-03,-0.0,-0.0,-0.08050978067575577,1.0,-0.0791701244813278,-0.025844694724362773,0.0
2019-09-04,-0.0,-0.0,-0.08579009084771459,1.0,-0.07219254503890936,-0.026472573939616474,0.0
2019-09-05,-0.0,-0.0,-0.08278627444022568,1.0,-0.07387956424541357,-0.026164200466035036,0.0
2019-09-06,-0.0,-0.0,-0.08513151212368163,1.0,-0.07645064899786225,-0.019487651915104702,0.0
2019-09-09,-0.0,-0.0,-0.08517845340383344,1.0,-0.07585449910301198,-0.019226229817769804,0.0
2019-09-10,-0.0,-0.0,-0.09699000601762811,1.0,-0.07632948283796061,-0.006607591650835978,0.0
2019-09-11,-0.0,-0.0,-0.09786174506148074,1.0,-0.07656179934389086,-0.005628849920936489,0.0
2019-09-12,-0.0,-0.0,-0.0991731637984926,1.0,-0.07645580967433742,-0.0038805864521531948,0.0
2019-09-13,-0.0,-0.0,-0.08983745616529237,1.0,-0.07969623732347644,-0.015188133826177612,0.0
2019-09-16,-0.0,-0.0,-0.09678148610863227,1.0,-0.07895770123148313,-0.014099589505621986,0.0
2019-09-17,-0.0,-0.0,-0.09752992408918926,1.0,-0.07808818980082335,-0.014194607714822834,0.0
2019-09-18,-0.0,-0.0,-0.0970320585261405,1.0,-0.07833224290727414,-0.014191399512282162,0.0
