Date,IGMS,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-05-18,1.0,-1.387104564114948,-1.1050470900748612,-0.8721927070755855,-1.6728447234967398,-0.0,0.0
2020-05-19,1.0,-1.4417783191230207,-0.9612058465286235,-1.003836784409257,-1.6833739342265528,-0.0,0.0
2020-05-20,1.0,-1.4437328453796887,-0.9643183897529733,-1.0004879536444038,-1.6908813662702042,-0.0,0.0
2020-05-21,1.0,-1.4447087526684963,-0.9621225983531563,-0.9986581274778894,-1.6938700823421775,-0.0,0.0
2020-05-22,1.0,-1.4431568675286655,-0.9699316906562577,-0.9942059038789949,-1.6917540863625276,-0.0,0.0
2020-05-26,1.0,-1.4445868424264616,-0.968509703405346,-0.994263395581594,-1.695471744171854,-0.0,0.0
2020-05-27,1.0,-1.4417965169569202,-0.9817904063550261,-0.9838680109990834,-1.703085853956615,-0.0,0.0
2020-05-28,1.0,-1.4562454167685162,-0.9558787582498166,-0.9970667318504033,-1.7017844047910047,-0.0,0.0
2020-05-29,1.0,-1.46473359026121,-0.9389490426377928,-1.0051997308374625,-1.7085092065822474,-0.0,0.0
2020-06-01,1.0,-1.4634250764525993,-0.9483180428134556,-0.9949847094801222,-1.7094801223241591,-0.0,0.0
2020-06-02,1.0,-1.4647775261643918,-0.9441826305159433,-0.9968786339433258,-1.714486810698329,-0.0,0.0
2020-06-03,1.0,-1.4660009801519236,-0.9419259985297722,-1.0069835824552806,-1.711100220534183,-0.0,0.0
2020-06-04,1.0,-1.471843945528156,-0.9220341062446326,-1.034044902465955,-1.7062937062937065,-0.0,0.0
2020-06-05,1.0,-1.4814928676832266,-0.9187161829808165,-1.0418716182980816,-1.7065297589768815,-0.0,0.0
2020-06-08,1.0,-1.4813132862841363,-0.8853636084688554,-1.0737649585762503,-1.6964099416999079,-0.0,0.0
2020-06-09,1.0,-1.4885819521178638,-0.8747697974217311,-1.0798649478207492,-1.6955187231430326,-0.0,0.0
2020-06-10,1.0,-1.504093567251462,-0.8568790397045244,-1.1000307787011387,-1.6946752847029853,-0.0,0.0
2020-06-11,1.0,-1.4984899845916795,-0.8791987673343605,-1.0825269645608628,-1.7031124807395994,-0.0,0.0
2020-06-12,1.0,-1.490441580651072,-0.7826299395345997,-1.1617907530690772,-1.672753924143407,-0.0,0.0
2020-06-15,1.0,-1.49090465144671,-0.7749969478696129,-1.1660969356610915,-1.672262239042852,-0.0,0.0
2020-06-16,1.0,-1.4924981702854356,-0.7688460600146377,-1.162600634301049,-1.6751036838253233,-0.0,0.0
2020-06-17,1.0,-1.4875288964594233,-0.7626840248205379,-1.1610901569534007,-1.6722228981627936,-0.0,0.0
2020-06-18,1.0,-1.4934843502618438,-0.7523444160272804,-1.169345999269273,-1.6741566191694068,-0.0,0.0
2020-06-19,1.0,-1.4931498508189736,-0.7527248371186751,-1.1695183583998052,-1.6736284479084211,-0.0,0.0
2020-06-22,1.0,-1.5064212328767124,-0.7550146771037182,-1.1591854207436398,-1.694777397260274,-0.0,0.0
2020-06-23,1.0,-1.5046763249587383,-0.7543248364814474,-1.1585671495812702,-1.695274772296595,-0.0,0.0
2020-06-24,1.0,-1.5113615483554848,-0.7548232988301586,-1.158571691063882,-1.7000673730630242,-0.0,0.0
2020-06-25,1.0,-1.5126947136023547,-0.7333496872316938,-1.183981356555869,-1.7026861278057155,-0.0,0.0
2020-06-26,1.0,-1.5143172481451959,-0.7288613648905512,-1.1834569869397265,-1.7048868722791097,-0.0,0.0
2020-06-29,1.0,-1.5106734356841398,-0.7219401798275124,-1.1796440149244602,-1.7043244235121415,-0.0,0.0
2020-06-30,1.0,-1.528099528099528,-0.6896488325059753,-1.2004657718943432,-1.7103021388735673,-0.0,0.0
2020-07-01,1.0,-1.5265123683566006,-0.6885255939260347,-1.1965466568699488,-1.711425422483468,-0.0,0.0
2020-07-02,1.0,-1.5150624540778839,-0.7086700955180014,-1.1890766593191282,-1.7102008327210385,-0.0,0.0
2020-07-06,1.0,-1.5161013836169952,-0.7093179870209378,-1.187400514264724,-1.7093792090118771,-0.0,0.0
2020-07-07,1.0,-1.5037055184663441,-0.7287927972070803,-1.1784773687756478,-1.7137869786243647,-0.0,0.0
2020-07-08,1.0,-1.504469752632868,-0.7222630418809699,-1.1832598579475877,-1.712956159686505,-0.0,0.0
2020-07-09,1.0,-1.4995410879275533,-0.7235513675579759,-1.1814232393073487,-1.7142507495563852,-0.0,0.0
2020-07-10,1.0,-1.4994798996512269,-0.7236125558343022,-1.1811784862020436,-1.7145566909380165,-0.0,0.0
2020-07-13,1.0,-1.512248897599216,-0.7150293973542381,-1.1850195982361587,-1.7121509064184222,-0.0,0.0
2020-07-14,1.0,-1.5129508297103667,-0.710244320617231,-1.1813728491825362,-1.7186945073786049,-0.0,0.0
2020-07-15,1.0,-1.5300915964836785,-0.7020962685190877,-1.1870043646646584,-1.7282227823200342,-0.0,0.0
2020-07-16,1.0,-1.5456224602881417,-0.6709764807289742,-1.2024996921561384,-1.7377785986947418,-0.0,0.0
2020-07-17,1.0,-1.5422027950501755,-0.6711814320014776,-1.2030413101028137,-1.7401342116604077,-0.0,0.0
2020-07-20,1.0,-1.542633749923044,-0.6716739518561843,-1.2021178353752386,-1.7400726466785694,-0.0,0.0
2020-07-21,1.0,-1.518987341772152,-0.6919011920855352,-1.1856335258694852,-1.748248740321986,-0.0,0.0
2020-07-22,1.0,-1.5298208900104635,-0.6822798055025543,-1.1948051948051948,-1.7480765679817811,-0.0,0.0
2020-07-23,1.0,-1.531203749383325,-0.6872224962999507,-1.1994326591021214,-1.7488899851998028,-0.0,0.0
2020-07-24,1.0,-1.512151602781025,-0.7030702024241678,-1.1885805697409708,-1.7489078939272749,-0.0,0.0
2020-07-27,1.0,-1.5136285150468674,-0.7059077454366058,-1.1952392698569314,-1.7519733596447955,-0.0,0.0
2020-07-28,1.0,-1.5084129429892141,-0.7061325115562403,-1.1887827426810478,-1.759938366718028,-0.0,0.0
2020-07-29,1.0,-1.5089071071934907,-0.7059730012944585,-1.188929297910374,-1.7602786167786475,-0.0,0.0
2020-07-30,1.0,-1.5150691699604744,-0.6908349802371542,-1.1979990118577075,-1.7720479249011858,-0.0,0.0
2020-07-31,1.0,-1.515100982027052,-0.6906305972453832,-1.19794947810512,-1.772589710332901,-0.0,0.0
2020-08-03,1.0,-1.5046302012594146,-0.700086430423509,-1.2008272626250152,-1.7680577849117172,-0.0,0.0
2020-08-04,1.0,-1.503208688140195,-0.6985067259039861,-1.199555720103665,-1.769221276070591,-0.0,0.0
2020-08-05,1.0,-1.5033038967455075,-0.7001790897301303,-1.2011362934601373,-1.7708886555919225,-0.0,0.0
2020-08-06,1.0,-1.5062415029044618,-0.6898405635891731,-1.2089358546533187,-1.7746879248547769,-0.0,0.0
2020-08-07,1.0,-1.5022001859312055,-0.6986055159590951,-1.2205144096684226,-1.7763247598388596,-0.0,0.0
2020-08-10,1.0,-1.4964991635169465,-0.7054340417621909,-1.2176095173182973,-1.7766280438688888,-0.0,0.0
2020-08-11,1.0,-1.4918469836939674,-0.7136214272428545,-1.2116064232128465,-1.7829375658751319,-0.0,0.0
2020-08-12,1.0,-1.486627043090639,-0.7171867261020307,-1.1991703813769192,-1.7881996037642396,-0.0,0.0
2020-08-13,1.0,-1.4799925668979188,-0.742814667988107,-1.1710852329038652,-1.8002973240832507,-0.0,0.0
2020-08-14,1.0,-1.4845610119047619,-0.7417534722222222,-1.175719246031746,-1.7983630952380953,-0.0,0.0
2020-08-17,1.0,-1.4886391854978893,-0.7416190712689347,-1.177613608145021,-1.800161410479265,-0.0,0.0
2020-08-18,1.0,-1.4883634332526532,-0.743312852975858,-1.1664494507540495,-1.8079811332464473,-0.0,0.0
2020-08-19,1.0,-1.4828143452047984,-0.755671576853751,-1.1655789669960843,-1.8112996457206787,-0.0,0.0
2020-08-20,1.0,-1.4815735504319185,-0.7576284879746442,-1.164688335094152,-1.8107016344540428,-0.0,0.0
2020-08-21,1.0,-1.4761342448725918,-0.7648228713486639,-1.159788688626476,-1.814356743318832,-0.0,0.0
2020-08-24,1.0,-1.475787377069588,-0.7740570148138927,-1.1598406572886841,-1.8147018548487488,-0.0,0.0
2020-08-25,1.0,-1.4840624999999998,-0.7685624999999999,-1.1876875,-1.80975,-0.0,0.0
2020-08-26,1.0,-1.4830021247344083,-0.7693413323334584,-1.1872265966754156,-1.8096487939007624,-0.0,0.0
2020-08-27,1.0,-1.4604826073331245,-0.8055155123785647,-1.1798182387966154,-1.821748668129113,-0.0,0.0
2020-08-28,1.0,-1.4599473486273036,-0.8059420834900339,-1.179516108812837,-1.8226776983828508,-0.0,0.0
2020-08-31,1.0,-1.460091541789454,-0.8066963445984074,-1.1796350868393004,-1.8234999059502162,-0.0,0.0
2020-09-01,1.0,-1.4614901369518785,-0.8163085814800854,-1.1638396783515519,-1.8405578590275162,-0.0,0.0
