Date,FDX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29443405051449956,-0.4871959775491113,-0.06746959775491113,-0.5043849391955099,-0.5697789990645463,0.0
2018-09-25,1.0,-0.2934219385813402,-0.48979771070581685,-0.06493164319798589,-0.5066307561696771,-0.5727333938347141,0.0
2018-09-26,1.0,-0.2930376028202116,-0.4911280846063455,-0.0596650998824912,-0.5109870740305523,-0.5829318448883667,0.0
2018-09-27,1.0,-0.29769601504643234,-0.48248501234277646,-0.062477959327612555,-0.5123721641001527,-0.5836957799459268,0.0
2018-09-28,1.0,-0.29632350780262734,-0.4837335057454374,-0.0629793987127869,-0.512210891350986,-0.5835953801393011,0.0
2018-10-01,1.0,-0.29647916299300536,-0.4836007758772703,-0.06312819608534649,-0.5121965555751484,-0.5834949744313171,0.0
2018-10-02,1.0,-0.2965521295670321,-0.4847300196937186,-0.06319626113282971,-0.5118603215660915,-0.5830222509626407,0.0
2018-10-03,1.0,-0.29636812411847674,-0.4821050775740479,-0.06302891396332863,-0.5125470145745181,-0.5843911612599906,0.0
2018-10-04,1.0,-0.2963528962294648,-0.48238163811091195,-0.06333205983483704,-0.5123284450583361,-0.5844182560907515,0.0
2018-10-05,1.0,-0.28851392916776514,-0.4769604827606409,-0.054867152942555,-0.5173565339660778,-0.5916747224419252,0.0
2018-10-08,1.0,-0.2879222527955038,-0.47605526608512383,-0.053861015163046665,-0.5178268251273345,-0.5915637257771793,0.0
2018-10-09,1.0,-0.28825268581130525,-0.47603992857351946,-0.0545358742425573,-0.5174614326278505,-0.5910248529024326,0.0
2018-10-10,1.0,-0.28753270423611726,-0.4825528412264456,-0.05059235088338184,-0.5198283211335509,-0.5992297968662728,0.0
2018-10-11,1.0,-0.26540462427745665,-0.4775144508670521,-0.0203757225433526,-0.5160115606936416,-0.6108670520231214,0.0
2018-10-12,1.0,-0.26953807382800193,-0.4712334259285776,-0.016982158710157794,-0.5053982072797044,-0.6006472121194766,0.0
2018-10-15,1.0,-0.2670691924683798,-0.47404567046300006,-0.012791163509414526,-0.5057517312424884,-0.6019000744005036,0.0
2018-10-16,1.0,-0.26562097489767295,-0.48052208260583334,-0.008071671866502561,-0.5061682456994018,-0.6019120130520651,0.0
2018-10-17,1.0,-0.2582785212066228,-0.4628317078702654,-0.0015026083012020866,-0.5053300068042641,-0.6071671580857337,0.0
2018-10-18,1.0,-0.25977748765397063,-0.4658284611454845,-0.0,-0.5045694499631038,-0.6079922801839133,0.0
2018-10-19,1.0,-0.2550485739371796,-0.46316594443028297,-0.0,-0.5046874557453196,-0.6093975698869912,0.0
2018-10-22,1.0,-0.25482132728304024,-0.4522688598979013,-0.0,-0.5125921724333522,-0.616364152013613,0.0
2018-10-23,1.0,-0.2547646057855927,-0.4522688598979013,-0.0,-0.5126488939307997,-0.6163925127623369,0.0
2018-10-24,1.0,-0.25349957495041087,-0.4482289600453386,-0.0,-0.5132332105412298,-0.6187021819212242,0.0
2018-10-25,1.0,-0.23918681502551659,-0.42781449566357116,-0.0,-0.5142920884575699,-0.6074067876962548,0.0
2018-10-26,1.0,-0.2324588163514338,-0.4221254645293694,-0.0,-0.5158078651062177,-0.6029175217704809,0.0
2018-10-29,1.0,-0.222578505086245,-0.4243144626271561,-0.0,-0.51125055285272,-0.6061477222467934,0.0
2018-10-30,1.0,-0.2125777470628887,-0.4249067035245335,-0.0,-0.5121216309606081,-0.6147615756738078,0.0
2018-10-31,1.0,-0.21289520916747204,-0.4227253900317548,-0.0,-0.5116112108242441,-0.6140825624741129,0.0
2018-11-01,1.0,-0.21490137576661691,-0.4214873749930935,-0.0,-0.5119343610144207,-0.6142328305431239,0.0
2018-11-02,1.0,-0.2167649165335243,-0.411767946669605,-0.0,-0.5140488127375902,-0.612087488292656,0.0
2018-11-05,1.0,-0.21658770383428827,-0.4121859850154253,-0.0,-0.5140480387836052,-0.6116956809167035,0.0
2018-11-06,1.0,-0.2175829018398149,-0.41282912856670706,-0.0,-0.5133028533656494,-0.6105266057067313,0.0
2018-11-07,1.0,-0.2183463958494315,-0.4138977812120543,-0.0,-0.5156198255878133,-0.6118224969643449,0.0
2018-11-08,1.0,-0.20698555659289364,-0.413202262617387,-0.0,-0.5112856279861607,-0.6144214399472788,0.0
2018-11-09,1.0,-0.2075093386068996,-0.413453087233575,-0.0,-0.5110964623159745,-0.6145901999560536,0.0
2018-11-12,1.0,-0.20698268053687593,-0.411796997227788,-0.0,-0.5114868388548843,-0.6144703977163561,0.0
2018-11-13,1.0,-0.19548358909944843,-0.40778766861449406,-0.0,-0.5122330839386162,-0.6150947517885423,0.0
2018-11-14,1.0,-0.1978884603812806,-0.4077295478788874,-0.0,-0.5141544268482809,-0.6153825114192719,0.0
2018-11-15,1.0,-0.19791352920237673,-0.412310725336108,-0.0,-0.522493907614797,-0.6054324908956491,0.0
2018-11-16,1.0,-0.1969808844039708,-0.40930347034211173,-0.0,-0.5217545874695764,-0.6066672136078979,0.0
2018-11-19,1.0,-0.19951863906134618,-0.40874654705576674,-0.0,-0.5204988649727867,-0.6062412821705002,0.0
2018-11-20,1.0,-0.16466935396012639,-0.40244035297962744,-0.0,-0.5275356792678941,-0.6289628499836584,0.0
2018-11-21,1.0,-0.16610656404141147,-0.39847688221583827,-0.0,-0.5262615859938208,-0.6193018591793593,0.0
2018-11-23,1.0,-0.1666937493229336,-0.3939714007149821,-0.0,-0.5280034665800021,-0.6195699274184812,0.0
2018-11-26,1.0,-0.16584057853254247,-0.39939329920641375,-0.0,-0.5259608352969855,-0.6172909726172098,0.0
2018-11-27,1.0,-0.1599147121535181,-0.4014466546112116,-0.0,-0.5230628053223935,-0.6145853013413942,0.0
2018-11-28,1.0,-0.16037786774628882,-0.40059379217273955,-0.0,-0.5234008097165992,-0.6146828609986504,0.0
2018-11-29,1.0,-0.15377378776475648,-0.3970540802064294,-0.0,-0.5219062466401463,-0.6151757875497258,0.0
2018-11-30,1.0,-0.15266928836933685,-0.3982923018908582,-0.0,-0.5223563001669989,-0.6202122501750795,0.0
2018-12-03,1.0,-0.15218913242500942,-0.39835209219667184,-0.0,-0.5221875168291238,-0.619957994506974,0.0
2018-12-04,1.0,-0.14674979173944588,-0.40101577405745303,-0.0,-0.5200064493590949,-0.6194609410689812,0.0
2018-12-06,1.0,-0.14159387179142588,-0.4013170272812794,-0.0,-0.5218384625722349,-0.6230882945840613,0.0
2018-12-07,1.0,-0.14238490687736838,-0.40103200838506814,-0.0,-0.5217823644817114,-0.6223225563707705,0.0
2018-12-10,1.0,-0.14889051848230533,-0.4036502892528314,-0.0,-0.5281512262690459,-0.6352969934001467,0.0
2018-12-11,1.0,-0.11975488444945179,-0.4242532494298041,-0.0,-0.531972190926328,-0.6719518562281883,0.0
2018-12-12,1.0,-0.1169832094687586,-0.4265070189925681,-0.0,-0.5327002477291495,-0.676355628956785,0.0
2018-12-13,1.0,-0.11622082782915014,-0.42247357992073975,-0.0,-0.5389971378247468,-0.6744000440334654,0.0
2018-12-14,1.0,-0.11794321558270054,-0.4183724001320568,-0.0,-0.5409376031693628,-0.6739297898096182,0.0
2018-12-17,1.0,-0.11105926271581895,-0.417474129175702,-0.0,-0.5358623150613488,-0.6805467870769399,0.0
2018-12-18,1.0,-0.10204025892442574,-0.40949935815147626,-0.0,-0.5346734766339825,-0.6850572201130746,0.0
2018-12-19,1.0,-0.11102902952201155,-0.40857479000793456,-0.0,-0.5319434184245807,-0.6845057320309722,0.0
2018-12-20,1.0,-0.1155756608124889,-0.5028679557684348,-0.0,-0.5876057004316717,-0.7506061143634319,0.0
2018-12-21,1.0,-0.11219440353460972,-0.5026509572901325,-0.0,-0.5893078055964653,-0.7413549337260678,0.0
2018-12-24,1.0,-0.0963279899188231,-0.4866512323066554,-0.0,-0.5874923072414501,-0.7601031562289365,0.0
2018-12-26,1.0,-0.09534924432514442,-0.48809593277703217,-0.0,-0.5782517360098034,-0.7559666219291592,0.0
2018-12-27,1.0,-0.07597682449981448,-0.47181550931872024,-0.0,-0.5464794360247738,-0.7598538687673032,0.0
2018-12-28,1.0,-0.0743973755527029,-0.47328483811153904,-0.0,-0.5461417772072458,-0.7588361146769363,0.0
2018-12-31,1.0,-0.07675181960896246,-0.4700156985871272,-0.0,-0.5471956614813758,-0.7602968460111317,0.0
2019-01-02,1.0,-0.07673422780473879,-0.4701113331430202,-0.0,-0.5474735940622324,-0.7604053668284327,0.0
2019-01-03,1.0,-0.07626199177706716,-0.4704773869346734,-0.0,-0.5469677935130196,-0.761477843764276,0.0
2019-01-04,1.0,-0.07255556506605039,-0.4708550885902594,-0.0,-0.5464635224970755,-0.7632742731604324,0.0
2019-01-07,1.0,-0.06702708822780153,-0.46117920122279144,-0.0,-0.5447083132837046,-0.75762121769651,0.0
2019-01-08,1.0,-0.06817474904566662,-0.4565530892124982,-0.0,-0.5466987134172204,-0.7562279089495264,0.0
2019-01-09,1.0,-0.06614884903262251,-0.44894788871628305,-0.0,-0.5475497811043638,-0.761813303205762,0.0
2019-01-10,1.0,-0.06493139057858255,-0.4525392559060688,-0.0,-0.5474607440939313,-0.7643231008629227,0.0
2019-01-11,1.0,-0.06592846421794908,-0.4425249922120586,-0.0,-0.5501685027328594,-0.7733284245702472,0.0
2019-01-14,1.0,-0.06901631912964643,-0.4427413871260199,-0.0,-0.5502889845874888,-0.7711072076155939,0.0
2019-01-15,1.0,-0.06923316619925782,-0.43865612872156595,-0.0,-0.5521939888388431,-0.7726976572901618,0.0
2019-01-16,1.0,-0.05595672981621499,-0.4429813383173336,-0.0,-0.5451533429615155,-0.7877552176252371,0.0
2019-01-17,1.0,-0.05600860799637558,-0.4425189715709594,-0.0,-0.5451919809717974,-0.7878581945860234,0.0
2019-01-18,1.0,-0.05894233778055927,-0.4416692743151367,-0.0,-0.5478337552982676,-0.7962620544477,0.0
2019-01-22,1.0,-0.0,-0.3853580048270313,-0.0,-0.5534421330881508,-0.9344328238133548,0.0
2019-01-23,1.0,-0.0,-0.3542631866708872,-0.0,-0.5598112284538574,-0.9635406175361861,0.0
2019-01-24,1.0,-0.0,-0.35469753246379315,-0.0,-0.5620339178255738,-0.962540669718695,0.0
2019-01-25,1.0,-0.0,-0.2903244512743194,-0.0,-0.5460291687204616,-1.0631215749949259,0.0
2019-01-28,1.0,-0.0,-0.26538116332262085,-0.0,-0.5754364631286373,-1.054431222675816,0.0
2019-01-29,1.0,-0.0,-0.2616267277100055,-0.0,-0.5751499521891571,-1.0608211874474804,0.0
2019-01-30,1.0,-0.0,-0.26121479077315407,-0.0,-0.5745913990958619,-1.0621015416714965,0.0
2019-01-31,1.0,-0.0,-0.27135050287773965,-0.0,-0.5685715946747282,-1.0669147142607986,0.0
2019-02-01,1.0,-0.0,-0.2699404329507482,-0.0,-0.5659450820862996,-1.0698532616591603,0.0
2019-02-04,1.0,-0.0,-0.2708139534883721,-0.0,-0.5632848837209302,-1.0728779069767442,0.0
2019-02-05,1.0,-0.0,-0.2806593470600227,-0.0,-0.5683956082360136,-1.0632262573899876,0.0
2019-02-06,1.0,-0.0,-0.2655431365700315,-0.0,-0.5739026662009548,-1.0712248224473164,0.0
2019-02-07,1.0,-0.0,-0.26814651034241993,-0.0,-0.5726296802723068,-1.0684839845227359,0.0
2019-02-08,1.0,-0.0,-0.2712026972039761,-0.0,-0.576498285182817,-1.0587978840899843,0.0
2019-02-11,1.0,-0.0,-0.26042942995507323,-0.0,-0.5708326040025673,-1.0860610303985063,0.0
2019-02-12,1.0,-0.0,-0.2799204073272078,-0.0,-0.565985837186165,-1.080294961081524,0.0
2019-02-13,1.0,-0.0,-0.29014769663579887,-0.0,-0.564939631930606,-1.0754307818544133,0.0
2019-02-14,1.0,-0.0,-0.2769623671696119,-0.0,-0.5830446779780426,-1.075471144249398,0.0
2019-02-15,1.0,-0.0,-0.30093639005489187,-0.0,-0.5697595913934306,-1.064666686235947,0.0
2019-02-19,1.0,-0.0,-0.2762160408247544,-0.0,-0.6061178136338161,-1.067431639184685,0.0
2019-02-20,1.0,-0.0,-0.27858744394618834,-0.0,-0.6043780977106443,-1.067235071984895,0.0
2019-02-21,1.0,-0.0,-0.2846898424127958,-0.0,-0.6024907041255976,-1.0638906923213127,0.0
2019-02-22,1.0,-0.0,-0.2802384254477854,-0.0,-0.6120275015491753,-1.0585440703473104,0.0
2019-02-25,1.0,-0.0,-0.2734038154863859,-0.0,-0.6143169334357097,-1.0654125568483845,0.0
2019-02-26,1.0,-0.0,-0.2741502022976285,-0.0,-0.6142169457487965,-1.064853371134934,0.0
2019-02-27,1.0,-0.0,-0.2678066037735849,-0.0,-0.6318691037735849,-1.0484375,0.0
2019-02-28,1.0,-0.0,-0.27164205500044214,-0.0,-0.6348336133463023,-1.0410587437733958,0.0
2019-03-01,1.0,-0.0,-0.27464269927803153,-0.0,-0.6344776779136585,-1.0377191689995582,0.0
2019-03-04,1.0,-0.0,-0.2700150057374879,-0.0,-0.6419219113190338,-1.0303351281372288,0.0
2019-03-05,1.0,-0.0,-0.26386064196657527,-0.0,-0.6539039702891501,-1.029740324815044,0.0
2019-03-06,1.0,-0.0,-0.2648678900703997,-0.0,-0.6530678370496922,-1.0276296798138385,0.0
