Date,IWF,IWM,MTSC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.27156663882591575,-0.7565922920892495,1.0,-0.0,-0.45433122539076487,-0.5004772700155113,0.0
2018-09-25,-0.27052923793319605,-0.7575893256917705,1.0,-0.0,-0.4551207426643981,-0.5017462165308498,0.0
2018-09-26,-0.2704179104477612,-0.7575820895522388,1.0,-0.0,-0.4551641791044776,-0.5019104477611941,0.0
2018-09-27,-0.27153937947494033,-0.7548329355608593,1.0,-0.0,-0.45513126491646777,-0.5017601431980907,0.0
2018-09-28,-0.2703621934482965,-0.7560116952085447,1.0,-0.0,-0.4551882570559103,-0.5018795870875351,0.0
2018-10-01,-0.270062096966802,-0.7576128492954383,1.0,-0.0,-0.45527824217817053,-0.5025077621208502,0.0
2018-10-02,-0.26954677183233244,-0.7628992261958113,1.0,-0.0,-0.45409458934600094,-0.5011203728600878,0.0
2018-10-03,-0.2688711652776533,-0.7547868685963498,1.0,-0.0,-0.45706007109358665,-0.5063775129193178,0.0
2018-10-04,-0.2722114379572943,-0.7496490966104227,1.0,-0.0,-0.461251306555174,-0.5032999850679409,0.0
2018-10-05,-0.2563751599369179,-0.7427619245990419,1.0,-0.0,-0.4655875264081888,-0.510845954711816,0.0
2018-10-08,-0.25454599477062034,-0.7407594485381507,1.0,-0.0,-0.46603874494889463,-0.5098942239125267,0.0
2018-10-09,-0.25493983063437825,-0.7410785915911454,1.0,-0.0,-0.46584459961372754,-0.5094933887980984,0.0
2018-10-10,-0.26027397260273977,-0.7413639070875522,1.0,-0.0,-0.47042882668254915,-0.505866587254318,0.0
2018-10-11,-0.2081082650868328,-0.7346227565778011,1.0,-0.0,-0.45022361619329737,-0.5111227275367369,0.0
2018-10-12,-0.20442467652495377,-0.7344327634011091,1.0,-0.0,-0.4438828558225508,-0.5054008780036969,0.0
2018-10-15,-0.172737785487135,-0.769297484822203,1.0,-0.0,-0.439953743856606,-0.5090199479618387,0.0
2018-10-16,-0.1651110209287495,-0.7856107600440605,1.0,-0.0,-0.4395907009101977,-0.5084062844222853,0.0
2018-10-17,-0.1603852475561579,-0.7775310706767784,1.0,-0.0,-0.4371521670175034,-0.5085210069494507,0.0
2018-10-18,-0.15939393939393942,-0.7757575757575758,1.0,-0.0,-0.4411255411255412,-0.5097546897546898,0.0
2018-10-19,-0.14893250688705234,-0.7715507346189164,1.0,-0.0,-0.44031221303948576,-0.5088383838383839,0.0
2018-10-22,-0.14930854421300283,-0.7693234635909795,1.0,-0.0,-0.44106845699202385,-0.5094106845699202,0.0
2018-10-23,-0.1514343086632243,-0.7693344807802638,1.0,-0.0,-0.439328743545611,-0.508491107286288,0.0
2018-10-24,-0.15151078307000346,-0.7796390266405259,1.0,-0.0,-0.4422788605697152,-0.509745127436282,0.0
2018-10-25,-0.12423791194897874,-0.7479279633635827,1.0,-0.0,-0.4495546877194954,-0.48784873430168846,0.0
2018-10-26,-0.10199736672549513,-0.742387315460683,1.0,-0.0,-0.47079586519875616,-0.4861753088494832,0.0
2018-10-29,-0.09069851812575001,-0.746769737392906,1.0,-0.0,-0.465464795021349,-0.48779058409845677,0.0
2018-10-30,-0.10510241250805571,-0.7497548264171033,1.0,-0.0,-0.46793129535711286,-0.47919527025133796,0.0
2018-10-31,-0.11092221509991361,-0.7308882138178979,1.0,-0.0,-0.4687160335553635,-0.47646386667038265,0.0
2018-11-01,-0.08957055214723927,-0.7500000000000001,1.0,-0.0,-0.4701617401003904,-0.47889012827663135,0.0
2018-11-02,-0.09781188311507773,-0.7193260488781383,1.0,-0.0,-0.48611226958044873,-0.47707620874690687,0.0
2018-11-05,-0.0991569985810867,-0.7163842751022451,1.0,-0.0,-0.48632557104304036,-0.4803160559775199,0.0
2018-11-06,-0.09500823125645247,-0.7143893523814838,1.0,-0.0,-0.49256396662853313,-0.48832277686319375,0.0
2018-11-07,-0.0965905904783267,-0.7175461223574272,1.0,-0.0,-0.49786911904895426,-0.4917848931755734,0.0
2018-11-08,-0.07613958924695274,-0.7192074358546224,1.0,-0.0,-0.49106695608615797,-0.49646574275059835,0.0
2018-11-09,-0.07501392757660168,-0.7200278551532033,1.0,-0.0,-0.4935933147632312,-0.4968523676880223,0.0
2018-11-12,-0.07424175091656482,-0.712893011887568,1.0,-0.0,-0.495361626485946,-0.4949727808021331,0.0
2018-11-13,-0.057885882904497955,-0.7117840103692673,1.0,-0.0,-0.49573922395962605,-0.4923195719919473,0.0
2018-11-14,-0.0582379704949676,-0.7114297532055702,1.0,-0.0,-0.4956845443264856,-0.4920998207638219,0.0
2018-11-15,-0.05731061859080383,-0.7118204873745727,1.0,-0.0,-0.4958926011688168,-0.491619803726982,0.0
2018-11-16,-0.05877156659765355,-0.7138440303657694,1.0,-0.0,-0.49670117322291235,-0.491207729468599,0.0
2018-11-19,-0.05920834713481286,-0.7136192999889588,1.0,-0.0,-0.49641161532516287,-0.49105664127194437,0.0
2018-11-20,-0.02616981546572935,-0.7089191564147628,1.0,-0.0,-0.5015103251318102,-0.5094463971880492,0.0
2018-11-21,-0.02698867512621094,-0.7061263473870923,1.0,-0.0,-0.4992768454086506,-0.4964933824532678,0.0
2018-11-23,-0.027389038928444773,-0.7043129552336526,1.0,-0.0,-0.4997408407671113,-0.4965218102954415,0.0
2018-11-26,-0.026571366215626366,-0.7094336534264514,1.0,-0.0,-0.4977629855958097,-0.494325621999127,0.0
2018-11-27,-0.017185588035350103,-0.715567641060503,1.0,-0.0,-0.49528212100611824,-0.4912032630863358,0.0
2018-11-28,-0.010322723867136554,-0.768321447401282,1.0,-0.0,-0.4985986624857785,-0.49768293698143573,0.0
2018-11-29,-0.00925259017120062,-0.7660258186049088,1.0,-0.0,-0.4974790847138345,-0.4974790847138345,0.0
2018-11-30,-0.01004746176690999,-0.7689083793610703,1.0,-0.0,-0.502262066668517,-0.49432401676427323,0.0
2018-12-03,-0.022548276063240183,-0.8077125021877369,1.0,-0.0,-0.550405460591564,-0.5363164342803803,0.0
2018-12-04,-0.010480221865421106,-0.8193840315282439,1.0,-0.0,-0.5505473653481243,-0.5388410451029046,0.0
2018-12-06,-0.0028595939376608523,-0.7870746354017729,1.0,-0.0,-0.5481269659708321,-0.5215041464112096,0.0
2018-12-07,-0.0,-0.7882898351648352,1.0,-0.0,-0.548992673992674,-0.5244104853479854,0.0
2018-12-10,-0.0,-0.7877704983124876,1.0,-0.0,-0.5409115403159477,-0.5074732692362234,0.0
2018-12-11,-0.0,-0.793410101470756,1.0,-0.0,-0.5336905712005473,-0.5231729563333714,0.0
2018-12-12,-0.0,-0.7962025678419262,1.0,-0.0,-0.5342712533241829,-0.5290383460581625,0.0
2018-12-13,-0.0,-0.7999885363826555,1.0,-0.0,-0.5340326139913449,-0.53188318573926,0.0
2018-12-14,-0.0,-0.8036308362968912,1.0,-0.0,-0.5321498221865321,-0.5321785017781347,0.0
2018-12-17,-0.0,-0.8007486569893701,1.0,-0.0,-0.5172305406332153,-0.5394902274545662,0.0
2018-12-18,-0.0,-0.7938935637934955,1.0,-0.0,-0.5110018194223334,-0.5379520127359564,0.0
2018-12-19,-0.0,-0.7938592750533049,1.0,-0.0,-0.5111016346837242,-0.5379673063255153,0.0
2018-12-20,-0.0,-0.7882636428065201,1.0,-0.0,-0.5114103472714387,-0.5351948972360029,0.0
2018-12-21,-0.0,-0.7890053839614622,1.0,-0.0,-0.5104845565315954,-0.5342023236044205,0.0
2018-12-24,-0.0,-0.7913465082650487,1.0,-0.0,-0.5107601576455244,-0.5332444923303751,0.0
2018-12-26,-0.0,-0.7966564408544651,1.0,-0.0,-0.4941881737074667,-0.5235991106357828,0.0
2018-12-27,-0.0,-0.7667732502527943,1.0,-0.0,-0.4417479708124949,-0.5243912437484627,0.0
2018-12-28,-0.0,-0.7705988416566496,1.0,-0.0,-0.4398972789859032,-0.5214184242159328,0.0
2018-12-31,-0.0,-0.7707018550392044,1.0,-0.0,-0.43990929705215415,-0.5213780291232959,0.0
2019-01-02,-0.0,-0.7699467722123652,1.0,-0.0,-0.4373686365497475,-0.5223420226559301,0.0
2019-01-03,-0.0,-0.7693923767427902,1.0,-0.0,-0.44203432375651414,-0.5170118141387684,0.0
2019-01-04,-0.0,-0.7830263337426661,1.0,-0.0,-0.41558193477964256,-0.530276981852913,0.0
2019-01-07,-0.0,-0.7591552701577151,1.0,-0.0,-0.4123968940594857,-0.5152475885972219,0.0
2019-01-08,-0.0,-0.7618740250658921,1.0,-0.0,-0.4113818514334894,-0.5161906298746706,0.0
2019-01-09,-0.0,-0.7574959699086514,1.0,-0.0,-0.4109081139172488,-0.518296614723267,0.0
2019-01-10,-0.0,-0.7591770875352964,1.0,-0.0,-0.4105418851687508,-0.5195374478956568,0.0
2019-01-11,-0.0,-0.7548505647732799,1.0,-0.0,-0.41658109495757445,-0.5308328379181755,0.0
2019-01-14,-0.0,-0.7526088131927549,1.0,-0.0,-0.4184103811841038,-0.5324141659908084,0.0
2019-01-15,-0.0,-0.7485084901330886,1.0,-0.0,-0.41994438895337854,-0.531112490888967,0.0
2019-01-16,-0.0,-0.745685936151855,1.0,-0.0,-0.41975841242450396,-0.5308455565142364,0.0
2019-01-17,-0.0,-0.745422677632466,1.0,-0.0,-0.4198193339625185,-0.5312660105163812,0.0
2019-01-18,-0.0,-0.7415602375335557,1.0,-0.0,-0.42631307790341383,-0.5436969549065864,0.0
2019-01-22,-0.0,-0.8218744888501174,1.0,-0.0,-0.361430674445232,-0.542827544844883,0.0
2019-01-23,-0.0,-0.7745858157185995,1.0,-0.0,-0.3610816398705079,-0.5847547539378112,0.0
2019-01-24,-0.0,-0.7787067701829633,1.0,-0.0,-0.3493675009501059,-0.5865139258374504,0.0
2019-01-25,-0.0,-0.7969583413113049,1.0,-0.0,-0.3149703219453486,-0.6233759129079022,0.0
2019-01-28,-0.0,-0.7911835484576679,1.0,-0.0,-0.3218934587617589,-0.6215270181579523,0.0
2019-01-29,-0.0,-0.7912743595358004,1.0,-0.0,-0.31369060652507114,-0.6320888986205386,0.0
2019-01-30,-0.0,-0.7912641287391554,1.0,-0.0,-0.31366485125482363,-0.6318454254358357,0.0
2019-01-31,-0.0,-0.7997149747862311,1.0,-0.0,-0.2970291602718702,-0.6438555141416357,0.0
2019-02-01,-0.0,-0.8004286538620065,1.0,-0.0,-0.309839804357981,-0.6375127084878961,0.0
2019-02-04,-0.0,-0.8000662855248984,1.0,-0.0,-0.30546579390725553,-0.6563647913386914,0.0
2019-02-05,-0.0,-0.7911923969499393,1.0,-0.0,-0.29845839319261797,-0.6730854238037353,0.0
