Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XENE
2018-09-24,-2.0905040733197553,-3.6145621181262726,-0.6505855397148677,-2.80142566191446,-2.571919551934827,0.0,1.0
2018-09-25,-2.1042224773568057,-3.6167878555938255,-0.6652634264574563,-2.8027809669600714,-2.567674448271463,0.0,1.0
2018-09-26,-2.1059289547661644,-3.621901354459494,-0.6610017889087657,-2.8096089956555073,-2.579350881676463,0.0,1.0
2018-09-27,-2.1112386784028576,-3.5966322234978954,-0.666794233958413,-2.8066079857124633,-2.575456053067993,0.0,1.0
2018-09-28,-2.108467638782297,-3.614223586595037,-0.670376055257099,-2.8142747505755947,-2.583653108211819,0.0,1.0
2018-10-01,-2.1097467382962396,-3.6119212074699414,-0.6712714249168585,-2.8145305704783836,-2.5833972883090306,0.0,1.0
2018-10-02,-2.1244513297185645,-3.6901626646010843,-0.6615027110766848,-2.833720630002582,-2.5999225406661504,0.0,1.0
2018-10-03,-2.1277806518365234,-3.6665804449042936,-0.6583031557165029,-2.8530781169167097,-2.627521986549405,0.0,1.0
2018-10-04,-2.155396618985696,-3.662678803641093,-0.664629388816645,-2.8910273081924576,-2.6301690507152147,0.0,1.0
2018-10-05,-2.1055004508566277,-3.6239855725879173,-0.6130361973463867,-2.897333505088239,-2.641891021512302,0.0,1.0
2018-10-08,-2.091048789857856,-3.6013574081188366,-0.5993084902036112,-2.8879498015110765,-2.626072480471251,0.0,1.0
2018-10-09,-2.108550090136492,-3.6242595930981194,-0.6125418490857584,-2.899819727015194,-2.631341746072624,0.0,1.0
2018-10-10,-2.1082786146517316,-3.6252092184884765,-0.6101454873181409,-2.900476374404532,-2.6308742114072357,0.0,1.0
2018-10-11,-1.8753328491890584,-3.5123456790123457,-0.3485838779956427,-2.7665214233841686,-2.6007020091987414,0.0,1.0
2018-10-12,-1.924963924963925,-3.51996151996152,-0.32756132756132755,-2.7184944684944683,-2.5341510341510345,0.0,1.0
2018-10-15,-1.8719942576863262,-3.5899030984567535,-0.2527814331857878,-2.7104916856083263,-2.5381026438569205,0.0,1.0
2018-10-16,-1.8707092453055854,-3.5917952398038513,-0.2505681138619782,-2.709723717258701,-2.537375911972252,0.0,1.0
2018-10-17,-1.775404753703066,-3.394304742220691,-0.18831094270295098,-2.630497186818234,-2.493856929613044,0.0,1.0
2018-10-18,-1.7780459770114942,-3.400919540229885,-0.185632183908046,-2.6325287356321843,-2.4971264367816093,0.0,1.0
2018-10-19,-1.7366503472617556,-3.3649094842309006,-0.1349197312991005,-2.6480701354890126,-2.501195491289992,0.0,1.0
2018-10-22,-1.7370934728223788,-3.3525130770980214,-0.13099840800545826,-2.6488514896520354,-2.501933136229247,0.0,1.0
2018-10-23,-1.7369797589265408,-3.3527405048896974,-0.13054355242210597,-2.6490789174437115,-2.502046850125085,0.0,1.0
2018-10-24,-1.7465527065527067,-3.3529344729344728,-0.10370370370370371,-2.668262108262108,-2.5244444444444447,0.0,1.0
2018-10-25,-1.612309368191721,-3.16437908496732,-0.047494553376906314,-2.674291938997821,-2.3947712418300653,0.0,1.0
2018-10-26,-1.5548062513380432,-3.1089702419182186,-0.0,-2.683365446371227,-2.3572040248340826,0.0,1.0
2018-10-29,-1.4842284739982947,-3.144075021312873,-0.0,-2.653026427962489,-2.375,0.0,1.0
2018-10-30,-1.4637079608343977,-3.141017454235845,-0.0,-2.6505959982971476,-2.3875053214133675,0.0,1.0
2018-10-31,-1.513708981001727,-3.1232728842832467,-0.0,-2.7205310880829012,-2.4369602763385148,0.0,1.0
2018-11-01,-1.4567048153746494,-3.1755560354135177,-0.0,-2.721550421075362,-2.442992874109264,0.0,1.0
2018-11-02,-1.4575747897370384,-3.0686681571382945,-0.0,-2.7161716171617165,-2.403811348876823,0.0,1.0
2018-11-05,-1.4479787234042554,-3.092234042553191,-0.0,-2.715212765957447,-2.3827659574468085,0.0,1.0
2018-11-06,-1.4683665848714393,-3.116291475514777,-0.0,-2.712258615171237,-2.372026032220207,0.0,1.0
2018-11-07,-1.47880487541797,-3.1585589472548805,-0.0,-2.743285513968288,-2.4056736058677597,0.0,1.0
2018-11-08,-1.3795486448547676,-3.208076881546269,-0.0,-2.7453838678328473,-2.4649605874095672,0.0,1.0
2018-11-09,-1.3781040811919674,-3.2074066076441374,-0.0,-2.7470308788598574,-2.46426257827683,0.0,1.0
2018-11-12,-1.3638983774551665,-3.1454953031596924,-0.0,-2.7324935952177625,-2.4326430401366355,0.0,1.0
2018-11-13,-1.304416073670992,-3.0934491419003765,-0.0,-2.6866889912097114,-2.380075345332775,0.0,1.0
2018-11-14,-1.306613645876936,-3.091774801172038,-0.0,-2.6870029300962743,-2.3792381749686062,0.0,1.0
2018-11-15,-1.2997809533743612,-3.08594972358402,-0.0,-2.6822780849066445,-2.3627829352247836,0.0,1.0
2018-11-16,-1.2846919726197883,-3.050197054552997,-0.0,-2.66915577680979,-2.3672474590333956,0.0,1.0
2018-11-19,-1.2844550451104428,-3.0499844446748936,-0.0,-2.668878979570673,-2.366898268173805,0.0,1.0
2018-11-20,-1.169103363664247,-3.005214190778039,-0.0,-2.6548410183007873,-2.3947449136080157,0.0,1.0
2018-11-21,-1.188463098134631,-2.9900648824006484,-0.0,-2.6513584752635846,-2.3079886455798864,0.0,1.0
2018-11-23,-1.197926197011284,-2.9542543458371453,-0.0,-2.6863881264613196,-2.3271322557690355,0.0,1.0
2018-11-26,-1.1954887218045114,-2.9642349116033326,-0.0,-2.6801463117252595,-2.320666531192847,0.0,1.0
2018-11-27,-1.1652572592969943,-3.006826286296485,-0.0,-2.6898624554253696,-2.326541008660214,0.0,1.0
2018-11-28,-1.1681271652740983,-2.9996943142449557,-0.0,-2.6929896066843284,-2.3288159771754637,0.0,1.0
2018-11-29,-1.0559426436433403,-2.9732404321922647,-0.0,-2.702312430576593,-2.366454609714228,0.0,1.0
2018-11-30,-1.0553144241445442,-2.9730493590390634,-0.0,-2.7028363783183607,-2.3626728575754514,0.0,1.0
2018-12-03,-1.05175022697468,-2.9727630384343793,-0.0,-2.7021083425804497,-2.3611419348330474,0.0,1.0
2018-12-04,-1.0248118771608705,-3.029184462070368,-0.0,-2.725035590807403,-2.3896684970510473,0.0,1.0
2018-12-06,-0.977864077669903,-2.7889320388349517,-0.0,-2.6819417475728153,-2.260097087378641,0.0,1.0
2018-12-07,-0.9646484375000001,-2.80947265625,-0.0,-2.70380859375,-2.2876953125,0.0,1.0
2018-12-10,-0.8730235248746625,-2.82578094870806,-0.0,-2.7061318935595833,-2.23630929425376,0.0,1.0
2018-12-11,-0.8555802923240732,-2.8446423385925854,-0.0,-2.712806117510406,-2.2665763236859937,0.0,1.0
2018-12-12,-0.8571290291356113,-2.844061562288259,-0.0,-2.7127093214596845,-2.2657051592295034,0.0,1.0
2018-12-13,-0.8550598686751641,-2.8296639629200464,-0.0,-2.7148512939358826,-2.2566628041714947,0.0,1.0
2018-12-14,-0.8582867065406135,-2.820277831371792,-0.0,-2.714161682423307,-2.2541964113447808,0.0,1.0
2018-12-17,-0.8185726569217542,-2.8021400592337824,-0.0,-2.6731632750549346,-2.2600554122480174,0.0,1.0
2018-12-18,-0.7767109102889955,-2.7520474442247953,-0.0,-2.641438388402523,-2.243339922808999,0.0,1.0
2018-12-19,-0.7749011485595932,-2.7527772547542835,-0.0,-2.6425343626435702,-2.2441159856900774,0.0,1.0
2018-12-20,-0.7664917541229386,-2.711019490254873,-0.0,-2.662106446776612,-2.230697151424288,0.0,1.0
2018-12-21,-0.7478228645543821,-2.6916805632758942,-0.0,-2.6422086344265336,-2.1826940893088755,0.0,1.0
2018-12-24,-0.6883176287622358,-2.6232732595370964,-0.0,-2.6186991126154973,-2.2180953252218463,0.0,1.0
2018-12-26,-0.6832337497736737,-2.6522723157704147,-0.0,-2.5463516204961074,-2.1711931921057395,0.0,1.0
2018-12-27,-0.49856683748805697,-2.569095804742465,-0.0,-2.385737861547816,-2.232519760270998,0.0,1.0
2018-12-28,-0.48740663540038215,-2.582681952405767,-0.0,-2.3863991662324127,-2.2285044293903074,0.0,1.0
2018-12-31,-0.4831216286758309,-2.5948320863058987,-0.0,-2.390638594049069,-2.231599095180094,0.0,1.0
2019-01-02,-0.4779092016002783,-2.595842755261785,-0.0,-2.3915463558879804,-2.231866411549835,0.0,1.0
2019-01-03,-0.47261168684141774,-2.6011495253853525,-0.0,-2.3931899329443524,-2.2414874161804406,0.0,1.0
2019-01-04,-0.39671341306031144,-2.6093091284522067,-0.0,-2.3536092230921453,-2.243998967564312,0.0,1.0
2019-01-07,-0.3382841022236973,-2.5004978426817126,-0.0,-2.3016926651178227,-2.156903418519748,0.0,1.0
2019-01-08,-0.33457773353243736,-2.500829600132736,-0.0,-2.30355068856811,-2.157043305126929,0.0,1.0
2019-01-09,-0.3315592515592516,-2.5127650727650725,-0.0,-2.3112681912681916,-2.1603326403326406,0.0,1.0
2019-01-10,-0.3380553227158424,-2.517602682313495,-0.0,-2.349287510477787,-2.1772841575859174,0.0,1.0
2019-01-11,-0.3350855235711306,-2.5156445556946183,-0.0,-2.3353358364622445,-2.1577805590321235,0.0,1.0
2019-01-14,-0.34722222222222227,-2.5026613439787093,-0.0,-2.317781104457751,-2.1489520958083834,0.0,1.0
2019-01-15,-0.34156722022865726,-2.502962530251189,-0.0,-2.3218726529249767,-2.1788366853041805,0.0,1.0
2019-01-16,-0.30868407918815505,-2.5101480618865413,-0.0,-2.2967060389286313,-2.202545333555149,0.0,1.0
2019-01-17,-0.3138935108153078,-2.5016638935108153,-0.0,-2.299584026622296,-2.2044093178036603,0.0,1.0
2019-01-18,-0.3163554518172724,-2.4621540513504505,-0.0,-2.2940146715571856,-2.2636712237412473,0.0,1.0
2019-01-22,-0.0,-2.664858815426997,-0.0,-2.6311983471074383,-2.31275826446281,0.0,1.0
2019-01-23,-0.0,-2.5885208947459684,-0.0,-2.6838044043696896,-2.397693774926305,0.0,1.0
2019-01-24,-0.0,-2.5842365386282844,-0.0,-2.6903667736061734,-2.3961675192924647,0.0,1.0
2019-01-25,-0.0,-2.583219458868543,-0.0,-2.9899790470984784,-2.5367586772342166,0.0,1.0
2019-01-28,-0.0,-2.5372842142730025,-0.0,-2.908257697099128,-2.4528385833778255,0.0,1.0
2019-01-29,-0.0,-2.538358128696899,-0.0,-2.921222441297724,-2.502509410288582,0.0,1.0
2019-01-30,-0.0,-2.515415370946246,-0.0,-2.879431363838294,-2.49009329187028,0.0,1.0
2019-01-31,-0.0,-2.5552680881434564,-0.0,-2.8071192791506823,-2.559015077170131,0.0,1.0
2019-02-01,-0.0,-2.539888188836631,-0.0,-2.8162214925902918,-2.5178809122371106,0.0,1.0
2019-02-04,-0.0,-2.545938275984392,-0.0,-2.814295849592054,-2.508070237672934,0.0,1.0
2019-02-05,-0.0,-2.512718600953895,-0.0,-2.775039745627981,-2.5446034269563684,0.0,1.0
2019-02-06,-0.0,-2.5053022269353127,-0.0,-2.778720395899611,-2.553022269353128,0.0,1.0
2019-02-07,-0.0,-2.5179409940639674,-0.0,-2.801098609019226,-2.540710551962435,0.0,1.0
2019-02-08,-0.0,-2.4857445493865304,-0.0,-2.8065142554506135,-2.534557330744108,0.0,1.0
2019-02-11,-0.0,-2.462275024381594,-0.0,-2.837662913378846,-2.566096285131661,0.0,1.0
2019-02-12,-0.0,-2.4576043068640647,-0.0,-2.9113503813369226,-2.6036787797218484,0.0,1.0
2019-02-13,-0.0,-2.51430103682517,-0.0,-2.8729889166964604,-2.5508580622095103,0.0,1.0
2019-02-14,-0.0,-2.1438060445034868,-0.0,-2.784706077715045,-2.3743772832945864,0.0,1.0
2019-02-15,-0.0,-2.220578457446808,-0.0,-2.7487533244680855,-2.3419215425531914,0.0,1.0
2019-02-19,-0.0,-2.1003774190958002,-0.0,-2.6967798923954067,-2.2330362161728097,0.0,1.0
2019-02-20,-0.0,-2.117282958199357,-0.0,-2.6966237942122184,-2.22467845659164,0.0,1.0
2019-02-21,-0.0,-2.0584701641970367,-0.0,-2.7009211053263917,-2.2502202643171807,0.0,1.0
2019-02-22,-0.0,-2.0500480461242794,-0.0,-2.710121716848174,-2.2475176169122353,0.0,1.0
2019-02-25,-0.0,-2.0465153839941856,-0.0,-2.7490107405313737,-2.280142130339982,0.0,1.0
2019-02-26,-0.0,-2.026165365107479,-0.0,-2.7496980919410676,-2.2750181144835357,0.0,1.0
2019-02-27,-0.0,-2.005180508337381,-0.0,-2.7960174842156387,-2.2933462846041768,0.0,1.0
2019-02-28,-0.0,-2.0495081967213116,-0.0,-2.857622950819672,-2.289508196721312,0.0,1.0
2019-03-01,-0.0,-2.058958401572224,-0.0,-2.856943989518506,-2.2727644939403864,0.0,1.0
2019-03-04,-0.0,-2.044380639868745,-0.0,-2.8335520918785893,-2.325512715340443,0.0,1.0
2019-03-05,-0.0,-2.0049240869922036,-0.0,-2.8749281903980304,-2.3269593762823146,0.0,1.0
2019-03-06,-0.0,-2.0061450225317494,-0.0,-2.867759115116755,-2.319541171650963,0.0,1.0
2019-03-07,-0.0,-1.9057656032149595,-0.0,-2.9806446321659967,-2.315016812925449,0.0,1.0
2019-03-08,-0.0,-1.9035095137420721,-0.0,-3.1567019027484147,-2.396448202959831,0.0,1.0
2019-03-11,-0.0,-1.8952942181228116,-0.0,-3.151678196259288,-2.493466564181399,0.0,1.0
