Date,CLNC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-01,1.0,-0.30129066533329163,-0.6770211569111535,-0.0,-0.5932372886652708,-0.5535485483921373,0.0
2018-10-02,1.0,-0.30042582503600723,-0.68755087982967,-0.0,-0.5914271400839126,-0.5516625962802931,0.0
2018-10-03,1.0,-0.30299792596317016,-0.698164791653573,-0.0,-0.5916032933190875,-0.5496826095154296,0.0
2018-10-04,1.0,-0.30413342546642375,-0.6958979835416798,-0.0,-0.5925937558891891,-0.5483384634713236,0.0
2018-10-05,1.0,-0.2989590518592839,-0.695459961121214,-0.0,-0.5929014861729479,-0.5480654668589704,0.0
2018-10-08,1.0,-0.29671120568263604,-0.6926182057139281,-0.0,-0.5932972431705104,-0.5466095065243921,0.0
2018-10-09,1.0,-0.2911388435971404,-0.6939044274426188,-0.0,-0.5974852627618211,-0.5530854132697856,0.0
2018-10-10,1.0,-0.2927677983635851,-0.6929057337220603,-0.0,-0.598576757892097,-0.5506128718768614,0.0
2018-10-11,1.0,-0.23146770324030486,-0.6782167694129794,-0.0,-0.5755413161650824,-0.5516110419387166,0.0
2018-10-12,1.0,-0.23302686352609986,-0.670030846635321,-0.0,-0.5594022341349466,-0.5323590188973076,0.0
2018-10-15,1.0,-0.2098374372459957,-0.6910710016734402,-0.0,-0.5547752808988764,-0.5325723165192445,0.0
2018-10-16,1.0,-0.20547085201793722,-0.6988041853512705,-0.0,-0.5537518684603886,-0.5315097159940209,0.0
2018-10-17,1.0,-0.1906541506047141,-0.6710119765765236,-0.0,-0.5475679015978577,-0.5334137657063825,0.0
2018-10-18,1.0,-0.1906765943671091,-0.6715324170811384,-0.0,-0.5473086318019954,-0.5334471291091557,0.0
2018-10-19,1.0,-0.17640019846481628,-0.661500744243061,-0.0,-0.5485217289787818,-0.5321775676385606,0.0
2018-10-22,1.0,-0.17652384707497298,-0.6522678816554222,-0.0,-0.5543386197026782,-0.5375449049329711,0.0
2018-10-23,1.0,-0.17817098808689558,-0.6521548703573931,-0.0,-0.5528790002335903,-0.5366736743751459,0.0
2018-10-24,1.0,-0.17666131152329487,-0.6477289323791442,-0.0,-0.5554841536439317,-0.5411128961589017,0.0
2018-10-25,1.0,-0.14282878693359044,-0.607724153575682,-0.0,-0.5701241989451596,-0.5148868598650258,0.0
2018-10-26,1.0,-0.13470133520730848,-0.5986788475052706,-0.0,-0.5695291637385805,-0.5080534082923401,0.0
2018-10-29,1.0,-0.12506299344868135,-0.600537544095414,-0.0,-0.5656251749818019,-0.5084831177557534,0.0
2018-10-30,1.0,-0.1150464777690671,-0.6011311457050063,-0.0,-0.5664968081532087,-0.5171911748236084,0.0
2018-10-31,1.0,-0.11587611607142856,-0.5950613839285714,-0.0,-0.5645647321428571,-0.5146763392857143,0.0
2018-11-01,1.0,-0.09003890397156371,-0.6210641215819083,-0.0,-0.5681659156427552,-0.5196059223599877,0.0
2018-11-02,1.0,-0.09739101349091314,-0.591788382205374,-0.0,-0.5813078381090423,-0.5169193890065782,0.0
2018-11-05,1.0,-0.09584041456551416,-0.5956314601732928,-0.0,-0.5813111191597247,-0.5132477084668319,0.0
2018-11-06,1.0,-0.0990807799442897,-0.5980222841225626,-0.0,-0.5788022284122563,-0.5096100278551532,0.0
2018-11-07,1.0,-0.1040046430644225,-0.6408299477655253,-0.0,-0.6125072547881601,-0.544573418456181,0.0
2018-11-08,1.0,-0.0758465791292329,-0.645099055517162,-0.0,-0.6055632342778162,-0.5530119788067266,0.0
2018-11-09,1.0,-0.07689868857184032,-0.6458567516933276,-0.0,-0.6055915838017005,-0.5539126675313446,0.0
2018-11-12,1.0,-0.07658058771148708,-0.629075345416942,-0.0,-0.6146841697067188,-0.5521213339844311,0.0
2018-11-13,1.0,-0.05647868889774085,-0.6247083594150117,-0.0,-0.6159164627553634,-0.5481704888180732,0.0
2018-11-14,1.0,-0.056671408250355625,-0.6244381223328592,-0.0,-0.6158748221906117,-0.5479943100995733,0.0
2018-11-15,1.0,-0.05642732149516624,-0.6302533061763103,-0.0,-0.6200407355345822,-0.5619495682607074,0.0
2018-11-16,1.0,-0.051630668617158586,-0.6213750968075036,-0.0,-0.6223503427702722,-0.5730143705360985,0.0
2018-11-19,1.0,-0.05717653146290281,-0.6218989852531118,-0.0,-0.6216402679161755,-0.5739500388076005,0.0
2018-11-20,1.0,-0.03526117270545205,-0.6163275802948909,-0.0,-0.6230712081380729,-0.5827808892444851,0.0
2018-11-21,1.0,-0.03977465745668667,-0.6106896161250142,-0.0,-0.6214471747253991,-0.5590250254784283,0.0
2018-11-23,1.0,-0.0421876328995492,-0.5948512942644099,-0.0,-0.6336083468004876,-0.564543109069774,0.0
2018-11-26,1.0,-0.04180009635276447,-0.5963102559016068,-0.0,-0.6324708816277949,-0.563351942641766,0.0
2018-11-27,1.0,-0.026586327031812212,-0.6189102747158605,-0.0,-0.6411274201839054,-0.5690787594951169,0.0
2018-11-28,1.0,-0.026196257677474646,-0.622482502499643,-0.0,-0.6396800457077562,-0.5683473789458648,0.0
2018-11-29,1.0,-0.0043206913106096975,-0.6121826551071701,-0.0,-0.6361582559091808,-0.5713196464375476,0.0
2018-11-30,1.0,-0.004206781670854626,-0.6124114176007227,-0.0,-0.6370592055111663,-0.5696659984753946,0.0
2018-12-03,1.0,-0.0008196952994714378,-0.6155629045478956,-0.0,-0.6391644761016422,-0.570988439469742,0.0
2018-12-04,1.0,-0.0,-0.6154106402774253,-0.0,-0.6354845075981843,-0.5684964335053145,0.0
2018-12-06,1.0,-0.0,-0.5616813722803748,-0.0,-0.6349810927823751,-0.5434866005370745,0.0
2018-12-07,1.0,-0.0,-0.5649844784483943,-0.0,-0.6409714018845636,-0.5412488667893739,0.0
2018-12-10,1.0,-0.0,-0.5621671557439409,-0.0,-0.6329203347462233,-0.5220084773394197,0.0
2018-12-11,1.0,-0.0,-0.5624353882148104,-0.0,-0.6414385984003481,-0.5166222318950977,0.0
2018-12-12,1.0,-0.0,-0.5630972800784122,-0.0,-0.6409921315581693,-0.5185275939992922,0.0
2018-12-13,1.0,-0.0,-0.5613743946895914,-0.0,-0.6416290331356439,-0.517492790685021,0.0
2018-12-14,1.0,-0.0,-0.5604428485936565,-0.0,-0.642130460801915,-0.5176268973396442,0.0
2018-12-17,1.0,-0.0,-0.5563349764368127,-0.0,-0.6267807811061156,-0.525296571149992,0.0
2018-12-18,1.0,-0.0,-0.5441176470588235,-0.0,-0.6197978277234111,-0.5245187654586514,0.0
2018-12-19,1.0,-0.0,-0.5449773901808785,-0.0,-0.6207741171403962,-0.5258936261843238,0.0
2018-12-20,1.0,-0.0,-0.5353183741230654,-0.0,-0.6215391206554919,-0.5208054410110855,0.0
2018-12-21,1.0,-0.0,-0.5357229028712367,-0.0,-0.6225302270716603,-0.5226401436958795,0.0
2018-12-24,1.0,-0.0,-0.5239783541705542,-0.0,-0.6157598699117639,-0.526004318502919,0.0
2018-12-26,1.0,-0.0,-0.5241969680907452,-0.0,-0.6065938725750026,-0.5194794869076645,0.0
2018-12-27,1.0,-0.0,-0.49990983332045236,-0.0,-0.5636963186232836,-0.5125846922740036,0.0
2018-12-28,1.0,-0.0,-0.5,-0.0,-0.5634916546466103,-0.5122604574490006,0.0
2018-12-31,1.0,-0.0,-0.4998840893284908,-0.0,-0.5635576848775211,-0.5123766839244778,0.0
2019-01-02,1.0,-0.0,-0.5057641377161551,-0.0,-0.5661577608142494,-0.5245105675858129,0.0
2019-01-03,1.0,-0.0,-0.5053199771630249,-0.0,-0.5711060362277469,-0.5186847978408677,0.0
2019-01-04,1.0,-0.0,-0.5068878340728511,-0.0,-0.5531936848622433,-0.5196574140955527,0.0
2019-01-07,1.0,-0.0,-0.4912106642244779,-0.0,-0.5456511231524587,-0.5070848915006742,0.0
2019-01-08,1.0,-0.0,-0.4850801229143917,-0.0,-0.5489498946085278,-0.5054981334281433,0.0
2019-01-09,1.0,-0.0,-0.49492269224881363,-0.0,-0.5524059805072205,-0.5040822574883911,0.0
2019-01-10,1.0,-0.0,-0.4929239870464339,-0.0,-0.5539944411862202,-0.5030216487747661,0.0
2019-01-11,1.0,-0.0,-0.4931398551463837,-0.0,-0.5540395797204937,-0.5030602876670407,0.0
2019-01-14,1.0,-0.0,-0.49372705018359847,-0.0,-0.5549520603835169,-0.5013259893920848,0.0
2019-01-15,1.0,-0.0,-0.49962897571710035,-0.0,-0.5567411274020624,-0.502392466927663,0.0
2019-01-16,1.0,-0.0,-0.4982999718792341,-0.0,-0.5506557251322954,-0.5075031316307488,0.0
2019-01-17,1.0,-0.0,-0.4947973923047424,-0.0,-0.5527291320465295,-0.5090118880224977,0.0
2019-01-18,1.0,-0.0,-0.4933760520761818,-0.0,-0.5487069951941415,-0.5006992651359117,0.0
2019-01-22,1.0,-0.0,-0.48646540880503136,-0.0,-0.5709685534591195,-0.4582893081761006,0.0
2019-01-23,1.0,-0.0,-0.4873286458596793,-0.0,-0.5743841367798067,-0.4674996206181395,0.0
2019-01-24,1.0,-0.0,-0.48831201722172984,-0.0,-0.5756616436621502,-0.4686083322780803,0.0
2019-01-25,1.0,-0.0,-0.44828295819935693,-0.0,-0.6517299035369775,-0.47233440514469455,0.0
2019-01-28,1.0,-0.0,-0.43890248615226074,-0.0,-0.6668040705912662,-0.47061702949890505,0.0
2019-01-29,1.0,-0.0,-0.42590192826041884,-0.0,-0.6645759900476881,-0.5012699564586357,0.0
2019-01-30,1.0,-0.0,-0.4233997765014683,-0.0,-0.6660256243665376,-0.5093947347904051,0.0
2019-01-31,1.0,-0.0,-0.43164830585722846,-0.0,-0.6534885537932651,-0.5192332734328203,0.0
2019-02-01,1.0,-0.0,-0.4310191946588775,-0.0,-0.6680315042770707,-0.5089453369497183,0.0
2019-02-04,1.0,-0.0,-0.42622266297823475,-0.0,-0.6649877342241244,-0.518529150790751,0.0
