Date,IWF,IWM,LILAK,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5452439024390244,-1.00869918699187,1.0,-0.0,-0.8138211382113821,-0.6973170731707317,0.0
2018-09-25,-0.547596798439849,-1.0072319505952139,1.0,-0.0,-0.8127412343070736,-0.6953236094746679,0.0
2018-09-26,-0.547234976230141,-1.0070700093454146,1.0,-0.0,-0.8128885457722156,-0.6960302303847873,0.0
2018-09-27,-0.5482744620381649,-1.0036540803897687,1.0,-0.0,-0.8125050751116525,-0.6956151035322777,0.0
2018-09-28,-0.5453140882293148,-1.0092701768652166,1.0,-0.0,-0.8139459239682862,-0.6973775157552348,0.0
2018-10-01,-0.5484908965011609,-1.008838743839355,1.0,-0.0,-0.8169931978330822,-0.6988310048470531,0.0
2018-10-02,-0.554341176950369,-0.99062028465397,1.0,-0.0,-0.825578075934913,-0.7075975694302842,0.0
2018-10-03,-0.5606336338820416,-0.9782446852510547,1.0,-0.0,-0.8536272644552899,-0.7434858135495078,0.0
2018-10-04,-0.5641301202827264,-0.9718513619642045,1.0,-0.0,-0.8577687760922581,-0.7396767660066961,0.0
2018-10-05,-0.5465125843066294,-0.961054449745024,1.0,-0.0,-0.8609557493008719,-0.7439957229807534,0.0
2018-10-08,-0.5425641025641026,-0.9557333333333333,1.0,-0.0,-0.8625641025641025,-0.7417025641025642,0.0
2018-10-09,-0.5352674897119342,-0.9587654320987654,1.0,-0.0,-0.8694650205761317,-0.7517283950617284,0.0
2018-10-10,-0.534604141792581,-0.9598583721025978,1.0,-0.0,-0.8697352711103792,-0.7529334266540408,0.0
2018-10-11,-0.4792074461710542,-0.9336475851875525,1.0,-0.0,-0.8399712379658851,-0.7419406383573683,0.0
2018-10-12,-0.4793915990227756,-0.9212309874694617,1.0,-0.0,-0.8209866813775711,-0.7188509732839468,0.0
2018-10-15,-0.4611425428257111,-0.9345434543454344,1.0,-0.0,-0.8162030488763161,-0.717035989313217,0.0
2018-10-16,-0.46235164662422384,-0.9332311561738582,1.0,-0.0,-0.8167491943723963,-0.7175980507741885,0.0
2018-10-17,-0.43397465615824443,-0.8827847318806985,1.0,-0.0,-0.8138232112501932,-0.7328079122237675,0.0
2018-10-18,-0.43509206250967036,-0.8862370416215379,1.0,-0.0,-0.8130898963329722,-0.7337536747640414,0.0
2018-10-19,-0.4212081670248695,-0.8743091802272029,1.0,-0.0,-0.8124424316856002,-0.7299662265888854,0.0
2018-10-22,-0.42130499827381185,-0.8698454102573939,1.0,-0.0,-0.8136100349073614,-0.7312133185009015,0.0
2018-10-23,-0.4184375360258233,-0.871844137878031,1.0,-0.0,-0.8181224301579372,-0.7343888098989355,0.0
2018-10-24,-0.4165227072056509,-0.8695151445352989,1.0,-0.0,-0.8182655764136819,-0.7346155322661139,0.0
2018-10-25,-0.3806769732695658,-0.8145552960367775,1.0,-0.0,-0.8160753345938531,-0.6961405850294738,0.0
2018-10-26,-0.35746257704725565,-0.7996037569709421,1.0,-0.0,-0.8255429997064865,-0.6863076019958908,0.0
2018-10-29,-0.33402694118935494,-0.8090753112108933,1.0,-0.0,-0.815281276238455,-0.6921841346329354,0.0
2018-10-30,-0.31577793209312527,-0.8115565951536858,1.0,-0.0,-0.8181718504440627,-0.7093307993128906,0.0
2018-10-31,-0.3195184742013851,-0.7901301715073064,1.0,-0.0,-0.8138076072373909,-0.7024910257804852,0.0
2018-11-01,-0.3206992854811215,-0.7895252257807116,1.0,-0.0,-0.814080011606398,-0.7026948605418737,0.0
2018-11-02,-0.3247684601246892,-0.7644960178745179,1.0,-0.0,-0.8180474972071066,-0.696457530001081,0.0
2018-11-05,-0.3196712447280199,-0.7798204823185898,1.0,-0.0,-0.8199416026819509,-0.6853393893515014,0.0
2018-11-06,-0.31787840519574234,-0.7787118888688436,1.0,-0.0,-0.8225509651813098,-0.6890492513079559,0.0
2018-11-07,-0.316962353959325,-0.7792441944324245,1.0,-0.0,-0.8210010096639261,-0.6887710947641714,0.0
2018-11-08,-0.30182534001431643,-0.7759126700071582,1.0,-0.0,-0.8131352899069435,-0.6882247673586256,0.0
2018-11-09,-0.29975846281408847,-0.7848156025812033,1.0,-0.0,-0.8255885215761202,-0.694870038573849,0.0
2018-11-12,-0.2987861811391223,-0.773683832507362,1.0,-0.0,-0.8273001508295627,-0.6914098972922503,0.0
2018-11-13,-0.2880240377736443,-0.7714622978966948,1.0,-0.0,-0.8288739447703535,-0.6886893690084419,0.0
2018-11-14,-0.2858635348368038,-0.7822969954607681,1.0,-0.0,-0.8368758556091938,-0.6974926147416961,0.0
2018-11-15,-0.28521557618944793,-0.7843518318577701,1.0,-0.0,-0.8420067659972649,-0.6873605412797812,0.0
2018-11-16,-0.28168508683795035,-0.7747954643318502,1.0,-0.0,-0.8399598105353812,-0.6919046935553322,0.0
2018-11-19,-0.2817927371896082,-0.7747595808812976,1.0,-0.0,-0.8398880436342759,-0.6919046935553322,0.0
2018-11-20,-0.24202231967768387,-0.7657503476307627,1.0,-0.0,-0.845438014760937,-0.7122686918386993,0.0
2018-11-21,-0.2480924120389996,-0.7579482831708351,1.0,-0.0,-0.84297725024728,-0.6835523526918186,0.0
2018-11-23,-0.24950606830369743,-0.7456957380750775,1.0,-0.0,-0.8480101608806095,-0.6848715777589612,0.0
2018-11-26,-0.24865093640884559,-0.7501498959545727,1.0,-0.0,-0.8457306105174056,-0.6824321941240785,0.0
2018-11-27,-0.24433196245913738,-0.7494815283489753,1.0,-0.0,-0.8424900699497345,-0.6787584800871734,0.0
2018-11-28,-0.24565844055403221,-0.745552977571539,1.0,-0.0,-0.8442663291851228,-0.679955002460803,0.0
2018-11-29,-0.21121274301811985,-0.7337321322992383,1.0,-0.0,-0.8439119396236915,-0.6890759225124334,0.0
2018-11-30,-0.21212332346281135,-0.7367357603205016,1.0,-0.0,-0.8490506880334435,-0.6857690297857515,0.0
2018-12-03,-0.2097420006267191,-0.7375787751122871,1.0,-0.0,-0.8490303262421225,-0.685421816789109,0.0
2018-12-04,-0.203305096514373,-0.7394111928898763,1.0,-0.0,-0.845750590195806,-0.6832731565060408,0.0
2018-12-06,-0.1966113181972213,-0.6916977295831922,1.0,-0.0,-0.8417824466282616,-0.6585903083700441,0.0
2018-12-07,-0.18350564711502373,-0.7009246937591701,1.0,-0.0,-0.8521172416146313,-0.6756406319309379,0.0
2018-12-10,-0.15144238898846765,-0.7100341573945687,1.0,-0.0,-0.8603943319016538,-0.6600493760357131,0.0
2018-12-11,-0.16362528354267528,-0.7070115448420624,1.0,-0.0,-0.8651521820090056,-0.6498290279987812,0.0
2018-12-12,-0.16154836960206087,-0.7088671954443767,1.0,-0.0,-0.8656362280523354,-0.6535489119381737,0.0
2018-12-13,-0.16208977488473011,-0.7092148087876322,1.0,-0.0,-0.8651681583943585,-0.653817466775156,0.0
2018-12-14,-0.15343715697036223,-0.7494854555433589,1.0,-0.0,-0.862307903402854,-0.66506586169045,0.0
2018-12-17,-0.12976785592001644,-0.7529959597343012,1.0,-0.0,-0.8492433061699651,-0.6919810997740191,0.0
2018-12-18,-0.11893913634818089,-0.7424345460727644,1.0,-0.0,-0.8459367562053725,-0.6928595715742946,0.0
2018-12-19,-0.12472781709308654,-0.7414602612955906,1.0,-0.0,-0.8437670114316821,-0.6922972237343494,0.0
2018-12-20,-0.12587911527876874,-0.7386267115142867,1.0,-0.0,-0.8424217714809908,-0.6906193728128293,0.0
2018-12-21,-0.12251824198201255,-0.7387408790089937,1.0,-0.0,-0.8439843882572543,-0.6886136093670456,0.0
