Date,FDP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3937145047210899,-0.8720253649698617,-0.0,-0.621615971568935,-0.5968781575554859,0.0
2018-09-25,1.0,-0.3967540835161773,-0.8706509246682687,-0.0,-0.6206596315257897,-0.5947131961132588,0.0
2018-09-26,1.0,-0.39751314827069767,-0.8714778307965588,-0.0006617672669011877,-0.6204938873602452,-0.5928389815750061,0.0
2018-09-27,1.0,-0.39825324422757324,-0.9013825536579329,-0.0,-0.6322265832184152,-0.604045118630883,0.0
2018-09-28,1.0,-0.4025661019352095,-0.901325583043879,-0.0,-0.6345076912171262,-0.6059403133196285,0.0
2018-10-01,1.0,-0.40377251453694507,-0.900333286058715,-0.0,-0.6353708693802297,-0.6060842433697348,0.0
2018-10-02,1.0,-0.4031046569854782,-0.9345446741540884,-0.0,-0.6346662851419986,-0.604442377852493,0.0
2018-10-03,1.0,-0.4035169567557868,-0.9211914588193072,-0.0,-0.6447873676655302,-0.6192356002153239,0.0
2018-10-04,1.0,-0.4179390693972067,-0.91656415080686,-0.0,-0.6658947825457703,-0.6178088139518055,0.0
2018-10-05,1.0,-0.39476345250993145,-0.9071505958829904,-0.0,-0.6770675334055617,-0.6324304803178044,0.0
2018-10-08,1.0,-0.39084976745862926,-0.9026931535494105,-0.0,-0.6806071312687024,-0.6311785701409669,0.0
2018-10-09,1.0,-0.3885784331398493,-0.9026210476980208,-0.0,-0.6814002956339907,-0.6327288459458484,0.0
2018-10-10,1.0,-0.38744706265609724,-0.9088210808267275,-0.0,-0.6836790096644586,-0.6397002931914431,0.0
2018-10-11,1.0,-0.31013541812089906,-0.8890827865419518,-0.0,-0.6504956024012285,-0.6404439480664526,0.0
2018-10-12,1.0,-0.3167881204454833,-0.880070122370411,-0.0,-0.6268733672487281,-0.6136051148081947,0.0
2018-10-15,1.0,-0.27478489235979126,-0.9331006600089845,-0.0,-0.6256263174263105,-0.6220671066726564,0.0
2018-10-16,1.0,-0.2687770281958139,-0.9449230236983222,-0.0,-0.6247708008994984,-0.6211382113821139,0.0
2018-10-17,1.0,-0.24626283854784586,-0.9020033219212908,-0.0,-0.6158774278838005,-0.6256059116640114,0.0
2018-10-18,1.0,-0.24581441062834677,-0.9013759913237985,-0.0,-0.616383108520301,-0.6255676811495967,0.0
2018-10-19,1.0,-0.2304489439575568,-0.890433497867768,-0.0,-0.6147207951378395,-0.6222087908397971,0.0
2018-10-22,1.0,-0.2305158796840867,-0.8795832633170897,-0.0,-0.6219122836498068,-0.6287682742396237,0.0
2018-10-23,1.0,-0.24556704526190878,-0.8905577216477369,-0.0,-0.6218003051364639,-0.6324800813697237,0.0
2018-10-24,1.0,-0.2493705377160004,-0.8977339357776014,-0.0,-0.6434656641258234,-0.6585382678577587,0.0
2018-10-25,1.0,-0.20615292313845743,-0.8446436904206387,-0.0,-0.6585560962602494,-0.6237584161055929,0.0
2018-10-26,1.0,-0.18534255599472993,-0.8293148880105402,-0.0,-0.6656455862977603,-0.6135046113306983,0.0
2018-10-29,1.0,-0.1642822065804551,-0.8368636438042233,-0.0,-0.6552954657063349,-0.6174496644295302,0.0
2018-10-30,1.0,-0.14046976774787817,-0.8435423383117311,-0.0,-0.6623791038884138,-0.643266004342391,0.0
2018-10-31,1.0,-0.15062198444218336,-0.8189844750057439,-0.0,-0.6689861161256442,-0.6436472248662487,0.0
2018-11-01,1.0,-0.18020245214311964,-0.8162897136939165,-0.0,-0.686466441719841,-0.6578358333611733,0.0
2018-11-02,1.0,-0.18344058913288663,-0.7942347243415379,-0.0,-0.6881178265773237,-0.6513965368539772,0.0
2018-11-05,1.0,-0.18662721106530122,-0.7891341933767787,-0.0,-0.6897858757813539,-0.6593296980981513,0.0
2018-11-06,1.0,-0.19059965430128972,-0.7919492088817977,-0.0,-0.6867105438106634,-0.6547666533705624,0.0
2018-11-07,1.0,-0.19065824468085105,-0.7920212765957447,-0.0,-0.6868683510638297,-0.6548869680851064,0.0
2018-11-08,1.0,-0.14966347269652863,-0.8064719339544445,-0.0,-0.6840621995291933,-0.6753423294983588,0.0
2018-11-09,1.0,-0.1496055161440032,-0.806172512099715,-0.0,-0.684180865875489,-0.6750646423125373,0.0
2018-11-12,1.0,-0.1485207295755137,-0.7930340710445595,-0.0,-0.6857416141693328,-0.6709324186153897,0.0
2018-11-13,1.0,-0.11970612244897957,-0.7887346938775509,-0.0,-0.6889795918367346,-0.6678857142857142,0.0
2018-11-14,1.0,-0.12004962617127557,-0.7883052009533449,-0.0,-0.6888896144177087,-0.6676025988442326,0.0
2018-11-15,1.0,-0.11913239473426322,-0.7890438702512004,-0.0,-0.6893803286185607,-0.6690294972724006,0.0
2018-11-16,1.0,-0.11455855033732035,-0.7783789068865495,-0.0,-0.6891438255711632,-0.6770850307988137,0.0
2018-11-19,1.0,-0.11824170090654146,-0.7779299549990217,-0.0,-0.6878301702210918,-0.6769386291006326,0.0
2018-11-20,1.0,-0.09067365899452914,-0.7701272215208312,-0.0,-0.6882587161309118,-0.6881292285779029,0.0
2018-11-21,1.0,-0.10584071945716048,-0.7786760170124346,-0.0,-0.7055615077432551,-0.656569591896367,0.0
2018-11-23,1.0,-0.10650925955956281,-0.7741705315733143,-0.0,-0.7063211494178315,-0.6563097979437617,0.0
2018-11-26,1.0,-0.10655897236278707,-0.77397171402621,-0.0,-0.7066627741014662,-0.6566433112754638,0.0
2018-11-27,1.0,-0.0971142995324843,-0.7759793648234725,-0.0,-0.7006287280348219,-0.6505239400290183,0.0
2018-11-28,1.0,-0.09945464519668269,-0.7689825421923909,-0.0,-0.7050566329988059,-0.6534254090161025,0.0
2018-11-29,1.0,-0.12332217545487688,-0.7957113976071322,-0.0,-0.7271401584197793,-0.6680144500049713,0.0
2018-11-30,1.0,-0.12362828631104332,-0.7969034910320592,-0.0,-0.7295030335178861,-0.665285283294102,0.0
2018-12-03,1.0,-0.12407960199004975,-0.7971144278606965,-0.0,-0.7298839137645108,-0.6656716417910448,0.0
2018-12-04,1.0,-0.10986308653462713,-0.8119101422304932,-0.0,-0.7315897913066596,-0.6698458061943373,0.0
2018-12-06,1.0,-0.10294354708708128,-0.7591965696231099,-0.0,-0.7209594738369282,-0.6409710803752781,0.0
2018-12-07,1.0,-0.109142543647336,-0.7594797818439991,-0.0,-0.7219479136412044,-0.6365895375480041,0.0
2018-12-10,1.0,-0.07310353664787289,-0.7739941055868785,-0.0,-0.734014607893388,-0.6223411071245515,0.0
2018-12-11,1.0,-0.07288396232459794,-0.7741398090600372,-0.0,-0.7336771961299418,-0.6230217210226181,0.0
2018-12-12,1.0,-0.07579501331707472,-0.7750216603022816,-0.0,-0.7366107242563296,-0.6215062734653274,0.0
2018-12-13,1.0,-0.07659670213107904,-0.7777634920124714,-0.0,-0.7363633441548005,-0.6235736556201986,0.0
2018-12-14,1.0,-0.08310552214324768,-0.7604605538224037,-0.0,-0.7480140224487828,-0.6245457176856527,0.0
2018-12-17,1.0,-0.07600333376073855,-0.7590396204641621,-0.0,-0.7422105398127965,-0.6283177330426977,0.0
2018-12-18,1.0,-0.0638453467298337,-0.7473530253410067,-0.0,-0.7383231057835998,-0.6300276620775174,0.0
2018-12-19,1.0,-0.042935483870967746,-0.7675161290322581,-0.0,-0.766483870967742,-0.6488387096774194,0.0
2018-12-20,1.0,-0.04366405346356509,-0.7602171957331961,-0.0,-0.7645868140341857,-0.6444865698496337,0.0
2018-12-21,1.0,-0.039275792700450236,-0.7592681291311428,-0.0,-0.7653031899607242,-0.6292748347542868,0.0
2018-12-24,1.0,-0.047173793058666924,-0.7855264439466251,-0.0,-0.7851043797279309,-0.6288432193759943,0.0
2018-12-26,1.0,-0.04856190753502217,-0.8109935617457699,-0.0,-0.7592934096864992,-0.616454754278689,0.0
2018-12-27,1.0,-0.013429687984616339,-0.7738043545685751,-0.0,-0.6948390298368589,-0.6194714968054091,0.0
2018-12-28,1.0,-0.006550964016268744,-0.7827936291098763,-0.0,-0.6971032941103419,-0.6182743953553356,0.0
2018-12-31,1.0,-0.0067993417988760916,-0.7827625818870503,-0.0,-0.6969480579962123,-0.6182123009096836,0.0
2019-01-02,1.0,-0.004465531677365337,-0.7822122988184949,-0.0,-0.6953515055664093,-0.6190653394114182,0.0
2019-01-03,1.0,-0.009203594669972111,-0.7801363495506662,-0.0,-0.6980167338084909,-0.6114967462039046,0.0
2019-01-04,1.0,-0.0,-0.8115270164447924,-0.0,-0.6776507439310886,-0.6431636648394676,0.0
2019-01-07,1.0,-0.0,-0.7782654063343971,-0.0,-0.6699607169162779,-0.6207341026270562,0.0
2019-01-08,1.0,-0.0,-0.7703025477707006,-0.0,-0.6735056344928956,-0.6184162175404213,0.0
2019-01-09,1.0,-0.0,-0.7599266391563503,-0.0,-0.6727189362677671,-0.6240256762952774,0.0
2019-01-10,1.0,-0.0,-0.7609260788451541,-0.0,-0.6726305165611524,-0.6248279658684284,0.0
2019-01-11,1.0,-0.0,-0.7504061800680544,-0.0,-0.6776309739125104,-0.6374421384997395,0.0
2019-01-14,1.0,-0.0,-0.7510884896056909,-0.0,-0.6795854540994666,-0.6354939596492304,0.0
2019-01-15,1.0,-0.0,-0.749423732980914,-0.0,-0.6779973568552724,-0.6460030119556197,0.0
2019-01-16,1.0,-0.0,-0.7483645075094444,-0.0,-0.6666052397186646,-0.6563469394023158,0.0
2019-01-17,1.0,-0.0,-0.747367774810449,-0.0,-0.6666973631703349,-0.655615925346103,0.0
2019-01-18,1.0,-0.0,-0.7442579368759467,-0.0,-0.6728801508547405,-0.6741475779776809,0.0
2019-01-22,1.0,-0.0,-0.7784656965963733,-0.0,-0.7175586913479368,-0.646751940664383,0.0
2019-01-23,1.0,-0.0,-0.7654826814586025,-0.0,-0.7339657726370198,-0.6522424280626555,0.0
2019-01-24,1.0,-0.0,-0.7675304638055355,-0.0,-0.7278881576875846,-0.6532951289398281,0.0
2019-01-25,1.0,-0.0,-0.7403923589859227,-0.0,-0.8008246625648294,-0.680153335695648,0.0
2019-01-28,1.0,-0.0,-0.7228799070997709,-0.0,-0.826231411889939,-0.6766233347311377,0.0
2019-01-29,1.0,-0.0,-0.710822706971325,-0.0,-0.8292446113017025,-0.6963557511813062,0.0
2019-01-30,1.0,-0.0,-0.7088906882591093,-0.0,-0.8287935222672065,-0.7011821862348178,0.0
2019-01-31,1.0,-0.0,-0.7124915029294663,-0.0,-0.8099245783834526,-0.7145631696500826,0.0
2019-02-01,1.0,-0.0,-0.7123394316854808,-0.0,-0.8221422083819905,-0.7092902556117815,0.0
2019-02-04,1.0,-0.0,-0.7118484642081023,-0.0,-0.8226460380785574,-0.7090266290421978,0.0
2019-02-05,1.0,-0.0,-0.7046793087826031,-0.0,-0.8193320820658857,-0.7120251116432593,0.0
2019-02-06,1.0,-0.0,-0.6805264346311409,-0.0,-0.8239411631882841,-0.7212670559014225,0.0
2019-02-07,1.0,-0.0,-0.6853378293992756,-0.0,-0.7719495441488696,-0.6649494192581491,0.0
2019-02-08,1.0,-0.0,-0.6659142910147796,-0.0,-0.7720610970255396,-0.6540102652897162,0.0
2019-02-11,1.0,-0.0,-0.6648834062372155,-0.0,-0.8284923057557353,-0.6535544576265853,0.0
2019-02-12,1.0,-0.0,-0.6743672284289592,-0.0,-0.8330177365397968,-0.6485829703970208,0.0
2019-02-13,1.0,-0.0,-0.6894307915850655,-0.0,-0.826963168867269,-0.642365278918441,0.0
2019-02-14,1.0,-0.0,-0.6488325001581978,-0.0,-0.8556286780990952,-0.6595266721508574,0.0
2019-02-15,1.0,-0.0,-0.6613951129845023,-0.0,-0.8517415142775647,-0.6561341235381739,0.0
2019-02-19,1.0,-0.0,-0.654664847888843,-0.0,-0.8609903879706879,-0.6566633886368682,0.0
2019-02-20,1.0,-0.0,-0.7856329735034349,-0.0,-1.2408243375858685,-0.8989990186457312,0.0
2019-02-21,1.0,-0.0,-0.7647645650438947,-0.0,-1.2843575418994413,-0.9413008778930566,0.0
2019-02-22,1.0,-0.0,-0.7553968317305774,-0.0,-1.3032999481265712,-0.9315270739395873,0.0
2019-02-25,1.0,-0.0,-0.7487447278569994,-0.0,-1.321028318939546,-0.9470978108053826,0.0
2019-02-26,1.0,-0.0,-0.7516770435830488,-0.0,-1.3201847760594496,-0.9450090379594296,0.0
2019-02-27,1.0,-0.0,-0.7405305317393229,-0.0,-1.3404580767218128,-0.9443303948798454,0.0
2019-02-28,1.0,-0.0,-0.7466532258064517,-0.0,-1.3456048387096775,-0.9399596774193549,0.0
2019-03-01,1.0,-0.0,-0.7493435669561704,-0.0,-1.341870329226419,-0.9483740658452838,0.0
2019-03-04,1.0,-0.0,-0.7345636356245682,-0.0,-1.3458802487703752,-0.9844721759278078,0.0
2019-03-05,1.0,-0.0,-0.7166966328865643,-0.0,-1.380639097744361,-0.9889261196469434,0.0
2019-03-06,1.0,-0.0,-0.7169664758789861,-0.0,-1.38017170891251,-0.9911283728536385,0.0
2019-03-07,1.0,-0.0,-0.7056477864583333,-0.0,-1.3892415364583333,-0.9741617838541667,0.0
2019-03-08,1.0,-0.0,-0.6936349376702716,-0.0,-1.44695781391893,-0.9872038305952283,0.0
2019-03-11,1.0,-0.0,-0.6919832985386221,-0.0,-1.4429645093945722,-1.040375782881002,0.0
2019-03-12,1.0,-0.0,-0.6418644067796611,-0.0,-1.4796186440677968,-1.1158050847457628,0.0
2019-03-13,1.0,-0.0,-0.6644495608425003,-0.0,-1.486270998550354,-1.11290185043063,0.0
2019-03-14,1.0,-0.0,-0.6631974065859069,-0.0,-1.4894216004094862,-1.1129073536939087,0.0
2019-03-15,1.0,-0.0,-0.6484861498818982,-0.0,-1.5097702383508695,-1.1363538758857634,0.0
2019-03-18,1.0,-0.0,-0.6730543605788033,-0.0,-1.5143614478772867,-1.1579107461000304,0.0
2019-03-19,1.0,-0.0,-0.6770769633965231,-0.0,-1.5159867214117235,-1.1748929850615881,0.0
2019-03-20,1.0,-0.0,-0.6763000741031342,-0.0,-1.5135783095767403,-1.169129506124406,0.0
2019-03-21,1.0,-0.0,-0.6804191224623444,-0.0,-1.5180964854835188,-1.1673870333988212,0.0
2019-03-22,1.0,-0.0,-0.6719223505643638,-0.0,-1.5648908603803418,-1.1551231938161537,0.0
2019-03-25,1.0,-0.0,-0.5601143797929033,-0.0,-1.6140115246306486,-1.1584420085784846,0.0
2019-03-26,1.0,-0.0,-0.5735223555070884,-0.0,-1.6076335877862595,-1.1808942202835333,0.0
2019-03-27,1.0,-0.0,-0.5565251538025219,-0.0,-1.6186570094681267,-1.188009948078014,0.0
2019-03-28,1.0,-0.0,-0.5525890321171072,-0.0,-1.6136770810574612,-1.203408346078217,0.0
2019-03-29,1.0,-0.0,-0.5470249520153552,-0.0,-1.6085325423137324,-1.2066829523643343,0.0
2019-04-01,1.0,-0.0,-0.5579324194534183,-0.0,-1.6094473063826071,-1.1982886579935388,0.0
2019-04-02,1.0,-0.0,-0.5736720755209466,-0.0,-1.6208291643102626,-1.155783703832601,0.0
2019-04-03,1.0,-0.0,-0.575744365491085,-0.0,-1.6163302672304807,-1.1673133092113868,0.0
2019-04-04,1.0,-0.0,-0.5729207639526245,-0.0,-1.6313098203749834,-1.1661640662558455,0.0
2019-04-05,1.0,-0.0,-0.5632636972802523,-0.0,-1.6345202119738973,-1.1818420706871633,0.0
2019-04-08,1.0,-0.0,-0.5607419397173979,-0.0,-1.6355921081412135,-1.1782667658252768,0.0
2019-04-09,1.0,-0.0,-0.5416081460674157,-0.0,-1.6802141853932584,-1.1672226123595506,0.0
2019-04-10,1.0,-0.0,-0.534665614865457,-0.0,-1.6845472872293803,-1.1632921377859586,0.0
2019-04-11,1.0,-0.0,-0.5127754851172184,-0.0,-1.7177100711212572,-1.1597594169812977,0.0
2019-04-12,1.0,-0.0,-0.5135455543358945,-0.0,-1.7180241492864983,-1.159165751920966,0.0
2019-04-15,1.0,-0.0,-0.5147744261718405,-0.0,-1.71735115645062,-1.1649810922522206,0.0
2019-04-16,1.0,-0.0,-0.4866928352672217,-0.0,-1.6795496700168226,-1.1472630807056894,0.0
2019-04-17,1.0,-0.0,-0.5103130204552249,-0.0,-1.6397489003715249,-1.1203399239868472,0.0
2019-04-18,1.0,-0.0,-0.4958251682712788,-0.0,-1.6373008434864105,-1.1269063644883701,0.0
2019-04-22,1.0,-0.0,-0.49723875165888953,-0.0,-1.6464317821824563,-1.137334646174922,0.0
2019-04-23,1.0,-0.0,-0.5064001027441244,-0.0,-1.643991609229847,-1.1306134680422963,0.0
2019-04-24,1.0,-0.0,-0.5101579172001707,-0.0,-1.630089628681178,-1.1278275714895432,0.0
2019-04-25,1.0,-0.0,-0.5103218361328375,-0.0,-1.6429456767961705,-1.1208274565115184,0.0
2019-04-26,1.0,-0.0,-0.5007279890373416,-0.0,-1.6622130866735183,-1.119304556354916,0.0
2019-04-29,1.0,-0.0,-0.5128315350556678,-0.0,-1.6730860164209258,-1.1127111722477756,0.0
2019-04-30,1.0,-0.0,-0.5133701371517294,-0.0,-1.6732510998016044,-1.1263262313465021,0.0
2019-05-01,1.0,-0.0,-0.48857093002966323,-0.0,-1.7095620310591522,-1.1641074856046065,0.0
2019-05-02,1.0,-0.0,-0.48831123517096997,-0.0,-1.6922103977669225,-1.1809577808792742,0.0
2019-05-03,1.0,-0.0,-0.4711175489421473,-0.0,-1.7197348784127822,-1.1985778245983674,0.0
2019-05-06,1.0,-0.0,-0.43522089761570826,-0.0,-1.7386044880785412,-1.2090199859747546,0.0
2019-05-07,1.0,-0.0,-0.45222143864598024,-0.0,-1.7428155853314526,-1.2125793370944995,0.0
2019-05-08,1.0,-0.0,-0.4514902543483961,-0.0,-1.7043090638930163,-1.214491740232497,0.0
2019-05-09,1.0,-0.0,-0.45059841006377216,-0.0,-1.7111470254215078,-1.2062549139512537,0.0
