Date,IWF,IWM,MTUM,SLF,SPY,VLUE,VXX
2018-09-24,-0.17713854924965253,-0.36240488138148746,-0.04603387754140457,1.0,-0.3936673969891865,-0.3766343911230476,0.0
2018-09-25,-0.17690168724667735,-0.36282873032331037,-0.04555094730888868,1.0,-0.394052219813366,-0.37715618814214347,0.0
2018-09-26,-0.1765329938468067,-0.3626140462550393,-0.04418039936817785,1.0,-0.3947473890185539,-0.3794469198670345,0.0
2018-09-27,-0.17897118080919952,-0.35707048094822913,-0.04585621038244928,1.0,-0.3950797652991493,-0.3795037349482762,0.0
2018-09-28,-0.17693940108464984,-0.3595850035369017,-0.046309832586654096,1.0,-0.3952605517566612,-0.3798632398019335,0.0
2018-10-01,-0.17757758702009246,-0.3589991510234884,-0.046269219884916515,1.0,-0.39559947174794835,-0.3798226582397887,0.0
2018-10-02,-0.1788696513657593,-0.34922394678492236,-0.049841958767750154,1.0,-0.3981931405387555,-0.3827192527244422,0.0
2018-10-03,-0.1796574128765505,-0.35454223272297697,-0.05053750738334317,1.0,-0.39733018310691076,-0.3806024808033078,0.0
2018-10-04,-0.1806372375351331,-0.3526772006896715,-0.050851460828078135,1.0,-0.39837974444365715,-0.3793429226009117,0.0
2018-10-05,-0.17072768792523013,-0.34651693857852484,-0.04174023589236528,1.0,-0.4064081738352521,-0.3888221861242555,0.0
2018-10-08,-0.17074836339659966,-0.3469128243771488,-0.04168040314604625,1.0,-0.40641925304949844,-0.389064192530495,0.0
2018-10-09,-0.17345879911324938,-0.3477666147823216,-0.046813829536342624,1.0,-0.40460355643601714,-0.38573652186217633,0.0
2018-10-10,-0.17629832557919844,-0.3469286540868621,-0.04935880783128262,1.0,-0.4070330396995962,-0.3820466192759134,0.0
2018-10-11,-0.1596078340264387,-0.3419139000534349,-0.029970029970029972,1.0,-0.4045954045954046,-0.38719420114768954,0.0
2018-10-12,-0.15672231781611867,-0.34332418732269915,-0.025624331488629495,1.0,-0.4089661907640795,-0.3906199135004418,0.0
2018-10-15,-0.14598235020901068,-0.36119368323269857,-0.010543427775197399,1.0,-0.4102647468648398,-0.39433348815606134,0.0
2018-10-16,-0.14605541234120625,-0.36113239973060224,-0.010659792377900093,1.0,-0.41022782693513554,-0.39431942218816046,0.0
2018-10-17,-0.13850288260559984,-0.3430645198337047,-0.003560190183062682,1.0,-0.41070813331189565,-0.4010611663642419,0.0
2018-10-18,-0.13734950831725024,-0.341420825291793,-0.004526238397206139,1.0,-0.4128526789817112,-0.4014566675856998,0.0
2018-10-19,-0.13081614472692388,-0.33500079947006556,-0.0,1.0,-0.4157929600950227,-0.4025902830124032,0.0
2018-10-22,-0.1308996627125255,-0.3237041965904137,-0.0,1.0,-0.42702429846499784,-0.4128444577013973,0.0
2018-10-23,-0.1335122980910426,-0.3239262114537445,-0.0,1.0,-0.4251101321585903,-0.411871328928047,0.0
2018-10-24,-0.13242239442432022,-0.3226649548351598,-0.0,1.0,-0.42535191893255075,-0.4122151405383098,0.0
2018-10-25,-0.12322532436655119,-0.3101465027285284,-0.0,1.0,-0.42614858592034055,-0.404818513235061,0.0
2018-10-26,-0.11854706054665494,-0.3060456522228982,-0.0,1.0,-0.42704882940129335,-0.4016764686000135,0.0
2018-10-29,-0.11098883823298224,-0.3073416129539381,-0.0,1.0,-0.4241471466750511,-0.40335077593370317,0.0
2018-10-30,-0.11438202247191011,-0.3076179775280899,-0.0,1.0,-0.42429213483146067,-0.400876404494382,0.0
2018-10-31,-0.11443333707738965,-0.30708749859597884,-0.0,1.0,-0.42419409187914187,-0.40071885881163655,0.0
2018-11-01,-0.10030538464993038,-0.3189922306552297,-0.0,1.0,-0.4245071181569138,-0.4016706336731486,0.0
2018-11-02,-0.1029392027915716,-0.30653603543148567,-0.0,1.0,-0.4280186104773408,-0.39934237015165747,0.0
2018-11-05,-0.09632790567097137,-0.32999438517686697,-0.0,1.0,-0.4334418865805727,-0.38616507580011233,0.0
2018-11-06,-0.09949019695914837,-0.33256226559166346,-0.0,1.0,-0.4311092146338177,-0.38264423832730704,0.0
2018-11-07,-0.09914480034118202,-0.33267491189872284,-0.0,1.0,-0.4303382640120311,-0.3824381046441157,0.0
2018-11-08,-0.08779682199607214,-0.3325522228173541,-0.0,1.0,-0.4265532940546331,-0.3848419925013391,0.0
2018-11-09,-0.08986448650464778,-0.33522230932915215,-0.0,1.0,-0.4273042893941091,-0.3875013999328032,0.0
2018-11-12,-0.08945686900958466,-0.3291851918050001,-0.0,1.0,-0.4293214772447999,-0.38624634151790704,0.0
2018-11-13,-0.07282005768804083,-0.32635899711559796,-0.0,1.0,-0.4337475038828489,-0.3858442422897715,0.0
2018-11-14,-0.07383816414399219,-0.3258244928758489,-0.0,1.0,-0.4341071507834347,-0.3855697101513605,0.0
2018-11-15,-0.07329726853494146,-0.3257582476055339,-0.0,1.0,-0.4349946789641717,-0.3830480666903157,0.0
2018-11-16,-0.07432567432567433,-0.3276723276723277,-0.0,1.0,-0.43547563547563545,-0.3825285825285825,0.0
2018-11-19,-0.07705973795247613,-0.32718187874750165,-0.0,1.0,-0.4342438374417055,-0.3822562735953809,0.0
2018-11-20,-0.05696286472148541,-0.3226127320954907,-0.0,1.0,-0.43762157382847033,-0.393236074270557,0.0
2018-11-21,-0.05487319961120438,-0.32225854908544666,-0.0,1.0,-0.4385658743483255,-0.3933462931872404,0.0
2018-11-23,-0.0542176689728579,-0.3324906865353911,-0.0,1.0,-0.4367571403228667,-0.3940039027851694,0.0
2018-11-26,-0.0539569940146309,-0.333850587452893,-0.0,1.0,-0.4358900465528708,-0.3931057415207271,0.0
2018-11-27,-0.05068411396741893,-0.3343648460467275,-0.0,1.0,-0.43411949337989875,-0.39119382860679475,0.0
2018-11-28,-0.048642183139148545,-0.3455234129269481,-0.0,1.0,-0.43109024055287287,-0.3897798254551898,0.0
2018-11-29,-0.04952469587183407,-0.34572004697644526,-0.0,1.0,-0.4308980921358771,-0.38972722639544416,0.0
2018-11-30,-0.04889677347821266,-0.3460472336179177,-0.0,1.0,-0.43089034261004544,-0.39170639760505593,0.0
2018-12-03,-0.04898656140506497,-0.3460549075265002,-0.0,1.0,-0.4308555461923981,-0.39171508404665806,0.0
2018-12-04,-0.046566727928965254,-0.3467372290250437,-0.0,1.0,-0.4298399061136821,-0.39115608600341,0.0
2018-12-06,-0.04237584773572522,-0.3302559614963903,-0.0,1.0,-0.43071537956683437,-0.3843360315029534,0.0
2018-12-07,-0.02357839426459456,-0.34512624126107677,-0.0,1.0,-0.4476109898917932,-0.41016164224963264,0.0
2018-12-10,-0.009017172409220502,-0.34777996331248484,-0.0,1.0,-0.4503060976418326,-0.402965942493425,0.0
2018-12-11,-0.003517621291564346,-0.3504789717041658,-0.0,1.0,-0.44923784872016104,-0.4091059932302383,0.0
2018-12-12,-0.002456948072070477,-0.35112222763291867,-0.0,1.0,-0.4491345345079463,-0.41073088671477265,0.0
2018-12-13,-0.00270013058008543,-0.3508399176681495,-0.0,1.0,-0.44915122944470265,-0.41053050926233314,0.0
2018-12-14,-0.004270194924441888,-0.34712480916875016,-0.0,1.0,-0.45087063300661545,-0.41029271854326615,0.0
2018-12-17,-0.0,-0.34593998234774936,-0.0,1.0,-0.4449029126213592,-0.41568843777581643,0.0
2018-12-18,-0.0,-0.34490893857212157,-0.0,1.0,-0.44452528994135027,-0.41544295982713764,0.0
2018-12-19,-0.0007724564113882145,-0.34528801589053193,-0.0,1.0,-0.4447362613109689,-0.41622158463915254,0.0
2018-12-20,-0.0006162378678169773,-0.3405594559499967,-0.0,1.0,-0.4457820718797456,-0.413891762220217,0.0
2018-12-21,-0.0,-0.34144523371042707,-0.0,1.0,-0.44904849600982194,-0.4018898535473121,0.0
2018-12-24,-0.0,-0.3347610410611656,-0.0,1.0,-0.4456633377767094,-0.4048425515176679,0.0
2018-12-26,-0.0,-0.3405973259246397,-0.0,1.0,-0.43236673033512757,-0.39755165827400585,0.0
2018-12-27,-0.0,-0.32870686709941915,-0.0,1.0,-0.4091646737273659,-0.39739921421250424,0.0
2018-12-28,-0.0,-0.3340599222122494,-0.0,1.0,-0.40819335812283625,-0.39477283412403297,0.0
2018-12-31,-0.0,-0.334287912463669,-0.0,1.0,-0.4081253205676184,-0.39470422294409296,0.0
2019-01-02,-0.0,-0.33610474210898494,-0.0,1.0,-0.41146848951078924,-0.39526860522424845,0.0
2019-01-03,-0.0,-0.3358610200715464,-0.0,1.0,-0.4146263093631515,-0.39162007583060215,0.0
2019-01-04,-0.0,-0.33711579890365373,-0.0,1.0,-0.4027899238529957,-0.39304225412196314,0.0
2019-01-07,-0.0,-0.32654009419019664,-0.0,1.0,-0.3996114126417605,-0.38573630968722944,0.0
2019-01-08,-0.0,-0.32296040000843895,-0.0,1.0,-0.4018439207578219,-0.3849237325681976,0.0
2019-01-09,-0.0,-0.31722582820534434,-0.0,1.0,-0.4016479811177611,-0.38851892438674873,0.0
2019-01-10,-0.0,-0.3272800731494673,-0.0,1.0,-0.4026197716205584,-0.39655942331001337,0.0
2019-01-11,-0.0,-0.3257245065264144,-0.0,1.0,-0.40404147946255564,-0.39956987415625067,0.0
2019-01-14,-0.0,-0.3260397599080499,-0.0,1.0,-0.4030905453152271,-0.3993657145289685,0.0
2019-01-15,-0.0,-0.32383772957770485,-0.0,1.0,-0.4020539480973282,-0.4047598755699493,0.0
2019-01-16,-0.0,-0.325912828596992,-0.0,1.0,-0.39913084231604956,-0.40526607302628775,0.0
2019-01-17,-0.0,-0.3273843791978507,-0.0,1.0,-0.3989210857374358,-0.40593616068572885,0.0
2019-01-18,-0.0,-0.3287343556447824,-0.0,1.0,-0.39966255179189264,-0.40735124514117294,0.0
2019-01-22,-0.0,-0.2978130541247995,-0.0,1.0,-0.4053871485265558,-0.4077514143375834,0.0
2019-01-23,-0.0,-0.2868582595212303,-0.0,1.0,-0.4078463858620616,-0.42938465133074194,0.0
2019-01-24,-0.0,-0.28462469990864475,-0.0,1.0,-0.4122033610231787,-0.4276912617646434,0.0
2019-01-25,-0.0,-0.24756160164271046,-0.0,1.0,-0.45615160848733743,-0.4352327173169062,0.0
2019-01-28,-0.0,-0.24027420736932303,-0.0,1.0,-0.46853041988003424,-0.4334404455869752,0.0
2019-01-29,-0.0,-0.23731685865671323,-0.0,1.0,-0.46444430143509885,-0.443379024819272,0.0
2019-01-30,-0.0,-0.23668969067742074,-0.0,1.0,-0.463082929340598,-0.44532154961602816,0.0
2019-01-31,-0.0,-0.23914488496258335,-0.0,1.0,-0.447605978086069,-0.45746939125586983,0.0
2019-02-01,-0.0,-0.23663212545481627,-0.0,1.0,-0.42892099495712493,-0.4622635487371534,0.0
2019-02-04,-0.0,-0.23309358641528705,-0.0,1.0,-0.4269694003489807,-0.4678682384985317,0.0
2019-02-05,-0.0,-0.22411407896137067,-0.0,1.0,-0.42273065872086835,-0.4814728104714271,0.0
2019-02-06,-0.0,-0.20720797297010135,-0.0,1.0,-0.4289721413544699,-0.48881191695531145,0.0
2019-02-07,-0.0,-0.20379840848806366,-0.0,1.0,-0.43615915119363396,-0.4820583554376658,0.0
2019-02-08,-0.0,-0.20213806001870271,-0.0,1.0,-0.44036385275865,-0.4827850038255547,0.0
2019-02-11,-0.0,-0.19338839456766999,-0.0,1.0,-0.44244114266252293,-0.4928264293924816,0.0
2019-02-12,-0.0,-0.1799696704329439,-0.0,1.0,-0.45767743864670324,-0.49823789487174014,0.0
2019-02-13,-0.0,-0.17790809254717987,-0.0,1.0,-0.4573195436613712,-0.4971958630984114,0.0
2019-02-14,-0.0,-0.1759568456203442,-0.0,1.0,-0.47467677027142735,-0.48996061306618716,0.0
2019-02-15,-0.0,-0.19124675825706755,-0.0,1.0,-0.4679683648755814,-0.48408598924062846,0.0
