Date,HWM,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-01,1.0,-0.1598929639540375,-0.7098693530615457,-0.328254368015111,-0.49192507476782626,-0.458177239099638,0.0
2020-06-02,1.0,-0.1610017325563081,-0.7118601354544022,-0.32877618522601987,-0.4914474720428414,-0.4570483540715073,0.0
2020-06-03,1.0,-0.16239073495534728,-0.7124238694815235,-0.3240241093123797,-0.4962605320458203,-0.46056991385023194,0.0
2020-06-04,1.0,-0.16113383430039,-0.7246266527156853,-0.30479723516915563,-0.5048035765243032,-0.47531627508798624,0.0
2020-06-05,1.0,-0.15276588999841495,-0.7215723569503882,-0.29862101759391346,-0.5050245680773499,-0.4920906641306071,0.0
2020-06-08,1.0,-0.15475355480456546,-0.7359561308423133,-0.28444812854683416,-0.5144742715041766,-0.4985334438564051,0.0
2020-06-09,1.0,-0.15508225991582708,-0.7357479913276368,-0.2845300344343834,-0.5143476597372785,-0.4986927687794924,0.0
2020-06-10,1.0,-0.1437536018441442,-0.7468143689569059,-0.2703784337580841,-0.5216750976499968,-0.5190497534737786,0.0
2020-06-11,1.0,-0.13326704727692604,-0.7649624735390339,-0.2470331644108025,-0.5257232664057989,-0.5364359484251716,0.0
2020-06-12,1.0,-0.14151728553137002,-0.7535211267605634,-0.25400128040973113,-0.5201984635083226,-0.5317541613316261,0.0
2020-06-15,1.0,-0.14119121048573632,-0.7646170650218452,-0.24608069904908764,-0.5233230531996915,-0.5373297352865587,0.0
2020-06-16,1.0,-0.14088761770093516,-0.7668798406016004,-0.24726034000707006,-0.5226724941350387,-0.5359771186168333,0.0
2020-06-17,1.0,-0.14130015432098766,-0.7677147633744856,-0.247363683127572,-0.5231481481481481,-0.5354938271604939,0.0
2020-06-18,1.0,-0.14079027746519632,-0.7687039835385655,-0.24666430890910845,-0.5230042118123654,-0.5359611613027683,0.0
2020-06-19,1.0,-0.140821970671469,-0.7682981733985078,-0.24710573707229228,-0.5229289940828402,-0.5366606637509648,0.0
2020-06-22,1.0,-0.14492753623188406,-0.7690821256038648,-0.2377777777777778,-0.5309822866344606,-0.5378421900161031,0.0
2020-06-23,1.0,-0.15350069464637653,-0.7753545927433685,-0.24173693903266452,-0.5339407450486252,-0.5263804077412685,0.0
2020-06-24,1.0,-0.15740111898062806,-0.7763008958313121,-0.24058083503120856,-0.5362375084893762,-0.523495359141037,0.0
2020-06-25,1.0,-0.1527464016007229,-0.773413799780546,-0.24517524043116243,-0.5350803588717485,-0.5208481249596592,0.0
2020-06-26,1.0,-0.1532721752051166,-0.7754699916015246,-0.2463660443181084,-0.5358550293946638,-0.5192195878286711,0.0
2020-06-29,1.0,-0.14686894770819883,-0.7690122659780503,-0.2533247256294383,-0.5324080051646223,-0.5262427372498386,0.0
2020-06-30,1.0,-0.1454169760759371,-0.7720272495399219,-0.25199367190779065,-0.5327543344203015,-0.5264262422109579,0.0
2020-07-01,1.0,-0.1447903882178154,-0.7733027582197533,-0.24449324979006526,-0.5433111556101027,-0.5239002648407726,0.0
2020-07-02,1.0,-0.13626529755562014,-0.7797474894249087,-0.23901320675514223,-0.5389906035067326,-0.5350188898575995,0.0
2020-07-06,1.0,-0.13713270907329675,-0.7798837584759445,-0.23848886018727802,-0.5388763319341299,-0.5345495640942849,0.0
2020-07-07,1.0,-0.1375613536553862,-0.7795466287780936,-0.23873030224748124,-0.5388142598811677,-0.5345195040041333,0.0
2020-07-08,1.0,-0.1364399664147775,-0.7805657818252277,-0.237615449202351,-0.5392688755409158,-0.5354259510430796,0.0
2020-07-09,1.0,-0.13633868311428296,-0.780411405689928,-0.2375754835792941,-0.5392191687925856,-0.5356670003552169,0.0
2020-07-10,1.0,-0.13420304830793076,-0.7820330663911134,-0.23556574528545596,-0.539395505037458,-0.537942392146732,0.0
2020-07-13,1.0,-0.1318713261417221,-0.7822492087074479,-0.23522382275046833,-0.539467734642465,-0.5409211291260254,0.0
2020-07-14,1.0,-0.1234233362366528,-0.7814123036226975,-0.22962031033259137,-0.5432755895351463,-0.5482112326204072,0.0
2020-07-15,1.0,-0.12303225806451613,-0.7816451612903226,-0.22948387096774192,-0.5434193548387096,-0.5482258064516129,0.0
2020-07-16,1.0,-0.11864023760330579,-0.793356146694215,-0.22569085743801653,-0.541483729338843,-0.549167097107438,0.0
2020-07-17,1.0,-0.12359405300581772,-0.7956043956043956,-0.2270846800258565,-0.5423723335488041,-0.5433742727860374,0.0
2020-07-20,1.0,-0.1236986744261235,-0.7957322987390882,-0.22845134173941156,-0.5425153572583252,-0.5426770126091173,0.0
2020-07-21,1.0,-0.10079498448810754,-0.8056165977249224,-0.21438728024819026,-0.5493795243019649,-0.561498190279214,0.0
2020-07-22,1.0,-0.09632597666979027,-0.8092545319417067,-0.21097360002585064,-0.5508449930526383,-0.5639641968526835,0.0
2020-07-23,1.0,-0.0964552299091996,-0.8098684848289011,-0.21123210650466925,-0.550618799883672,-0.5631563641063754,0.0
2020-07-24,1.0,-0.10024576380804552,-0.808239555038158,-0.2130707541068426,-0.5519014357780364,-0.5602768076574828,0.0
2020-07-27,1.0,-0.10474065450782565,-0.8096947354805328,-0.21119518820333721,-0.5585305911266331,-0.5496054844134005,0.0
2020-07-28,1.0,-0.10027810115120941,-0.8057495796145389,-0.20598887595395163,-0.5638662527486741,-0.5578515069201914,0.0
2020-07-29,1.0,-0.09786614936954412,-0.803297769156159,-0.2049143226640802,-0.5652117685095377,-0.5618170061429033,0.0
2020-07-30,1.0,-0.09788582142626237,-0.7939484062843474,-0.20631020883170623,-0.5663024503782246,-0.5682743906381328,0.0
2020-07-31,1.0,-0.09820591562954582,-0.7941166962986907,-0.20627121383546146,-0.5661871666397285,-0.5678357847098755,0.0
2020-08-03,1.0,-0.09114414996767937,-0.798901098901099,-0.20888817065287654,-0.5627020038784745,-0.570426632191338,0.0
2020-08-04,1.0,-0.09163784465203478,-0.7992371593884346,-0.20916701684067623,-0.5623363609916929,-0.5699970908620746,0.0
2020-08-05,1.0,-0.09366916709777548,-0.7984997413347129,-0.20948654940506983,-0.563340662183135,-0.5682553026383859,0.0
2020-08-06,1.0,-0.09773435471306154,-0.8172227992729161,-0.20601791742404568,-0.5687159179433913,-0.5561867047520125,0.0
2020-08-07,1.0,-0.12058130400628435,-0.8157240115213407,-0.208006022518984,-0.5925634982979837,-0.5362333071484682,0.0
2020-08-10,1.0,-0.13475921795040022,-0.8069479070988059,-0.21565411363338147,-0.5950334601758299,-0.5280475003280409,0.0
2020-08-11,1.0,-0.1263711001642036,-0.8078817733990148,-0.20686371100164205,-0.5971756978653531,-0.5457799671592776,0.0
2020-08-12,1.0,-0.1209137455691217,-0.8083563082578443,-0.1959761060785086,-0.6010896678482341,-0.5557962452409084,0.0
2020-08-13,1.0,-0.11710707494590519,-0.8129302996524819,-0.1854960330470133,-0.6012720477345748,-0.5617008720739624,0.0
2020-08-14,1.0,-0.11409263876131741,-0.8113436556882299,-0.18301404015221098,-0.6038249573546779,-0.5681012990421205,0.0
2020-08-17,1.0,-0.11386301010366093,-0.8109500065608188,-0.18304684424616194,-0.6036609368849232,-0.5688557932029917,0.0
2020-08-18,1.0,-0.11364381764512956,-0.8095113151853067,-0.17681206953099377,-0.6068875040997048,-0.572909150541161,0.0
2020-08-19,1.0,-0.11122044015874578,-0.8120633671160091,-0.1759323034537046,-0.606153038800879,-0.5745350782249335,0.0
2020-08-20,1.0,-0.11010167267956708,-0.8130862577894391,-0.17533617579534275,-0.6053460150869138,-0.5758609380124632,0.0
2020-08-21,1.0,-0.10913980257764076,-0.81330141343915,-0.17446627094743056,-0.6051552815400256,-0.577378414718132,0.0
2020-08-24,1.0,-0.1094749270276475,-0.8126332360368633,-0.17467449411301694,-0.605424551507002,-0.5774490833360664,0.0
2020-08-25,1.0,-0.1093980646219452,-0.8121371166147285,-0.17228144989339017,-0.6066262096112842,-0.5798589470231261,0.0
2020-08-26,1.0,-0.10933245858618992,-0.8120715105789732,-0.17228144989339017,-0.6065278005576513,-0.5800885681482696,0.0
2020-08-27,1.0,-0.10366193489165,-0.8157558272956758,-0.16972101104809362,-0.6050224568075271,-0.5842048323115758,0.0
2020-08-28,1.0,-0.10268852459016393,-0.8160327868852459,-0.1692786885245902,-0.606,-0.5847213114754098,0.0
2020-08-31,1.0,-0.10245726846232078,-0.8161477641809651,-0.1689577113611758,-0.6065417801253239,-0.5866277353105213,0.0
2020-09-01,1.0,-0.10110885112525425,-0.8181549767075652,-0.16409684403910507,-0.6091135752247229,-0.5881175775867726,0.0
2020-09-02,1.0,-0.09818646902567804,-0.8156626110910701,-0.16397205916111895,-0.6084675171350803,-0.5931197323975995,0.0
2020-09-03,1.0,-0.09818790624384478,-0.8120281005843346,-0.16253036570152976,-0.6115159871315081,-0.5985161840982207,0.0
2020-09-04,1.0,-0.07459519456777226,-0.8158788195351268,-0.14497910681640117,-0.6146839905980674,-0.6144554714024549,0.0
2020-09-08,1.0,-0.07244957900920306,-0.8146008746165393,-0.144181189217414,-0.613732785066249,-0.6184974871091965,0.0
2020-09-09,1.0,-0.06436497347954832,-0.8177085028147473,-0.13269987960040347,-0.6125736227262373,-0.626696169991214,0.0
2020-09-10,1.0,-0.05639659541290365,-0.8181729582223378,-0.1217594698200247,-0.6135728672600871,-0.6387174322656098,0.0
2020-09-11,1.0,-0.052211441736703765,-0.8210078852581368,-0.12113443878378817,-0.6119025213356264,-0.6387383586981211,0.0
2020-09-14,1.0,-0.04728916642274043,-0.8098025823657592,-0.12108498390086837,-0.6191173122581064,-0.6550883012976875,0.0
2020-09-15,1.0,-0.04762833642186027,-0.8076335381514355,-0.11921713969894991,-0.6205013166877987,-0.6561006534672779,0.0
2020-09-16,1.0,-0.04683894035429872,-0.8076060458313018,-0.11600845116203479,-0.6211929140256786,-0.6588005850804486,0.0
2020-09-17,1.0,-0.04072148196295093,-0.81143971400715,-0.11247968800779982,-0.6198895027624309,-0.6653558661033474,0.0
2020-09-18,1.0,-0.0415880861026208,-0.8104636795213631,-0.11403394680366781,-0.6205371658971192,-0.6649541523053911,0.0
2020-09-21,1.0,-0.046082198918778086,-0.8056731583403896,-0.11163941900605744,-0.6275320784211554,-0.6657656484074773,0.0
2020-09-22,1.0,-0.04783784664515919,-0.8021311956202953,-0.11721575911623816,-0.6253462378205755,-0.6661778603317366,0.0
2020-09-23,1.0,-0.04676458136581235,-0.8033021786563324,-0.1166509264988439,-0.6240922265281532,-0.6657439671736086,0.0
2020-09-24,1.0,-0.04157591912362253,-0.8008321685141241,-0.11322042713649513,-0.624744010662159,-0.6703182394434873,0.0
2020-09-25,1.0,-0.04162060219808806,-0.801814398127073,-0.11253820641217403,-0.6237562593483775,-0.6718800806399168,0.0
2020-09-28,1.0,-0.03832164198493115,-0.8016367887763055,-0.10950896336710833,-0.6230189659651857,-0.675110418290465,0.0
2020-09-29,1.0,-0.03688205527442585,-0.7997275204359673,-0.11194368755676658,-0.6222265472946672,-0.6730245231607629,0.0
2020-09-30,1.0,-0.03688085893152551,-0.8009990593272568,-0.11304291413928444,-0.6212332544033216,-0.6715105906776088,0.0
2020-10-01,1.0,-0.03851149499935057,-0.8053968047798415,-0.1111507988050396,-0.6217690609170022,-0.6703143265359137,0.0
2020-10-02,1.0,-0.03743506493506494,-0.8072727272727273,-0.11198051948051949,-0.6199675324675326,-0.6701298701298701,0.0
2020-10-05,1.0,-0.025703436861065132,-0.8174796352189011,-0.09992535618083276,-0.6218154674974847,-0.6804595462953947,0.0
2020-10-06,1.0,-0.026552976267669563,-0.8110815717805733,-0.09684217351835041,-0.6241408377642329,-0.683504085073272,0.0
2020-10-07,1.0,-0.028528772191749697,-0.8086073155691149,-0.09837395735289345,-0.6274382525721333,-0.6826782642562721,0.0
