Date,IWF,IWM,MTUM,SPY,UBER,VLUE,VXX
2020-01-08,-0.3853571647933174,-1.1280019654812359,-1.6508199742030587,-1.3970886309194765,1.0,-0.5809225477550518,0.0
2020-01-09,-0.3962787258948925,-1.1277185632431765,-1.6552276507916948,-1.404041648696938,1.0,-0.577783254266527,0.0
2020-01-10,-0.38794217163949557,-1.136511842509997,-1.6463242079360199,-1.3944017225469088,1.0,-0.5867117809904645,0.0
2020-01-13,-0.3887043189368771,-1.1361511012673804,-1.6522702104097455,-1.3911652516303679,1.0,-0.584040851482712,0.0
2020-01-14,-0.3805576025546548,-1.129882092851879,-1.641304347826087,-1.3892778187177597,1.0,-0.5999140260378285,0.0
2020-01-15,-0.3647442604788576,-1.142734043207977,-1.6489813504031512,-1.3848710531174986,1.0,-0.6136517510925094,0.0
2020-01-16,-0.3671034016116135,-1.1337885218675035,-1.6375715076582398,-1.3860490865473336,1.0,-0.6266223780525313,0.0
2020-01-17,-0.3651370495842316,-1.1010779180782262,-1.6481675392670156,-1.3985217123498614,1.0,-0.6466276562981214,0.0
2020-01-21,-0.3666112035496395,-1.0981080914525174,-1.6508288654711285,-1.3995193196524311,1.0,-0.6475010784494978,0.0
2020-01-22,-0.3693561739794944,-1.0604343119149207,-1.8099089345984845,-1.4511876711456408,1.0,-0.6773228045596382,0.0
2020-01-23,-0.37203519510329,-1.0683499107370567,-1.8082759500127517,-1.4631471563376688,1.0,-0.6641162968630451,0.0
2020-01-24,-0.37362847665220716,-1.0670451645828016,-1.8097091094667006,-1.4637662669048226,1.0,-0.6650293442204643,0.0
2020-01-27,-0.34891857506361323,-1.0505725190839694,-1.831615776081425,-1.4551526717557253,1.0,-0.6751272264631043,0.0
2020-01-28,-0.2825140405123998,-1.106329273679561,-1.8861614185650282,-1.4277781283523694,1.0,-0.6074966870701078,0.0
2020-01-29,-0.26359464386747977,-1.1113346325517068,-1.8891054252844661,-1.419626579493305,1.0,-0.6028792355566732,0.0
2020-01-30,-0.28914300075395827,-1.110392058306107,-1.8735863282231717,-1.434908268409148,1.0,-0.5748303593867806,0.0
2020-01-31,-0.3010806735360643,-1.1144131691379744,-1.8575018848957026,-1.4317039457150038,1.0,-0.5783488313646645,0.0
2020-02-03,-0.2980888557954828,-1.0856291883842144,-1.8405311491685281,-1.4112683047902705,1.0,-0.5694961528915363,0.0
2020-02-04,-0.2918138439610832,-1.0813038359050628,-1.8387556547065746,-1.4122823325277312,1.0,-0.5727830451756831,0.0
2020-02-05,-0.2409512689731457,-1.0889202974251828,-1.8537454679530507,-1.4100043016038835,1.0,-0.5515270693787254,0.0
2020-02-06,-0.3225786281498155,-1.0805352341649472,-1.9971237416369665,-1.3919839929969364,1.0,-0.4605765022197212,0.0
2020-02-07,-0.3224556139034759,-1.0817704426106527,-1.995561390347587,-1.3909102275568892,1.0,-0.460865216304076,0.0
2020-02-10,-0.37185362289964796,-1.01906090190609,-2.180580460915189,-1.5499103407053196,1.0,-0.520023909145248,0.0
2020-02-11,-0.344871197497171,-1.0227650935232644,-2.178592824336018,-1.5616721027757439,1.0,-0.548558876389536,0.0
2020-02-12,-0.3369826435246996,-1.0317089452603472,-2.1853805073431243,-1.559212283044059,1.0,-0.5623497997329773,0.0
2020-02-13,-0.32076101468624835,-1.033177570093458,-2.2040720961281712,-1.5606141522029373,1.0,-0.5570093457943925,0.0
2020-02-14,-0.3385203568314441,-1.0121403179287678,-2.1823059896706685,-1.592528003219532,1.0,-0.5817962304648199,0.0
2020-02-18,-0.33543581829161917,-1.0155002348520432,-2.173589210226129,-1.5891431255451924,1.0,-0.5963899885929008,0.0
2020-02-19,-0.3443294813222252,-1.0239854877721042,-2.179252889008331,-1.5902311206664876,1.0,-0.5808250470303682,0.0
2020-02-20,-0.34670698924731186,-1.0241263440860215,-2.177956989247312,-1.590255376344086,1.0,-0.5813172043010753,0.0
2020-02-21,-0.3295050036940023,-1.0382161327154276,-2.1821478944186987,-1.5879508361877896,1.0,-0.5785479212841695,0.0
2020-02-24,-0.24787355167102004,-1.0480878708726808,-2.2158596209229118,-1.605116870939656,1.0,-0.5805371374991628,0.0
2020-02-25,-0.27143403929573867,-1.0641107425363614,-2.1052564429701452,-1.4007399846899717,1.0,-0.5376371523347792,0.0
2020-02-26,-0.27975024485798233,-1.0090597453476982,-2.0203232125367285,-1.3491062683643487,1.0,-0.4631488736532811,0.0
