Date,HYLN,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-31,1.0,-1.944321417273015,-0.6057418538437204,-1.9398133502056312,-2.284957291996204,-0.134134767478646,0.0
2020-09-01,1.0,-1.9469810872833742,-0.6035451452085147,-1.9451610350557884,-2.2869351903141566,-0.1306480968584316,0.0
2020-09-02,1.0,-2.0522553611042644,-0.6382384356256676,-2.0299893188727305,-2.394297921288308,-0.10147070906252567,0.0
2020-09-03,1.0,-2.0702568351284176,-0.6339685169842585,-2.043579121789561,-2.4270091135045564,-0.11010770505385252,0.0
2020-09-04,1.0,-1.9628615161524208,-0.6248288085072102,-1.9403045194554096,-2.386046886328849,-0.14210907919117055,0.0
2020-09-08,1.0,-1.9465391108610017,-0.6240051451081277,-1.9295763325026127,-2.377281131923788,-0.1619101213923949,0.0
2020-09-09,1.0,-1.9117457244272344,-0.6599709583736689,-1.8707647628267183,-2.403194578896418,-0.22136172959019038,0.0
2020-09-10,1.0,-1.9012736269976473,-0.6711284172953679,-1.8484627241015656,-2.428571428571429,-0.26275655066115033,0.0
2020-09-11,1.0,-1.884162092347433,-0.674846625766871,-1.8375847594446237,-2.413626089764288,-0.26210849208911846,0.0
2020-09-14,1.0,-1.8893379678279847,-0.6807857085118423,-1.8414841160779243,-2.4138711502707944,-0.2580227952469485,0.0
2020-09-15,1.0,-1.9438128192453452,-0.6549678695007415,-1.8590377327401548,-2.4996704564178613,-0.28110067556434337,0.0
2020-09-16,1.0,-1.9518420617875434,-0.6544688584173137,-1.8693209978523047,-2.509912440112341,-0.2748224021146539,0.0
2020-09-17,1.0,-1.9426473015349068,-0.65959729328272,-1.8621884799471862,-2.504456180887935,-0.28338009572536726,0.0
2020-09-18,1.0,-1.9324257425742575,-0.6594884488448844,-1.85990099009901,-2.502310231023102,-0.2966996699669967,0.0
2020-09-21,1.0,-1.9287367724867726,-0.6712962962962963,-1.8734292328042328,-2.4990079365079363,-0.29464285714285715,0.0
2020-09-22,1.0,-1.9386001156929178,-0.6536649863647632,-1.884389719857863,-2.4997934055036772,-0.28749690108255516,0.0
2020-09-23,1.0,-1.9308855291576674,-0.6545937863432464,-1.9038876889848813,-2.509054660242565,-0.30860608074430973,0.0
2020-09-24,1.0,-1.9028360049321824,-0.6335388409371147,-1.8762022194821208,-2.49009453349774,-0.3177147554459515,0.0
2020-09-25,1.0,-1.9254240106418357,-0.6449118722979714,-1.903225806451613,-2.5213668107748584,-0.31900565347522447,0.0
2020-09-28,1.0,-1.914162734872941,-0.6386888502607401,-1.8893303534475623,-2.5145269431338466,-0.32075159341114146,0.0
2020-09-29,1.0,-1.9083560174874206,-0.630866947125299,-1.8857543512331931,-2.5090324177183865,-0.31485605873133715,0.0
2020-09-30,1.0,-1.9353923205342238,-0.6377295492487478,-1.9184474123539232,-2.5440734557595994,-0.3115191986644407,0.0
2020-10-01,1.0,-1.953963979128093,-0.6503955563036526,-1.9304830836559503,-2.5664871233799023,-0.31476182460865176,0.0
2020-10-02,1.0,-1.9811885421120137,-0.6333475844377939,-1.9570756733646857,-2.632749038050449,-0.3463018383924754,0.0
2020-10-05,1.0,-1.9897163424457964,-0.6303882080726712,-1.9656354443397033,-2.64195732282115,-0.34193161367726455,0.0
2020-10-06,1.0,-1.9962293255634587,-0.6070785842831433,-1.958608278344331,-2.6548118947639043,-0.35307224269431825,0.0
2020-10-07,1.0,-2.0163113834469666,-0.6034348839216362,-1.9760075947182187,-2.682834210753431,-0.3516872356951756,0.0
2020-10-08,1.0,-2.072412575061816,-0.6043800777110562,-2.028965030024726,-2.7671317555634056,-0.3578240904274108,0.0
2020-10-09,1.0,-2.0727593818984547,-0.6034437086092714,-2.0290507726269316,-2.768918322295806,-0.3558498896247241,0.0
2020-10-12,1.0,-2.0654255319148938,-0.6036347517730496,-2.0328014184397163,-2.7763297872340424,-0.38705673758865244,0.0
2020-10-13,1.0,-2.0505338078291815,-0.624288256227758,-2.038167259786477,-2.781138790035587,-0.4025800711743772,0.0
2020-10-14,1.0,-2.057068857729749,-0.6265964097526123,-2.041707600250067,-2.797981602214879,-0.4076091810306332,0.0
2020-10-15,1.0,-2.0751173708920185,-0.619628024557602,-2.0658179848320697,-2.8401950162513545,-0.4278620440592272,0.0
2020-10-16,1.0,-2.0766729883500408,-0.6187121827869593,-2.0673710828140526,-2.8404226496884317,-0.42788765465546824,0.0
2020-10-19,1.0,-2.0816529523465053,-0.6205805226512343,-2.0703499412243422,-2.8432046297133557,-0.4266208517949182,0.0
2020-10-20,1.0,-2.0713513513513515,-0.6172072072072072,-2.060990990990991,-2.8315315315315317,-0.428018018018018,0.0
2020-10-21,1.0,-2.0896783572596767,-0.6232055242594948,-2.09049609304016,-2.8539887334181353,-0.42858440850445206,0.0
2020-10-22,1.0,-2.0891170058139537,-0.6236373546511629,-2.08984375,-2.8518350290697674,-0.42996002906976744,0.0
2020-10-23,1.0,-2.089848733369783,-0.6311281210133042,-2.091580098414434,-2.8648624020411884,-0.4350282485875706,0.0
2020-10-26,1.0,-2.104880963323835,-0.6237705671477158,-2.1129699420902655,-2.889787664307381,-0.46070410883353247,0.0
2020-10-27,1.0,-2.0946020128087834,-0.6147301006404392,-2.1117108874656907,-2.882982616651418,-0.4450137236962489,0.0
2020-10-28,1.0,-2.1013179571663922,-0.6146805784367564,-2.1143144792238697,-2.8848617975471353,-0.43730550979315397,0.0
2020-10-29,1.0,-2.041602881584872,-0.6008104457451598,-2.0819450697883837,-2.8450247636199912,-0.43547951373255295,0.0
2020-10-30,1.0,-2.0366369610225945,-0.5987037537132055,-2.0897470519398684,-2.844540462687911,-0.4320820955981637,0.0
2020-11-02,1.0,-2.0139038392536777,-0.5895227843559383,-2.078399712952996,-2.838625762468604,-0.44967707212055974,0.0
2020-11-03,1.0,-2.0279124035182194,-0.5849039669718183,-2.0839167115419133,-2.8413211272661996,-0.43699515347334406,0.0
2020-11-04,1.0,-2.0219937416182385,-0.5716584711667411,-2.0766204738489047,-2.839874832364774,-0.4303084488153777,0.0
2020-11-05,1.0,-1.9329073482428114,-0.6225594604188853,-1.996272630457934,-2.8320908768193114,-0.49085906993255235,0.0
2020-11-06,1.0,-1.9222477469517583,-0.6127407669199505,-1.9904576780349885,-2.8285032691288214,-0.4815338399010426,0.0
