Date,IWF,IWM,MTUM,SPY,TMHC,VLUE,VXX
2018-09-24,-0.3852624011502516,-0.9890726096333573,-0.09565061107117183,-0.5649532710280374,1.0,-0.5595614665708124,0.0
2018-09-25,-0.3870504114117351,-0.9872085084977184,-0.09863102296000861,-0.5632927311271604,1.0,-0.5569329165319248,0.0
2018-09-26,-0.38756737333812435,-0.9878907653611212,-0.09989220265900108,-0.5629536471433705,1.0,-0.5549766439094502,0.0
2018-09-27,-0.38707473207221466,-0.9908293174135079,-0.09933107962310293,-0.5635114723440985,1.0,-0.5555635474358053,0.0
2018-09-28,-0.3827633576747886,-1.0031812594895526,-0.10042657797700817,-0.568288626997325,1.0,-0.5604439303014966,0.0
2018-10-01,-0.38575721371420296,-1.0021722602367764,-0.09992397089171282,-0.571051011911227,1.0,-0.5615292712066905,0.0
2018-10-02,-0.38568581264721874,-1.0097843812284835,-0.09813371987678929,-0.5699583257836566,1.0,-0.5602826599021562,0.0
2018-10-03,-0.3897271033500165,-0.9937895006027838,-0.09341321740401126,-0.5897417162897746,1.0,-0.5865634018923758,0.0
2018-10-04,-0.3974893866198214,-0.9854706485141269,-0.0943126921387791,-0.6005343287951984,1.0,-0.5819792124139951,0.0
2018-10-05,-0.38933274962606246,-0.984021013461749,-0.08463755426653533,-0.6040275801685454,1.0,-0.5861515450001824,0.0
2018-10-08,-0.38743989508961096,-0.9810578464228472,-0.0803584438292292,-0.6079702753897712,1.0,-0.5858589538102871,0.0
2018-10-09,-0.3866972644155466,-0.981495647105963,-0.07846137034203912,-0.6088587768185626,1.0,-0.587076093687393,0.0
2018-10-10,-0.38628383321141185,-0.9891367959034383,-0.07435991221653256,-0.6118507681053402,1.0,-0.5959765910753475,0.0
2018-10-11,-0.3384153961509623,-0.9992858928125112,-0.005641446781161853,-0.6061341807405292,1.0,-0.6210947263184204,0.0
2018-10-12,-0.3437963420662382,-0.9963985594237694,-0.0004590071322646705,-0.5887649177317986,1.0,-0.6014052679895487,0.0
2018-10-15,-0.2968361180234625,-1.0581230003554924,-0.0,-0.5879488091006044,1.0,-0.6119800924280128,0.0
2018-10-16,-0.29107530324049374,-1.0685448013374597,-0.0,-0.5867392309607655,1.0,-0.6107139045992958,0.0
2018-10-17,-0.2768566008571629,-1.0428230169324808,-0.0,-0.5806224970139816,1.0,-0.612660718049603,0.0
2018-10-18,-0.2785834976063081,-1.0480498451140523,-0.0,-0.579449450858913,1.0,-0.6140523796113772,0.0
2018-10-19,-0.26162343564287216,-1.0398168216458086,-0.0,-0.580787247430609,1.0,-0.6135426134377404,0.0
2018-10-22,-0.2628135605079943,-1.0429975859776792,-0.0,-0.5799251303222195,1.0,-0.6128118112164574,0.0
2018-10-23,-0.25588038226892834,-1.0513453468279437,-0.0,-0.5951264238106992,1.0,-0.6240787107239835,0.0
2018-10-24,-0.2582715345122647,-1.0518397033656588,-0.0,-0.6107743867655447,1.0,-0.6444309754706218,0.0
2018-10-25,-0.22236855786226734,-1.010154923231553,-0.0,-0.6188611236266592,1.0,-0.6144595016116176,0.0
2018-10-26,-0.21634565689280916,-1.001722771594942,-0.0,-0.6183716362884609,1.0,-0.6091031251076732,0.0
2018-10-29,-0.18423411002343856,-1.0269543637115677,-0.0,-0.6095064111402179,1.0,-0.6261546946091272,0.0
2018-10-30,-0.18727586206896552,-1.027241379310345,-0.0,-0.6097241379310345,1.0,-0.6240344827586207,0.0
2018-10-31,-0.18861185520983584,-1.0179270554296311,-0.0,-0.6071502163610139,1.0,-0.6206126794422694,0.0
2018-11-01,-0.216750651607298,-1.009244135534318,-0.0,-0.6193223284100782,1.0,-0.6299565595134665,0.0
2018-11-02,-0.22994020303156726,-0.9679112779863718,-0.0,-0.6474064803226255,1.0,-0.6313099707968294,0.0
2018-11-05,-0.2252433936022253,-0.9818845618915159,-0.0,-0.6490264255910987,1.0,-0.6208970792767733,0.0
2018-11-06,-0.22332428481937777,-0.9803716851117145,-0.0,-0.6518062225934433,1.0,-0.6246954827034176,0.0
2018-11-07,-0.22247003066629495,-0.9838653470867021,-0.0,-0.6519027042096459,1.0,-0.6265681628101477,0.0
2018-11-08,-0.19343684083128737,-0.9874476987447698,-0.0,-0.6430720287700128,1.0,-0.6339430824025727,0.0
2018-11-09,-0.19576444490658904,-0.9897403902810996,-0.0,-0.6439638140792348,1.0,-0.6365810543828637,0.0
2018-11-12,-0.1958966197280559,-0.9691727502335397,-0.0,-0.6585821541016503,1.0,-0.6361969345742656,0.0
2018-11-13,-0.16276588421559854,-0.9725339023886554,-0.0,-0.6688924072416879,1.0,-0.6376746747435809,0.0
2018-11-14,-0.16474356766438192,-0.9719629387248994,-0.0,-0.6699962112079358,1.0,-0.6376192608411119,0.0
2018-11-15,-0.16390284180829837,-0.973955824674878,-0.0,-0.6739833482419322,1.0,-0.6285694626023534,0.0
2018-11-16,-0.15503440528015727,-0.975073725600337,-0.0,-0.704535879792164,1.0,-0.6760988625193092,0.0
2018-11-19,-0.14731178989841787,-0.9869748345308462,-0.0,-0.7191094750999893,1.0,-0.6860510388277351,0.0
2018-11-20,-0.08280299816150474,-0.9839485221326545,-0.0,-0.7377315796916986,1.0,-0.7310847122047801,0.0
2018-11-21,-0.09109098567818029,-0.9809744453805109,-0.0,-0.7390831227183374,1.0,-0.6991013760179724,0.0
2018-11-23,-0.09088337223283119,-1.0030412334677135,-0.0,-0.7391258221939317,1.0,-0.7032675578187991,0.0
2018-11-26,-0.08969958600191077,-1.0115353313753939,-0.0,-0.7367042921340363,1.0,-0.7004706132125544,0.0
2018-11-27,-0.07500265214470102,-1.0253898652710494,-0.0,-0.7368718837299764,1.0,-0.69892853354079,0.0
2018-11-28,-0.07726597325408617,-1.0185381730701195,-0.0,-0.7406424679827354,1.0,-0.701372673883818,0.0
2018-11-29,-0.05927482921702576,-1.006866351375022,-0.0,-0.7351900507969872,1.0,-0.7019092660711158,0.0
2018-11-30,-0.058811166765911235,-1.007145609303303,-0.0,-0.7354723457914462,1.0,-0.7013205366212476,0.0
2018-12-03,-0.0565727288639944,-1.0078417643969892,-0.0,-0.7354454752319272,1.0,-0.7009277087344653,0.0
2018-12-04,-0.051591044046246815,-1.0092912780746794,-0.0,-0.7328233609277306,1.0,-0.6992210695448671,0.0
2018-12-06,-0.04151919411924857,-0.9541587258371904,-0.0,-0.7342771576368092,1.0,-0.6732915872583719,0.0
2018-12-07,-0.055833048238111534,-0.9579199452617175,-0.0,-0.7401642148477591,1.0,-0.6672596647280191,0.0
2018-12-10,-0.019159561096579136,-0.9734687638006589,-0.0,-0.7516730645106497,1.0,-0.6527839114040153,0.0
2018-12-11,-0.0,-0.9940156830375567,-0.0,-0.75440225615628,1.0,-0.6908446828999861,0.0
