Date,AVLR,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-05-22,1.0,-0.0,-0.9534625565707454,-0.5716847408419434,-3.3683716164289983,-2.6454615318930914,0.0
2019-05-23,1.0,-0.0,-0.9401862770229856,-0.6141160386225755,-3.384944031444929,-2.6055712210544306,0.0
2019-05-24,1.0,-0.0,-0.8786667800357112,-0.6439078309667545,-3.373182552504039,-2.606836153388317,0.0
2019-05-28,1.0,-0.0,-0.8710472628357703,-0.6461237674260455,-3.374872492349541,-2.60846650799048,0.0
2019-05-29,1.0,-0.0,-0.8988389960730749,-0.6577599453645211,-3.4041318080928806,-2.576062830800751,0.0
2019-05-30,1.0,-0.0,-0.891324746225369,-0.6578520856436065,-3.3992152179476243,-2.58193295231596,0.0
2019-05-31,1.0,-0.0,-0.89549564920662,-0.6530455553659785,-3.3966899846442584,-2.58573622248763,0.0
2019-06-03,1.0,-0.0,-0.8902418400135295,-0.6735159817351598,-3.372061559276171,-2.5202097074243195,0.0
2019-06-04,1.0,-0.0,-0.8885404305814545,-0.7033395490761146,-3.4082047804712663,-2.4759281234107475,0.0
2019-06-05,1.0,-0.0,-0.8243637880684188,-0.7774718397997497,-3.4102628285356698,-2.3316645807259073,0.0
2019-06-06,1.0,-0.0,-0.832665999332666,-0.7907907907907907,-3.407907907907908,-2.3103937270603936,0.0
2019-06-07,1.0,-0.0,-0.8015127388535033,-0.7797770700636943,-3.2207006369426754,-2.1597929936305733,0.0
2019-06-10,1.0,-0.0,-0.8104382470119521,-0.758804780876494,-3.2161752988047807,-2.182629482071713,0.0
2019-06-11,1.0,-0.0,-0.8111253812811046,-0.8234869160378874,-3.216246588537486,-2.1761117354310486,0.0
2019-06-12,1.0,-0.0,-0.8347260163908082,-0.8401896191547484,-3.209143499919653,-2.1506508115057046,0.0
2019-06-13,1.0,-0.0,-0.8564989939637827,-0.8589134808853118,-3.1919517102615695,-2.141006036217304,0.0
2019-06-14,1.0,-0.0,-0.8339477480365443,-0.8983010097772078,-3.186167655072928,-2.095688411604424,0.0
2019-06-17,1.0,-0.0,-0.7325658622979854,-0.7874695594421076,-2.930927606818685,-1.928566157479153,0.0
2019-06-18,1.0,-0.0,-0.7787009609132288,-0.7818076728560075,-2.8194494617440933,-1.8450256484358065,0.0
2019-06-19,1.0,-0.0,-0.7428468727534149,-0.814665708123652,-2.8048885693745507,-1.8266714593817397,0.0
2019-06-20,1.0,-0.0,-0.7605289636337501,-0.8022135978151501,-2.799338795457812,-1.8248526663791864,0.0
2019-06-21,1.0,-0.0,-0.7662578436965203,-0.7969908727895036,-2.7676839703365657,-1.7997005134055903,0.0
2019-06-24,1.0,-0.0,-0.7447310137886689,-0.8086732871329569,-2.7540187182967775,-1.837036507823105,0.0
2019-06-25,1.0,-0.0,-0.7159284497444633,-0.8035917092561045,-2.7460249858035204,-1.8326944917660417,0.0
2019-06-26,1.0,-0.0,-0.7188695282617934,-0.8002549936251594,-2.727723473579827,-1.8363082589601925,0.0
2019-06-27,1.0,-0.0,-0.717843206810926,-0.8151826888967719,-2.72770485987939,-1.8339127350124158,0.0
2019-06-28,1.0,-0.0,-0.7084603928799377,-0.8144103255088292,-2.7349833345152827,-1.8338415715197502,0.0
2019-07-01,1.0,-0.0,-0.6952488847978475,-0.821072010196134,-2.7459463286837074,-1.8184521702187921,0.0
2019-07-02,1.0,-0.0,-0.6927109159169796,-0.8173124601544238,-2.755684635545796,-1.817949989374513,0.0
2019-07-03,1.0,-0.0,-0.6770036816765789,-0.8288020390824129,-2.759629000283206,-1.814712546020957,0.0
2019-07-05,1.0,-0.0,-0.6812495582726694,-0.8206233656088769,-2.7507244328221074,-1.8150399321506818,0.0
2019-07-08,1.0,-0.0,-0.6856678674860494,-0.814014268559723,-2.7459913823550184,-1.8180405453132726,0.0
2019-07-09,1.0,-0.0,-0.6713459367945824,-0.8153922121896162,-2.7425225733634315,-1.8248448081264106,0.0
2019-07-10,1.0,-0.0,-0.6340518455903071,-0.8081854043392505,-2.7718371372217527,-1.8301634263172724,0.0
2019-07-11,1.0,-0.0,-0.6461323066153307,-0.791879593979699,-2.7397969898494923,-1.822541127056353,0.0
2019-07-12,1.0,-0.0,-0.6289035149138775,-0.7971572608878309,-2.7533258647248284,-1.8225038510012606,0.0
2019-07-15,1.0,-0.0,-0.6258222533240028,-0.8116165150454864,-2.7635409377186844,-1.7969909027291813,0.0
2019-07-16,1.0,-0.0,-0.6224653334262421,-0.7805031008292105,-2.7498432165005924,-1.8152741969200754,0.0
2019-07-17,1.0,-0.0,-0.6594952420355813,-0.7572748586401875,-2.711005378568473,-1.7677561715625427,0.0
2019-07-18,1.0,-0.0,-0.6636628309995841,-0.7772078192153057,-2.7281297657008183,-1.7628587272979341,0.0
2019-07-19,1.0,-0.0,-0.668,-0.7931034482758622,-2.692068965517241,-1.7433793103448278,0.0
2019-07-22,1.0,-0.0,-0.6502000827928798,-0.7850834828204774,-2.701324686076997,-1.7627983993376568,0.0
2019-07-23,1.0,-0.0,-0.6396414748421267,-0.7691315271270455,-2.640524207238405,-1.7410198954301623,0.0
2019-07-24,1.0,-0.0,-0.6426876398399891,-0.791036680452912,-2.6264831514000946,-1.7199132144552172,0.0
2019-07-25,1.0,-0.0,-0.6149366917191414,-0.8049969530773918,-2.6474371995395765,-1.7036359943124113,0.0
2019-07-26,1.0,-0.0,-0.5529144688522402,-0.8042331575081793,-2.627094878814182,-1.6926620818588505,0.0
2019-07-29,1.0,-0.0,-0.5604489930670188,-0.8068009243974908,-2.573192472763288,-1.6624628590293826,0.0
2019-07-30,1.0,-0.0,-0.5688431742725083,-0.7980600221339758,-2.5258772215350564,-1.617277520994727,0.0
2019-07-31,1.0,-0.0,-0.5990279465370595,-0.779113640723924,-2.4507258425529193,-1.5662850930485386,0.0
2019-08-01,1.0,-0.0,-0.6166305318199209,-0.7669940058665987,-2.442481826297666,-1.5505675296518302,0.0
2019-08-02,1.0,-0.0,-0.5765842916564717,-0.7876192806459508,-2.3572302422314655,-1.3955223880597016,0.0
2019-08-05,1.0,-0.0,-0.5718380290279304,-0.769849981705086,-2.3555921453835835,-1.4010245151847787,0.0
2019-08-06,1.0,-0.0,-0.5655801203742328,-0.7475120672188785,-2.274000357547226,-1.3720278886836303,0.0
2019-08-07,1.0,-0.0,-0.5573916133617627,-0.7248874674247809,-2.2658137882018483,-1.3746742478085763,0.0
2019-08-08,1.0,-0.0,-0.5619008166646942,-0.731980115990058,-2.260326665877619,-1.363652503254823,0.0
2019-08-09,1.0,-0.0,-0.5642789373814041,-0.7399193548387096,-2.271228652751423,-1.3543643263757115,0.0
2019-08-12,1.0,-0.0,-0.5522696416976566,-0.7747476536213919,-2.2643291423174547,-1.311492828050292,0.0
2019-08-13,1.0,-0.0,-0.522625236294896,-0.7714437618147448,-2.2843809073724004,-1.328922495274102,0.0
2019-08-14,1.0,-0.0,-0.5362855798635615,-0.7659374264878852,-2.26393789696542,-1.3148082804046106,0.0
2019-08-15,1.0,-0.0,-0.5676157607132586,-0.796261144664941,-2.2080529191832037,-1.180155306298533,0.0
2019-08-16,1.0,-0.0,-0.5797226043099496,-0.7907496561210454,-2.1876432828977532,-1.173143053645117,0.0
2019-08-19,1.0,-0.0,-0.5494098192393226,-0.8050977932371558,-2.1971830985915495,-1.1505388606945317,0.0
2019-08-20,1.0,-0.0,-0.5768023321000112,-0.7751990133423028,-2.161172777217177,-1.0928355196770938,0.0
2019-08-21,1.0,-0.0,-0.5781871115838979,-0.7909971446167627,-2.152175130171883,-1.0774312748446335,0.0
2019-08-22,1.0,-0.0,-0.5839188134270101,-0.7687074829931974,-2.14101706256273,-1.0823017731682836,0.0
2019-08-23,1.0,-0.0,-0.5781842516172205,-0.769852777158153,-2.1396944010707113,-1.0888913673879097,0.0
2019-08-26,1.0,-0.0,-0.5421945576732401,-0.7697477140024237,-2.137600528809078,-1.058885094194117,0.0
2019-08-27,1.0,-0.0,-0.5318974021703387,-0.7672914611421682,-2.1241916036391535,-1.0572728269209688,0.0
2019-08-28,1.0,-0.0,-0.5210033408182266,-0.7745769209704803,-2.1285393504573085,-1.0526315789473684,0.0
2019-08-29,1.0,-0.0,-0.5101604863887823,-0.7941611436709207,-2.139453360354932,-1.0335761625677822,0.0
2019-08-30,1.0,-0.0,-0.48997103350276,-0.8054325845767066,-2.1511176695633165,-1.0188555500901788,0.0
2019-09-03,1.0,-0.0,-0.4996445173639595,-0.8156412359857806,-2.1470057424118125,-1.0066721356302981,0.0
2019-09-04,1.0,-0.0,-0.5035530775117525,-0.8074778615939652,-2.1535476112386576,-1.0016945446594512,0.0
2019-09-05,1.0,-0.0,-0.5228537144103851,-0.8012435911421403,-2.1627031744300207,-0.9674920911966838,0.0
2019-09-06,1.0,-0.0,-0.5187634408602151,-0.7979569892473118,-2.1433333333333335,-0.9162903225806451,0.0
2019-09-09,1.0,-0.0,-0.5305672155849747,-0.8021741470240017,-2.1445484877838767,-0.9042621892153697,0.0
2019-09-10,1.0,-0.0,-0.4773410594216366,-0.9680752200295194,-2.2193735308587983,-0.8017821024435576,0.0
2019-09-11,1.0,-0.0,-0.46440401846320933,-1.058484930762965,-2.2020635351615527,-0.705403203909856,0.0
2019-09-12,1.0,-0.0,-0.43333693187952066,-1.0668789808917196,-2.193295908452985,-0.7043074597862464,0.0
2019-09-13,1.0,-0.0,-0.4247615968967189,-1.0737568018964496,-2.193847314261085,-0.6952750390603955,0.0
2019-09-16,1.0,-0.0,-0.4234341252699784,-1.0949784017278616,-2.186123110151188,-0.6949784017278617,0.0
2019-09-17,1.0,-0.0,-0.5378751786565031,-1.0547350590228153,-2.1013710232385794,-0.5995447567624795,0.0
2019-09-18,1.0,-0.0,-0.4973369192638296,-1.0543690344354797,-2.1078943205189056,-0.6137741918472815,0.0
2019-09-19,1.0,-0.0,-0.502082344878486,-1.0588855501080712,-2.0965259106963994,-0.6143180979492856,0.0
2019-09-20,1.0,-0.0,-0.5044482101249735,-1.0839334886676553,-2.091188307561957,-0.6159711925439526,0.0
2019-09-23,1.0,-0.0,-0.5035685963521015,-1.0790906687813904,-2.0901401004493785,-0.6140100449378799,0.0
2019-09-24,1.0,-0.0,-0.5035442234447736,-1.074322894625476,-2.0937367752856537,-0.6182289462547609,0.0
2019-09-25,1.0,-0.0,-0.5098091198303287,-1.073488865323436,-2.1038176033934253,-0.6151113467656416,0.0
2019-09-26,1.0,-0.0,-0.46109632783395416,-1.2680681213411389,-2.085204896221394,-0.5075572112825971,0.0
2019-09-27,1.0,-0.0,-0.4495886433295693,-1.2590740442006776,-2.1192665483680164,-0.5492283701672313,0.0
2019-09-30,1.0,-0.0,-0.46137199740315943,-1.2753191949794416,-2.12286301666306,-0.550530188270937,0.0
2019-10-01,1.0,-0.0,-0.4444625054182922,-1.292696142175986,-2.1235912440398788,-0.5575422626788037,0.0
2019-10-02,1.0,-0.0,-0.45532355667011937,-1.336422613531047,-2.1308401024914136,-0.5290301477402823,0.0
2019-10-03,1.0,-0.0,-0.5355460501380692,-1.3191293518869458,-2.104445286696627,-0.4553576262927067,0.0
2019-10-04,1.0,-0.0,-0.5450384175249305,-1.3465751185221513,-2.096343523513705,-0.4612827638820773,0.0
2019-10-07,1.0,-0.0,-0.5470888550945036,-1.3151205735389961,-2.0998805127091025,-0.4691505539865305,0.0
2019-10-08,1.0,-0.0,-0.5553391755923401,-1.3259764145840096,-2.067781023477226,-0.4604024667315807,0.0
2019-10-09,1.0,-0.0,-0.5636853448275863,-1.3109375,-2.078071120689655,-0.4352370689655173,0.0
2019-10-10,1.0,-0.0,-0.5978704623193203,-1.389109566368752,-2.0446320203023283,-0.48532494758909855,0.0
2019-10-11,1.0,-0.0,-0.6226278187095333,-1.4682406787229292,-2.0094329091315024,-0.48091091761553917,0.0
2019-10-14,1.0,-0.040895104895104895,-0.5789650349650349,-1.4995804195804197,-2.020419580419581,-0.4546013986013986,0.0
2019-10-15,1.0,-0.03889789303079416,-0.5764824232940257,-1.4923154306153243,-2.0190577320739953,-0.4619683675180238,0.0
2019-10-16,1.0,-0.016723721869914138,-0.5994163533307144,-1.5266288792861553,-2.018912396879735,-0.45030585330265455,0.0
2019-10-17,1.0,-0.03414046362175809,-0.5455014918521919,-1.611200367225155,-2.0353454211613498,-0.511762680743631,0.0
2019-10-18,1.0,-0.010494147494666437,-0.5729112610275039,-1.6520209882949892,-2.002075765438505,-0.5285129447039152,0.0
2019-10-21,1.0,-0.02309335488713123,-0.5417123722648808,-1.6527336758847642,-2.000057733387218,-0.555741585358813,0.0
2019-10-22,1.0,-0.0,-0.49482176574927045,-1.658236539451851,-1.9915317274131714,-0.57721576929679,0.0
2019-10-23,1.0,-0.0,-0.4916233060781063,-1.6556120990336782,-2.00583223740637,-0.5648693464463378,0.0
2019-10-24,1.0,-0.05504639706724711,-0.45807079848779925,-1.7299805246878222,-1.9593309657463625,-0.5256615878107458,0.0
2019-10-25,1.0,-0.07077997671711292,-0.44388824214202555,-1.809545983701979,-1.9724679860302676,-0.5240395809080326,0.0
2019-10-28,1.0,-0.06976879962634285,-0.4661373190098085,-1.823388603456329,-1.9602405418028959,-0.5188580102755722,0.0
2019-10-29,1.0,-0.11949316595295359,-0.45667859447410103,-1.8830292720126707,-1.8886021000762596,-0.5183316712618056,0.0
2019-10-30,1.0,-0.12279981225064539,-0.45476413987326914,-1.881189861534851,-1.8884064773527338,-0.5200070406007979,0.0
2019-10-31,1.0,-0.1225688935895176,-0.4578412362653505,-1.8792526000352547,-1.881837945825254,-0.534285210646924,0.0
2019-11-01,1.0,-0.10964575078360637,-0.46566917026435634,-1.9005263469158435,-1.8908865101425278,-0.5473416523744751,0.0
2019-11-04,1.0,-0.11084877818439383,-0.4547278951717625,-1.9143548577499707,-1.888974147090072,-0.5335851729429819,0.0
2019-11-05,1.0,-0.15702183510320963,-0.47178141033289583,-2.001372151294595,-1.8487650638348647,-0.48693473332537884,0.0
2019-11-06,1.0,-0.14167821215589424,-0.46045418950665623,-2.015541232455876,-1.8559725317751943,-0.5500271068007951,0.0
2019-11-07,1.0,-0.14333875142977545,-0.42893263500090295,-2.0247426404189994,-1.863764975016555,-0.5593883571127566,0.0
2019-11-08,1.0,-0.13754104341481213,-0.41876444120150796,-2.062811625927277,-1.8910981393651953,-0.5702906481819288,0.0
2019-11-11,1.0,-0.13834669277366457,-0.39386893471210915,-2.1247628954292357,-1.8751147280181117,-0.5866731934161415,0.0
2019-11-12,1.0,-0.13983491287068175,-0.3580556404769184,-2.122592479364109,-1.8928767960868238,-0.6009782940996637,0.0
2019-11-13,1.0,-0.19019242706393547,-0.3649906890130354,-2.2487895716945996,-1.830291744258225,-0.5730602110490379,0.0
2019-11-14,1.0,-0.18919925512104285,-0.36300434512725016,-2.2486033519553073,-1.8230912476722534,-0.5834264432029795,0.0
2019-11-15,1.0,-0.18965410172017635,-0.35862882692665965,-2.2672172887039683,-1.8107805998882196,-0.5838042600757622,0.0
2019-11-18,1.0,-0.2134475693797728,-0.3446327683615819,-2.264915875085367,-1.8113242689513878,-0.5741603029738623,0.0
2019-11-19,1.0,-0.2385250128932439,-0.42773336771531717,-2.2998968540484785,-1.8570139247034552,-0.6235172769468799,0.0
2019-11-20,1.0,-0.24914675767918087,-0.4396934767209736,-2.312962843711765,-1.841522313091635,-0.5962392942237105,0.0
2019-11-21,1.0,-0.334007304983042,-0.38775110879206887,-2.3760109574745627,-1.7810461779285152,-0.6434907383250716,0.0
2019-11-22,1.0,-0.35846973239802543,-0.3756170433878929,-2.3762665627435697,-1.7707846193816572,-0.6140555988568459,0.0
2019-11-25,1.0,-0.36341764744131605,-0.37590220430457116,-2.37798296378178,-1.7728720983158852,-0.6122634761688015,0.0
2019-11-26,1.0,-0.3652585815326715,-0.35474660956459675,-2.381740315359159,-1.7676983972487184,-0.6194276815261827,0.0
2019-11-27,1.0,-0.3639831878435176,-0.39489169091496923,-2.3610733915292594,-1.7407694794697703,-0.6055609440672486,0.0
2019-11-29,1.0,-0.42573435504469986,-0.37196679438058755,-2.379885057471265,-1.7175606641123884,-0.49061302681992336,0.0
2019-12-02,1.0,-0.44341457091003367,-0.3890329271454498,-2.4401737101374126,-1.7175265750583355,-0.4915737619911849,0.0
2019-12-03,1.0,-0.42456798912691734,-0.38612387547731536,-2.4448255776325154,-1.7266196362694972,-0.48993592647725065,0.0
2019-12-04,1.0,-0.4498576604554865,-0.43478260869565216,-2.431353519668737,-1.691899585921325,-0.4620859213250517,0.0
2019-12-05,1.0,-0.4620017019048243,-0.4176212607187275,-2.47352228840741,-1.6777508673168815,-0.514891667212149,0.0
2019-12-06,1.0,-0.5270592916832472,-0.4688287571295928,-2.476124154397135,-1.6884202148826102,-0.4718132378299509,0.0
2019-12-09,1.0,-0.49698038949582685,-0.40164212526294363,-2.579968786048721,-1.7715953043360249,-0.5354549772681007,0.0
2019-12-10,1.0,-0.6318019136659119,-0.38528960631071507,-2.896209188518004,-1.9387919070922504,-0.4520487911766854,0.0
2019-12-11,1.0,-0.6445224000584667,-0.3662939413871227,-2.903676094423737,-1.932982533070233,-0.46086384564788424,0.0
2019-12-12,1.0,-0.6534617348799883,-0.3571168016342015,-2.8933391697672723,-1.9297439264609326,-0.4618807908367988,0.0
2019-12-13,1.0,-0.6614374315943086,-0.36023349142648664,-2.9454213790587374,-1.908573513316308,-0.42101422838380154,0.0
2019-12-16,1.0,-0.6729723853011524,-0.35246792781039354,-2.9620932086685507,-1.893020221787345,-0.36739870986446327,0.0
2019-12-17,1.0,-0.8191292778475867,-0.285313031266169,-3.027644319609727,-1.9223150269790823,-0.3370537364180649,0.0
2019-12-18,1.0,-0.960361187633915,-0.31443220079583717,-3.0786654423018063,-1.9295990205081115,-0.36922252831343744,0.0
2019-12-19,1.0,-0.9622281571919115,-0.30545593285005723,-3.0668447157573446,-1.929339946585273,-0.366730255627623,0.0
2019-12-20,1.0,-0.9643867023309133,-0.31287734046618265,-3.06977455101261,-1.930531142529614,-0.3647688192586932,0.0
2019-12-23,1.0,-0.9675299870119948,-0.3259989303995721,-3.0624952249980897,-1.9295591718236687,-0.3544961417984567,0.0
2019-12-24,1.0,-0.9705366002595224,-0.3292878406228532,-3.0586214792763915,-1.924814899625983,-0.34982062437981837,0.0
2019-12-26,1.0,-0.990280203508239,-0.3448249677272382,-3.0368289163945628,-1.9132052547649785,-0.30845166679322655,0.0
2019-12-27,1.0,-0.9767264402899657,-0.3712323540633346,-3.066768409004197,-1.9069820679130103,-0.3089660434948493,0.0
2019-12-30,1.0,-1.0163055959580494,-0.3750287070351374,-3.095766669218403,-1.914491311337365,-0.2536170864273138,0.0
2019-12-31,1.0,-1.0093507678272768,-0.3604987076174548,-3.0947240383153414,-1.892352136232325,-0.24532461608636158,0.0
2020-01-02,1.0,-1.0092895758775604,-0.36571994213051096,-3.100890885555471,-1.8938551739891876,-0.24457473539937563,0.0
2020-01-03,1.0,-1.0415030415030413,-0.34072534072534066,-3.1140371140371137,-1.9367059367059367,-0.2669592669592669,0.0
2020-01-06,1.0,-1.0564660194174758,-0.36691262135922326,-3.1420582524271845,-1.9335922330097086,-0.2679611650485437,0.0
2020-01-07,1.0,-1.0540121061617258,-0.36108955455533137,-3.1437994722955147,-1.9365978581406176,-0.26478348595374823,0.0
2020-01-08,1.0,-1.0508844385568457,-0.3491779007246942,-3.1644977791630953,-1.9414010753526065,-0.2864489986752903,0.0
2020-01-09,1.0,-1.0516149214045514,-0.3666223508250567,-3.16305622898256,-1.938531320872761,-0.3006178149683272,0.0
2020-01-10,1.0,-1.0662537243217816,-0.36788458522816375,-3.167555276775914,-1.9372745805237575,-0.30170926768072764,0.0
2020-01-13,1.0,-1.064723397586585,-0.36749725748315304,-3.165648017552108,-1.9361385362795798,-0.3018335684062059,0.0
2020-01-14,1.0,-1.1415600821095848,-0.34312332228012,-3.207958313595453,-1.9445760303173851,-0.25785567661455866,0.0
2020-01-15,1.0,-1.1574081390754642,-0.34887396286052946,-3.204741209008297,-1.9389964440932437,-0.25207427894113,0.0
