Date,IWF,IWM,KIM,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4246232055275122,-0.8456306161171374,1.0,-0.0,-0.6984570221601689,-0.6112841442021981,0.0
2018-09-25,-0.4222054380664652,-0.8525032369443245,1.0,-0.0,-0.7037476622068767,-0.618148467846353,0.0
2018-09-26,-0.4251359038053065,-0.8557799618389315,1.0,-0.0,-0.7045397271123591,-0.61468121107391,0.0
2018-09-27,-0.4258006477150054,-0.853832313781936,1.0,-0.0,-0.7043540842029508,-0.6144296509535805,0.0
2018-09-28,-0.4248911596445148,-0.8545317166192925,1.0,-0.0,-0.7041341344942972,-0.6144712697441801,0.0
2018-10-01,-0.4250180505415162,-0.8612274368231047,1.0,-0.0,-0.7061371841155234,-0.6177617328519854,0.0
2018-10-02,-0.4249702047744591,-0.8639893098342302,1.0,-0.0,-0.7054425945321247,-0.6171764960814763,0.0
2018-10-03,-0.4247960141526464,-0.8619394902159001,1.0,-0.0,-0.705646617084266,-0.6179507545671168,0.0
2018-10-04,-0.43758628206059724,-0.8559906997020998,1.0,-0.0,-0.7239337353774613,-0.6154181501126208,0.0
2018-10-05,-0.42034854291705837,-0.8463374068985466,1.0,-0.0,-0.7281075999710753,-0.620796876129872,0.0
2018-10-08,-0.4166787212498192,-0.8432301461015478,1.0,-0.0,-0.7351366989729495,-0.6212932156806018,0.0
2018-10-09,-0.4107524544433576,-0.8445821106401479,1.0,-0.0,-0.7394848386044995,-0.6279752200847734,0.0
2018-10-10,-0.4094954411711286,-0.8490319299647645,1.0,-0.0,-0.7408187729303645,-0.6331504958407499,0.0
2018-10-11,-0.3334738617200675,-0.8308740865654862,1.0,-0.0,-0.7127248454187746,-0.6361368746486791,0.0
2018-10-12,-0.33141230384668796,-0.8221774753506457,1.0,-0.0,-0.6989307040688792,-0.6192195528398833,0.0
2018-10-15,-0.29427717126764485,-0.8635352200820527,1.0,-0.0,-0.6953619358876296,-0.6236701202976149,0.0
2018-10-16,-0.2870231666956976,-0.8788712767810485,1.0,-0.0,-0.6947918481100853,-0.6230273471520641,0.0
2018-10-17,-0.2631218777800588,-0.8356942448504756,1.0,-0.0,-0.6899336207486485,-0.6328269349209608,0.0
2018-10-18,-0.2622266333550087,-0.8340121154043602,1.0,-0.0,-0.692699955508402,-0.6334919059516068,0.0
2018-10-19,-0.24337259427718003,-0.820949730151726,1.0,-0.0,-0.6965479786836836,-0.6334476087030312,0.0
2018-10-22,-0.2434009635611047,-0.8141752052656578,1.0,-0.0,-0.6992264368596051,-0.6360181855194408,0.0
2018-10-23,-0.24112390853803556,-0.8155131994699827,1.0,-0.0,-0.702578738151055,-0.6383311249278021,0.0
2018-10-24,-0.2392212822342269,-0.8106547073013285,1.0,-0.0,-0.7050929229096592,-0.6425780586416607,0.0
2018-10-25,-0.19838109966766476,-0.7606857293277615,1.0,-0.0,-0.7210687374551676,-0.6102793590207627,0.0
2018-10-26,-0.21020211101122102,-0.7730163486831153,1.0,-0.0,-0.7257350248060467,-0.6207172110678254,0.0
2018-10-29,-0.19691797845898923,-0.775840927920464,1.0,-0.0,-0.7198011599005799,-0.6214747307373654,0.0
2018-10-30,-0.1696842386049148,-0.7842352705811743,1.0,-0.0,-0.7285518989030042,-0.651862225334267,0.0
2018-10-31,-0.17158665473942286,-0.7704336878375244,1.0,-0.0,-0.7244806679256536,-0.6465891395818839,0.0
2018-11-01,-0.1439668049792531,-0.79701244813278,1.0,-0.0,-0.7275684647302905,-0.650954356846473,0.0
2018-11-02,-0.15580839912426192,-0.7580773568632655,1.0,-0.0,-0.7521727592383732,-0.6511643335765939,0.0
2018-11-05,-0.15703521757891592,-0.7557340591496,1.0,-0.0,-0.7524811630763104,-0.6540312676336841,0.0
2018-11-06,-0.15540271132376396,-0.7546517809675704,1.0,-0.0,-0.7550505050505051,-0.6576289207868156,0.0
2018-11-07,-0.1550058110576125,-0.7543416901876142,1.0,-0.0,-0.7541092478831147,-0.6571476008633572,0.0
2018-11-08,-0.1300029598447726,-0.7534449304436478,1.0,-0.0,-0.7445325089617523,-0.6607031275693097,0.0
2018-11-09,-0.1292720634189665,-0.7536594190980559,1.0,-0.0,-0.7458307292523272,-0.6606361632841025,0.0
2018-11-12,-0.1285747043600747,-0.7354145510531661,1.0,-0.0,-0.7539555147901857,-0.6578438759131261,0.0
2018-11-13,-0.10308241401687217,-0.7303049967553538,1.0,-0.0,-0.7571706683971449,-0.6540882543802726,0.0
2018-11-14,-0.10391927843747974,-0.7296411654013367,1.0,-0.0,-0.7572188696385698,-0.653688923496204,0.0
2018-11-15,-0.10288626992630111,-0.7303334307327685,1.0,-0.0,-0.7578974708613356,-0.655498198110451,0.0
2018-11-16,-0.09666189484643414,-0.7208810515356584,1.0,-0.0,-0.7635671525247267,-0.672371160853722,0.0
2018-11-19,-0.09525049643543083,-0.7218984993001074,1.0,-0.0,-0.7649663074969888,-0.6731664442201895,0.0
2018-11-20,-0.06111165001455039,-0.7138746079477479,1.0,-0.0,-0.7689074271672003,-0.6894946163546416,0.0
2018-11-21,-0.06633355754139841,-0.7070561481054419,1.0,-0.0,-0.7672720284423946,-0.6623106242593126,0.0
2018-11-23,-0.0674279499728113,-0.6979176662508396,1.0,-0.0,-0.7704634871893292,-0.6628602501359434,0.0
2018-11-26,-0.0670482158843842,-0.6993541373577185,1.0,-0.0,-0.7692479856759177,-0.6616575009592021,0.0
2018-11-27,-0.05886655641775855,-0.7006424119068821,1.0,-0.0,-0.7643429589110801,-0.6564050375270322,0.0
2018-11-28,-0.06047014664249133,-0.6960905938861851,1.0,-0.0,-0.7665489709577886,-0.6578553933263352,0.0
2018-11-29,-0.03817009904103128,-0.684106272598648,1.0,-0.0,-0.7617355761672694,-0.6601477755069958,0.0
2018-11-30,-0.03803596127247579,-0.6843015214384508,1.0,-0.0,-0.7626367408525084,-0.658493650194895,0.0
2018-12-03,-0.04041519434628975,-0.6867743563856638,1.0,-0.0,-0.766027258960121,-0.6617554265522463,0.0
2018-12-04,-0.03610210569387177,-0.687419344685405,1.0,-0.0,-0.7638097636209121,-0.660193258002581,0.0
2018-12-06,-0.027669798904226987,-0.632977258118821,1.0,-0.0,-0.7644394110985278,-0.6357626029200208,0.0
2018-12-07,-0.05287241044284953,-0.652960165480929,1.0,-0.0,-0.7903908233303037,-0.6378851035822859,0.0
2018-12-10,-0.026607951373813808,-0.6571977919741983,1.0,-0.0,-0.7939899522421384,-0.6233641381876821,0.0
2018-12-11,-0.02259045491218271,-0.6592502947930243,1.0,-0.0,-0.7930552969651835,-0.6281573884441135,0.0
2018-12-12,-0.02256082423038729,-0.6593532770605759,1.0,-0.0,-0.7928252234359483,-0.6285377358490566,0.0
2018-12-13,-0.020413267060552066,-0.6580387008034011,1.0,-0.0,-0.8156866422832848,-0.6319359779924348,0.0
