Date,GOL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-19,1.0,-1.1423876041788943,-3.059748796807137,-0.0,-3.4430097429275737,-3.093320812301913,0.0
2018-11-20,1.0,-0.9806729537780883,-3.022819885900571,-0.0,-3.4622191174758417,-3.1772033996972877,0.0
2018-11-21,1.0,-1.0008065445327803,-2.995506394745938,-0.0,-3.454545454545454,-3.071206360179744,0.0
2018-11-23,1.0,-1.000114810562572,-2.9592422502870264,-0.0,-3.4561423650975893,-3.0655568312284736,0.0
2018-11-26,1.0,-0.9995386389850058,-3.0005767012687428,-0.0,-3.463667820069204,-3.070126874279124,0.0
2018-11-27,1.0,-0.9894560268392043,-3.1942247783369275,-0.0,-3.6047208243469924,-3.193386053199137,0.0
2018-11-28,1.0,-0.9941254046277425,-3.1839108020621025,-0.0,-3.612156815729529,-3.1987771250449586,0.0
2018-11-29,1.0,-0.8641094608817682,-3.0942579815226288,-0.0,-3.557127821307449,-3.1790433867383934,0.0
2018-11-30,1.0,-0.8652158652158652,-3.0976950976950977,-0.0,-3.5631215631215625,-3.1738621738621737,0.0
2018-12-03,1.0,-0.8577767398411957,-3.0939981317141525,-0.0,-3.557333021952359,-3.167795422699673,0.0
2018-12-04,1.0,-0.8247723558253561,-3.1232780761148726,-0.0,-3.5539341583002564,-3.1720756479103436,0.0
2018-12-06,1.0,-0.7671324018629408,-2.811820802838767,-0.0,-3.497338656021291,-3.0127522732313152,0.0
2018-12-07,1.0,-0.7688470066518847,-2.810753880266075,-0.0,-3.4974501108647447,-3.0094235033259427,0.0
2018-12-10,1.0,-0.6619641888225719,-2.791861096039067,-0.0,-3.4694519804666304,-2.9284861638632664,0.0
2018-12-11,1.0,-0.6318843753421658,-2.8349939778824043,-0.0,-3.4932661775977225,-2.9891601883280416,0.0
2018-12-12,1.0,-0.6653889515219843,-2.931116121758737,-0.0,-3.6135287485907557,-3.0639233370913193,0.0
2018-12-13,1.0,-0.6636292046349421,-2.91315108561143,-0.0,-3.619642254471819,-3.0534368320395995,0.0
2018-12-14,1.0,-0.689206025597463,-2.872012685468343,-0.0,-3.686487710952543,-3.0788311247026847,0.0
2018-12-17,1.0,-0.6149549754929898,-2.9126866522284276,-0.0,-3.678787187963069,-3.1921805539724155,0.0
2018-12-18,1.0,-0.5595061163827597,-2.9015662512861553,-0.0,-3.7187607179604436,-3.2526580541900074,0.0
2018-12-19,1.0,-0.5778542742398164,-2.909236947791164,-0.0,-3.7259896729776245,-3.261503155479059,0.0
2018-12-20,1.0,-0.5667234525837592,-2.842248722316865,-0.0,-3.7233390119250425,-3.2249858035207266,0.0
2018-12-21,1.0,-0.5566212156228333,-2.933903397272937,-0.0,-3.842500577767506,-3.222209382944303,0.0
2018-12-24,1.0,-0.47839401156856076,-2.825677668141091,-0.0,-3.791539072246796,-3.2461154587728256,0.0
2018-12-26,1.0,-0.4776947463768116,-2.902060688405797,-0.0,-3.727355072463768,-3.2153532608695654,0.0
2018-12-27,1.0,-0.2330139852439159,-2.8500165180046246,-0.0,-3.5664574386080825,-3.3625151415042396,0.0
2018-12-28,1.0,-0.22274725274725274,-2.855824175824176,-0.0,-3.5591208791208793,-3.3513186813186815,0.0
2018-12-31,1.0,-0.22288163534454333,-2.858006374326849,-0.0,-3.5585229146060007,-3.350807781074843,0.0
2019-01-02,1.0,-0.21229050279329612,-2.848614306057619,-0.0,-3.5477051155657793,-3.345382845875781,0.0
2019-01-03,1.0,-0.24071436397501916,-2.8414594061575547,-0.0,-3.567985099156349,-3.306453380081078,0.0
2019-01-04,1.0,-0.10909090909090909,-2.889820359281437,-0.0,-3.5367446924333152,-3.3515514425694066,0.0
2019-01-07,1.0,-0.016060412678153585,-2.7830248883216337,-0.0,-3.543820463731121,-3.2932354818123803,0.0
2019-01-08,1.0,-0.030957755562721703,-2.748253251639256,-0.0,-3.6421584435128453,-3.327958722992583,0.0
2019-01-09,1.0,-0.021950958346718067,-2.7069279366099157,-0.0,-3.6364707142092305,-3.3424349502088018,0.0
2019-01-10,1.0,-0.028081457663451232,-2.6984994640943194,-0.0,-3.6504823151125403,-3.3411575562700966,0.0
2019-01-11,1.0,-0.03211206896551724,-2.67198275862069,-0.0,-3.6801724137931036,-3.3915948275862076,0.0
2019-01-14,1.0,-0.03601946998377501,-2.6795024337479716,-0.0,-3.688696592752839,-3.4124391563007026,0.0
2019-01-15,1.0,-0.022130614016055546,-2.662725103059232,-0.0,-3.6954870904751576,-3.4679973963983515,0.0
2019-01-16,1.0,-0.0,-2.6918032786885244,-0.0,-3.684153005464481,-3.5530054644808744,0.0
2019-01-17,1.0,-0.0,-2.6808533916849018,-0.0,-3.6967177242888405,-3.563347921225383,0.0
2019-01-18,1.0,-0.0,-2.7049454221430165,-0.0,-3.7511695255067945,-3.682223212296725,0.0
2019-01-22,1.0,-0.0,-2.6131818719678144,-0.0,-4.291326470240208,-3.92841083895397,0.0
2019-01-23,1.0,-0.0,-2.498990618691367,-0.0,-4.335233345208408,-4.040969006056288,0.0
2019-01-24,1.0,-0.0,-2.4972040452111837,-0.0,-4.355740630577038,-4.044735276621059,0.0
2019-01-25,1.0,-0.0,-2.2769192109561502,-0.0,-4.878502324412615,-4.408845332328182,0.0
2019-01-28,1.0,-0.0,-2.2070961248112733,-0.0,-4.9682939104177155,-4.406265727226976,0.0
2019-01-29,1.0,-0.0,-2.1708275250285136,-0.0,-5.0220504372069446,-4.479787099226968,0.0
2019-01-30,1.0,-0.0,-2.1628024832129733,-0.0,-5.015203344735841,-4.491574813125554,0.0
2019-01-31,1.0,-0.0,-2.2191554311879926,-0.0,-4.919613329941491,-4.580641058254897,0.0
2019-02-01,1.0,-0.0,-2.1722361809045228,-0.0,-4.8983668341708535,-4.492211055276382,0.0
2019-02-04,1.0,-0.0,-2.175606079638236,-0.0,-4.899761336515513,-4.485742997110916,0.0
2019-02-05,1.0,-0.0,-2.1761970591931634,-0.0,-4.88852582631645,-4.502827698881488,0.0
2019-02-06,1.0,-0.0,-2.139572864321608,-0.0,-4.902763819095477,-4.520477386934673,0.0
2019-02-07,1.0,-0.0,-2.160880503144654,-0.0,-4.921635220125786,-4.496100628930817,0.0
2019-02-08,1.0,-0.0,-2.17860311826594,-0.0,-4.993535302319685,-4.503866142730384,0.0
2019-02-11,1.0,-0.0,-2.1640684896498854,-0.0,-5.049706107845643,-4.564145157168413,0.0
2019-02-12,1.0,-0.0,-2.214065312419645,-0.0,-5.080097711493957,-4.562483929030599,0.0
2019-02-13,1.0,-0.0,-2.266794871794872,-0.0,-5.042307692307692,-4.511410256410256,0.0
2019-02-14,1.0,-0.0,-2.1656378600823047,-0.0,-5.1419753086419755,-4.552597736625515,0.0
2019-02-15,1.0,-0.0,-2.255792996910402,-0.0,-5.101699279093718,-4.515834191555098,0.0
2019-02-19,1.0,-0.0,-2.1798690460906407,-0.0,-5.153293105661831,-4.505584799075619,0.0
2019-02-20,1.0,-0.0,-2.2184278350515463,-0.0,-5.166365979381443,-4.50180412371134,0.0
2019-02-21,1.0,-0.0,-2.232402522197915,-0.0,-5.1558357997683695,-4.48011838888174,0.0
2019-02-22,1.0,-0.0,-2.2277520576131686,-0.0,-5.157278806584363,-4.474922839506173,0.0
2019-02-25,1.0,-0.0,-2.245946652719665,-0.0,-5.262683054393305,-4.566553347280334,0.0
2019-02-26,1.0,-0.0,-2.2331336285491012,-0.0,-5.255014326647564,-4.536077103412347,0.0
2019-02-27,1.0,-0.0,-2.2199608610567516,-0.0,-5.293020221787345,-4.533333333333334,0.0
2019-02-28,1.0,-0.0,-2.231694560669456,-0.0,-5.302693514644352,-4.5409257322175725,0.0
2019-03-01,1.0,-0.0,-2.2351863963374754,-0.0,-5.302943100065402,-4.542315238718117,0.0
2019-03-04,1.0,-0.0,-2.215670859538784,-0.0,-5.3005765199161425,-4.586609014675052,0.0
2019-03-05,1.0,-0.0,-2.1816983122362865,-0.0,-5.389240506329114,-4.614715189873418,0.0
2019-03-06,1.0,-0.0,-2.169350580781415,-0.0,-5.417766631467793,-4.6124604012671595,0.0
2019-03-07,1.0,-0.0,-2.0453057483304966,-0.0,-5.476757889223518,-4.572083278774388,0.0
2019-03-08,1.0,-0.0,-2.018928715263794,-0.0,-5.719022687609075,-4.686669351590817,0.0
2019-03-11,1.0,-0.0,-1.979397993311037,-0.0,-5.627023411371238,-4.771505016722408,0.0
2019-03-12,1.0,-0.0,-1.821202966218072,-0.0,-5.827657237022796,-5.083630870639935,0.0
2019-03-13,1.0,-0.0,-1.9154693820616542,-0.0,-5.904589203515134,-5.1290277584042405,0.0
2019-03-14,1.0,-0.0,-1.9155184411969381,-0.0,-5.887543493389005,-5.11482254697286,0.0
2019-03-15,1.0,-0.0,-1.916044513311734,-0.0,-5.956050147908156,-5.2142555289477395,0.0
2019-03-18,1.0,-0.0,-2.011712612483931,-0.0,-5.998857306099128,-5.273103842308242,0.0
2019-03-19,1.0,-0.0,-2.011276049100771,-0.0,-5.956180416785612,-5.30588067370825,0.0
2019-03-20,1.0,-0.0,-2.0,-0.0,-5.935760171306209,-5.339614561027837,0.0
2019-03-21,1.0,-0.0,-2.014925373134328,-0.0,-6.078501722158438,-5.258036739380023,0.0
2019-03-22,1.0,-0.0,-1.7965226840532462,-0.0,-5.9133387666395,-4.873403966313501,0.0
2019-03-25,1.0,-0.0,-1.4482624481327802,-0.0,-5.813148340248963,-4.7053941908713695,0.0
2019-03-26,1.0,-0.0,-1.4951923076923077,-0.0,-5.764553014553014,-4.734017671517671,0.0
2019-03-27,1.0,-0.0,-1.456719521705225,-0.0,-5.801793605406811,-4.738497530543281,0.0
2019-03-28,1.0,-0.0,-1.4295830055074745,-0.0,-5.855887752425912,-4.827694728560189,0.0
2019-03-29,1.0,-0.0,-1.414394336654431,-0.0,-5.859727320398531,-4.835474567383325,0.0
2019-04-01,1.0,-0.0,-1.4363826177737178,-0.0,-5.817173430771238,-4.7961633824872765,0.0
2019-04-02,1.0,-0.0,-1.497195042400522,-0.0,-5.873581213307241,-4.675538160469667,0.0
2019-04-03,1.0,-0.0,-1.4918736185151473,-0.0,-5.860356260564296,-4.649980496684436,0.0
2019-04-04,1.0,-0.0,-1.5003260727794443,-0.0,-5.88874396765358,-4.653710708230077,0.0
2019-04-05,1.0,-0.0,-1.496004192322809,-0.0,-5.921000917070615,-4.684003668282458,0.0
2019-04-08,1.0,-0.0,-1.4702099737532808,-0.0,-5.953149606299212,-4.7,0.0
2019-04-09,1.0,-0.0,-1.4459012051383924,-0.0,-6.090716461395842,-4.706661369355053,0.0
2019-04-10,1.0,-0.0,-1.3532934131736527,-0.0,-6.007289768289508,-4.656990367091903,0.0
2019-04-11,1.0,-0.0,-1.3130366900858703,-0.0,-6.070908144678637,-4.626854020296643,0.0
2019-04-12,1.0,-0.0,-1.3223366801408267,-0.0,-6.085408788629548,-4.631764245664364,0.0
2019-04-15,1.0,-0.0,-1.346946815495732,-0.0,-6.099540380827315,-4.685489166119502,0.0
2019-04-16,1.0,-0.0,-1.3536745406824147,-0.0,-6.0939632545931754,-4.675853018372703,0.0
2019-04-17,1.0,-0.0,-1.3487118822292326,-0.0,-6.137749737118822,-4.6575972660357525,0.0
2019-04-18,1.0,-0.0,-1.3673254281949934,-0.0,-6.1436100131752305,-4.664295125164691,0.0
2019-04-22,1.0,-0.0,-1.364200026957811,-0.0,-6.3135193422294105,-4.801051354630004,0.0
2019-04-23,1.0,-0.0,-1.4044688252609043,-0.0,-6.253278030505753,-4.721969494246722,0.0
2019-04-24,1.0,-0.0,-1.363020071779875,-0.0,-6.207364083477336,-4.722185298418184,0.0
2019-04-25,1.0,-0.0,-1.2505797474877611,-0.0,-6.056171089925277,-4.576526668384437,0.0
2019-04-26,1.0,-0.0,-1.2454756980351605,-0.0,-6.121380558428129,-4.559720785935884,0.0
2019-04-29,1.0,-0.0,-1.210026926529042,-0.0,-6.065521220669317,-4.546608539556353,0.0
2019-04-30,1.0,-0.0,-1.1760950070233687,-0.0,-6.046609628399948,-4.54705657004214,0.0
2019-05-01,1.0,-0.0,-1.198206278026906,-0.0,-6.07085201793722,-4.543241511851378,0.0
2019-05-02,1.0,-0.0,-1.199053950396318,-0.0,-6.011250319611353,-4.574149833802097,0.0
2019-05-03,1.0,-0.0,-1.2250222731322389,-0.0,-5.959144711722032,-4.543337151584574,0.0
2019-05-06,1.0,-0.0,-1.1515113190843558,-0.0,-5.950550145440748,-4.5448336916656125,0.0
2019-05-07,1.0,-0.0,-1.1581483830057069,-0.0,-5.964235890932149,-4.559923906150919,0.0
2019-05-08,1.0,-0.0,-1.1897609212667417,-0.0,-5.8226311177869565,-4.504819126298661,0.0
2019-05-09,1.0,-0.0,-1.183027868440874,-0.0,-5.891413507406478,-4.4790359025859905,0.0
2019-05-10,1.0,-0.0,-1.1896097377337183,-0.0,-5.892081817041034,-4.46693437068641,0.0
2019-05-13,1.0,-0.0,-1.1805433829973708,-0.0,-5.8754225616627025,-4.464379616877426,0.0
2019-05-14,1.0,-0.0,-1.0409250514590145,-0.0,-5.746821649110062,-4.320135609637971,0.0
2019-05-15,1.0,-0.0,-1.0678315738381263,-0.0,-5.818225943453465,-4.248513529911419,0.0
2019-05-16,1.0,-0.0,-1.0902549091352605,-0.0,-5.830467130137823,-4.275887303329675,0.0
2019-05-17,1.0,-0.0,-1.0697703289882061,-0.0,-5.87473618870267,-4.470142768466791,0.0
2019-05-20,1.0,-0.0,-1.0427339901477832,-0.0,-5.835591133004926,-4.436945812807882,0.0
2019-05-21,1.0,-0.0,-1.069437652811736,-0.0,-5.755501222493888,-4.4,0.0
2019-05-22,1.0,-0.0,-1.0180245133381398,-0.0,-5.672795001201634,-4.325402547464551,0.0
2019-05-23,1.0,-0.0,-0.9765156961418643,-0.019889767553318952,-5.713275820752456,-4.2722262161514495,0.0
2019-05-24,1.0,-0.0,-0.8548483758839744,-0.10499820208558072,-5.712573414838787,-4.313676135682607,0.0
2019-05-28,1.0,-0.0,-0.8626320845341018,-0.09053794428434198,-5.730187319884726,-4.324327569644573,0.0
2019-05-29,1.0,-0.0,-0.9183424741011579,-0.10883607556368069,-5.848994515539306,-4.311517367458867,0.0
2019-05-30,1.0,-0.0,-0.9081284984181066,-0.09515697249939158,-5.842054027743977,-4.32307130688732,0.0
2019-05-31,1.0,-0.0,-0.9252741954923467,-0.11196818127033867,-5.777148366879595,-4.23815837049536,0.0
2019-06-03,1.0,-0.0,-0.9458222971346016,-0.213700939080183,-5.78485432217674,-4.095111967252588,0.0
2019-06-04,1.0,-0.0,-0.9585585585585584,-0.2211411411411411,-5.762762762762763,-4.069669669669669,0.0
2019-06-05,1.0,-0.0,-0.8600209619191801,-0.31815535111214627,-5.66926749737976,-3.7980668452311632,0.0
2019-06-06,1.0,-0.0,-0.9090591523055427,-0.2664182580344667,-5.6314625058220775,-3.8372147182114578,0.0
2019-06-07,1.0,-0.0,-0.9404498310220254,-0.2806199743619625,-5.602144272229344,-3.830322806199744,0.0
2019-06-10,1.0,-0.0,-0.9338804762455207,-0.2295688359727199,-5.577274303548722,-3.818518090394174,0.0
2019-06-11,1.0,-0.0,-0.9290465631929047,-0.3036527015987863,-5.606138405881667,-3.831135488388377,0.0
2019-06-12,1.0,-0.0,-0.9411970190964136,-0.3061248253376805,-5.584303679552865,-3.81264555193293,0.0
2019-06-13,1.0,-0.0,-0.9774638019617002,-0.3429472209248015,-5.555698271835591,-3.8007940214852876,0.0
2019-06-14,1.0,-0.0,-0.9554028877503493,-0.3592221704704238,-5.551001397298556,-3.7784117373078714,0.0
2019-06-17,1.0,-0.0,-0.9473317056156261,-0.3571677711893966,-5.557493314730845,-3.764562260202302,0.0
2019-06-18,1.0,-0.0,-0.9784871616932685,-0.36328938237335184,-5.497108489474901,-3.72704140643072,0.0
2019-06-19,1.0,-0.0,-0.9035759168285159,-0.4216839940591797,-5.4284245401576605,-3.670855706614875,0.0
2019-06-20,1.0,-0.0,-0.9296080447948806,-0.4028111073020226,-5.423837275739915,-3.6710090275397094,0.0
2019-06-21,1.0,-0.0,-0.9567005598080658,-0.4047755055409574,-5.383297155261054,-3.6797669370501542,0.0
2019-06-24,1.0,-0.0,-0.9114083219021489,-0.4189529035208048,-5.358139003200732,-3.7426840420667578,0.0
2019-06-25,1.0,-0.0,-0.8731283575265745,-0.42907760886958507,-5.376385872671163,-3.7512858612412847,0.0
2019-06-26,1.0,-0.0,-0.877992897239088,-0.41230381486997364,-5.350784740520105,-3.814984534310917,0.0
2019-06-27,1.0,-0.0,-0.8714614499424627,-0.45443037974683537,-5.369620253164556,-3.8119677790563866,0.0
2019-06-28,1.0,-0.0,-0.8052619485294117,-0.4821920955882353,-5.39361213235294,-3.8080193014705883,0.0
2019-07-01,1.0,-0.0,-0.8032454361054766,-0.47554654045526257,-5.294117647058823,-3.6959657426188866,0.0
2019-07-02,1.0,-0.0,-0.8365894974590625,-0.4598531902879729,-5.279164313946922,-3.7173348390739696,0.0
2019-07-03,1.0,-0.0,-0.8375691855868067,-0.46165141759855416,-5.277871907827855,-3.718513498249181,0.0
2019-07-05,1.0,-0.0,-0.8491544532130778,-0.4516347237880496,-5.264599774520857,-3.7084554678692223,0.0
2019-07-08,1.0,-0.0,-0.9731088506956623,-0.4534081608792237,-5.386297205658833,-3.878989828130481,0.0
2019-07-09,1.0,-0.0,-0.9478250674170476,-0.46031187712510263,-5.408371438621175,-3.908078321022394,0.0
2019-07-10,1.0,-0.0,-0.9495778611632271,-0.4589587242026267,-5.406425891181989,-3.9111163227016887,0.0
2019-07-11,1.0,-0.0,-0.956842969391345,-0.46815996247214725,-5.3938079043039755,-3.9086431335757004,0.0
2019-07-12,1.0,-0.0,-0.9862788788554004,-0.4621789609475783,-5.378562214143309,-3.900551190336578,0.0
2019-07-15,1.0,-0.0,-1.0593569661995055,-0.5375103050288541,-5.379578377105171,-3.800730184901661,0.0
2019-07-16,1.0,-0.0,-1.0743362831858407,-0.5486725663716814,-5.382064896755161,-3.794336283185841,0.0
2019-07-17,1.0,-0.0,-1.13519513905118,-0.511334423930825,-5.310820285113344,-3.7276232764664643,0.0
2019-07-18,1.0,-0.0,-1.1282887077997672,-0.510244470314319,-5.29755529685681,-3.7054714784633296,0.0
2019-07-19,1.0,-0.0,-1.1319089642359499,-0.5274036228518346,-5.263469577333953,-3.6889224338132833,0.0
2019-07-22,1.0,-0.0,-1.1584454409566518,-0.5331723582844659,-5.1800620903759915,-3.6265378866275726,0.0
2019-07-23,1.0,-0.0,-1.1692095904554318,-0.5341287140071125,-5.161867615005163,-3.606516003212114,0.0
2019-07-24,1.0,-0.0,-1.167716084716657,-0.5868345735546652,-5.133371493989697,-3.5601602747567256,0.0
2019-07-25,1.0,-0.0,-1.1100238935032427,-0.6202070770281034,-5.132893389464103,-3.5148481055865286,0.0
2019-07-26,1.0,-0.0,-1.094433737671466,-0.6250991951025962,-5.118353928126063,-3.4985829271057702,0.0
2019-07-29,1.0,-0.0,-1.1005081874647091,-0.6348955392433653,-5.075663466967815,-3.4819875776397513,0.0
2019-07-30,1.0,-0.0,-1.098451452469764,-0.6453034927093931,-5.067254436532158,-3.492257262348819,0.0
2019-07-31,1.0,-0.0,-1.1193522817347978,-0.6454535160231004,-5.063979164307553,-3.4948476956177106,0.0
2019-08-01,1.0,-0.0,-1.1765834932821497,-0.6337360280004516,-5.031161792932144,-3.449023371344699,0.0
2019-08-02,1.0,-0.0,-1.1243034231775277,-0.7221653588081429,-5.054133970203572,-3.4719663368588654,0.0
2019-08-05,1.0,-0.0,-1.1108352144469527,-0.6808126410835215,-5.029571106094808,-3.4654627539503386,0.0
2019-08-06,1.0,-0.0,-1.0900695349847893,-0.6393959148196436,-4.765862668405041,-3.369513255106476,0.0
2019-08-07,1.0,-0.0,-1.1956705385427666,-0.5539598732840548,-4.536008447729673,-3.274234424498416,0.0
2019-08-08,1.0,-0.0,-1.194915254237288,-0.5448093220338983,-4.559427966101695,-3.29406779661017,0.0
2019-08-09,1.0,-0.0,-1.1321521625846795,-0.5310057321521626,-4.457634184471079,-3.3011985409067224,0.0
2019-08-12,1.0,-0.0,-1.1063364894391843,-0.5951513890333993,-4.469982311934242,-3.2332743731141402,0.0
2019-08-13,1.0,-0.0,-1.0647235763924905,-0.576599937765792,-4.487086401825537,-3.244061819313349,0.0
2019-08-14,1.0,-0.0,-1.0935666495110654,-0.5655172413793104,-4.420277920741122,-3.213998970663922,0.0
2019-08-15,1.0,-0.0,-1.1396014206787688,-0.5702446724546172,-4.203137332280979,-2.95284135753749,0.0
2019-08-16,1.0,-0.0,-1.1515629622325214,-0.5713440489103638,-4.184301350951583,-2.953752095454097,0.0
2019-08-19,1.0,-0.0,-1.0630799605133268,-0.6105626850937809,-4.247680157946693,-2.9503455083909182,0.0
2019-08-20,1.0,-0.0,-1.0440166392570378,-0.6537680178001354,-4.124600948050691,-2.851601044790558,0.0
2019-08-21,1.0,-0.0,-1.0561091225694108,-0.6756312276289058,-4.119183515526749,-2.8231595240398564,0.0
2019-08-22,1.0,-0.0,-1.0656751014100831,-0.6561715279119181,-4.117828858412208,-2.818427660807418,0.0
2019-08-23,1.0,-0.0,-1.04473759678807,-0.6571073511136603,-4.072268425580728,-2.7852021795239463,0.0
2019-08-26,1.0,-0.0,-0.9733456732993985,-0.6487737158722814,-3.977602961591856,-2.655159648310967,0.0
2019-08-27,1.0,-0.0,-0.9521408269918401,-0.6388557806912992,-3.932612083982763,-2.6448152562574494,0.0
2019-08-28,1.0,-0.0,-0.920285871357889,-0.6636430273043796,-3.9484148799706795,-2.6301997434487814,0.0
2019-08-29,1.0,-0.0,-0.8554908031323986,-0.6897650701147332,-3.9489164086687305,-2.6116372245492623,0.0
2019-08-30,1.0,-0.0,-0.8258981087684373,-0.696950502216994,-3.945796760474165,-2.5803094742557238,0.0
2019-09-03,1.0,-0.0,-0.8640014278065322,-0.7406746385864715,-3.8404426200249864,-2.4787613778333037,0.0
2019-09-04,1.0,-0.0,-0.8607730851825339,-0.7400680028632786,-3.86265211166786,-2.484162491052255,0.0
2019-09-05,1.0,-0.0,-0.8867521367521367,-0.7302350427350427,-3.8582621082621085,-2.427973646723647,0.0
2019-09-06,1.0,-0.0,-0.8664428937373023,-0.7483437858846391,-3.8470099814504017,-2.3714336189382563,0.0
2019-09-09,1.0,-0.0,-0.8789399542172918,-0.7449374889945414,-3.8264659270998416,-2.354111639373129,0.0
2019-09-10,1.0,-0.0,-0.8313518273888155,-0.9084984588287098,-3.8355790400704532,-2.231263760457948,0.0
2019-09-11,1.0,-0.0,-0.8045145930693943,-0.9630544043735121,-3.850983158451636,-2.1990124327660703,0.0
2019-09-12,1.0,-0.0,-0.8064459471326951,-0.9541582506366909,-3.837797488363924,-2.183454816896461,0.0
2019-09-13,1.0,-0.0,-0.8130571578395386,-0.9613703897919945,-3.811833595525258,-2.1534696731340675,0.0
