Date,IWF,IWM,MTUM,SPKE,SPY,VLUE,VXX
2018-09-24,-1.6487747957993,-2.7964357695979634,-0.6787949506735971,1.0,-2.326084650472048,-2.157526254375729,0.0
2018-09-25,-1.6502755404832556,-2.791013141161509,-0.6833403984739296,1.0,-2.32164052564646,-2.1514412886816445,0.0
2018-09-26,-1.6504133983464069,-2.791074835700657,-0.6829552681789274,1.0,-2.3223447106211577,-2.153169387322451,0.0
2018-09-27,-1.6667730949340145,-2.784695615155385,-0.6919965942954448,1.0,-2.335249042145594,-2.1641123882503193,0.0
2018-09-28,-1.6667730949340145,-2.784695615155385,-0.6921030225627927,1.0,-2.335249042145594,-2.1641123882503193,0.0
2018-10-01,-1.6672342236884112,-2.783228690007449,-0.6923486219006066,1.0,-2.335106949026285,-2.1636692561455786,0.0
2018-10-02,-1.6685817640174485,-2.7704011065006915,-0.6974146185764443,1.0,-2.3370571337376314,-2.1660814980317054,0.0
2018-10-03,-1.6723181915120493,-2.756771166560034,-0.6962038814246108,1.0,-2.3517807634890167,-2.1861804222648753,0.0
2018-10-04,-1.6716687952320135,-2.7462750106428264,-0.6954022988505747,1.0,-2.3503618561089827,-2.1790123456790123,0.0
2018-10-05,-1.6424242424242426,-2.739074960127592,-0.6548644338118023,1.0,-2.3814992025518342,-2.21477937267411,0.0
2018-10-08,-1.6354862657757983,-2.7286032453070317,-0.6431222823205006,1.0,-2.386891504931594,-2.2115812917594653,0.0
2018-10-09,-1.6334817642069552,-2.7282654792196777,-0.6388888888888888,1.0,-2.3880407124681935,-2.213528413910093,0.0
2018-10-10,-1.6329449152542375,-2.7251059322033897,-0.6391949152542373,1.0,-2.3865466101694914,-2.2095338983050845,0.0
2018-10-11,-1.4511323603422244,-2.685254151987922,-0.39013588324106696,1.0,-2.322496225465526,-2.2164066431806746,0.0
2018-10-12,-1.4551294722277128,-2.6561573433484877,-0.35975489227119983,1.0,-2.2654674836924293,-2.1469658035184818,0.0
2018-10-15,-1.4126247159932825,-2.7392077447397014,-0.28677269584115384,1.0,-2.273831868023313,-2.1661562777832657,0.0
2018-10-16,-1.4143723287943544,-2.786899910545671,-0.2669714740085478,1.0,-2.2897326309511974,-2.181393499652122,0.0
2018-10-17,-1.3503628447024674,-2.6678277697145623,-0.1989356555394291,1.0,-2.268214804063861,-2.190420899854862,0.0
2018-10-18,-1.3548918840298652,-2.675749054591292,-0.19926306603316202,1.0,-2.2713080577911375,-2.1952875012120625,0.0
2018-10-19,-1.3693442296192944,-2.7524416982260314,-0.15567071955351805,1.0,-2.387681881602551,-2.3009766792904127,0.0
2018-10-22,-1.3750747756729809,-2.7390827517447653,-0.1411764705882353,1.0,-2.401296111665005,-2.31345962113659,0.0
2018-10-23,-1.3753113480123542,-2.7363754109793765,-0.14416658364053003,1.0,-2.397130616718143,-2.3101524359868484,0.0
2018-10-24,-1.371201588877855,-2.7257199602780537,-0.13048659384309833,1.0,-2.394637537239325,-2.3084409136047666,0.0
2018-10-25,-1.2786853552440793,-2.62368293861769,-0.06660222329627839,1.0,-2.4470758820686322,-2.2505558240695986,0.0
2018-10-26,-1.2568745158791637,-2.6354570100697132,-0.0028079008520526722,1.0,-2.5152013942680096,-2.2719790859798605,0.0
2018-10-29,-1.196078431372549,-2.613934894346088,-0.0,1.0,-2.462687987816486,-2.245669141442985,0.0
2018-10-30,-1.1810582312149709,-2.6087204331718437,-0.0,1.0,-2.4581552199107057,-2.2514486558373705,0.0
2018-10-31,-1.1871758604431872,-2.551060820367751,-0.0,1.0,-2.4540311173974536,-2.2373408769448373,0.0
2018-11-01,-1.1436265709156195,-2.598885004252103,-0.0,1.0,-2.4597940092601345,-2.246905414343759,0.0
2018-11-02,-1.1349493823720629,-2.503854369833751,-0.0,1.0,-2.443391845453701,-2.2054425559580197,0.0
2018-11-05,-1.1299355922710725,-2.5517595444786707,-0.0,1.0,-2.458415009801176,-2.1942499766638663,0.0
2018-11-06,-1.1380823452525441,-2.559051442442349,-0.0,1.0,-2.4532723368499676,-2.185790309028102,0.0
2018-11-07,-1.161400512382579,-2.602429072967075,-0.0,1.0,-2.49843438656419,-2.2263023057216054,0.0
2018-11-08,-1.107195708472068,-2.539770625231225,-0.0,1.0,-2.4290603033666294,-2.1729559748427674,0.0
2018-11-09,-1.1104527358577911,-2.5419868530691607,-0.0,1.0,-2.4304231089713917,-2.1755393019164893,0.0
2018-11-12,-1.1074425896892004,-2.49857050631744,-0.0,1.0,-2.447200959144148,-2.169325832334225,0.0
2018-11-13,-1.0337232681411077,-2.4894900383842073,-0.0,1.0,-2.4552184244196673,-2.1605739352951927,0.0
2018-11-14,-1.0341677325050247,-2.4880321578658875,-0.0,1.0,-2.4541384980814906,-2.1594189658322676,0.0
2018-11-15,-1.028938028938029,-2.4792064792064794,-0.0,1.0,-2.4467194467194466,-2.145145145145145,0.0
2018-11-16,-1.0313851817763462,-2.487896916705016,-0.0,1.0,-2.4840312931431203,-2.2006442705936493,0.0
2018-11-19,-1.0410743954218202,-2.4938157651836805,-0.0,1.0,-2.488739154513568,-2.206571903267491,0.0
2018-11-20,-0.9297763109644298,-2.4725889255592226,-0.0,1.0,-2.5025669233590024,-2.2625595892922625,0.0
2018-11-21,-0.9463191586648376,-2.4749885688157294,-0.0,1.0,-2.5165066300868766,-2.2072245084590763,0.0
2018-11-23,-0.9428857715430862,-2.4529058116232467,-0.0,1.0,-2.5130260521042085,-2.2003097103297504,0.0
2018-11-26,-0.940694924504275,-2.454338730216482,-0.0,1.0,-2.5066399854466073,-2.194196834637075,0.0
2018-11-27,-0.9042916142934099,-2.438588615550368,-0.0,1.0,-2.474322140420183,-2.1609804273657747,0.0
2018-11-28,-0.9105149441843716,-2.431580842635938,-0.0,1.0,-2.488386748289521,-2.1719481454807346,0.0
2018-11-29,-0.8186058792466114,-2.3729096989966556,-0.0,1.0,-2.452209118113008,-2.157542686146805,0.0
2018-11-30,-0.8250398441650434,-2.3910926155480787,-0.0,1.0,-2.473171595537454,-2.1650433858686027,0.0
2018-12-03,-0.8190349712262063,-2.3944223107569726,-0.0,1.0,-2.4746347941567066,-2.165471447543161,0.0
