Date,IWF,IWM,MTUM,OSK,SPY,VLUE,VXX
2018-09-24,-0.34300023687861664,-0.6856282359311022,-0.13183987005515888,1.0,-0.6132448986497918,-0.6102669960407431,0.0
2018-09-25,-0.3415937638288457,-0.69557817340096,-0.12468938285052934,1.0,-0.6216768220036083,-0.6204854137590633,0.0
2018-09-26,-0.34130345675638746,-0.6972605547205902,-0.11910780161224209,1.0,-0.6265200163956824,-0.6315411941522066,0.0
2018-09-27,-0.3410224865012645,-0.698995283986057,-0.11882304695509535,1.0,-0.6267514182215843,-0.6318091723053789,0.0
2018-09-28,-0.3412050169167151,-0.6988141211851954,-0.1191346843921944,1.0,-0.6266361368374287,-0.6316940637708897,0.0
2018-10-01,-0.34153509671245985,-0.6983459777185429,-0.11926730913813137,1.0,-0.6266488961793453,-0.6315699542068212,0.0
2018-10-02,-0.34212594389585543,-0.6933747907199235,-0.12129702395189121,1.0,-0.627464379676769,-0.6325554378651723,0.0
2018-10-03,-0.3418050146888023,-0.6849422695907631,-0.12007241921158708,1.0,-0.6308328209332513,-0.6383480221356835,0.0
2018-10-04,-0.3406687429412369,-0.6904753756117595,-0.12012731441870016,1.0,-0.6291796433827305,-0.6419453095588487,0.0
2018-10-05,-0.32810207771826283,-0.6837705980689843,-0.1077411210808229,1.0,-0.6385316092934393,-0.6535430384497288,0.0
2018-10-08,-0.3300479123887748,-0.6884325804243668,-0.10896646132785763,1.0,-0.6390143737166324,-0.6558521560574948,0.0
2018-10-09,-0.3288271330298778,-0.6888326089188542,-0.10582155446798316,1.0,-0.6407132345391696,-0.6582360792634929,0.0
2018-10-10,-0.32864820173625464,-0.6996348353314041,-0.10038583436681825,1.0,-0.6454113269946259,-0.6708695053052226,0.0
2018-10-11,-0.2986179163991484,-0.6954347311864292,-0.06302166052782752,1.0,-0.6399148447267935,-0.6822221471293886,0.0
2018-10-12,-0.30411371237458196,-0.6892307692307693,-0.05946488294314382,1.0,-0.6254849498327759,-0.6661872909698997,0.0
2018-10-15,-0.2759354315817912,-0.7637444279346212,-0.008408753208158854,1.0,-0.6400783466162366,-0.6888085911117116,0.0
2018-10-16,-0.2724474956880517,-0.778720957759816,-0.0,1.0,-0.6414149954344076,-0.6893706246406709,0.0
2018-10-17,-0.25165165165165165,-0.7428094761428095,-0.0,1.0,-0.6401401401401401,-0.7020353687020353,0.0
2018-10-18,-0.25224533404560784,-0.7448833094053621,-0.0,1.0,-0.6392440986945344,-0.702380554906347,0.0
2018-10-19,-0.24669647624132407,-0.7462960491190603,-0.0,1.0,-0.6401161238654565,-0.7037840363053923,0.0
2018-10-22,-0.24738862005673284,-0.7464708826964791,-0.0,1.0,-0.6398798598364758,-0.7034874019689636,0.0
2018-10-23,-0.24822316393606725,-0.7463712502919683,-0.0,1.0,-0.6390937301878608,-0.703059828489439,0.0
2018-10-24,-0.24788156881133405,-0.7551327996784674,-0.0,1.0,-0.6419600093780353,-0.704323944133704,0.0
2018-10-25,-0.22879878991154518,-0.7303278418993128,-0.0,1.0,-0.64137976390122,-0.6877774489493934,0.0
2018-10-26,-0.21072372068751835,-0.719546003065784,-0.0,1.0,-0.6505006359870845,-0.6806692541013013,0.0
2018-10-29,-0.19246386227058632,-0.7269449407178821,-0.0,1.0,-0.6427480916030534,-0.6861458502517459,0.0
2018-10-30,-0.17801897829195373,-0.7282269595736385,-0.0,1.0,-0.6444170024697777,-0.6990770830625244,0.0
2018-10-31,-0.1802923484897484,-0.7159950844059246,-0.0,1.0,-0.6421964944052778,-0.695459543367182,0.0
2018-11-01,-0.20059938758225293,-0.70760310117923,-0.0,1.0,-0.6489673594370969,-0.7003387842856212,0.0
2018-11-02,-0.2737536839483624,-1.099871321240297,-0.0,1.0,-0.8438420987090615,-0.9334606284504586,0.0
2018-11-05,-0.2866001843626917,-1.0859800553088075,-0.0,1.0,-0.8538925668314757,-0.9636302690019274,0.0
2018-11-06,-0.29013069705093836,-1.088346179624665,-0.0,1.0,-0.851122654155496,-0.9594504021447722,0.0
2018-11-07,-0.29178577434000336,-1.0920211871531864,-0.0,1.0,-0.8566924499747771,-0.9633008239448461,0.0
2018-11-08,-0.26735893907168773,-1.0908294757913175,-0.0,1.0,-0.8462821635597815,-0.9658034113182368,0.0
2018-11-09,-0.2696403959403584,-1.0925113811970095,-0.0,1.0,-0.8468445892327611,-0.967631458046193,0.0
2018-11-12,-0.2681038788080573,-1.0801564841018811,-0.0,1.0,-0.849092725153987,-0.964416514066922,0.0
2018-11-13,-0.2423604228609184,-1.0766848364717543,-0.0,1.0,-0.8484473075652462,-0.9620085893624051,0.0
2018-11-14,-0.2449156746031746,-1.076347552910053,-0.0,1.0,-0.8501570767195767,-0.9622189153439153,0.0
2018-11-15,-0.24738661446836868,-1.093332222731248,-0.0,1.0,-0.8732247719795094,-0.9508142101536796,0.0
2018-11-16,-0.2452524413047995,-1.086515686681903,-0.0,1.0,-0.8711406607105755,-0.9525036359858716,0.0
2018-11-19,-0.2490128434265763,-1.0857475373041274,-0.0,1.0,-0.8695706388461699,-0.9520761461407374,0.0
2018-11-20,-0.19924765408623044,-1.0777975280062835,-0.0,1.0,-0.8765656649167045,-0.9801579099665165,0.0
2018-11-21,-0.20568568732821924,-1.0724453378184355,-0.0,1.0,-0.8751281946096731,-0.9489272675062559,0.0
2018-11-23,-0.20563241512377356,-1.0758651832998072,-0.0,1.0,-0.8745843425427974,-0.9491768956032678,0.0
2018-11-26,-0.20445119697778508,-1.0837679136040734,-0.0,1.0,-0.8719254301318113,-0.9461257339958117,0.0
2018-11-27,-0.19501328428367057,-1.085346413243409,-0.0,1.0,-0.8662579194768036,-0.9408951563458001,0.0
2018-11-28,-0.19363286684671416,-1.0959571159669368,-0.0,1.0,-0.8631230051559048,-0.9392748997462967,0.0
2018-11-29,-0.1775974025974026,-1.085064935064935,-0.0,1.0,-0.8573051948051948,-0.9384334415584414,0.0
2018-11-30,-0.17679064479454282,-1.0857560500243626,-0.0,1.0,-0.8574792918629203,-0.9403930485626116,0.0
2018-12-03,-0.1778121061831782,-1.0867108419041425,-0.0,1.0,-0.8588967031180129,-0.9417862514736371,0.0
2018-12-04,-0.16725473496370197,-1.0925497830230766,-0.0,1.0,-0.8551324167579186,-0.9407470495194062,0.0
