Date,ALNY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8549047534270963,-1.5901133463889385,-0.31072339920479497,-1.1338199513381997,-1.0448044626431665,0.0
2018-09-25,1.0,-0.8553544942153662,-1.58908335805399,-0.31183625037080986,-1.1330169089291011,-1.0436665677840404,0.0
2018-09-26,1.0,-0.8567359050445102,-1.5909198813056378,-0.31465875370919877,-1.132640949554896,-1.0397626112759644,0.0
2018-09-27,1.0,-0.8567274022197163,-1.5911330049261083,-0.3147367796308386,-1.1325894711852336,-1.0398836726215206,0.0
2018-09-28,1.0,-0.8529673854927821,-1.5966850828729282,-0.3160458622943028,-1.13366601318838,-1.0414067605299115,0.0
2018-10-01,1.0,-0.8602349293423172,-1.5987716892254487,-0.3157235704489893,-1.1416134994931726,-1.0463299743605032,0.0
2018-10-02,1.0,-0.8638262322472848,-1.5764411027568923,-0.3244420575247643,-1.148705096073517,-1.0539443847714525,0.0
2018-10-03,1.0,-0.8629181324906088,-1.5681235465982948,-0.32365392642060703,-1.1503190030409636,-1.057659054319957,0.0
2018-10-04,1.0,-0.864207829351129,-1.5633676934993743,-0.3244950247274027,-1.151522373830662,-1.0548769588273847,0.0
2018-10-05,1.0,-0.8463637442163957,-1.5550480484043183,-0.30377268952426145,-1.1608731759402064,-1.0659034286392217,0.0
2018-10-08,1.0,-0.8447569877158626,-1.5527268411370245,-0.29475995489881907,-1.173164797341404,-1.0689573319090857,0.0
2018-10-09,1.0,-0.8548771762461245,-1.5608752683043168,-0.3082518483186263,-1.1735034581445265,-1.0647507751013592,0.0
2018-10-10,1.0,-0.8547232824427481,-1.5622018129770994,-0.30713263358778625,-1.1740219465648856,-1.065660782442748,0.0
2018-10-11,1.0,-0.7687042995027786,-1.5998830067271135,-0.16186019303890029,-1.1840304182509507,-1.1351272301842645,0.0
2018-10-12,1.0,-0.7820216939764597,-1.5903531040849295,-0.15174244172628665,-1.150703900300023,-1.094853450265405,0.0
2018-10-15,1.0,-0.7720965048655496,-1.6048828237461854,-0.13537168192549087,-1.1501122819139749,-1.0955835780503254,0.0
2018-10-16,1.0,-0.7738664515757331,-1.6009102955579881,-0.13919456127210925,-1.1508901307829693,-1.096502851875324,0.0
2018-10-17,1.0,-0.7455818417932359,-1.5379142905538932,-0.11388402687595281,-1.1424538422449326,-1.1063745694765965,0.0
2018-10-18,1.0,-0.746934855076558,-1.5409910164416067,-0.1124922311995028,-1.1423244251087632,-1.107407198146788,0.0
2018-10-19,1.0,-0.7297781761147211,-1.5266636791395922,-0.09276271566211067,-1.1460900739412951,-1.1063186197624915,0.0
2018-10-22,1.0,-0.7298902083800134,-1.526047501680484,-0.09483531257002016,-1.1451377996863097,-1.1057024423033834,0.0
2018-10-23,1.0,-0.729199372056515,-1.5280892576810945,-0.0914442700156986,-1.1491926440906035,-1.1086566494729762,0.0
2018-10-24,1.0,-0.7387580299785866,-1.5295277809083736,-0.07049475938239604,-1.1669108531500054,-1.1293812690183702,0.0
2018-10-25,1.0,-0.6824327993483573,-1.4489818083084443,-0.054194949769209876,-1.1717078468639694,-1.0729839804507193,0.0
2018-10-26,1.0,-0.6726959517657192,-1.4323858742463391,-0.049956933677863906,-1.1667204995693368,-1.0614771748492677,0.0
2018-10-29,1.0,-0.6494077290025191,-1.4524307230530096,-0.025566811384466953,-1.1582247949831161,-1.074234871629951,0.0
2018-10-30,1.0,-0.6578085574703388,-1.4538573039136737,-0.030224942288076446,-1.1589091104310947,-1.0676974284640577,0.0
2018-10-31,1.0,-0.6574632843791722,-1.4383978638184247,-0.03204272363150868,-1.1524165554072097,-1.0601335113484647,0.0
2018-11-01,1.0,-0.654178674351585,-1.441615967552567,-0.028551606361404632,-1.1523108122531753,-1.0600917920802648,0.0
2018-11-02,1.0,-0.6543403152666811,-1.4767868710861587,-0.03212049233426906,-1.15876700496653,-1.0764413733534874,0.0
2018-11-05,1.0,-0.6487828574512874,-1.4932800777244024,-0.031629513682733305,-1.159982727910617,-1.0638527554380095,0.0
2018-11-06,1.0,-0.6541118066047916,-1.4967083962875025,-0.029624433412475715,-1.1568098424347073,-1.058817181092165,0.0
2018-11-07,1.0,-0.648951124567474,-1.5010813148788926,-0.040873702422145324,-1.1552227508650519,-1.0604995674740483,0.0
2018-11-08,1.0,-0.5986577181208054,-1.6871316019842428,-0.0,-1.2951269331777064,-1.255091917128684,0.0
2018-11-09,1.0,-0.6030918779645137,-1.6928617438660187,-0.0,-1.2988229782748726,-1.2610528781401886,0.0
2018-11-12,1.0,-0.601773008281815,-1.6616120377930712,-0.0,-1.3123177417473462,-1.2565612970955324,0.0
2018-11-13,1.0,-0.5713378003696857,-1.6539394639556375,-0.0,-1.3058572088724585,-1.2452056377079483,0.0
2018-11-14,1.0,-0.5717916137229988,-1.65334411458935,-0.0,-1.3057063647914982,-1.2448307727850296,0.0
2018-11-15,1.0,-0.5696567637727141,-1.653244880299971,-0.0,-1.3057398327083933,-1.240034612056533,0.0
2018-11-16,1.0,-0.5746294580824456,-1.6621699861046781,-0.0,-1.311081519221862,-1.241836498378879,0.0
2018-11-19,1.0,-0.5663840982168956,-1.6838935983630516,-0.0,-1.3356328558900905,-1.2602747734580533,0.0
2018-11-20,1.0,-0.49628511725098684,-1.6707104713257488,-0.0,-1.3425237984676108,-1.2949849082888323,0.0
2018-11-21,1.0,-0.517545385998492,-1.6774549040078883,-0.0,-1.3588538947856852,-1.2462734180151962,0.0
2018-11-23,1.0,-0.5200764818355641,-1.6553682136856134,-0.0,-1.369140738165595,-1.2494930181354658,0.0
2018-11-26,1.0,-0.5186108534322821,-1.6673237476808906,-0.0,-1.3660134508348796,-1.2458835807050093,0.0
2018-11-27,1.0,-0.5147987257457284,-1.6679409209383145,-0.0,-1.3650738488271068,-1.244251375615407,0.0
2018-11-28,1.0,-0.5156675354763973,-1.6668983492615117,-0.0,-1.3651317694758183,-1.2443672169128295,0.0
2018-11-29,1.0,-0.4495607739564793,-1.6518344146523514,-0.0,-1.3722799563644716,-1.2678417637939943,0.0
2018-11-30,1.0,-0.4533387199168927,-1.6632423385467767,-0.0,-1.3877185894846193,-1.2669821665608587,0.0
2018-12-03,1.0,-0.45026811970247366,-1.6632647177535604,-0.0,-1.386726633223779,-1.2656979761286975,0.0
2018-12-04,1.0,-0.44255319148936173,-1.663887291546866,-0.0,-1.3820586543990798,-1.2618746405980448,0.0
