Date,IWF,IWM,MCY,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2862969004893964,-0.8570111355415277,1.0,-0.04135045038655224,-0.6758280729129725,-0.6858997091992339,0.0
2018-09-25,-0.2876488939307998,-0.8555019852524107,1.0,-0.04367555303460011,-0.6744895065229722,-0.6837776517300057,0.0
2018-09-26,-0.2878159452656953,-0.8557552554149385,1.0,-0.04409940090042185,-0.6743592470488142,-0.6829735190896522,0.0
2018-09-27,-0.2889479277364506,-0.8516826071555084,1.0,-0.04516471838469713,-0.6739992915338292,-0.6825008855827135,0.0
2018-09-28,-0.2868483538292519,-0.8542722472268491,1.0,-0.045858879398943904,-0.674132615090194,-0.6828507637239962,0.0
2018-10-01,-0.286656267725468,-0.8550411230856494,1.0,-0.0462989222915485,-0.6739931934203064,-0.6830686330119115,0.0
2018-10-02,-0.2868762209199076,-0.8675546084176877,1.0,-0.04336707511987213,-0.6726336352335286,-0.6813354643935358,0.0
2018-10-03,-0.28656631638738994,-0.8609059926157342,1.0,-0.04256603237716558,-0.6748082930985516,-0.6853166714001704,0.0
2018-10-04,-0.28616620459230824,-0.8639724177152202,1.0,-0.04304400369659487,-0.6738465913130021,-0.6873889244330704,0.0
2018-10-05,-0.2738988811783033,-0.8592267384223198,1.0,-0.030625973658122075,-0.6806755417079733,-0.6961124486616627,0.0
2018-10-08,-0.27192393340638366,-0.8563854229260188,1.0,-0.026899013820649676,-0.6837156692941218,-0.6957689724647415,0.0
2018-10-09,-0.2702330021567726,-0.8572640808966516,1.0,-0.022380935544319906,-0.6863840469540006,-0.6994307534561397,0.0
2018-10-10,-0.2723896434634974,-0.8560766836445952,1.0,-0.024617996604414258,-0.6879951895868703,-0.6959889643463497,0.0
2018-10-11,-0.20346812838280418,-0.8550694659909677,1.0,-0.0,-0.674147619540111,-0.7147240321301755,0.0
2018-10-12,-0.20184642638141306,-0.8489132656537439,1.0,-0.0,-0.6584451863459835,-0.6975199291408325,0.0
2018-10-15,-0.1786879673691366,-0.8689326988443234,1.0,-0.0,-0.6536369816451393,-0.6977906186267845,0.0
2018-10-16,-0.1740461130381555,-0.8774739849010406,1.0,-0.0,-0.6524858872338979,-0.6966605454669115,0.0
2018-10-17,-0.153209595282766,-0.8430715625837576,1.0,-0.0,-0.6488541945859019,-0.7051728759045832,0.0
2018-10-18,-0.15241735398645476,-0.8413800040233353,1.0,-0.0,-0.6525514651646214,-0.7064306309930932,0.0
2018-10-19,-0.13322006795922445,-0.8312012792324606,1.0,-0.0,-0.6574388700113265,-0.7094743154107536,0.0
2018-10-22,-0.13347986811869317,-0.8247910214140607,1.0,-0.0,-0.6601725114064009,-0.7118926299663637,0.0
2018-10-23,-0.13367078490792234,-0.8247360884478337,1.0,-0.0,-0.6599287355556296,-0.7117453128642313,0.0
2018-10-24,-0.1310292063069656,-0.8221342558711996,1.0,-0.0,-0.6602022486860488,-0.713059676668219,0.0
2018-10-25,-0.09477462329431546,-0.7818663907391838,1.0,-0.0,-0.6693720494082649,-0.6875121257194594,0.0
2018-10-26,-0.08057904176274659,-0.7702088137330259,1.0,-0.0,-0.6725275429157058,-0.6793492185498334,0.0
2018-10-29,-0.052152742183495644,-0.7910046130189646,1.0,-0.0,-0.6657483341875962,-0.6945797027165557,0.0
2018-10-30,-0.013113482056256063,-1.0104364694471388,1.0,-0.0,-0.8756547041707081,-0.9805237633365665,0.0
2018-10-31,-0.013393202756057907,-1.0056127583804289,1.0,-0.0,-0.8736161647441356,-0.9782070140125415,0.0
2018-11-01,-0.0,-1.0451403803350385,1.0,-0.0,-0.8756296614471475,-0.984107149830138,0.0
2018-11-02,-0.0,-1.013965396850027,1.0,-0.0,-0.8859104662890837,-0.9794398324152377,0.0
2018-11-05,-0.0,-1.0221825796944077,1.0,-0.0,-0.8848987822849609,-0.9709532304351198,0.0
2018-11-06,-0.0,-1.022605661108957,1.0,-0.0,-0.8846064366033346,-0.9702985653354014,0.0
2018-11-07,-0.0,-1.0220440105377342,1.0,-0.0,-0.8827677049434371,-0.9693165969316595,0.0
2018-11-08,-0.0,-1.0179663755626516,1.0,-0.0,-0.8596545223714077,-0.9695687300427039,0.0
2018-11-09,-0.0,-1.0177348618912057,1.0,-0.0,-0.8602369777640994,-0.9690697853350774,0.0
2018-11-12,-0.0,-0.9995787700084247,1.0,-0.0,-0.8647085854331011,-0.9650762043348396,0.0
2018-11-13,-0.0,-0.9870617696160267,1.0,-0.0,-0.852860828653817,-0.954241918348763,0.0
2018-11-14,-0.0,-0.9880419102573837,1.0,-0.0,-0.8532381747779212,-0.9549388808746488,0.0
2018-11-15,-0.0,-0.9876454314624626,1.0,-0.0,-0.85379163982264,-0.9483457763292531,0.0
2018-11-16,-0.0,-0.9760716715808573,1.0,-0.0,-0.8509866182807893,-0.9530883798291374,0.0
2018-11-19,-0.0,-0.9760338701141604,1.0,-0.0,-0.8507598094806079,-0.9533529900960157,0.0
2018-11-20,-0.0,-0.96096479693429,1.0,-0.0,-0.8390878010294173,-0.9569448097080812,0.0
2018-11-21,-0.0,-0.9545928241774602,1.0,-0.0,-0.8366086050320084,-0.9306982283757631,0.0
2018-11-23,-0.0,-0.9368240471395539,1.0,-0.0,-0.8536212426344447,-0.9389870962929814,0.0
2018-11-26,-0.0,-0.9399068033550794,1.0,-0.0,-0.8512581547064306,-0.9367008387698043,0.0
2018-11-27,-0.0,-0.9383759733036708,1.0,-0.0,-0.8411568409343716,-0.9282906933629961,0.0
2018-11-28,-0.0,-0.9814773068830779,1.0,-0.0,-0.8427637511271415,-0.9328975052599939,0.0
2018-11-29,-0.0,-0.959270810128462,1.0,-0.0,-0.8256107522091037,-0.9278978243112793,0.0
2018-11-30,-0.0,-0.9612454947423179,1.0,-0.0,-0.8289674135176309,-0.9254263738713634,0.0
2018-12-03,-0.0,-0.9611040939148526,1.0,-0.0,-0.82870198380266,-0.9251801768333459,0.0
2018-12-04,-0.0,-0.9603054000963641,1.0,-0.0,-0.8237648715762945,-0.9222045142878322,0.0
2018-12-06,-0.0,-0.8880686136141569,1.0,-0.0,-0.8326276553396301,-0.89812904860131,0.0
2018-12-07,-0.0,-0.8883702417137068,1.0,-0.0,-0.8335142567665365,-0.8966203502677668,0.0
2018-12-10,-0.0,-0.8915705922493984,1.0,-0.0,-0.8269942175771289,-0.8729662751858636,0.0
2018-12-11,-0.0,-0.8970042178881719,1.0,-0.0,-0.8222358412343631,-0.8857925664227261,0.0
2018-12-12,-0.0,-0.8982280125590963,1.0,-0.0,-0.8221877368364069,-0.8885199754592371,0.0
2018-12-13,-0.0,-0.893258224099953,1.0,-0.0,-0.8308958942693099,-0.8868667172209583,0.0
2018-12-14,-0.0,-0.8863989029627223,1.0,-0.0,-0.835227887842373,-0.8870484645086788,0.0
2018-12-17,-0.0,-0.8809096134502085,1.0,-0.0,-0.8163888489725536,-0.8951717200747235,0.0
2018-12-18,-0.0,-0.865830184643901,1.0,-0.0,-0.8057318029514507,-0.8929920866899551,0.0
2018-12-19,-0.0,-0.8726066690570098,1.0,-0.0,-0.8142703477949086,-0.8986375044818933,0.0
2018-12-20,-0.0,-0.8581738537215899,1.0,-0.0,-0.8342608882984454,-0.8981365121539622,0.0
2018-12-21,-0.0,-0.8551795530806026,1.0,-0.0,-0.8312986363960877,-0.8832012565145998,0.0
2018-12-24,-0.0,-0.8314738072468387,1.0,-0.0,-0.8179435412460595,-0.8925371019728685,0.0
2018-12-26,-0.0,-0.8305001231830501,1.0,-0.0,-0.8048076584661951,-0.8842079329884208,0.0
2018-12-27,-0.0,-0.7829439015318027,1.0,-0.0,-0.7259662530010482,-0.8725526662834342,0.0
2018-12-28,-0.0,-0.7863467387630957,1.0,-0.0,-0.7237918215613383,-0.8693815478202095,0.0
2018-12-31,-0.0,-0.7875684445345771,1.0,-0.0,-0.7235178800784154,-0.868924491313459,0.0
2019-01-02,-0.0,-0.7868603276473569,1.0,-0.0,-0.7222090863029894,-0.8687721668637055,0.0
2019-01-03,-0.0,-0.7896876482146487,1.0,-0.0,-0.7455112134968495,-0.8525645368927434,0.0
2019-01-04,-0.0,-0.788888888888889,1.0,-0.0,-0.7267003367003367,-0.8514141414141414,0.0
2019-01-07,-0.0,-0.7565211648946707,1.0,-0.0,-0.715776266261639,-0.8295582117149838,0.0
2019-01-08,-0.0,-0.7407126611068993,1.0,-0.0,-0.7279229983188846,-0.8276691828460296,0.0
2019-01-09,-0.0,-0.7316463193918853,1.0,-0.0,-0.7270393892526901,-0.8319457698509329,0.0
2019-01-10,-0.0,-0.7296524055378341,1.0,-0.0,-0.7280739254825874,-0.8307737840770825,0.0
2019-01-11,-0.0,-0.7171314741035857,1.0,-0.0,-0.7324092061506042,-0.8430739850515295,0.0
2019-01-14,-0.0,-0.7202463281301456,1.0,-0.0,-0.7365145228215768,-0.8363959691760522,0.0
2019-01-15,-0.0,-0.7146958846242698,1.0,-0.0,-0.739678558463417,-0.8458466717270056,0.0
2019-01-16,-0.0,-0.7112868676882518,1.0,-0.0,-0.7344537815126051,-0.8496951721865217,0.0
2019-01-17,-0.0,-0.7084184177590409,1.0,-0.0,-0.73440484816547,-0.8507674066267044,0.0
2019-01-18,-0.0,-0.7053556624108772,1.0,-0.0,-0.740606864533245,-0.8702702702702703,0.0
2019-01-22,-0.0,-0.637881951034352,1.0,-0.0,-0.6156765989751377,-0.9096286455367876,0.0
2019-01-23,-0.0,-0.5894946556195054,1.0,-0.0,-0.6194737840743786,-0.9533868825501234,0.0
2019-01-24,-0.0,-0.5860182755240776,1.0,-0.0,-0.6258576532709395,-0.9499794479400512,0.0
2019-01-25,-0.0,-0.5191281570352165,1.0,-0.0,-0.6781683536526211,-1.0365423794586552,0.0
2019-01-28,-0.0,-0.5001959247648903,1.0,-0.0,-0.7232889237199582,-1.0419278996865202,0.0
2019-01-29,-0.0,-0.48777850589777194,1.0,-0.0,-0.7240170380078637,-1.0647444298820445,0.0
2019-01-30,-0.0,-0.48877085997180414,1.0,-0.0,-0.7238123340218353,-1.06599783613652,0.0
2019-01-31,-0.0,-0.4926063149611463,1.0,-0.0,-0.6753991934161776,-1.1107905177218926,0.0
2019-02-01,-0.0,-0.49432547123260634,1.0,-0.0,-0.6848909503602092,-1.110365472548439,0.0
2019-02-04,-0.0,-0.4912107446178155,1.0,-0.0,-0.6829284350516822,-1.1177167687142011,0.0
2019-02-05,-0.0,-0.4816571165118883,1.0,-0.0,-0.6781597839689126,-1.133372851215175,0.0
2019-02-06,-0.0,-0.4830106677202687,1.0,-0.0,-0.6766429606216252,-1.1328855524825499,0.0
2019-02-07,-0.0,-0.4770753848177872,1.0,-0.0,-0.6746809630311802,-1.1372845678200236,0.0
2019-02-08,-0.0,-0.4837910999603856,1.0,-0.0,-0.6963224613759408,-1.1210550640433117,0.0
2019-02-11,-0.0,-0.4770839538038982,1.0,-0.0,-0.7030345147092888,-1.1290247857308315,0.0
2019-02-12,-0.0,-0.45146633622470056,1.0,-0.0,-0.8121988159162881,-1.178438661710037,0.0
2019-02-13,-0.0,-0.46509625650032715,1.0,-0.0,-0.8085546027482177,-1.170231084478424,0.0
2019-02-14,-0.0,-0.4537803189033702,1.0,-0.0,-0.8530132462090273,-1.2444689086970417,0.0
2019-02-15,-0.0,-0.45659796765421495,1.0,-0.0,-0.8661084871904966,-1.2553313296121367,0.0
2019-02-19,-0.0,-0.4467339200114474,1.0,-0.0,-0.8762252271589038,-1.254346426271732,0.0
2019-02-20,-0.0,-0.45194647201946475,1.0,-0.0,-0.8739086875626163,-1.2522541863460712,0.0
2019-02-21,-0.0,-0.44682145029156084,1.0,-0.0,-0.8752191178048868,-1.2553572067398848,0.0
2019-02-22,-0.0,-0.44365289611226466,1.0,-0.0,-0.8783203264838549,-1.2579294050261332,0.0
2019-02-25,-0.0,-0.4404145077720207,1.0,-0.0,-0.8925230282095566,-1.2651842256764536,0.0
2019-02-26,-0.0,-0.443764400921659,1.0,-0.0,-0.8956293202764977,-1.2608006912442395,0.0
2019-02-27,-0.0,-0.447947821700119,1.0,-0.0,-0.9002918813736442,-1.2551980108824907,0.0
2019-02-28,-0.0,-0.44576490924805534,1.0,-0.0,-0.8963915298184961,-1.259111207144915,0.0
2019-03-01,-0.0,-0.45322603822388274,1.0,-0.0,-0.8902859606265269,-1.2489581836470758,0.0
2019-03-04,-0.0,-0.449310740953475,1.0,-0.0,-0.8902211372774269,-1.250358989086732,0.0
2019-03-05,-0.0,-0.4473646313364055,1.0,-0.0,-0.9011736751152073,-1.2516921082949308,0.0
2019-03-06,-0.0,-0.4469195336116309,1.0,-0.0,-0.9022599683316539,-1.2494601986468978,0.0
2019-03-07,-0.0,-0.4294643819377088,1.0,-0.0,-0.9136041958544383,-1.2493084743327227,0.0
2019-03-08,-0.0,-0.4149527314714585,1.0,-0.0,-0.9243703543335499,-1.2689976185321499,0.0
2019-03-11,-0.0,-0.4156655103158664,1.0,-0.0,-0.9322256709877671,-1.3037429249589192,0.0
2019-03-12,-0.0,-0.356335844040762,1.0,-0.0,-0.9600871363166443,-1.375756904445429,0.0
2019-03-13,-0.0,-0.37409376510391495,1.0,-0.0,-0.9712979142655315,-1.372495073800052,0.0
2019-03-14,-0.0,-0.37176827913178756,1.0,-0.0,-0.970331135639677,-1.3618786576783466,0.0
2019-03-15,-0.0,-0.36214466438458104,1.0,-0.0,-0.9825122786128889,-1.37613484149427,0.0
2019-03-18,-0.0,-0.3823916889374035,1.0,-0.0,-0.9984190913539353,-1.3832950653065832,0.0
2019-03-19,-0.0,-0.38721633888048407,1.0,-0.0,-0.9969364599092283,-1.3979954614220877,0.0
2019-03-20,-0.0,-0.39848082035700727,1.0,-0.0,-0.9973034561336879,-1.4021648309912649,0.0
2019-03-21,-0.0,-0.397685009487666,1.0,-0.0,-1.018178368121442,-1.3792409867172675,0.0
2019-03-22,-0.0,-0.3934363525091799,1.0,-0.0,-1.063456242350061,-1.3680385556915544,0.0
2019-03-25,-0.0,-0.3188925819610213,1.0,-0.0,-1.0896283426499471,-1.3684846653573046,0.0
2019-03-26,-0.0,-0.33277541083384055,1.0,-0.0,-1.0880629945222156,-1.3831405964698722,0.0
2019-03-27,-0.0,-0.30789973414356253,1.0,-0.0,-1.1037219901253323,-1.3862894037219902,0.0
2019-03-28,-0.0,-0.3101188661993295,1.0,-0.0,-1.1033602560195062,-1.396334958854008,0.0
2019-03-29,-0.0,-0.30210040788320053,1.0,-0.0,-1.1051347539358822,-1.4047573666755613,0.0
2019-04-01,-0.0,-0.3163019818994158,1.0,-0.0,-1.1086798793294381,-1.3937068010845077,0.0
2019-04-02,-0.0,-0.3357705929395636,1.0,-0.0,-1.1311169503789178,-1.3413686735976236,0.0
2019-04-03,-0.0,-0.3371411164420074,1.0,-0.0,-1.127446500647323,-1.3432335694158861,0.0
2019-04-04,-0.0,-0.33297803494613426,1.0,-0.0,-1.1214739807377516,-1.3523164185922572,0.0
2019-04-05,-0.0,-0.3234352367157124,1.0,-0.0,-1.126972630936952,-1.3614393535107112,0.0
2019-04-08,-0.0,-0.32441178710119545,1.0,-0.0,-1.126513363283332,-1.3562780781238102,0.0
2019-04-09,-0.0,-0.31682107036214685,1.0,-0.0,-1.1635020289411222,-1.3478676977260546,0.0
2019-04-10,-0.0,-0.3102221882289954,1.0,-0.0,-1.1672339286397184,-1.3467819037056865,0.0
2019-04-11,-0.0,-0.3049919607993262,1.0,-0.0,-1.1875430671464664,-1.3356557690835311,0.0
2019-04-12,-0.0,-0.30422966507177035,1.0,-0.0,-1.1880956937799043,-1.3353875598086127,0.0
2019-04-15,-0.0,-0.2940256839754327,1.0,-0.0,-1.132216638749302,-1.296035734226689,0.0
2019-04-16,-0.0,-0.30134492495170156,1.0,-0.0,-1.1273963441818993,-1.2865210283846038,0.0
2019-04-17,-0.0,-0.2914556019070322,1.0,-0.0,-1.1301400476758046,-1.303076579261025,0.0
2019-04-18,-0.0,-0.29327227372575304,1.0,-0.0,-1.1294165828958636,-1.3004579470568525,0.0
2019-04-22,-0.0,-0.2989386351745273,1.0,-0.0,-1.135025039240601,-1.3032364152776739,0.0
2019-04-23,-0.0,-0.29511566202025485,1.0,-0.0,-1.1302365559251093,-1.3117082103217608,0.0
2019-04-24,-0.0,-0.2985057942392965,1.0,-0.0,-1.1177106233930767,-1.3099452248761039,0.0
2019-04-25,-0.0,-0.30032473591877873,1.0,-0.0,-1.1265350304206638,-1.305737001231757,0.0
2019-04-26,-0.0,-0.2829036126517763,1.0,-0.0,-1.1698396042572328,-1.294820866436816,0.0
2019-04-29,-0.0,-0.289703839945948,1.0,-0.0,-1.1744679253781767,-1.289441087046282,0.0
2019-04-30,-0.0,-0.2883633633633633,1.0,-0.0,-1.178791291291291,-1.286599099099099,0.0
2019-05-01,-0.0,-0.2723071721080512,1.0,-0.0,-1.1987451628658377,-1.2859826426719765,0.0
2019-05-02,-0.0,-0.26489341633654023,1.0,-0.0,-1.1930579136012074,-1.3149217128843613,0.0
2019-05-03,-0.0,-0.27197916273451367,1.0,-0.0,-1.1901400475633235,-1.3127477256426712,0.0
2019-05-06,-0.0,-0.25098896130806614,1.0,-0.0,-1.1932712956335003,-1.3231737181177712,0.0
2019-05-07,-0.0,-0.24545111362778402,1.0,-0.0,-1.1994337485843714,-1.3301245753114381,0.0
2019-05-08,-0.0,-0.25261023060166754,1.0,-0.0,-1.182453241192819,-1.3206640126192444,0.0
2019-05-09,-0.0,-0.2514176273987006,1.0,-0.0,-1.1894175522926131,-1.3144691877276653,0.0
2019-05-10,-0.0,-0.25231785593633876,1.0,-0.0,-1.1904958522577982,-1.3108366803047933,0.0
2019-05-13,-0.0,-0.2499812298220587,1.0,-0.0,-1.190517306104062,-1.3135745926871387,0.0
2019-05-14,-0.0,-0.21448643052577093,1.0,-0.0,-1.191303704799231,-1.291614286770687,0.0
2019-05-15,-0.0,-0.21766818467918103,1.0,-0.0,-1.2082268873338518,-1.2766114998704137,0.0
2019-05-16,-0.0,-0.21784155632813076,1.0,-0.0,-1.2040461572601524,-1.2766106960574006,0.0
2019-05-17,-0.0,-0.20736900573967784,1.0,-0.0,-1.1929642658766895,-1.3027217182003332,0.0
2019-05-20,-0.0,-0.1978611604499704,1.0,-0.0,-1.1968250444049735,-1.3057282415630551,0.0
2019-05-21,-0.0,-0.1982917991569918,1.0,-0.0,-1.1931893810544998,-1.3059602159284185,0.0
2019-05-22,-0.0,-0.19269581931763577,1.0,-0.0,-1.197353343436957,-1.3063985509924962,0.0
2019-05-23,-0.0,-0.19502197274640867,1.0,-0.0,-1.2151851988625875,-1.2826913844676686,0.0
2019-05-24,-0.0,-0.17250515160435678,1.0,-0.0,-1.2168825434206654,-1.2903297026788343,0.0
2019-05-28,-0.0,-0.17675616035307098,1.0,-0.0,-1.2101875689591763,-1.2908422214049284,0.0
2019-05-29,-0.0,-0.17814657071522985,1.0,-0.0,-1.2090615362020853,-1.2844029960346601,0.0
