Date,IWF,IWM,MTUM,SPY,VLUE,VRTU,VXX
2018-09-24,-0.4981276490679396,-1.152750915600181,-0.14196946627710794,-0.7038393481749722,-0.6183696144191596,1.0,0.0
2018-09-25,-0.5056750175409633,-1.1529572000495274,-0.15010937306533492,-0.7036196293697634,-0.6149242643113625,1.0,0.0
2018-09-26,-0.506936989016434,-1.1547609216285408,-0.15236600875381948,-0.7034024279461557,-0.611693781484846,1.0,0.0
2018-09-27,-0.507222451506397,-1.1526207181180355,-0.15303342963268676,-0.702930251754024,-0.6112670243499794,1.0,0.0
2018-09-28,-0.5049746109069893,-1.1548115427486272,-0.15373818271890352,-0.7030508194690996,-0.6117326507864427,1.0,0.0
2018-10-01,-0.5059663900243611,-1.1537635740534293,-0.15376357405342914,-0.7036624138073413,-0.6118336842974524,1.0,0.0
2018-10-02,-0.5060968048609101,-1.1607489769768116,-0.15239945438763278,-0.7029719340305046,-0.6111685198197825,1.0,0.0
2018-10-03,-0.5055775904809122,-1.1510494133201123,-0.15113204429019997,-0.7064534787638407,-0.6172946620393323,1.0,0.0
2018-10-04,-0.5071829590488771,-1.1463424702774108,-0.151832892998679,-0.7082232496697489,-0.6145970937912814,1.0,0.0
2018-10-05,-0.49244166940519224,-1.1399934275386132,-0.1365018074268814,-0.7156178113703583,-0.6232336510023003,1.0,0.0
2018-10-08,-0.4906799146000986,-1.1375020528822468,-0.13015273443915257,-0.7231483002134997,-0.6242814912136639,1.0,0.0
2018-10-09,-0.49219456084134416,-1.138361679401857,-0.13273354695587872,-0.7222906909867719,-0.6225043135321666,1.0,0.0
2018-10-10,-0.493142247043364,-1.1371139947437583,-0.13391097240473063,-0.7226511169513798,-0.6195384362680684,1.0,0.0
2018-10-11,-0.43912475764650016,-1.1277252403751037,-0.06948126459066988,-0.6990464131682032,-0.6214141574011791,1.0,0.0
2018-10-12,-0.43845673227116533,-1.120587316463605,-0.06408153701968136,-0.6814667291471416,-0.6004373633239614,1.0,0.0
2018-10-15,-0.42077567725589554,-1.1517442993568505,-0.037926330150068216,-0.6823231338920289,-0.6050672383550965,1.0,0.0
2018-10-16,-0.4209480003118422,-1.151204490527793,-0.03843455211662899,-0.6823107507601154,-0.6051298043190145,1.0,0.0
2018-10-17,-0.40760765366770196,-1.120019939414855,-0.03186471873921546,-0.6724567659802906,-0.6025537789025652,1.0,0.0
2018-10-18,-0.4061299738823168,-1.1183745583038869,-0.0334536795206637,-0.6781379628207098,-0.6047395913350746,1.0,0.0
2018-10-19,-0.3922185557516691,-1.1156856726268127,-0.012623743381167982,-0.6984882203975136,-0.6179878750671476,1.0,0.0
2018-10-22,-0.39331875886932843,-1.1114562957849115,-0.010202124803436505,-0.700494764699114,-0.6199133202930234,1.0,0.0
2018-10-23,-0.3951455193834119,-1.1107787875301967,-0.014494420798343493,-0.6965757889489627,-0.6175083400437132,1.0,0.0
2018-10-24,-0.39502815336882824,-1.1098555942850576,-0.009690887501436396,-0.6974757727812464,-0.6183782127398781,1.0,0.0
2018-10-25,-0.36118289891456845,-1.057668168057299,-0.006793177287159419,-0.6885475891604519,-0.5777523443845529,1.0,0.0
2018-10-26,-0.3522727272727273,-1.044394913767904,-0.0,-0.6879567377959661,-0.5692779888921369,1.0,0.0
2018-10-29,-0.33468957750572165,-1.0506411886511426,-0.0,-0.6777345878591927,-0.5697315363098049,1.0,0.0
2018-10-30,-0.3606443090922433,-1.0607617230498276,-0.0,-0.6871651867615762,-0.5606149556028474,1.0,0.0
2018-10-31,-0.36773017319963536,-1.034968094804011,-0.0,-0.6874384685505925,-0.5561713764813127,1.0,0.0
2018-11-01,-0.37159028665327737,-1.0323534781814863,-0.002519627533321161,-0.6883330290304912,-0.5568742012050393,1.0,0.0
2018-11-02,-0.3824738891517159,-0.9942501546635614,-0.0,-0.7076676734961244,-0.554750900687798,1.0,0.0
2018-11-05,-0.38355665598601807,-0.9922079813574134,-0.0,-0.7080541800174774,-0.5573113894552869,1.0,0.0
2018-11-06,-0.3958538993089833,-1.0064348652700086,-0.0,-0.7048736792073417,-0.5490110050820811,1.0,0.0
2018-11-07,-0.3952800204581157,-1.0060643699996348,-0.0,-0.7036130493552041,-0.5483140320754029,1.0,0.0
2018-11-08,-0.3789294509633493,-1.002824858757062,-0.0,-0.6936114732724903,-0.5462117919745039,1.0,0.0
2018-11-09,-0.37828637647570074,-1.0026073730716303,-0.0,-0.6943941478959949,-0.5460998044470196,1.0,0.0
2018-11-12,-0.3773877315649103,-0.9883226411014201,-0.0,-0.6968211634109422,-0.5415915807683991,1.0,0.0
2018-11-13,-0.3756772375930073,-0.9948710539622915,-0.0,-0.6997399407642853,-0.5416094777143683,1.0,0.0
2018-11-14,-0.37406866325785243,-1.010555149744339,-0.0,-0.712527392257122,-0.5551497443389335,1.0,0.0
2018-11-15,-0.377071771760587,-1.029610041342322,-0.0,-0.728258035681031,-0.5895936533949122,1.0,0.0
2018-11-16,-0.3755109624674842,-1.0238201412114454,-0.0,-0.7261241174284652,-0.5906354515050167,1.0,0.0
2018-11-19,-0.38137422764832873,-1.0240824834363134,-0.0,-0.72526613563612,-0.5914538822303284,1.0,0.0
2018-11-20,-0.3702370793603681,-1.0222238711831706,-0.0,-0.7245204615441695,-0.5931807219975513,1.0,0.0
2018-11-21,-0.3738650983275133,-1.0152177908472706,-0.0,-0.7182135636831465,-0.568461679838265,1.0,0.0
2018-11-23,-0.3738919336447567,-1.0176922793982417,-0.0,-0.7178430867694119,-0.5688012653106264,1.0,0.0
2018-11-26,-0.37338235294117644,-1.0197426470588236,-0.0,-0.7162132352941176,-0.5671691176470588,1.0,0.0
2018-11-27,-0.3658304688071382,-1.0205880201857676,-0.0,-0.7099027280040957,-0.5605207342938638,1.0,0.0
2018-11-28,-0.36373296204015826,-1.0335263080756265,-0.0,-0.7071302945918218,-0.5596878206067712,1.0,0.0
2018-11-29,-0.36769835150714103,-1.0340713000697581,-0.0,-0.7083379226787091,-0.5613687263648713,1.0,0.0
2018-11-30,-0.370533728687917,-1.0473313565604152,-0.0,-0.726130467012602,-0.5624536693847294,1.0,0.0
2018-12-03,-0.3698366243100063,-1.0471603749120142,-0.0,-0.7257066646908458,-0.5619605082799244,1.0,0.0
2018-12-04,-0.36253508642340077,-1.0502289850790367,-0.0,-0.7214507312749299,-0.5590929236223962,1.0,0.0
2018-12-06,-0.35758670520231217,-1.01246387283237,-0.0,-0.7104046242774567,-0.5322976878612717,1.0,0.0
2018-12-07,-0.36649896847515295,-1.0135726953563287,-0.0,-0.7123674400086866,-0.5269463245140975,1.0,0.0
2018-12-10,-0.3417132216014898,-1.019051711789142,-0.0,-0.7117533304684144,-0.5086663801747601,1.0,0.0
2018-12-11,-0.35602037887485644,-1.0158940872560276,-0.0,-0.7184270952927668,-0.4974885189437428,1.0,0.0
2018-12-12,-0.3478450945389631,-1.0350468140915878,-0.0,-0.7361288207220663,-0.5240992385879266,1.0,0.0
2018-12-13,-0.3464500821317758,-1.0302244935207152,-0.0,-0.7496258441321407,-0.52400073006023,1.0,0.0
2018-12-14,-0.3588414746205021,-1.0021685595618777,-0.0,-0.7814900577057375,-0.533024589260117,1.0,0.0
2018-12-17,-0.3456668130581175,-1.001390718782023,-0.0,-0.7700922266139658,-0.5426365100278144,1.0,0.0
2018-12-18,-0.3440450918673596,-1.0030378449601054,-0.0,-0.7711002122831417,-0.5418710196910913,1.0,0.0
2018-12-19,-0.3651475324867646,-1.0096627299988894,-0.0,-0.7766095294509644,-0.5507756099366925,1.0,0.0
2018-12-20,-0.35884455032757595,-0.9972826086956521,-0.0,-0.8094848123883264,-0.55684187016081,1.0,0.0
