Date,AEM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5338615196594884,-1.1059041678958237,-0.0,-0.8660710522988748,-0.7084158624467951,0.0
2018-09-25,1.0,-0.5349620893007582,-1.1048441449031172,-0.0,-0.865290648694187,-0.7072030328559394,0.0
2018-09-26,1.0,-0.5448340187391361,-1.1188366473057194,-0.0,-0.8722177470640607,-0.7036927120871667,0.0
2018-09-27,1.0,-0.5453651024511271,-1.1401805193138554,-0.0,-0.8803097061214014,-0.7118535312486632,0.0
2018-09-28,1.0,-0.5462285543148078,-1.139691096564412,-0.0,-0.8804175758353656,-0.7121037094082917,0.0
2018-10-01,1.0,-0.5461551635554034,-1.1415910258605926,-0.0,-0.8807158760061654,-0.7130929953759206,0.0
2018-10-02,1.0,-0.5486024911184352,-1.1314471600393785,-0.0,-0.8837050036382313,-0.7164747677952318,0.0
2018-10-03,1.0,-0.5685544624656563,-1.1371975538420633,-0.0,-0.9417708056367987,-0.7839227155898254,0.0
2018-10-04,1.0,-0.5844718278417715,-1.1326457719439236,-0.0,-0.9646396999732119,-0.7829270470577729,0.0
2018-10-05,1.0,-0.5570296500756835,-1.1199804113614105,-0.0,-0.9772504674561483,-0.7977027869290357,0.0
2018-10-08,1.0,-0.5521472392638037,-1.114519427402863,-0.0,-0.9825286743131503,-0.7964346047834978,0.0
2018-10-09,1.0,-0.5490152491886365,-1.1144356021873472,-0.0,-0.9837727292935581,-0.798604010136487,0.0
2018-10-10,1.0,-0.5507311586051743,-1.134758155230596,-0.0,-0.9950056242969629,-0.8189426321709786,0.0
2018-10-11,1.0,-0.42577561327561325,-1.1810064935064934,-0.0,-1.0058170995670994,-0.896780303030303,0.0
2018-10-12,1.0,-0.5385983108608682,-1.3435076801501455,-0.0,-1.0934953326418728,-0.9633525954462389,0.0
2018-10-15,1.0,-0.49724219442529305,-1.379936964444007,-0.0,-1.0848517679503595,-0.9626218851570965,0.0
2018-10-16,1.0,-0.48792198792198793,-1.4086724086724087,-0.0,-1.087961587961588,-0.9654489654489654,0.0
2018-10-17,1.0,-0.44726485635576546,-1.3502558048012594,-0.0,-1.1067001180637546,-1.0151023219205038,0.0
2018-10-18,1.0,-0.447396909752977,-1.3512941639602403,-0.0,-1.106682413148312,-1.015402027359512,0.0
2018-10-19,1.0,-0.414718826405868,-1.3333007334963327,-0.0,-1.1202444987775062,-1.021760391198044,0.0
2018-10-22,1.0,-0.4146913640584527,-1.3210986755290552,-0.0,-1.1251649479497583,-1.0264405454278873,0.0
2018-10-23,1.0,-0.4129828168600382,-1.3234934155774218,-0.0,-1.1293386204533216,-1.0296666177118519,0.0
2018-10-24,1.0,-0.41451365904263204,-1.327273625450773,-0.0,-1.147112582127155,-1.051079385466581,0.0
2018-10-25,1.0,-0.3419684264767883,-1.2205930575724928,-0.0,-1.1450789338080292,-0.9769054199653348,0.0
2018-10-26,1.0,-0.30526115678912596,-1.2382491326457867,-0.0,-1.2118245330545125,-0.9972910032793117,0.0
2018-10-29,1.0,-0.26863632079917066,-1.2479973612289132,-0.0,-1.1935727075676186,-1.0018848364904345,0.0
2018-10-30,1.0,-0.24734481944772244,-1.2520179372197309,-0.0,-1.1979702619778145,-1.0230351663913146,0.0
2018-10-31,1.0,-0.2543225986857436,-1.2086964626928276,-0.0,-1.1886563825325067,-1.0087617094654424,0.0
2018-11-01,1.0,-0.22478345906677843,-1.2331191207972432,-0.0,-1.188507031759337,-1.0103846512061097,0.0
2018-11-02,1.0,-0.22747893713545045,-1.2162762707156745,-0.0,-1.1829460235163411,-1.0025460605499492,0.0
2018-11-05,1.0,-0.22136803593757237,-1.235122493400639,-0.0,-1.1853378409669801,-0.9892557773352475,0.0
2018-11-06,1.0,-0.23821513498391386,-1.2574719074928895,-0.0,-1.1850142211031847,-0.981908891686483,0.0
2018-11-07,1.0,-0.23698451203582757,-1.2605430117559246,-0.0,-1.184362754245195,-0.9831591714872178,0.0
2018-11-08,1.0,-0.18267585441428108,-1.2694815705498774,-0.0,-1.1724090089256811,-1.0000924941035008,0.0
2018-11-09,1.0,-0.18252427184466022,-1.2687933425797504,-0.0,-1.1723532131299124,-0.9994914470642626,0.0
2018-11-12,1.0,-0.18086621044412804,-1.2521012262894409,-0.0,-1.1685114591466494,-0.9913195241813255,0.0
2018-11-13,1.0,-0.135087401503487,-1.241463635540259,-0.0,-1.1706367176886152,-0.9813422697219455,0.0
2018-11-14,1.0,-0.13498210807627847,-1.2419712823300266,-0.0,-1.1709018435475835,-0.9817457082031072,0.0
2018-11-15,1.0,-0.13891839467972106,-1.2799612062993582,-0.0,-1.2171523576409735,-0.9822657368493972,0.0
2018-11-16,1.0,-0.13451473693875676,-1.2631530621614175,-0.0,-1.209530805252043,-0.9837480488476723,0.0
2018-11-19,1.0,-0.13148565903963907,-1.2684038488099074,-0.0,-1.2158280005524609,-0.9881681322222734,0.0
2018-11-20,1.0,-0.06636301525848326,-1.2514689136870873,-0.0,-1.2204509223411524,-1.0165338191755864,0.0
2018-11-21,1.0,-0.0775683232614774,-1.2436186524758728,-0.0,-1.221655993505908,-0.9669432668891494,0.0
2018-11-23,1.0,-0.0789557177174455,-1.2580338122648778,-0.0,-1.2238136246204052,-0.9716720300956352,0.0
2018-11-26,1.0,-0.08166058394160583,-1.2602189781021897,-0.0,-1.236633211678832,-0.983485401459854,0.0
