Date,FEYE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5813609467455622,-1.1138630600169062,-0.28013524936601863,-0.6850380388841927,-0.5661031276415892,0.0
2018-09-25,1.0,-0.5804826418289586,-1.117485182049111,-0.27718035563082133,-0.688272650296359,-0.5702370872142253,0.0
2018-09-26,1.0,-0.5931383047072428,-1.1389043560200454,-0.28847389386216643,-0.6982053368741165,-0.5644408275153124,0.0
2018-09-27,1.0,-0.5928862224126848,-1.140732804799657,-0.2882365545318192,-0.6986072423398328,-0.5649453610456396,0.0
2018-09-28,1.0,-0.5902524754597281,-1.1431694457542114,-0.2888679326160573,-0.6987011873633675,-0.5654764456256163,0.0
2018-10-01,1.0,-0.5896985032379809,-1.1447441780675045,-0.2893596946433933,-0.6987176738002316,-0.5661963374362053,0.0
2018-10-02,1.0,-0.5898018698001545,-1.143322754953255,-0.2901192212025045,-0.6987305943905995,-0.5665151385195986,0.0
2018-10-03,1.0,-0.5892765300874335,-1.1371935539173668,-0.2894736842105263,-0.7002828733070462,-0.5697325561460654,0.0
2018-10-04,1.0,-0.5896820635872825,-1.135530036849773,-0.2899562944553946,-0.7006598680263947,-0.5690718999057331,0.0
2018-10-05,1.0,-0.5706519394227035,-1.136687233032748,-0.26418432066272596,-0.7357725331147258,-0.607326228588687,0.0
2018-10-08,1.0,-0.5684981684981685,-1.1332040508511099,-0.25843568196509376,-0.7418659771600947,-0.6073691014867486,0.0
2018-10-09,1.0,-0.591132356810806,-1.1558196649416719,-0.28313305850364007,-0.749364090869222,-0.6061310411367424,0.0
2018-10-10,1.0,-0.5961775043936731,-1.1553602811950792,-0.28734622144112476,-0.7537346221441126,-0.6010105448154657,0.0
2018-10-11,1.0,-0.5374231032125768,-1.162423103212577,-0.206296992481203,-0.7424812030075189,-0.6233766233766234,0.0
2018-10-12,1.0,-0.5531672297297296,-1.1589527027027027,-0.2036739864864865,-0.7166385135135135,-0.5905827702702703,0.0
2018-10-15,1.0,-0.5501730103806228,-1.1649928263988523,-0.19794919402481223,-0.7166427546628408,-0.5899653979238754,0.0
2018-10-16,1.0,-0.5470700232705733,-1.1873492701502009,-0.18324518722233976,-0.7205415697059446,-0.5928072773429237,0.0
2018-10-17,1.0,-0.5337003670337003,-1.1559893226559894,-0.1751751751751752,-0.7128795462128795,-0.5930930930930931,0.0
2018-10-18,1.0,-0.5325715238969055,-1.154266410876637,-0.176036366669447,-0.7144882809241805,-0.5931270331136876,0.0
2018-10-19,1.0,-0.5190140845070423,-1.144573322286661,-0.16172328086164042,-0.722410936205468,-0.5947804473902237,0.0
2018-10-22,1.0,-0.5179085185339616,-1.1649501730392362,-0.17583288162448402,-0.7182170704248843,-0.5927115039819872,0.0
2018-10-23,1.0,-0.5312526289223521,-1.1754437620930427,-0.19117523344830487,-0.7138049970556068,-0.5945570791621099,0.0
2018-10-24,1.0,-0.5349385418420609,-1.1728405455463882,-0.17949149688499746,-0.7200707189762586,-0.602121569287759,0.0
2018-10-25,1.0,-0.5023661879895561,-1.1230825718015665,-0.17701533942558745,-0.7147519582245431,-0.562418407310705,0.0
2018-10-26,1.0,-0.4911345369360636,-1.1094551476230865,-0.16543479138898987,-0.7186477644492911,-0.5543034856011955,0.0
2018-10-29,1.0,-0.4796702191835914,-1.1181982706615725,-0.15507741805751055,-0.7121656947516589,-0.5565252362758898,0.0
2018-10-30,1.0,-0.49128891756734955,-1.1200193579609614,-0.16119535408936925,-0.7130585578319083,-0.5472656880141957,0.0
2018-10-31,1.0,-0.49337231188178293,-1.0998758559929518,-0.16383004284970568,-0.7077409795362621,-0.5398261983901326,0.0
2018-11-01,1.0,-0.5488809385140194,-1.09543223229886,-0.19236209335219237,-0.7478575588651303,-0.5755470505033696,0.0
2018-11-02,1.0,-0.5494619635215423,-1.0909053138892353,-0.19236362125555695,-0.747808384228676,-0.5741825584777099,0.0
2018-11-05,1.0,-0.5596587344736732,-1.079126761741458,-0.1897034837522479,-0.7553427292877755,-0.5983438584751788,0.0
2018-11-06,1.0,-0.5643084127780565,-1.0822461950158888,-0.18769861180799463,-0.7528014718180298,-0.594288342532196,0.0
2018-11-07,1.0,-0.5615522787083838,-1.0812899452775806,-0.1920715151008814,-0.7497389197543758,-0.5926312711474999,0.0
