Date,GNK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6390985609557426,-1.4318761878903068,-0.16062992125984252,-1.1140917730111322,-1.0846049416236763,0.0
2018-09-25,1.0,-0.6417716022579245,-1.4288970907511942,-0.16521927920104212,-1.11143074250977,-1.0803842813721234,0.0
2018-09-26,1.0,-0.6431402356262556,-1.4306422715674034,-0.16792442586459636,-1.1109723654921548,-1.0764970953906294,0.0
2018-09-27,1.0,-0.6429736784859692,-1.4370241461822928,-0.16722862736567326,-1.1127365673265173,-1.0783663258646945,0.0
2018-09-28,1.0,-0.647170941567282,-1.4364210640962807,-0.16767412732124382,-1.1145782279583947,-1.0798889070413331,0.0
2018-10-01,1.0,-0.6487567093876657,-1.4508160806221932,-0.16962427429072188,-1.1202212728666885,-1.087578047978968,0.0
2018-10-02,1.0,-0.6670177967511227,-1.4123191218051783,-0.19105172700559958,-1.153351444253479,-1.1204745800299385,0.0
2018-10-03,1.0,-0.6667590334737309,-1.4094990024384837,-0.19125471070716027,-1.1534027931722457,-1.1211483041454224,0.0
2018-10-04,1.0,-0.6673868483740513,-1.4071242590438202,-0.19217771868594535,-1.1534541022658025,-1.119716359204476,0.0
2018-10-05,1.0,-0.6491866556382685,-1.3984008822718499,-0.1725392886683209,-1.162889440308795,-1.1312379376895505,0.0
2018-10-08,1.0,-0.6464657594622886,-1.3942482507850809,-0.16445374910473254,-1.1719464492314473,-1.1322792132664867,0.0
2018-10-09,1.0,-0.6515954510323506,-1.3975930219719555,-0.17229767031025728,-1.1706966986860992,-1.1284089654410954,0.0
2018-10-10,1.0,-0.651374627360053,-1.3980898752346251,-0.17152478745721542,-1.1710831401126203,-1.1285193772772442,0.0
2018-10-11,1.0,-0.587079551521623,-1.3760811532301123,-0.0991991457554725,-1.1444207154297918,-1.132247730912974,0.0
2018-10-12,1.0,-0.5907201851754432,-1.3624598874217475,-0.0899047819453943,-1.117102425167026,-1.1004787206060287,0.0
2018-10-15,1.0,-0.5850325835610679,-1.370191297035947,-0.0801450494008829,-1.118194240067269,-1.1019024595333193,0.0
2018-10-16,1.0,-0.5847916338220611,-1.370960113510957,-0.07961532397918966,-1.118082926060224,-1.101792001681644,0.0
2018-10-17,1.0,-0.5610671112963734,-1.317580241767403,-0.03939141308878699,-1.1412046686119215,-1.1513130471029596,0.0
2018-10-18,1.0,-0.5692864258375714,-1.3352907251087927,-0.033397997168772606,-1.1450741886436324,-1.159964347506947,0.0
2018-10-19,1.0,-0.5505718182772007,-1.330028328611898,-0.003986989822683874,-1.177263665932221,-1.1841359773371105,0.0
2018-10-22,1.0,-0.551290119572058,-1.32751206209356,-0.004090623033354311,-1.1773127753303965,-1.18418292427103,0.0
2018-10-23,1.0,-0.5613711758201253,-1.3332104681164765,-0.018166499921015218,-1.170501816649992,-1.1824548470328051,0.0
2018-10-24,1.0,-0.5634132086499123,-1.356994846182456,-0.020615270176930028,-1.1818181818181819,-1.1903724562988152,0.0
2018-10-25,1.0,-0.5209338122113905,-1.2869676757311441,-0.018214468958440228,-1.1647511544381735,-1.139917906618779,0.0
2018-10-26,1.0,-0.5025848960973137,-1.2672072985301572,-0.0,-1.1716675114039532,-1.1269640141915864,0.0
2018-10-29,1.0,-0.4794071684226446,-1.2722185814387257,-0.0,-1.1603569088067753,-1.129152593638151,0.0
2018-10-30,1.0,-0.4652252797097067,-1.2726035681886907,-0.0,-1.161122870678359,-1.1409132143937102,0.0
2018-10-31,1.0,-0.4812874628519619,-1.2386037374704075,-0.0,-1.1733743011131819,-1.1437566110915225,0.0
2018-11-01,1.0,-0.49023072651082955,-1.235421820568486,-0.0,-1.1767556924319686,-1.1462614227293382,0.0
2018-11-02,1.0,-0.49726803348538773,-1.1925911073236755,-0.0,-1.1858739786455461,-1.1370494761642187,0.0
2018-11-05,1.0,-0.4899157134256472,-1.2167870760585993,-0.0,-1.1892935982339956,-1.1210616094722055,0.0
2018-11-06,1.0,-0.5095882115462252,-1.2410678239806217,-0.0,-1.186213161081954,-1.1095579329834477,0.0
2018-11-07,1.0,-0.5083950990772954,-1.2410124539908234,-0.0,-1.1839358644683102,-1.1087077093732667,0.0
2018-11-08,1.0,-0.44052187260168835,-1.2973138910207214,-0.0,-1.2061396776669224,-1.1724226144794063,0.0
2018-11-09,1.0,-0.44208909370199695,-1.298310291858679,-0.0,-1.2062980030721966,-1.17357910906298,0.0
2018-11-12,1.0,-0.44331797235023046,-1.2685611879160266,-0.0,-1.2323604710701486,-1.1761392729134663,0.0
2018-11-13,1.0,-0.4054423837032533,-1.2591973244147157,-0.0,-1.2333536029188203,-1.1694030607074086,0.0
2018-11-14,1.0,-0.4060103626943005,-1.3014507772020725,-0.0,-1.2690155440414508,-1.2048704663212435,0.0
2018-11-15,1.0,-0.40497843371615655,-1.3056176271891078,-0.0,-1.2722028789689759,-1.2138959621680612,0.0
2018-11-16,1.0,-0.39774907940459514,-1.2896115346714383,-0.0,-1.272444375291738,-1.2266479954359213,0.0
2018-11-19,1.0,-0.3953597010277172,-1.2916536904391156,-0.0,-1.2750960240838782,-1.228329699989619,0.0
2018-11-20,1.0,-0.3400463559103786,-1.2777234097347414,-0.0,-1.279217100180273,-1.2537213494720576,0.0
2018-11-21,1.0,-0.3395427171583138,-1.2659997958558742,-0.0,-1.2712565070940083,-1.2268041237113403,0.0
2018-11-23,1.0,-0.3400277364014587,-1.291026760491037,-0.0,-1.2727926447172428,-1.2324721351892751,0.0
2018-11-26,1.0,-0.34159282917782813,-1.2895116422831239,-0.0,-1.280599629095405,-1.2396970945806718,0.0
2018-11-27,1.0,-0.33150586668032994,-1.287954091305016,-0.0,-1.2724291643182866,-1.2317979197622586,0.0
2018-11-28,1.0,-0.3419054996127034,-1.2684224115672604,-0.0,-1.3011102504518464,-1.2525174283501161,0.0
2018-11-29,1.0,-0.2677446017150532,-1.2704308296311604,-0.0,-1.330199400764542,-1.2974480834796982,0.0
2018-11-30,1.0,-0.2666253294062936,-1.2709657417454658,-0.0,-1.3307497545600164,-1.2987650493463545,0.0
2018-12-03,1.0,-0.2598294154358227,-1.2870813397129186,-0.0,-1.3445496151445806,-1.309288537549407,0.0
2018-12-04,1.0,-0.2616910229645094,-1.2903966597077243,-0.0,-1.3522964509394573,-1.31482254697286,0.0
2018-12-06,1.0,-0.24441524310118265,-1.1865965834428382,-0.0,-1.3519154958051147,-1.27120185990094,0.0
2018-12-07,1.0,-0.23572911918148204,-1.1913083118067163,-0.0,-1.3572405409512232,-1.2808083877830116,0.0
2018-12-10,1.0,-0.1868671679197995,-1.2020050125313284,-0.0,-1.36531328320802,-1.2582957393483707,0.0
2018-12-11,1.0,-0.19770356999598876,-1.1988066586442037,-0.0,-1.3684817488969114,-1.249047332531087,0.0
2018-12-12,1.0,-0.1997492477432297,-1.1986459378134404,-0.0,-1.3692076228686059,-1.2474423269809427,0.0
2018-12-13,1.0,-0.1993187396683865,-1.1918549316235034,-0.0,-1.3742924410158792,-1.2438010319090316,0.0
2018-12-14,1.0,-0.209112325196732,-1.1667585584682472,-0.0,-1.3911082151270613,-1.245300987419177,0.0
2018-12-17,1.0,-0.19078028337657155,-1.1633406505687487,-0.0,-1.377669127918579,-1.2572340850129715,0.0
2018-12-18,1.0,-0.16944623150393429,-1.1444054040678973,-0.0,-1.3732369970802198,-1.261691493046964,0.0
2018-12-19,1.0,-0.17377746980795883,-1.1434369431795683,-0.0,-1.3713621065135615,-1.2609384280340525,0.0
2018-12-20,1.0,-0.1682418724330744,-1.1230144984907715,-0.0,-1.3977930624969075,-1.2592904151615616,0.0
2018-12-21,1.0,-0.16238554813165057,-1.1239792130660726,-0.0,-1.4017322444939373,-1.2611729769858946,0.0
2018-12-24,1.0,-0.11393032360374647,-1.0909361217106894,-0.0,-1.418405272808365,-1.3323752415877892,0.0
2018-12-26,1.0,-0.11376038542844501,-1.1130229585566098,-0.0,-1.3786932795831082,-1.3106041984169903,0.0
2018-12-27,1.0,-0.054895515379197,-1.0542380840572905,-0.0,-1.276308992721296,-1.3104954214604367,0.0
2018-12-28,1.0,-0.04051695674732324,-1.07645865761049,-0.0,-1.2862600820716004,-1.3135229470308005,0.0
2018-12-31,1.0,-0.03963011889035667,-1.0790715229288546,-0.0,-1.2860917154180034,-1.3130779392338177,0.0
2019-01-02,1.0,-0.03623598152860239,-1.0779851097917257,-0.0,-1.2838092545471682,-1.314060880218641,0.0
2019-01-03,1.0,-0.022467649428828746,-1.0906763994880788,-0.0,-1.2827416220315686,-1.3441247570744657,0.0
2019-01-04,1.0,-0.0,-1.1131673608481636,-0.0,-1.253265808405907,-1.3665751609238925,0.0
2019-01-07,1.0,-0.0,-1.0642549845029374,-0.0,-1.230883101262895,-1.330850719341259,0.0
2019-01-08,1.0,-0.0,-1.0716636536411255,-0.0,-1.2298706716729244,-1.3338895842024754,0.0
2019-01-09,1.0,-0.0,-1.069965712167547,-0.0,-1.2293577981651376,-1.3342136965990175,0.0
2019-01-10,1.0,-0.0,-1.0673833123923868,-0.0,-1.248452696728559,-1.3377541998231655,0.0
2019-01-11,1.0,-0.0,-1.0514152046783625,-0.0,-1.263345029239766,-1.3636023391812866,0.0
2019-01-14,1.0,-0.0,-1.0572123025147238,-0.0,-1.2677853603814155,-1.3492100588950173,0.0
2019-01-15,1.0,-0.0,-1.055914778806345,-0.0,-1.2632460343303717,-1.3326510675908267,0.0
2019-01-16,1.0,-0.0,-1.0622929401334515,-0.0,-1.2326536325883066,-1.3711912649899678,0.0
2019-01-17,1.0,-0.0,-1.0605989923493189,-0.0,-1.2330658704982274,-1.3713845866766188,0.0
2019-01-18,1.0,-0.0,-1.0576706147772137,-0.0,-1.2414457604812934,-1.401015228426396,0.0
2019-01-22,1.0,-0.0,-0.9949024177104574,-0.0,-1.3318768812506068,-1.5280609767938633,0.0
2019-01-23,1.0,-0.0,-0.9759627176845719,-0.0,-1.3486387049300956,-1.580917341182242,0.0
2019-01-24,1.0,-0.0,-0.9755188146985232,-0.0,-1.3510768777903155,-1.5794534661237305,0.0
2019-01-25,1.0,-0.0,-0.8485793311541363,-0.0,-1.4481770178526527,-1.7321599195373398,0.0
2019-01-28,1.0,-0.0,-0.8186324094679345,-0.0,-1.5048047744284847,-1.7342706858183288,0.0
2019-01-29,1.0,-0.0,-0.820326210385052,-0.0,-1.582120367502839,-1.7591101476205224,0.0
2019-01-30,1.0,-0.0,-0.8283848904088296,-0.0,-1.593605886315353,-1.7596248510285508,0.0
2019-01-31,1.0,-0.0,-0.8499922114336155,-0.0,-1.5621787216366374,-1.7802066566280699,0.0
2019-02-01,1.0,-0.0,-0.8495570609692549,-0.0,-1.5671182907764463,-1.794372068785826,0.0
2019-02-04,1.0,-0.0,-0.8453952517610227,-0.0,-1.5644664753456823,-1.807983302895904,0.0
2019-02-05,1.0,-0.0,-0.8118930771640389,-0.0,-1.537955518429571,-1.8709930040722567,0.0
2019-02-06,1.0,-0.0,-0.8066405228758169,-0.0,-1.549751633986928,-1.872313725490196,0.0
2019-02-07,1.0,-0.0,-0.8042244640605297,-0.0,-1.5406158049600676,-1.9095208070617908,0.0
2019-02-08,1.0,-0.0,-0.77405615732464,-0.0,-1.5461667893574509,-1.9379009359554107,0.0
2019-02-11,1.0,-0.0,-0.7646500342845086,-0.0,-1.5622131968985706,-1.9476765652196844,0.0
2019-02-12,1.0,-0.0,-0.78713054512769,-0.0,-1.569026595463438,-1.931264209802781,0.0
2019-02-13,1.0,-0.0,-0.8222834145308198,-0.0,-1.5564499046812117,-1.916754924804067,0.0
2019-02-14,1.0,-0.0,-0.7464960067699794,-0.0,-1.6101443909663087,-1.932405987200508,0.0
2019-02-15,1.0,-0.0,-0.7598729486500794,-0.0,-1.6058231868713604,-1.928057173107464,0.0
2019-02-19,1.0,-0.0,-0.7545772039369245,-0.0,-1.6100645570959888,-1.926923483966557,0.0
2019-02-20,1.0,-0.0,-0.7656714832129198,-0.0,-1.6268593285167872,-1.9198363790905228,0.0
2019-02-21,1.0,-0.0,-0.7917130291951464,-0.0,-1.6160652784400995,-1.8907963757749164,0.0
2019-02-22,1.0,-0.0,-0.8082060560906817,-0.0,-1.6323239848863818,-1.8811665158852644,0.0
2019-02-25,1.0,-0.0,-0.8043954868723597,-0.0,-1.6533340463076842,-1.889578097427945,0.0
2019-02-26,1.0,-0.0,-0.7753596458871265,-0.0,-1.6435685303261844,-1.850608631501291,0.0
