Date,IWF,IWM,MTUM,SPY,THCX,VLUE,VXX
2020-04-23,-0.327766567544605,-0.5708103228547153,-0.256106627017842,-0.5003451571792694,1.0,-0.0,0.0
2020-04-24,-0.32623887338913243,-0.577148930516806,-0.25404543642885613,-0.4996678623621628,1.0,-0.0,0.0
2020-04-27,-0.3269159176727118,-0.5783385629952666,-0.2538956549486784,-0.4999734084986438,1.0,-0.0,0.0
2020-04-28,-0.32022831537394647,-0.5973807745652406,-0.2515736690493972,-0.49802624559906117,1.0,-0.0,0.0
2020-04-29,-0.33050960690521364,-0.5834424520990887,-0.258544667432725,-0.4998263007402261,1.0,-0.0,0.0
2020-04-30,-0.3293453062964641,-0.5629779637080657,-0.26448879533161024,-0.5077673266007621,1.0,-0.0,0.0
2020-05-01,-0.3331202386660274,-0.5571093708379948,-0.26405092962548615,-0.5094028021948751,1.0,-0.0,0.0
2020-05-04,-0.3313305862023129,-0.5533962514954142,-0.2631131197660508,-0.5106739332713014,1.0,-0.0,0.0
2020-05-05,-0.3331824475449994,-0.5527745233784216,-0.27012993929065926,-0.506576845244435,1.0,-0.0,0.0
2020-05-06,-0.33203811146005213,-0.5538138074200244,-0.26744557406717406,-0.5081173151647416,1.0,-0.0,0.0
2020-05-07,-0.33417613711974026,-0.5529502568333644,-0.2685971309184787,-0.5057887312697947,1.0,-0.0,0.0
2020-05-08,-0.3330938888445473,-0.5522122010269508,-0.270119988293825,-0.5050682416793041,1.0,-0.0,0.0
2020-05-11,-0.3402111196788003,-0.532558696056795,-0.2771942886011327,-0.5089739158180223,1.0,-0.0,0.0
2020-05-12,-0.33996277585748474,-0.533156075511832,-0.27614996011699017,-0.5095985110342994,1.0,-0.0,0.0
2020-05-13,-0.33937624419376244,-0.5228666224286662,-0.2782747179827472,-0.5137889847378898,1.0,-0.0,0.0
2020-05-14,-0.3384464057847725,-0.5308113568694173,-0.27230433857932795,-0.5169076988515525,1.0,-0.0,0.0
2020-05-15,-0.3400590944179732,-0.5283360396092315,-0.27191417999840284,-0.5216014054888599,1.0,-0.0,0.0
2020-05-18,-0.3428402303180326,-0.5448797287843729,-0.28948501318409303,-0.5134262497982026,1.0,-0.0,0.0
2020-05-19,-0.3402120408936009,-0.5723210904960242,-0.269567804403094,-0.5225022989127495,1.0,-0.0,0.0
2020-05-20,-0.3428888227817292,-0.5668118019309301,-0.2728182383643887,-0.5218649430727209,1.0,-0.0,0.0
2020-05-21,-0.34191891891891896,-0.5561081081081081,-0.28162162162162163,-0.523054054054054,1.0,-0.0,0.0
2020-05-22,-0.34955570745044423,-0.5762406015037593,-0.278714969241285,-0.5295693779904306,1.0,-0.0,0.0
2020-05-26,-0.35465148264290036,-0.579248500852726,-0.2861308246685372,-0.5306706277163449,1.0,-0.0,0.0
2020-05-27,-0.35244097088447357,-0.5850899884418516,-0.2802025427926688,-0.5341790962628654,1.0,-0.0,0.0
2020-05-28,-0.36636173261324806,-0.5646974539843491,-0.290256805907638,-0.534112201036041,1.0,-0.0,0.0
2020-05-29,-0.3726723495820574,-0.5512152059367155,-0.2952081436729289,-0.5396010924439295,1.0,-0.0,0.0
2020-06-01,-0.3754324780647126,-0.5661656840765037,-0.27725649755044424,-0.5490049544687093,1.0,-0.0,0.0
2020-06-02,-0.3759275667294274,-0.567227821464171,-0.27755011629194815,-0.5481780928120501,1.0,-0.0,0.0
2020-06-03,-0.3757683149676062,-0.5669749155545711,-0.2785868542001218,-0.5473448142200565,1.0,-0.0,0.0
2020-06-04,-0.37586159169550176,-0.5645397923875433,-0.2817993079584775,-0.5459377162629758,1.0,-0.0,0.0
2020-06-05,-0.37154007971656333,-0.5668456598759964,-0.2787311780336581,-0.5508193091231178,1.0,-0.0,0.0
2020-06-08,-0.3713376677272099,-0.5480426061695947,-0.302282473371144,-0.5449993083414026,1.0,-0.0,0.0
2020-06-09,-0.37128546645027705,-0.5611953662767922,-0.3050254630925066,-0.5606077564497174,1.0,-0.0,0.0
2020-06-10,-0.3732161844535229,-0.5581453914600706,-0.30754379092282724,-0.5592366668532095,1.0,-0.0,0.0
2020-06-11,-0.37411501329229047,-0.5562054008674968,-0.3095564572547922,-0.5584720861900098,1.0,-0.0,0.0
2020-06-12,-0.37859644207872256,-0.5540551898024934,-0.31612270626138117,-0.5527664939067096,1.0,-0.0,0.0
2020-06-15,-0.3784699851536458,-0.5534328692680468,-0.3164234292277095,-0.5528446174962884,1.0,-0.0,0.0
2020-06-16,-0.38158447450222627,-0.5474250189027976,-0.31322635750091016,-0.5581786104343442,1.0,-0.0,0.0
2020-06-17,-0.38001454708219096,-0.5438650478375203,-0.3144407765903877,-0.5592234096122642,1.0,-0.0,0.0
2020-06-18,-0.3798573227024759,-0.5442999020842076,-0.3141977899006854,-0.5592110784725137,1.0,-0.0,0.0
2020-06-19,-0.3805859473374933,-0.5441419257352323,-0.3141841788622436,-0.5592802977306432,1.0,-0.0,0.0
2020-06-22,-0.3804074094801052,-0.5440987184509486,-0.3146510716883989,-0.5589848340701774,1.0,-0.0,0.0
2020-06-23,-0.3789205674155731,-0.5418147225875045,-0.31462466075375617,-0.5625751937550711,1.0,-0.0,0.0
2020-06-24,-0.37983042784788873,-0.5406441503203961,-0.3140722500489689,-0.5636735036516776,1.0,-0.0,0.0
2020-06-25,-0.3728469265659348,-0.5421710215098645,-0.31123911289200545,-0.5563903497787794,1.0,-0.0,0.0
2020-06-26,-0.37128094007833984,-0.5429896935855766,-0.30769230769230765,-0.5560463371947663,1.0,-0.0,0.0
2020-06-29,-0.3690093188373641,-0.5411859329931218,-0.3087142223208343,-0.5545540270690038,1.0,-0.0,0.0
2020-06-30,-0.37318770271394114,-0.5298977074266071,-0.31250519779336344,-0.5565935741413245,1.0,-0.0,0.0
2020-07-01,-0.36881455431562044,-0.5305568631794644,-0.3108575859108908,-0.5588846121895162,1.0,-0.0,0.0
2020-07-02,-0.36955076718550933,-0.5302996731845123,-0.31180413227718384,-0.5579405085027419,1.0,-0.0,0.0
2020-07-06,-0.37165005537098555,-0.5289867109634551,-0.3112403100775194,-0.5566998892580288,1.0,-0.0,0.0
2020-07-07,-0.37096997370969975,-0.5297910612979106,-0.30803929708039296,-0.5586273695862737,1.0,-0.0,0.0
2020-07-08,-0.3703150499267004,-0.5317401045556385,-0.3093519210024064,-0.5546151080131663,1.0,-0.0,0.0
2020-07-09,-0.36834536353328357,-0.5333112088276778,-0.30827733067839264,-0.5556293039077408,1.0,-0.0,0.0
2020-07-10,-0.3689392891716222,-0.5344212418752593,-0.30756465219195134,-0.5549439911492187,1.0,-0.0,0.0
2020-07-13,-0.36671278361925846,-0.5361925843940233,-0.3077476480354178,-0.5563641394576646,1.0,-0.0,0.0
2020-07-14,-0.3585291678186342,-0.5345590268178048,-0.30044235554326787,-0.5711915952446779,1.0,-0.0,0.0
2020-07-15,-0.3604413228625152,-0.5308870700143788,-0.30331268664970684,-0.5705397633005198,1.0,-0.0,0.0
2020-07-16,-0.3580776360567745,-0.5384445120770274,-0.30207785739977316,-0.5681598096450212,1.0,-0.0,0.0
2020-07-17,-0.3571251753445004,-0.5418488874219545,-0.299887229419369,-0.5516406744230822,1.0,-0.0,0.0
2020-07-20,-0.36644488004196457,-0.5394936638966346,-0.3033047127357058,-0.5515584881698463,1.0,-0.0,0.0
2020-07-21,-0.35565730677994156,-0.5475809565841011,-0.2974292491862967,-0.5576488111656644,1.0,-0.0,0.0
2020-07-22,-0.35025100678545823,-0.5533458377006676,-0.29370552214928014,-0.5610415402438352,1.0,-0.0,0.0
2020-07-23,-0.3518590133141815,-0.555466548809458,-0.2954809126567593,-0.5594442296005745,1.0,-0.0,0.0
2020-07-24,-0.34786209180997596,-0.5608800066248931,-0.2921025754271676,-0.5595550280177768,1.0,-0.0,0.0
2020-07-27,-0.3508505467800729,-0.5584336683972164,-0.29064950845023746,-0.5616094112448912,1.0,-0.0,0.0
2020-07-28,-0.35218544510139804,-0.5586837597391833,-0.29272807647676413,-0.5592915952920374,1.0,-0.0,0.0
2020-07-29,-0.3518775306450718,-0.5556880581285706,-0.29635587109656664,-0.5693882078872926,1.0,-0.0,0.0
2020-07-30,-0.3478800927459424,-0.541763277023297,-0.298526001987413,-0.5721541349232637,1.0,-0.0,0.0
2020-07-31,-0.3482162580075105,-0.5425502540313674,-0.2986525292688315,-0.5718190854870776,1.0,-0.0,0.0
2020-08-03,-0.3389301593438458,-0.550633785313855,-0.3017867498826324,-0.5702134710447102,1.0,-0.0,0.0
2020-08-04,-0.33884776844896153,-0.5499613345117101,-0.30159080866106935,-0.5714482987185152,1.0,-0.0,0.0
2020-08-05,-0.33885121107266436,-0.5519999999999999,-0.304,-0.5733148788927335,1.0,-0.0,0.0
2020-08-06,-0.338464093903992,-0.5441836000221472,-0.3088699407563258,-0.5769060406400531,1.0,-0.0,0.0
2020-08-07,-0.3374697420772933,-0.5514871595114215,-0.31899501961548093,-0.5743857989482763,1.0,-0.0,0.0
2020-08-10,-0.3442330724451996,-0.544717711611843,-0.32356627579867975,-0.5727376542350221,1.0,-0.0,0.0
2020-08-11,-0.33754909881048556,-0.5457837702314957,-0.3199431707385018,-0.5800206145360336,1.0,-0.002451458339136975,0.0
2020-08-12,-0.3392757660167131,-0.5446796657381615,-0.32197771587743734,-0.5795821727019499,1.0,-0.0,0.0
2020-08-13,-0.3360701363762872,-0.5506818814361258,-0.3117728917339271,-0.5806846646256609,1.0,-0.00400779293069858,0.0
2020-08-14,-0.34391490074545605,-0.5503531842421197,-0.3189826060250719,-0.5787196024234302,1.0,-0.0,0.0
2020-08-17,-0.345474306097425,-0.5569055846616876,-0.3143183591572846,-0.5700590792553785,1.0,-0.0,0.0
2020-08-18,-0.3451053629167131,-0.5561099342178615,-0.31371947820269813,-0.5724718474746349,1.0,-0.0,0.0
2020-08-19,-0.34552698297718215,-0.5527818794751065,-0.31549327166857044,-0.572256428830134,1.0,-0.0,0.0
2020-08-20,-0.3447997550861373,-0.5570677131168073,-0.3138793799226295,-0.5673652277977235,1.0,-0.0,0.0
2020-08-21,-0.33558333333333334,-0.5675,-0.2983888888888889,-0.5713611111111112,1.0,-0.004944444444444444,0.0
2020-08-24,-0.3356425451409175,-0.572545419135854,-0.30336922349275236,-0.5706535347633752,1.0,-0.0,0.0
2020-08-25,-0.3360340795188774,-0.572558191335338,-0.31139325091881054,-0.5642888963136207,1.0,-0.0,0.0
2020-08-26,-0.3347529575504523,-0.5701043841336116,-0.31646485734168406,-0.5622546972860125,1.0,-0.0,0.0
2020-08-27,-0.32851182197496526,-0.576105702364395,-0.31527121001390823,-0.5617524339360223,1.0,-0.0,0.0
2020-08-28,-0.3273637374860957,-0.5776418242491658,-0.314293659621802,-0.5615684093437153,1.0,-0.0,0.0
2020-08-31,-0.3272201040825982,-0.5766843848273175,-0.3170623104110428,-0.5619903709681908,1.0,-0.0,0.0
2020-09-01,-0.32726614900782053,-0.5759372129915672,-0.31944560407447603,-0.5604631098494336,1.0,-0.0,0.0
2020-09-02,-0.32354331803643444,-0.5740230844110694,-0.32012237519121123,-0.563537755527743,1.0,-0.0,0.0
2020-09-03,-0.32511890523739323,-0.5756404194364865,-0.32389508525018773,-0.5567546519066559,1.0,-0.0,0.0
2020-09-04,-0.3023069484735461,-0.5849702997651609,-0.3059538610305291,-0.5666528526039508,1.0,-0.002900953170327393,0.0
2020-09-08,-0.29742459716292524,-0.5793967773034018,-0.30698250929624016,-0.5638892714502135,1.0,-0.006775926180966809,0.0
2020-09-09,-0.29202834853312826,-0.582490935062081,-0.29672563454565437,-0.5618613339193496,1.0,-0.013872101966816834,0.0
2020-09-10,-0.287489030276437,-0.583095655989469,-0.2903685827117157,-0.5617321193505924,1.0,-0.01971807810443177,0.0
2020-09-11,-0.28091916290521135,-0.5842702776637942,-0.287894952810833,-0.5602243195185337,1.0,-0.022322527697989335,0.0
2020-09-14,-0.28332376343204,-0.5833264976895524,-0.287999343778197,-0.558007273124983,1.0,-0.021573291772619144,0.0
2020-09-15,-0.28497692328699786,-0.5767539667367616,-0.2843214900182975,-0.5599584892263156,1.0,-0.02496108364967092,0.0
2020-09-16,-0.2869560463590641,-0.5657664552809971,-0.28441395145418763,-0.5613656243166412,1.0,-0.034933304176689266,0.0
2020-09-17,-0.2801646584155717,-0.5695981680388201,-0.2802464423968159,-0.5574668774875962,1.0,-0.038629300474347095,0.0
2020-09-18,-0.2789017341040463,-0.5683553277347585,-0.2813011233504199,-0.5573672156178427,1.0,-0.0406260224670084,0.0
2020-09-21,-0.2786010023970364,-0.568805840052299,-0.27941817389409457,-0.5559490084985835,1.0,-0.041103726302026584,0.0
2020-09-22,-0.2787546686295357,-0.5686867860745345,-0.2804721790572776,-0.5549194405823178,1.0,-0.043373953818052945,0.0
2020-09-23,-0.282237380627558,-0.5681582537517054,-0.27989085948158254,-0.5565620736698499,1.0,-0.04166439290586631,0.0
2020-09-24,-0.27870855622233687,-0.5655090015477775,-0.27124120889564723,-0.553344013902843,1.0,-0.04662340130882234,0.0
2020-09-25,-0.2775618902687573,-0.5687926302345172,-0.27087692600342406,-0.5515639011929673,1.0,-0.04866980080980461,0.0
2020-09-28,-0.27604180806298356,-0.5673951404913804,-0.2678702321161938,-0.5514320618976517,1.0,-0.05207004207954391,0.0
2020-09-29,-0.2690699117670867,-0.5630716926148782,-0.27443943768381857,-0.5460726909689431,1.0,-0.045654461563368505,0.0
2020-09-30,-0.26908443293127177,-0.5645592163846839,-0.27572249655954023,-0.5450497854772121,1.0,-0.04398391753690062,0.0
2020-10-01,-0.268510787297654,-0.5581652166886633,-0.27467880518221244,-0.5434320036631023,1.0,-0.0486977132545048,0.0
2020-10-02,-0.2631295738269479,-0.5513344812742144,-0.27251937150236766,-0.5465454154111062,1.0,-0.056957597933706416,0.0
2020-10-05,-0.2619771351714862,-0.5524142568930732,-0.27139206455951576,-0.5470073974445191,1.0,-0.05718897108271688,0.0
2020-10-06,-0.2618110236220472,-0.5575180670909287,-0.274269226620645,-0.5475676841764642,1.0,-0.05538776830978319,0.0
2020-10-07,-0.2607489224137931,-0.5574353448275863,-0.27578125000000003,-0.5446928879310345,1.0,-0.05530711206896552,0.0
2020-10-08,-0.2601067270375162,-0.558753773178094,-0.2740135834411384,-0.5461675291073739,1.0,-0.05608559724018974,0.0
2020-10-09,-0.25563133440208674,-0.5569382930739342,-0.27391788712876664,-0.558269706273945,1.0,-0.07241257506181561,0.0
2020-10-12,-0.2619689175580414,-0.5587762989575679,-0.27435290275169427,-0.5609809204975368,1.0,-0.06567594785117443,0.0
2020-10-13,-0.25408545523644066,-0.5620011944188067,-0.27555784787447746,-0.5579293121233508,1.0,-0.06501438731744394,0.0
2020-10-14,-0.2538014554143586,-0.5616107309655697,-0.27508960573476704,-0.5599815357879874,1.0,-0.06481481481481481,0.0
2020-10-15,-0.2540053223266171,-0.5615597675555315,-0.2752403193395971,-0.5596860913485038,1.0,-0.0650084179655678,0.0
2020-10-16,-0.2584654717545625,-0.5574292164168956,-0.27783066336660595,-0.5622433160170806,1.0,-0.06386161503522181,0.0
2020-10-19,-0.25698901337974545,-0.555993690851735,-0.2749918416186229,-0.5631730664636136,1.0,-0.06831284673120853,0.0
2020-10-20,-0.25583930664195575,-0.5559128941702325,-0.27742498160311796,-0.5600010901856041,1.0,-0.0762584830067319,0.0
2020-10-21,-0.2544473806086032,-0.5539270438880868,-0.27994660418993655,-0.5590759255727791,1.0,-0.07693355490778325,0.0
2020-10-22,-0.2547123556330355,-0.5524079320113314,-0.2784103290477228,-0.5598714316844629,1.0,-0.0785029418173894,0.0
2020-10-23,-0.25624813437898564,-0.5506227782149739,-0.27274700822230064,-0.5581395348837209,1.0,-0.07590024694038153,0.0
2020-10-26,-0.25486370779819,-0.549693816723568,-0.27323470438411096,-0.5544897848588305,1.0,-0.07730450333279142,0.0
2020-10-27,-0.25529376677602145,-0.5509042106119351,-0.2688230350025757,-0.5594718433966869,1.0,-0.07678334191904129,0.0
2020-10-28,-0.2543387031271152,-0.5499390821713821,-0.2753485853526465,-0.5580885339109246,1.0,-0.06977121971030188,0.0
2020-10-29,-0.24424569602234575,-0.5518491660623641,-0.2664303171917385,-0.5530309134370048,1.0,-0.07023339510649156,0.0
2020-10-30,-0.24516856345286667,-0.5496564311788705,-0.2633401331329182,-0.5527968649345072,1.0,-0.07322310500322095,0.0
2020-11-02,-0.24546767206802506,-0.5476763463286807,-0.26191240173271296,-0.5479972191026259,1.0,-0.07085940424621638,0.0
2020-11-03,-0.23745567852154295,-0.5437036639088858,-0.25682282153218006,-0.5544482647469646,1.0,-0.0937197808101429,0.0
