Date,IWF,IWM,MTUM,PAVE,SPY,VLUE,VXX
2018-09-24,-0.1814047139642307,-0.41039914722255116,-0.11844131232974062,1.0,-0.31097950965296695,-0.3476015634253228,0.0
2018-09-25,-0.18079029084789153,-0.4115011733472397,-0.11712138810534051,1.0,-0.31196814184464405,-0.34899376585203973,0.0
2018-09-26,-0.18047323249087202,-0.411280762482811,-0.11617430888140738,1.0,-0.3124140547204704,-0.35056190431030393,0.0
2018-09-27,-0.1810920984026165,-0.40946580082476186,-0.11667535668578471,1.0,-0.3123429871545717,-0.3504289709437361,0.0
2018-09-28,-0.1805986775057474,-0.4098784158509705,-0.11689142748797193,1.0,-0.31227928803356003,-0.350389875097765,0.0
2018-10-01,-0.18190225510421856,-0.40897773351355204,-0.11659671338123355,1.0,-0.31324844087168907,-0.3505489554433141,0.0
2018-10-02,-0.18250580926637264,-0.404064115331721,-0.11836676625409019,1.0,-0.3143880115711102,-0.35178071797790106,0.0
2018-10-03,-0.18231389284020863,-0.39793741109530584,-0.11737790422000947,1.0,-0.3170222854433381,-0.35616405879563773,0.0
2018-10-04,-0.18432404247250664,-0.394506067500948,-0.11767633674630261,1.0,-0.3196340538490709,-0.3539770572620402,0.0
2018-10-05,-0.17835117317643726,-0.3911060702724416,-0.11282814678292102,1.0,-0.322440396020888,-0.35816734009120765,0.0
2018-10-08,-0.17795149139172947,-0.3906430815010746,-0.11229719197978416,1.0,-0.32269796660605066,-0.3580520983397492,0.0
2018-10-09,-0.17707767517653453,-0.3908792480457218,-0.11021892638688804,1.0,-0.32383156602035756,-0.35968164749781545,0.0
2018-10-10,-0.1762479299739768,-0.39354151880766497,-0.10820913177194227,1.0,-0.3243198485923823,-0.3634019399101017,0.0
2018-10-11,-0.1682014658898703,-0.3930652133057696,-0.09951137004322497,1.0,-0.3226132305957527,-0.365814696485623,0.0
2018-10-12,-0.16767587029200665,-0.3914151450681505,-0.09795899282257499,1.0,-0.31865896710541697,-0.362191101863325,0.0
2018-10-15,-0.15828429999066032,-0.4070234426076399,-0.08513122256467731,1.0,-0.3192304100121416,-0.3652517044923882,0.0
2018-10-16,-0.15714252352817545,-0.41199411503701455,-0.08145536068751315,1.0,-0.3195161252656407,-0.3652180005137666,0.0
2018-10-17,-0.15106047976289713,-0.3977956839862925,-0.07564601278132814,1.0,-0.319973140687228,-0.37098268037417803,0.0
2018-10-18,-0.15231649940899714,-0.40023640114028786,-0.07442000602591141,1.0,-0.3191647159709829,-0.3715437921524092,0.0
2018-10-19,-0.14815841126890658,-0.39745987761228496,-0.07128507100796676,1.0,-0.3199861447869761,-0.37231266597390605,0.0
2018-10-22,-0.1482088828325288,-0.3978566644340254,-0.07199113102524424,1.0,-0.31962953553363976,-0.37191953253112225,0.0
2018-10-23,-0.14835685088104203,-0.3977506293157202,-0.0723770813607076,1.0,-0.3192305027597515,-0.37170042262303415,0.0
2018-10-24,-0.14721752622681272,-0.4028855283573794,-0.07489405062411708,1.0,-0.319631319330261,-0.37118176975984807,0.0
2018-10-25,-0.1388195414672133,-0.3924326057579991,-0.07375002862966949,1.0,-0.32088133574586014,-0.3645129520624814,0.0
2018-10-26,-0.13448173718868914,-0.3886800191400643,-0.06712693964044023,1.0,-0.3258368081664274,-0.3624307881605031,0.0
2018-10-29,-0.1269790791177339,-0.39383958385389456,-0.061399722872135014,1.0,-0.3226495241123958,-0.3666492515276106,0.0
2018-10-30,-0.12932033540118618,-0.39373281523394005,-0.06283091326379894,1.0,-0.3223123593973686,-0.3641693366964347,0.0
2018-10-31,-0.12894048025492202,-0.39656310458632066,-0.06231933538181404,1.0,-0.32309092978263343,-0.365153067030841,0.0
2018-11-01,-0.13019422117989934,-0.39518203966392673,-0.06357157494478471,1.0,-0.32295817300029594,-0.3650128645916346,0.0
2018-11-02,-0.1293132939539763,-0.39918352452847394,-0.06413209569639884,1.0,-0.3221200994366775,-0.36590872807717745,0.0
2018-11-05,-0.12654792583639307,-0.40739811626262856,-0.06394672626513717,1.0,-0.3231088508289813,-0.35955209924969783,0.0
2018-11-06,-0.12507129657092014,-0.4063334169879766,-0.06481713855490406,1.0,-0.32413132257990923,-0.3611370947502909,0.0
2018-11-07,-0.12645909952714895,-0.40713159878474997,-0.0625899444913996,1.0,-0.32594741530940907,-0.3621764853690294,0.0
2018-11-08,-0.1219001206931888,-0.4079429781613645,-0.05847926582105527,1.0,-0.32466467788581965,-0.3641973902944458,0.0
2018-11-09,-0.1219939879759519,-0.40790672253598104,-0.058571688832209874,1.0,-0.3246492985971944,-0.3641601384587356,0.0
2018-11-12,-0.12172467958203383,-0.4074942518268946,-0.05832403760784939,1.0,-0.3248343843194391,-0.3641268468140324,0.0
2018-11-13,-0.11722118832554128,-0.4076074622123372,-0.054514093776950656,1.0,-0.3257455403749262,-0.3644410149335028,0.0
2018-11-14,-0.11782861292665216,-0.4071350762527233,-0.05451161946259986,1.0,-0.32579883805374,-0.36415214233841686,0.0
2018-11-15,-0.11776175577018999,-0.4075862694417993,-0.05382487643404525,1.0,-0.3271210266176937,-0.36097129642225545,0.0
2018-11-16,-0.11816078395789854,-0.4082433535976771,-0.05419199709645223,1.0,-0.3272162235731784,-0.3605843389892024,0.0
2018-11-19,-0.11818614885556791,-0.4082526143864982,-0.05412517296917179,1.0,-0.3272690152666561,-0.360592518657986,0.0
2018-11-20,-0.10891940190467572,-0.4074241635940009,-0.0447214242088357,1.0,-0.33137285950188883,-0.3696247200669577,0.0
2018-11-21,-0.10766167353034348,-0.4085396207629995,-0.04308277141693443,1.0,-0.33214916051952753,-0.3713173733991039,0.0
2018-11-23,-0.10786888214786977,-0.4102639561733146,-0.0425589713406076,1.0,-0.33175623670032145,-0.3713270249468013,0.0
2018-11-26,-0.10784136182542557,-0.4104491126403477,-0.04251177109742847,1.0,-0.33165067004708443,-0.37124230351321985,0.0
2018-11-27,-0.1065040650406504,-0.41235320686540194,-0.03825654923215899,1.0,-0.3309846431797651,-0.37025745257452575,0.0
2018-11-28,-0.10596640365354616,-0.42038389364925055,-0.036196332888697974,1.0,-0.3290452397639665,-0.36926589948226357,0.0
2018-11-29,-0.10450625366866843,-0.41931187068225945,-0.03503860568022757,1.0,-0.32902876236059064,-0.3697792026008037,0.0
