Date,HESM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3850289341049095,-0.953332088855703,-0.0,-0.7171177898077282,-0.6779540787754341,0.0
2018-09-25,1.0,-0.38340379363238425,-0.9566388566725278,-0.0,-0.7196677765722623,-0.6815069774402334,0.0
2018-09-26,1.0,-0.3845175290904329,-0.9577206570135068,-0.0,-0.7197216298125491,-0.6795749616492686,0.0
2018-09-27,1.0,-0.3895205325753609,-0.9490612611264866,-0.0,-0.7210711347146384,-0.6803425835888997,0.0
2018-09-28,1.0,-0.39100501384419667,-0.9484771383671331,-0.0,-0.7214697298510813,-0.6806854748185288,0.0
2018-10-01,1.0,-0.3917680074836296,-0.9476520112254443,-0.0,-0.7217960710944809,-0.6806361085126287,0.0
2018-10-02,1.0,-0.3993322579435046,-0.9272611321604083,-0.0,-0.7329782045991673,-0.6917882732490528,0.0
2018-10-03,1.0,-0.3992499531220701,-0.9254078379898744,-0.0,-0.7331708231764485,-0.6924432777048566,0.0
2018-10-04,1.0,-0.40111681595023047,-0.9214855900760783,-0.0,-0.7349998126147734,-0.6900648352883858,0.0
2018-10-05,1.0,-0.38223117377195925,-0.9117153407183618,-0.0,-0.7392488157845659,-0.6966170601618737,0.0
2018-10-08,1.0,-0.3784749358043988,-0.9071117561683599,-0.0,-0.7410591343827918,-0.6948010866733654,0.0
2018-10-09,1.0,-0.3817416567342074,-0.9087455303933254,-0.0,-0.740911799761621,-0.6932359952324196,0.0
2018-10-10,1.0,-0.38478447151745465,-0.9078648336500131,-0.0,-0.7431541298759361,-0.6898774263253977,0.0
2018-10-11,1.0,-0.3092382495948136,-0.8884927066450566,-0.0,-0.7128759229245453,-0.6910498829461552,0.0
2018-10-12,1.0,-0.3182949374288965,-0.8816837315130831,-0.0,-0.6905930034129694,-0.6646046643913539,0.0
2018-10-15,1.0,-0.31129965564982787,-0.8858674429337215,-0.0,-0.6890553445276723,-0.663779331889666,0.0
2018-10-16,1.0,-0.30353393359194275,-0.903163813658849,-0.0,-0.6887789601053418,-0.6633688031602548,0.0
2018-10-17,1.0,-0.2817422892870865,-0.8621677320199798,-0.0,-0.6808480910964407,-0.6682035698068393,0.0
2018-10-18,1.0,-0.2821695673446565,-0.863772978262389,-0.0,-0.6803313063535332,-0.668518906828825,0.0
2018-10-19,1.0,-0.26403326403326405,-0.8508316008316007,-0.0,-0.6823631323631323,-0.6677408177408176,0.0
2018-10-22,1.0,-0.26408682686639623,-0.8398696209993413,-0.0,-0.6894136412496966,-0.6741911994174555,0.0
2018-10-23,1.0,-0.26534008181376967,-0.8397004784025515,-0.0,-0.688171670248908,-0.6734729251889343,0.0
2018-10-24,1.0,-0.26321986355923394,-0.8376908958686844,-0.0,-0.6881601274370606,-0.6738927173875402,0.0
2018-10-25,1.0,-0.22437571132088105,-0.7866706835375242,-0.0,-0.6964584588605476,-0.6398875276159871,0.0
2018-10-26,1.0,-0.1989209711259866,-0.7782995304226197,-0.0,-0.7171212575348853,-0.6359942718220268,0.0
2018-10-29,1.0,-0.17959927140255008,-0.7845669812882927,-0.0,-0.7082298393773804,-0.6394104984268919,0.0
2018-10-30,1.0,-0.19370178238893324,-0.7883080606544294,-0.0,-0.7113594040968343,-0.6319832402234637,0.0
2018-10-31,1.0,-0.2016339761188106,-0.7636357622465518,-0.0,-0.7133595739754574,-0.6290477293024179,0.0
2018-11-01,1.0,-0.22288673571667225,-0.7583361176077514,-0.0,-0.7230872034747744,-0.6368192449047778,0.0
2018-11-02,1.0,-0.24920160708766867,-0.7248720854366264,-0.0,-0.7952336801620823,-0.6646406373407506,0.0
2018-11-05,1.0,-0.24515021459227468,-0.7364463519313305,-0.0,-0.7963261802575107,-0.6555536480686694,0.0
2018-11-06,1.0,-0.2537308300667079,-0.7450656763633863,-0.0,-0.7920019255897118,-0.6477890103844302,0.0
2018-11-07,1.0,-0.25276689351756376,-0.7459957379528426,-0.0,-0.7906441190623498,-0.647762425242318,0.0
2018-11-08,1.0,-0.22525771442180112,-0.745075358078454,-0.0,-0.7800156499846902,-0.6518218623481781,0.0
2018-11-09,1.0,-0.22481885906725174,-0.7448719257067047,-0.0,-0.7804878048780488,-0.6515290675919312,0.0
2018-11-12,1.0,-0.22758620689655173,-0.7262652255961571,-0.0,-0.815165551552582,-0.6620689655172414,0.0
2018-11-13,1.0,-0.2149338245326784,-0.7221653704461728,-0.0,-0.8159366898621914,-0.6580706781279848,0.0
2018-11-14,1.0,-0.213616147793363,-0.7267875470407116,-0.0,-0.8190215531987683,-0.6617516250427642,0.0
2018-11-15,1.0,-0.21256963193329007,-0.7263934930453505,-0.0,-0.8195892143125663,-0.659000034175182,0.0
2018-11-16,1.0,-0.2087152056148002,-0.7162617968723383,-0.0,-0.8177234165786516,-0.6643725937787469,0.0
2018-11-19,1.0,-0.2046751648952531,-0.7209938142920611,-0.0,-0.8236560609685247,-0.668193158128567,0.0
2018-11-20,1.0,-0.16873070267702645,-0.7115665185084653,-0.0,-0.8275709971838632,-0.6850337597122791,0.0
2018-11-21,1.0,-0.16793712898003238,-0.7063545601726928,-0.0,-0.8250134916351861,-0.6736036157582298,0.0
2018-11-23,1.0,-0.16816816816816815,-0.7076627188986739,-0.0,-0.8246111279819144,-0.6737186624827073,0.0
2018-11-26,1.0,-0.16994772927839252,-0.7066051184576744,-0.0,-0.8347023284230535,-0.6829814676532483,0.0
2018-11-27,1.0,-0.15522215810732834,-0.7208852381114016,-0.0,-0.8360544448593056,-0.6821221275584671,0.0
2018-11-28,1.0,-0.15631895176346786,-0.7181167045724566,-0.0,-0.8371635153942768,-0.6829491836111206,0.0
2018-11-29,1.0,-0.10905036991993515,-0.7136583223539745,-0.0,-0.8494645451167191,-0.7060910104388365,0.0
2018-11-30,1.0,-0.11041362695531198,-0.7200637915238709,-0.0,-0.8587764242814969,-0.7039462522479726,0.0
2018-12-03,1.0,-0.10816859380828048,-0.7206605405038825,-0.0,-0.8586009290970126,-0.7034349462547895,0.0
2018-12-04,1.0,-0.11903193370548872,-0.7363128879026386,-0.0,-0.8869664713428799,-0.7249748621753753,0.0
2018-12-06,1.0,-0.11056965215930097,-0.6719542933960679,-0.0,-0.884120315913292,-0.6941354394219459,0.0
2018-12-07,1.0,-0.10203393260700913,-0.6769656289000573,-0.0,-0.8898708132357405,-0.704118460552501,0.0
2018-12-10,1.0,-0.06815676054926331,-0.6860111589990311,-0.0,-0.8987003441248204,-0.6881494103103805,0.0
2018-12-11,1.0,-0.08749622571879088,-0.6838662059247828,-0.0,-0.9094843493139195,-0.6741033985305465,0.0
2018-12-12,1.0,-0.07969239145229345,-0.7014087382605145,-0.0,-0.9245950728188378,-0.6970872464951681,0.0
2018-12-13,1.0,-0.08053691275167785,-0.7036078084011855,-0.0,-0.924028208360304,-0.6986338704732055,0.0
2018-12-14,1.0,-0.09108646539330459,-0.6787499144245909,-0.0,-0.9488943657150681,-0.7042513863216266,0.0
2018-12-17,1.0,-0.09177019699361659,-0.6811723522547876,-0.0,-0.9559681515546711,-0.70306815841856,0.0
2018-12-18,1.0,-0.07482436395880228,-0.6683036627788009,-0.0,-0.9569947479708071,-0.7102857922379102,0.0
2018-12-19,1.0,-0.060192974624866946,-0.6797720015108334,-0.0,-0.9730796964598427,-0.720667513649006,0.0
2018-12-20,1.0,-0.05709887102292165,-0.6636674649332877,-0.0,-0.9843995894628805,-0.7159425248032844,0.0
2018-12-21,1.0,-0.05241140058499422,-0.661281545473097,-0.0,-0.9855452010067344,-0.7018910278212366,0.0
2018-12-24,1.0,-0.05823604366842305,-0.6825774012466852,-0.0,-1.002169645624548,-0.7008988531873127,0.0
2018-12-26,1.0,-0.0571614049473828,-0.6822809894765615,-0.0,-0.9875290419570862,-0.6896952302856363,0.0
2018-12-27,1.0,-0.04418920260832147,-0.6513852570255867,-0.0,-0.9327728310880143,-0.6816722385885936,0.0
2018-12-28,1.0,-0.03587890042112942,-0.6626653844878468,-0.0,-0.9364658288291275,-0.6810027522631561,0.0
2018-12-31,1.0,-0.03680859530441703,-0.6615930494760578,-0.0,-0.9363642392890305,-0.6812906220984215,0.0
2019-01-02,1.0,-0.030054463336875666,-0.6646187566418703,-0.0,-0.9375332093517534,-0.6887287460148778,0.0
2019-01-03,1.0,-0.01722350423062774,-0.6755626902110298,-0.0,-0.9358549881274875,-0.7157285709508043,0.0
2019-01-04,1.0,-0.0,-0.6924489864075076,-0.0,-0.9148047957786462,-0.7323915439334736,0.0
2019-01-07,1.0,-0.0,-0.6644381083472618,-0.0,-0.9020745256120342,-0.7107790122242977,0.0
2019-01-08,1.0,-0.0,-0.6903593687839809,-0.0,-0.9010741280997214,-0.7237766874419838,0.0
2019-01-09,1.0,-0.0,-0.7171906982987148,-0.0,-0.913526391731821,-0.7248750041944901,0.0
2019-01-10,1.0,-0.0,-0.7135943538901025,-0.0,-0.9223323811124182,-0.7248529658880861,0.0
2019-01-11,1.0,-0.0,-0.7069087479368072,-0.0,-0.9275103580691884,-0.7340923636608616,0.0
