Date,AFYA,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-18,1.0,-0.5979729729729729,-0.5445474544311754,-0.9155012570710245,-0.7771448774355751,-0.0931803896920176,0.0
2020-03-19,1.0,-0.6096210980424077,-0.622970168084327,-0.9576736803548899,-0.8093280696756339,-0.0702454112571731,0.0
2020-03-20,1.0,-0.6166166988377345,-0.7023286377263953,-0.9399153969362192,-0.811819787260257,-0.03626432297014251,0.0
2020-03-23,1.0,-0.611326135669179,-0.7193725809737217,-0.9080057038093299,-0.8004888979425544,-0.03499694438785904,0.0
2020-03-24,1.0,-0.61249185136897,-0.7163868970013038,-0.9007496740547588,-0.794980443285528,-0.04970664928292048,0.0
2020-03-25,1.0,-0.5944247062038808,-0.6951938468746339,-0.8123609104751492,-0.7611369226564635,-0.041150978018974736,0.0
2020-03-26,1.0,-0.587946603847664,-0.696780526109148,-0.8281900274833137,-0.7672555948174323,-0.04605418138987044,0.0
2020-03-27,1.0,-0.5849158352913987,-0.681868957282077,-0.794383883517584,-0.7687300181040791,-0.022033049574361543,0.0
2020-03-30,1.0,-0.5659854520263249,-0.6695146826771351,-0.8382403879459647,-0.7749297617673094,-0.0,0.0
2020-03-31,1.0,-0.5526577818627451,-0.6798789828431372,-0.8330269607843136,-0.7640548406862744,-0.0,0.0
2020-04-01,1.0,-0.5538761766281471,-0.6842427489094666,-0.8248641616285298,-0.7634881763220326,-0.0,0.0
2020-04-02,1.0,-0.5607246870153939,-0.6325882219448542,-0.8195468815008132,-0.7694315216157948,-0.0,0.0
2020-04-03,1.0,-0.5607522609452453,-0.6315510651984713,-0.8200703825632876,-0.7716729102811518,-0.0,0.0
2020-04-06,1.0,-0.5614645585899084,-0.6297374990543914,-0.8193131099175429,-0.7718813828580074,-0.0,0.0
2020-04-07,1.0,-0.5313331362695832,-0.5907109074785694,-0.8019878805793674,-0.7708764410286728,-0.0,0.0
2020-04-08,1.0,-0.5441038179424488,-0.6154974609742336,-0.7871356027835246,-0.8043633627985707,-0.010419409441414331,0.0
2020-04-09,1.0,-0.5590740254380371,-0.578058755111995,-0.8076764341725134,-0.8071136457434436,-0.0,0.0
2020-04-13,1.0,-0.5898264332406642,-0.5128484484183634,-0.8320685250582313,-0.8189946652641069,-0.003193327823277481,0.0
2020-04-14,1.0,-0.5858315757758361,-0.5303178668273576,-0.8195239529978909,-0.8226498945465502,-0.007909008737571558,0.0
2020-04-15,1.0,-0.5537410369035551,-0.5530652851297069,-0.7923564966024702,-0.8256185005818973,-0.029432743927619475,0.0
2020-04-16,1.0,-0.5564473782912008,-0.5482709474157977,-0.7976520891155952,-0.829420148525992,-0.01886580151526517,0.0
2020-04-17,1.0,-0.5688798554652212,-0.5378651008732309,-0.8138361939174946,-0.8326558265582655,-0.010727190605239386,0.0
2020-04-20,1.0,-0.6127934671657026,-0.48051113379456345,-0.8528221995387697,-0.8344486030773883,-0.0,0.0
2020-04-21,1.0,-0.6111216047750369,-0.48203694609194964,-0.8573533300593102,-0.8272071323334971,-0.0,0.0
2020-04-22,1.0,-0.593632395002258,-0.500338702393497,-0.8395303326810176,-0.8298208640674394,-0.0,0.0
2020-04-23,1.0,-0.583661823778954,-0.5101175057251192,-0.8327889777377332,-0.827570672373015,-0.0,0.0
2020-04-24,1.0,-0.5875610672679443,-0.5029688087185268,-0.8369034197670049,-0.8305524239007892,-0.0,0.0
2020-04-27,1.0,-0.5937831288808116,-0.4984098137210359,-0.8460169619869756,-0.8479857640466454,-0.0,0.0
2020-04-28,1.0,-0.5891881638846738,-0.510887708649469,-0.8455614567526556,-0.8479893778452201,-0.0,0.0
2020-04-29,1.0,-0.5649710937803126,-0.5946921196601094,-0.8276878904279672,-0.8733946377992472,-0.019283746556473826,0.0
2020-04-30,1.0,-0.5641769117760768,-0.5723729993041057,-0.8360395886491919,-0.8827418232428671,-0.01074769968298152,0.0
2020-05-01,1.0,-0.5797224691739786,-0.5547524254957289,-0.8393181554636465,-0.8915387886050017,-0.0,0.0
2020-05-04,1.0,-0.5757072831834498,-0.5488440310316879,-0.8412134779420279,-0.8938978733258713,-0.0,0.0
2020-05-05,1.0,-0.576271186440678,-0.5487046832168642,-0.8431720782981351,-0.8926682367476159,-0.0,0.0
2020-05-06,1.0,-0.5742906774753909,-0.5518239722061378,-0.8370584829183555,-0.8970855047288169,-0.0,0.0
2020-05-07,1.0,-0.584032800835493,-0.5489111515104631,-0.8430743047228562,-0.8920047963485863,-0.0,0.0
2020-05-08,1.0,-0.5823869142214815,-0.5449048412729176,-0.8557308422807085,-0.8930578704600953,-0.0,0.0
2020-05-11,1.0,-0.5844175960346963,-0.5341155514250309,-0.859355638166047,-0.8944780049566294,-0.0,0.0
2020-05-12,1.0,-0.5841400139394409,-0.5350422055293116,-0.8578951444280958,-0.894989545419345,-0.0,0.0
2020-05-13,1.0,-0.5814268047611687,-0.5213325088885453,-0.8626140052558355,-0.8992502705209461,-0.0,0.0
2020-05-14,1.0,-0.5795978458796638,-0.5289992638797412,-0.8600596644841346,-0.9056603773584905,-0.0,0.0
2020-05-15,1.0,-0.5788821319285742,-0.5295735368168262,-0.8602471239880699,-0.9046752140062748,-0.0,0.0
2020-05-18,1.0,-0.5804515354528907,-0.5253068969523292,-0.8574913836502341,-0.9093056577469697,-0.0,0.0
2020-05-19,1.0,-0.5922532761219994,-0.4682438439831459,-0.901503730333604,-0.9035911708995324,-0.0,0.0
2020-05-20,1.0,-0.5913483841039121,-0.467759393845678,-0.9020024740992731,-0.9046312045770836,-0.0,0.0
