Date,IWF,IWM,MTUM,PEIX,SPY,VLUE,VXX
2018-09-24,-2.326013784260298,-4.8382753646417695,-0.6247796121173265,1.0,-3.674627344125661,-3.5645135438371534,0.0
2018-09-25,-2.442544005313849,-5.013948854201262,-0.6640650946529392,1.0,-3.8110262371305215,-3.674360677515775,0.0
2018-09-26,-2.443096859943512,-5.015783352716398,-0.6624023924239907,1.0,-3.813590297391593,-3.6791825884698457,0.0
2018-09-27,-2.456886526000997,-4.986708755607244,-0.6725369662734674,1.0,-3.817079249044692,-3.6806778534640303,0.0
2018-09-28,-2.4515111258718036,-4.986881434739289,-0.6746927930919959,1.0,-3.8141813351046165,-3.678678180006642,0.0
2018-10-01,-2.459504407117911,-4.989023781806086,-0.6763678696158323,1.0,-3.8218859138533174,-3.6838516547480458,0.0
2018-10-02,-2.460860894133289,-4.963769320259265,-0.6863885657304305,1.0,-3.823001495762008,-3.6857237826159213,0.0
2018-10-03,-2.555555555555556,-5.08337639965547,-0.6752799310938846,1.0,-4.0199827734711455,-3.8925064599483203,0.0
2018-10-04,-2.552690390235517,-5.0694516073577445,-0.6685576757778924,1.0,-4.019082001031459,-3.881382155750387,0.0
2018-10-05,-2.4835593220338983,-5.01271186440678,-0.5996610169491526,1.0,-3.993220338983051,-3.860169491525424,0.0
2018-10-08,-2.466430499325236,-4.983468286099866,-0.5794534412955465,1.0,-3.993927125506073,-3.8461538461538463,0.0
2018-10-09,-3.5644667832167833,-5.6164772727272725,-2.0061188811188813,1.0,-4.85708041958042,-4.809003496503497,0.0
2018-10-10,-3.630328596802842,-5.713809946714033,-2.030417406749556,1.0,-4.950710479573713,-4.876998223801066,0.0
2018-10-11,-3.0757011178662483,-5.1315944302804475,-1.5785448127083743,1.0,-4.39674445969798,-4.429103745832516,0.0
2018-10-12,-3.1406679764243615,-5.162082514734774,-1.5795677799607073,1.0,-4.373870333988212,-4.390176817288801,0.0
2018-10-15,-3.110801670976725,-5.37139446986274,-1.4929381340759897,1.0,-4.437636761487965,-4.47980903123135,0.0
2018-10-16,-3.1096299243931558,-5.3774373259052926,-1.4858734580183048,1.0,-4.441106247512932,-4.4828889773179466,0.0
2018-10-17,-3.045714285714286,-5.251822660098521,-1.3948768472906403,1.0,-4.460098522167487,-4.5519211822660095,0.0
2018-10-18,-3.0532041139240507,-5.267998417721518,-1.3985363924050631,1.0,-4.486155063291139,-4.572587025316456,0.0
2018-10-19,-2.992559232426082,-5.204816917955747,-1.3405130213432543,1.0,-4.481691795574702,-4.561582142157823,0.0
2018-10-22,-2.9906213364595544,-5.178780773739742,-1.32610394685424,1.0,-4.482024228214146,-4.561156701836655,0.0
2018-10-23,-3.010848126232742,-5.242209072978304,-1.308284023668639,1.0,-4.543195266272189,-4.619329388560158,0.0
2018-10-24,-3.004917387883556,-5.221479150275373,-1.286191974822974,1.0,-4.538749016522424,-4.618214004720692,0.0
2018-10-25,-2.7953051643192492,-4.939718309859155,-1.1652582159624414,1.0,-4.465727699530516,-4.413333333333333,0.0
2018-10-26,-2.860167022722859,-5.129151291512915,-1.1009904835890463,1.0,-4.728296756651777,-4.60244707710235,0.0
2018-10-29,-2.765571264807031,-5.102789453572793,-1.0246465418418036,1.0,-4.6463507833397015,-4.566679403897593,0.0
2018-10-30,-2.745284816155458,-5.093160602019433,-1.0076204991426938,1.0,-4.637645265764908,-4.567346161173557,0.0
2018-10-31,-2.6596732268845154,-4.9715930189379876,-0.9144077237281842,1.0,-4.550315633122911,-4.470664686223543,0.0
2018-11-01,-2.613914656771799,-5.037291280148422,-0.8580705009276437,1.0,-4.55899814471243,-4.484786641929499,0.0
2018-11-02,-2.5901878533649465,-4.891482764909721,-0.8088637607149372,1.0,-4.530001823819077,-4.417654568666788,0.0
2018-11-05,-2.59375,-4.9889705882352935,-0.8018382352941177,1.0,-4.574632352941177,-4.4229779411764705,0.0
2018-11-06,-2.612368856985091,-5.00754647524388,-0.7979017117614577,1.0,-4.572795877047671,-4.4152401987852015,0.0
2018-11-07,-2.600550964187328,-4.998347107438017,-0.8031221303948577,1.0,-4.559044995408632,-4.404224058769513,0.0
2018-11-08,-2.5491500369549147,-5.098484848484849,-0.7071322985957131,1.0,-4.609571322985957,-4.5131189948263115,0.0
2018-11-09,-2.549121184088807,-5.105642923219241,-0.7087881591119334,1.0,-4.618871415356152,-4.518963922294172,0.0
2018-11-12,-2.5372174232677818,-5.026833302701709,-0.697482080499908,1.0,-4.623231023708877,-4.494210623047234,0.0
2018-11-13,-2.4205908683974937,-4.930707251566697,-0.5965980304386751,1.0,-4.54914950760967,-4.408057296329454,0.0
2018-11-14,-2.42631767658659,-4.935640014342058,-0.5959125134456794,1.0,-4.556651129437074,-4.413230548583721,0.0
2018-11-15,-2.4181103768530097,-4.925165208072871,-0.5865333095195571,1.0,-4.550276835149134,-4.38024647258439,0.0
2018-11-16,-2.4079158495275452,-4.895168479229809,-0.5681939739704047,1.0,-4.553218042431806,-4.403815296844357,0.0
2018-11-19,-2.410841654778887,-4.891226818830242,-0.5805991440798859,1.0,-4.548323823109843,-4.400677603423681,0.0
2018-11-20,-2.306911293195582,-4.907908799429996,-0.43943712148200925,1.0,-4.620947630922693,-4.537406483790524,0.0
2018-11-21,-2.2631762045573143,-4.801356757696991,-0.42737867455209605,1.0,-4.524612976169769,-4.377630892329101,0.0
2018-11-23,-2.2595035584099983,-4.75681305328936,-0.4369033153966325,1.0,-4.530637042180177,-4.374240583232078,0.0
2018-11-26,-2.2555035534754726,-4.760617091350321,-0.4336973478939158,1.0,-4.520194141098978,-4.364014560582423,0.0
2018-11-27,-2.2025942993684926,-4.726915855948113,-0.3667861409796893,1.0,-4.4644137224782385,-4.30704898446834,0.0
2018-11-28,-2.206425153793575,-4.7218045112781954,-0.3675666438824334,1.0,-4.476076555023924,-4.316302118933697,0.0
2018-11-29,-2.1094224924012157,-4.688956433637284,-0.25498142519419115,1.0,-4.482776089159067,-4.350050658561297,0.0
2018-11-30,-2.1103983794733288,-4.688892640108035,-0.25253207292370017,1.0,-4.4837947332883195,-4.344868332207968,0.0
2018-12-03,-2.124362895005097,-4.730377166156982,-0.2327556914712878,1.0,-4.522256201155284,-4.37988447162759,0.0
2018-12-04,-2.0823073030865236,-4.7190082644628095,-0.2255017709563164,1.0,-4.4874346432787995,-4.3516613256873,0.0
2018-12-06,-2.08017094017094,-4.607863247863248,-0.36205128205128206,1.0,-4.646153846153846,-4.397777777777778,0.0
2018-12-07,-2.078370978781656,-4.615674195756331,-0.3554072553045859,1.0,-4.654688569472963,-4.407426420260096,0.0
2018-12-10,-1.9938785920761775,-4.658221390919912,-0.29722836252338036,1.0,-4.67862608399932,-4.375786430879102,0.0
2018-12-11,-1.990124297633237,-4.669334241443895,-0.2918440320108973,1.0,-4.68397752426358,-4.391792950791759,0.0
2018-12-12,-1.9919822586148073,-4.679802115319005,-0.28966223132036845,1.0,-4.693108154213579,-4.404298874104402,0.0
2018-12-13,-1.9786580160491722,-4.7013829605600135,-0.25149393887655797,1.0,-4.719651698821923,-4.422400546354789,0.0
2018-12-14,-1.9764384497182859,-4.7036025268909,-0.24568891924193273,1.0,-4.7234078879972685,-4.424620112685675,0.0
2018-12-17,-1.9193302891933026,-4.682056485709453,-0.19431760527650938,1.0,-4.667343142228987,-4.448841535599526,0.0
2018-12-18,-1.8606352902045566,-4.59953434225844,-0.14169299850324296,1.0,-4.614002993514053,-4.4147680026609,0.0
2018-12-19,-1.8558498156218572,-4.646329198793161,-0.13325511230305062,1.0,-4.666107945021791,-4.459939658062353,0.0
2018-12-20,-1.7927410083757596,-4.533420922975858,-0.1445229101658729,1.0,-4.586960091969124,-4.365413039908031,0.0
2018-12-21,-1.7409376510391494,-4.471725471242146,-0.10472047688094087,1.0,-4.525213468664411,-4.268245529241179,0.0
2018-12-24,-1.6513994910941474,-4.366571246819338,-0.1118002544529262,1.0,-4.479007633587786,-4.294688295165394,0.0
