Date,IWF,IWM,MTUM,OHI,SPY,VLUE,VXX
2018-09-24,-0.3263988952929875,-0.7380523535062439,-0.0,1.0,-0.5196625840537944,-0.41780739673390965,0.0
2018-09-25,-0.32376925400181217,-0.7456055572334642,-0.0,1.0,-0.5255209906372696,-0.4253397765025672,0.0
2018-09-26,-0.32514651682677786,-0.7469941393269289,-0.0,1.0,-0.5256479970998731,-0.42320705697540933,0.0
2018-09-27,-0.32541983810559383,-0.7462848858281986,-0.0,1.0,-0.5255527364987315,-0.42316056542225444,0.0
2018-09-28,-0.3267754608643094,-0.7457540042308853,-0.0,1.0,-0.5259595043819885,-0.42357207615593834,0.0
2018-10-01,-0.32665494665373423,-0.7509093113482056,-0.0,1.0,-0.5274005819592629,-0.4261032977691562,0.0
2018-10-02,-0.3255743284307767,-0.7634921599611036,-0.0,1.0,-0.5255257080345206,-0.42418256958794215,0.0
2018-10-03,-0.324884512521274,-0.7541940189642596,-0.0,1.0,-0.5292973498662776,-0.4307379042061755,0.0
2018-10-04,-0.3312834875791525,-0.7477776424744277,-0.0,1.0,-0.5380845104724793,-0.4272101802240624,0.0
2018-10-05,-0.31629809148742805,-0.7399575886095123,-0.0,1.0,-0.541532868827628,-0.43159648591335964,0.0
2018-10-08,-0.3131001060124186,-0.7371194911403907,-0.0,1.0,-0.5470543692261093,-0.43168256852945636,0.0
2018-10-09,-0.30571715756449697,-0.7415552374280406,-0.0,1.0,-0.5554201821449241,-0.44320916207243155,0.0
2018-10-10,-0.306935817805383,-0.7406527828522713,-0.0,1.0,-0.5561137498477652,-0.44102423578126904,0.0
2018-10-11,-0.23715753424657532,-0.7322272083136513,-0.0,1.0,-0.5339513462446859,-0.4489548889938592,0.0
2018-10-12,-0.23397529707896736,-0.7286190950067318,-0.0,1.0,-0.525961482175262,-0.4383305040098343,0.0
2018-10-15,-0.20871318373071526,-0.7529219261337075,-0.0,1.0,-0.521476157082749,-0.43881486676016834,0.0
2018-10-16,-0.20210273531306744,-0.7670590991624202,-0.0,1.0,-0.5211152111521115,-0.43835295495812104,0.0
2018-10-17,-0.18829971181556196,-0.7399135446685879,-0.0,1.0,-0.5143804034582133,-0.43925072046109515,0.0
2018-10-18,-0.18804748732134624,-0.7396841862609497,-0.0,1.0,-0.5145804518211157,-0.43920009220839096,0.0
2018-10-19,-0.17538145036859248,-0.7312132121835534,-0.0,1.0,-0.5145436882107548,-0.43613920795474026,0.0
2018-10-22,-0.17532578875171467,-0.7229652491998171,-0.0,1.0,-0.5190900777320531,-0.440414951989026,0.0
2018-10-23,-0.17221123814435943,-0.7252070259892832,-0.0,1.0,-0.524055130519499,-0.44393822172555086,0.0
2018-10-24,-0.17034853774394781,-0.7224861214445144,-0.0,1.0,-0.5242087792594288,-0.4445143936358954,0.0
2018-10-25,-0.13299153919426235,-0.6875105059673895,-0.0,1.0,-0.5570684148596403,-0.4240208438393008,0.0
2018-10-26,-0.12295491098663412,-0.6765293106316899,-0.0,1.0,-0.556957462148522,-0.4165326382341523,0.0
2018-10-29,-0.117101914352108,-0.6780181476153591,-0.0,1.0,-0.5556047360849838,-0.4156799822950094,0.0
2018-10-30,-0.10011089548100915,-0.6809814250069309,-0.0,1.0,-0.5589409481563626,-0.43235375658441916,0.0
2018-10-31,-0.10169257911566876,-0.6706086668871981,-0.0,1.0,-0.5559047304002647,-0.42840996802293524,0.0
2018-11-01,-0.08861421571326324,-0.680476793481253,-0.0,1.0,-0.5552221549303529,-0.4285360347960139,0.0
2018-11-02,-0.09342087265763918,-0.656408152099576,-0.0,1.0,-0.5617836137327314,-0.4239912460675694,0.0
2018-11-05,-0.10024807056229328,-0.6471334068357221,-0.0,1.0,-0.5667861080485116,-0.4421444321940463,0.0
2018-11-06,-0.08793747682478108,-0.6616275421432443,-0.0,1.0,-0.6116261159759263,-0.49117202430189105,0.0
2018-11-07,-0.08711397530582567,-0.6625509709429981,-0.0,1.0,-0.6105677378881633,-0.49126008725655135,0.0
2018-11-08,-0.0730893251117271,-0.6603778921762743,-0.0,1.0,-0.603750636420207,-0.49128811449906656,0.0
2018-11-09,-0.07277201120004526,-0.6602087281160732,-0.0,1.0,-0.6042085018525327,-0.4910767316231581,0.0
2018-11-12,-0.07207815975448377,-0.6459723512684067,-0.0,1.0,-0.6093701607680829,-0.488160599149703,0.0
2018-11-13,-0.04809596875435904,-0.6429348584181894,-0.0,1.0,-0.6137815594922584,-0.48497698423769003,0.0
2018-11-14,-0.04625235193349995,-0.6509309444241624,-0.0,1.0,-0.6196467185262153,-0.491448791035974,0.0
2018-11-15,-0.04536915009954294,-0.6518800998233463,-0.0,1.0,-0.6226621428371141,-0.48408714914617385,0.0
2018-11-16,-0.041369272538976126,-0.6429031264869707,-0.0,1.0,-0.6228902510706189,-0.4918409046379489,0.0
2018-11-19,-0.03566092521072365,-0.6513404561215572,-0.0,1.0,-0.633185803287007,-0.49883009612945056,0.0
2018-11-20,-0.0,-0.6435660218671152,-0.0,1.0,-0.6390243902439025,-0.5208578637510513,0.0
2018-11-21,-0.008280290655100546,-0.6543401115304456,-0.0,1.0,-0.6596631555230102,-0.49414183518278604,0.0
2018-11-23,-0.010167295668337746,-0.6400608347884864,-0.0,1.0,-0.6685912240184757,-0.4976060384160424,0.0
2018-11-26,-0.009627565239422346,-0.6426259043436647,-0.0,1.0,-0.6669200236466515,-0.49590406215691246,0.0
2018-11-27,-0.0,-0.6500210526315789,-0.0,1.0,-0.6646175438596491,-0.4923789473684211,0.0
2018-11-28,-0.0013777590327569238,-0.641979474202165,-0.0,1.0,-0.6713904119218332,-0.4970054829185997,0.0
2018-11-29,-0.0,-0.625663249715254,-0.0,1.0,-0.6583881990165846,-0.4939578298191516,0.0
2018-11-30,-0.0,-0.6267959869938582,-0.0,1.0,-0.6607564683322681,-0.4915376705666565,0.0
2018-12-03,-0.0,-0.6276119195347931,-0.0,1.0,-0.6620016137558776,-0.49272418686180125,0.0
2018-12-04,-0.0,-0.6279295520732214,-0.0,1.0,-0.6564692830398003,-0.48914158923866313,0.0
2018-12-06,-0.0,-0.5741369095707438,-0.0,1.0,-0.6561103032261539,-0.46270264447675985,0.0
2018-12-07,-0.0,-0.5749070732101492,-0.0,1.0,-0.6580294133491353,-0.46062058934439476,0.0
2018-12-10,-0.0,-0.5708334446017037,-0.0,1.0,-0.6516676903356744,-0.44796645926242423,0.0
2018-12-11,-0.0,-0.5711423916237078,-0.0,1.0,-0.6504981436469991,-0.44937097678890997,0.0
2018-12-12,-0.0,-0.5713904029069146,-0.0,1.0,-0.6500480923372876,-0.4503580207331409,0.0
2018-12-13,-0.0,-0.5689822033442659,-0.0,1.0,-0.6673477068659606,-0.45195978278402066,0.0
2018-12-14,-0.0,-0.5554449585709673,-0.0,1.0,-0.6802162918325622,-0.4545356720111912,0.0
2018-12-17,-0.0,-0.5513916048324449,-0.0,1.0,-0.6634432509174681,-0.46387720661112747,0.0
2018-12-18,-0.0,-0.5622988505747126,-0.0,1.0,-0.6738877620013523,-0.4683434753211629,0.0
