Date,IWF,IWM,LITE,MTUM,SPY,VLUE,VXX
2018-09-24,-1.0766798418972332,-1.9913762127200865,1.0,-0.3101688825008983,-1.4035932446999642,-1.4045993532159542,0.0
2018-09-25,-1.0820992092020127,-1.9885693745506832,1.0,-0.31782890007189074,-1.4011502516175411,-1.3993529834651328,0.0
2018-09-26,-1.0829678625350492,-1.9897188870515494,1.0,-0.3197929398231361,-1.4006758214105974,-1.3964339636206775,0.0
2018-09-27,-1.083321361873294,-1.9844849877891109,1.0,-0.3209309007326533,-1.3992242493894553,-1.394986352535555,0.0
2018-09-28,-1.08044821146387,-1.9864961930757072,1.0,-0.3220083321361873,-1.3988651055882775,-1.394986352535555,0.0
2018-10-01,-1.0869346009795449,-1.9881878421204267,1.0,-0.32245750504177473,-1.405718813022184,-1.3992365312590032,0.0
2018-10-02,-1.0885784243122567,-1.972778337894282,1.0,-0.3283883047673916,-1.408901051418695,-1.4027797781938642,0.0
2018-10-03,-1.0876700496652991,-1.9578204851363998,1.0,-0.3266393147628302,-1.413949470956597,-1.4117901101274024,0.0
2018-10-04,-1.0893794491982454,-1.9506723232904295,1.0,-0.32753289710217875,-1.415618034083555,-1.4073488171424462,0.0
2018-10-05,-1.069258809234508,-1.9395325566435564,1.0,-0.30305196197555573,-1.4203416482024158,-1.4153384318490458,0.0
2018-10-08,-1.0808568955568378,-1.9611223312175419,1.0,-0.3090738603577611,-1.4319099826889785,-1.4298903635314482,0.0
2018-10-09,-1.078001879563363,-1.9676136774380102,1.0,-0.2956697751753054,-1.4433600809658063,-1.4444444444444442,0.0
2018-10-10,-1.0861181587531714,-1.9696266763320045,1.0,-0.30177600579920266,-1.451250453062704,-1.4402319681043858,0.0
2018-10-11,-0.9784449576597383,-1.9734061165931838,1.0,-0.14143746938204213,-1.4259220379312758,-1.479249772552313,0.0
2018-10-12,-1.0234041062294164,-1.9976876182467942,1.0,-0.12942330600518534,-1.406839044215542,-1.4499334314343773,0.0
2018-10-15,-0.9986039368979478,-2.033016892363535,1.0,-0.091791148959933,-1.4038112522686026,-1.4530922797710457,0.0
2018-10-16,-0.9956722043836381,-2.04411559402485,1.0,-0.08355437665782493,-1.4040206617339104,-1.4529526734608404,0.0
2018-10-17,-0.9566340402392605,-1.9603724850462207,1.0,-0.055057096247960846,-1.3781946710168569,-1.4469140837411636,0.0
2018-10-18,-0.9550615269562852,-1.9577129648514515,1.0,-0.05656400843021279,-1.3816031001427698,-1.4476850907607586,0.0
2018-10-19,-0.9325584538451143,-1.9437761859710772,1.0,-0.024395188538991756,-1.3982294904716854,-1.458778213272064,0.0
2018-10-22,-0.9355623100303951,-1.932860520094563,1.0,-0.01567038162782844,-1.4054711246200609,-1.4649780479567716,0.0
2018-10-23,-0.9375935756090923,-1.950387913434055,1.0,-0.002518034571934123,-1.4299033619164285,-1.4850959575336873,0.0
2018-10-24,-0.9347471451876019,-1.9477297444263189,1.0,-0.0,-1.429241435562806,-1.4854540511147363,0.0
2018-10-25,-0.8570133989254968,-1.8287915075409413,1.0,-0.0,-1.3916758366237298,-1.3954301249271799,0.0
2018-10-26,-0.8211237100267549,-1.7934131736526946,1.0,-0.0,-1.3867371639699324,-1.3690916040259904,0.0
2018-10-29,-0.7782360406091371,-1.8166243654822336,1.0,-0.0,-1.3682106598984771,-1.3821065989847718,0.0
2018-10-30,-0.7943592029031643,-1.8224358566244352,1.0,-0.0,-1.3735277264913732,-1.376265359393901,0.0
2018-10-31,-0.7965599798387096,-1.7816910282258063,1.0,-0.0,-1.3618321572580645,-1.360320060483871,0.0
2018-11-01,-0.7616648825640703,-1.8112839241861345,1.0,-0.0,-1.3614381965871167,-1.362508658144953,0.0
2018-11-02,-0.7665896747612211,-1.7607216430488797,1.0,-0.0,-1.3666271302827893,-1.348648479930083,0.0
2018-11-05,-0.7866447451625141,-1.7528771974200075,1.0,-0.0,-1.3891488554445428,-1.394840015176426,0.0
2018-11-06,-0.7866177586643056,-1.7524032380470527,1.0,-0.0,-1.3897040222615733,-1.395648874272704,0.0
2018-11-07,-0.7860982860034154,-1.7528935551198532,1.0,-0.0,-1.3899184112326861,-1.3958003921320599,0.0
2018-11-08,-0.7364607408332813,-1.7477044162658502,1.0,-0.0,-1.3657317758760696,-1.3965894184521206,0.0
2018-11-09,-0.7352204408817636,-1.7528807615230462,1.0,-0.0,-1.3739979959919841,-1.4004884769539079,0.0
2018-11-12,-0.7317680762284362,-1.7310830167528182,1.0,-0.0,-1.3730460235411348,-1.3919162981877065,0.0
2018-11-13,-1.0566194209891435,-1.9552171290711702,1.0,-0.21931544028950542,-1.6425663449939687,-1.665410132689988,0.0
2018-11-14,-1.0647432985006815,-1.9619112524610023,1.0,-0.2201272149023171,-1.6527336059366953,-1.6728759654702408,0.0
2018-11-15,-1.0647405838753592,-1.9644531840871275,1.0,-0.21539857812736346,-1.6573891998184842,-1.6612464075026472,0.0
2018-11-16,-1.0609305482241158,-1.9550561797752808,1.0,-0.21333232787874215,-1.652288666013121,-1.6592263026921046,0.0
2018-11-19,-1.0607797300354422,-1.9555086343413015,1.0,-0.21265364602971118,-1.6525903023904682,-1.659452529975115,0.0
2018-11-20,-1.0198729921553977,-1.9461337317893164,1.0,-0.1615988046320508,-1.6586477400074713,-1.6847217033993276,0.0
2018-11-21,-1.0326305594874472,-1.9449452432392167,1.0,-0.16844222602994863,-1.663115547940103,-1.6408403486552934,0.0
2018-11-23,-1.0316893550546753,-1.9250167373354163,1.0,-0.1736963475414714,-1.6676337127129361,-1.6407795878896079,0.0
2018-11-26,-1.030701754385965,-1.9282634552482902,1.0,-0.172019030627416,-1.6649568837347606,-1.637897710377639,0.0
2018-11-27,-1.0242060848323342,-1.927529794951514,1.0,-0.1587830335332001,-1.659782367310682,-1.6320971204382266,0.0
2018-11-28,-1.0241320601080761,-1.9287141905396405,1.0,-0.1591531571544896,-1.658894070619587,-1.6315789473684212,0.0
2018-11-29,-0.9810907497992261,-1.9084471052055194,1.0,-0.11396656202088049,-1.656567131488647,-1.6407972548733298,0.0
2018-11-30,-0.9823306074766355,-1.9097546728971964,1.0,-0.1120035046728972,-1.658732476635514,-1.6385806074766356,0.0
2018-12-03,-0.9813882198379681,-1.9128530764177796,1.0,-0.10364206992190352,-1.660900664185096,-1.6398803007079776,0.0
2018-12-04,-0.9789888378200919,-1.9161012621288391,1.0,-0.09688480338513168,-1.6625811629094625,-1.6409863573356678,0.0
2018-12-06,-0.9308229320922362,-1.7923982793879136,1.0,-0.1274945349411184,-1.6301389182709258,-1.5707636979056485,0.0
2018-12-07,-0.9306064880112834,-1.7931593794076162,1.0,-0.12616361071932297,-1.630888575458392,-1.5713681241184765,0.0
2018-12-10,-0.8968849951328048,-1.789598108747045,1.0,-0.10228062856348213,-1.6202892504519537,-1.5440133500208595,0.0
2018-12-11,-0.9103198383387918,-1.7862169883631804,1.0,-0.11267507490767194,-1.626855271409658,-1.532158037767403,0.0
2018-12-12,-0.9123614306630412,-1.786306909293732,1.0,-0.1145506518859374,-1.6281809942132048,-1.5307118454995468,0.0
2018-12-13,-0.9098503306648104,-1.7785589975635223,1.0,-0.1176470588235294,-1.629307344239471,-1.5260006961364427,0.0
2018-12-14,-0.9102546264087937,-1.7716710727702796,1.0,-0.12139974954779463,-1.6294698761652984,-1.5242103798525115,0.0
2018-12-17,-0.8897594120501976,-1.776814809678985,1.0,-0.09651251473341191,-1.6171392914095541,-1.5531442834361782,0.0
2018-12-18,-0.8740358126721763,-1.7613636363636362,1.0,-0.07196969696969696,-1.6177685950413223,-1.5619834710743803,0.0
2018-12-19,-0.869685066501275,-1.7640410722899869,1.0,-0.07201433395355247,-1.621183929432844,-1.5643994211287988,0.0
2018-12-20,-0.8531305658309357,-1.7331141252226332,1.0,-0.09775311686532402,-1.618577887381833,-1.547609261542677,0.0
2018-12-21,-0.8468032954313338,-1.732893034656499,1.0,-0.08708381561925511,-1.6199359978212025,-1.5220262817457615,0.0
2018-12-24,-0.8225926175855321,-1.7069302921924558,1.0,-0.08441865173088603,-1.607058505972063,-1.5270935960591134,0.0
2018-12-26,-0.8255136871695335,-1.7265912589518775,1.0,-0.06278026905829596,-1.5729870825245968,-1.5051201392142428,0.0
2018-12-27,-0.7320983711274354,-1.6559565633982756,1.0,-0.03526030022357075,-1.4671989779623125,-1.4972213350367294,0.0
2018-12-28,-0.7288157223072996,-1.658945890760592,1.0,-0.03375446656457377,-1.4653522205206737,-1.4939382337927514,0.0
2018-12-31,-0.7266572997828586,-1.6645804061821432,1.0,-0.034678758462127986,-1.466151488057223,-1.4943798697151616,0.0
2019-01-02,-0.7247846889952153,-1.6653269537480064,1.0,-0.02590111642743222,-1.4658373205741626,-1.497671451355662,0.0
2019-01-03,-0.7261601223865375,-1.6609510453850078,1.0,-0.033847526772055075,-1.4655150433452322,-1.487888832228455,0.0
2019-01-04,-0.7083703233988586,-1.6636651870640455,1.0,-0.023652504755865566,-1.4573874445149018,-1.488142041851617,0.0
2019-01-07,-0.6616755352060387,-1.6079074371983664,1.0,-0.04634327434723425,-1.4279173369632472,-1.4435094666501669,0.0
2019-01-08,-0.6631897296630046,-1.583631650413529,1.0,-0.051845451178866804,-1.4363041599802493,-1.4371682508332304,0.0
2019-01-09,-0.6601786264243917,-1.5723437018786572,1.0,-0.050446566060979366,-1.4352941176470588,-1.441268863566369,0.0
2019-01-10,-0.6601810233360015,-1.571147096853642,1.0,-0.05018163906163413,-1.435318022289268,-1.44042854504033,0.0
2019-01-11,-0.6598731605196725,-1.5444861769595468,1.0,-0.061818853518871994,-1.436303183301521,-1.4547749522812636,0.0
2019-01-14,-0.6619050551074441,-1.5409765408533957,1.0,-0.06883812573117419,-1.4342712887137492,-1.4512653161751123,0.0
2019-01-15,-0.6462882096069869,-1.52543206839289,1.0,-0.08592164339750291,-1.4252414047604403,-1.4675564302847652,0.0
2019-01-16,-0.6333742331288343,-1.535398773006135,1.0,-0.06404907975460122,-1.4160736196319017,-1.4861349693251533,0.0
2019-01-17,-0.6409817002264521,-1.5152702123752984,1.0,-0.07068976069526899,-1.410245425056613,-1.4831385029683577,0.0
2019-01-18,-0.6445197044334976,-1.5064655172413794,1.0,-0.09538177339901478,-1.4121305418719212,-1.499137931034483,0.0
2019-01-22,-0.520504330106979,-1.6321956189505857,1.0,-0.0,-1.6004202750891492,-1.6146841569027,0.0
