Date,IWF,IWM,MLHR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.39757349510032663,-1.1846321356354022,1.0,-0.020104215274537252,-0.676154923005133,-0.6101648778970291,0.0
2018-09-25,-0.3966842207918861,-1.190442754047201,1.0,-0.015954749366101032,-0.6812951043495221,-0.6165398868734152,0.0
2018-09-26,-0.3976199765899337,-1.1916504096761609,1.0,-0.01790870074131877,-0.680881779165041,-0.6136558720249708,0.0
2018-09-27,-0.398198338727918,-1.1890574425769216,1.0,-0.018601567679288694,-0.6805365986819015,-0.6132667784580588,0.0
2018-09-28,-0.39659946184143824,-1.1901103615021644,1.0,-0.019303513629450535,-0.6803416136957454,-0.6133447724525212,0.0
2018-10-01,-0.3963095888273387,-1.1909183116173832,1.0,-0.019895451353670907,-0.6802293828509011,-0.6137161582273543,0.0
2018-10-02,-0.3984273638686848,-1.2278749754275602,1.0,-0.011637507371731864,-0.6805976017298997,-0.6130528798899155,0.0
2018-10-03,-0.39810594152782147,-1.223278843131091,1.0,-0.01135649166928639,-0.6816252750707326,-0.6152153410877084,0.0
2018-10-04,-0.3972975102426725,-1.22963283958399,1.0,-0.011936653009769933,-0.6804680113457295,-0.620154427986133,0.0
2018-10-05,-0.38064769381746816,-1.225397448478901,1.0,-0.0,-0.6889499509322866,-0.6304219823356232,0.0
2018-10-08,-0.3773555337904016,-1.2219784524975517,1.0,-0.0,-0.6898334965719882,-0.6285602350636631,0.0
2018-10-09,-0.3694771216115198,-1.2258331038281465,1.0,-0.0,-0.6983121532832356,-0.6407129086831648,0.0
2018-10-10,-0.36797287707955534,-1.2299534810376094,1.0,-0.0,-0.6991642355909485,-0.6452337774974376,0.0
2018-10-11,-0.2898173323631908,-1.2255581511124727,1.0,-0.0,-0.6688622525179031,-0.6452724696511317,0.0
2018-10-12,-0.2862119892452758,-1.2236906880751315,1.0,-0.0,-0.651569659559965,-0.6254023554360585,0.0
2018-10-15,-0.23959127649839862,-1.2860301967363121,1.0,-0.0,-0.6508692999847491,-0.6361903309440293,0.0
2018-10-16,-0.23239382829208677,-1.3012144821264895,1.0,-0.0,-0.6501298502902535,-0.6354262144821264,0.0
2018-10-17,-0.2090646022022624,-1.2624675861550603,1.0,-0.0,-0.6440302153406742,-0.6426021270998534,0.0
2018-10-18,-0.20820023300387086,-1.2610019166447444,1.0,-0.0,-0.6459844413544289,-0.6429403585253111,0.0
2018-10-19,-0.19487026097360355,-1.2606371046137743,1.0,-0.0,-0.6439093696253646,-0.6394601061841023,0.0
2018-10-22,-0.19544010465333583,-1.256550177536909,1.0,-0.0,-0.6450756867875163,-0.6405531676322183,0.0
2018-10-23,-0.20008224606527344,-1.2572058768552095,1.0,-0.0,-0.6420800777599163,-0.639089311749972,0.0
2018-10-24,-0.19763052659117245,-1.253541129424076,1.0,-0.0,-0.64356990694024,-0.6425608252046194,0.0
2018-10-25,-0.16060935799782372,-1.2124773304316288,1.0,-0.0,-0.6444686253173739,-0.609575625680087,0.0
2018-10-26,-0.14508888489854552,-1.1982761716645718,1.0,-0.0,-0.6474771054049202,-0.6004309570838572,0.0
2018-10-29,-0.13017666833559832,-1.2049209641656535,1.0,-0.0,-0.640476360775338,-0.6007081038552322,0.0
2018-10-30,-0.13637177329848554,-1.2059002541978447,1.0,-0.0,-0.6412230138555727,-0.5967562922917189,0.0
2018-10-31,-0.13719403411118247,-1.1983515307214727,1.0,-0.0,-0.6388710483122814,-0.5936987083422537,0.0
2018-11-01,-0.12279076396807297,-1.2090578677309007,1.0,-0.0,-0.6377921892816419,-0.5936431014823261,0.0
2018-11-02,-0.12652395803799263,-1.1866316983271903,1.0,-0.0,-0.642295151686986,-0.5886376523958037,0.0
2018-11-05,-0.12243957757459777,-1.1987029555602806,1.0,-0.0,-0.6434190941951946,-0.5793110780352967,0.0
2018-11-06,-0.12791068580542264,-1.202835371256424,1.0,-0.0,-0.6398369661527555,-0.5736664894559631,0.0
2018-11-07,-0.12797334184125633,-1.2030203126661703,1.0,-0.0,-0.6401503066397248,-0.5738239568931901,0.0
2018-11-08,-0.10252443569369242,-1.2051895084733844,1.0,-0.0,-0.6307573307081077,-0.5774558751142677,0.0
2018-11-09,-0.104281087170821,-1.2062385579495845,1.0,-0.0,-0.6310730882974228,-0.5790733699478946,0.0
2018-11-12,-0.10317738654695939,-1.1903976993757452,1.0,-0.0,-0.6374763274181103,-0.5759977554885319,0.0
2018-11-13,-0.07472603931118456,-1.1929031135849713,1.0,-0.0,-0.6397982257783963,-0.5714385110453992,0.0
2018-11-14,-0.07548613768393224,-1.192228754304797,1.0,-0.0,-0.6398580721466588,-0.5710508922670192,0.0
2018-11-15,-0.07406120818424983,-1.193212213846528,1.0,-0.0,-0.6409143015944697,-0.5656372668218292,0.0
2018-11-16,-0.07743509322181565,-1.1981181390486149,1.0,-0.0,-0.6436312946506361,-0.5657431608294129,0.0
2018-11-19,-0.08741466830036758,-1.200035007876772,1.0,-0.0,-0.6443899877472431,-0.5689480133029932,0.0
2018-11-20,-0.046503533015419964,-1.1959344216645202,1.0,-0.0,-0.6493090605311707,-0.5890563542065509,0.0
2018-11-21,-0.045875682776740645,-1.1939431653183985,1.0,-0.0,-0.6454055175274839,-0.5718384844084906,0.0
2018-11-23,-0.04594472762578453,-1.2040639411907488,1.0,-0.0,-0.6443011200110962,-0.5731821491729949,0.0
2018-11-26,-0.04569249436644133,-1.2048881955278212,1.0,-0.0,-0.6436817472698908,-0.5725429017160687,0.0
