Date,IWF,IWM,MTUM,SPY,STAA,VLUE,VXX
2018-11-19,-1.0724856321839082,-2.020114942528736,-0.22456896551724143,-1.6,1.0,-1.2667385057471263,0.0
2018-11-20,-1.0602332069532872,-2.0168824665569787,-0.208384004578296,-1.5996852421489378,1.0,-1.2684026039058587,0.0
2018-11-21,-1.0679804352449138,-2.003544339689516,-0.21712624937974057,-1.5905578790671298,1.0,-1.209399588856596,0.0
2018-11-23,-1.0667185510117447,-1.9826659119852836,-0.22279609452384322,-1.5945238432149427,1.0,-1.208433564454507,0.0
2018-11-26,-1.0661905098649316,-1.9837352379605402,-0.22240294180043843,-1.5926737854465738,1.0,-1.2066331942578319,0.0
2018-11-27,-1.0584420162143109,-2.0023968981318294,-0.18984843144166372,-1.5946422277053225,1.0,-1.2043708142403946,0.0
2018-11-28,-1.0591469862530842,-1.9973916108565388,-0.1916108565385971,-1.5960521677828692,1.0,-1.2054987663024321,0.0
2018-11-29,-1.0135746606334841,-1.9807866341802995,-0.14194222067525233,-1.6014618865297598,1.0,-1.223529411764706,0.0
2018-11-30,-1.0137368384352556,-1.984450177811868,-0.14120354229133253,-1.6042814308625617,1.0,-1.2293424447388606,0.0
2018-12-03,-1.0126785092302333,-1.9849529780564263,-0.13632880529432254,-1.6041100661790315,1.0,-1.2282131661442004,0.0
2018-12-04,-0.999930637441909,-1.9861274883817714,-0.1359506138586391,-1.594714573073455,1.0,-1.2194631338003745,0.0
2018-12-06,-0.9583277770369383,-1.8645152687024937,-0.18035738098413123,-1.5354713961861581,1.0,-1.1288838511801573,0.0
2018-12-07,-0.9610640709380625,-1.8638575905060335,-0.1824788319221281,-1.5347689845989732,1.0,-1.1249416627775184,0.0
2018-12-10,-0.9282287216562601,-1.8628327308577062,-0.16588892540256325,-1.524745317121262,1.0,-1.090765691751561,0.0
2018-12-11,-0.930801077741999,-1.8605506998751395,-0.16875862522179141,-1.5246106328448448,1.0,-1.0869422356574883,0.0
2018-12-12,-0.9337500000000001,-1.861578947368421,-0.17032894736842105,-1.5276973684210526,1.0,-1.0855921052631579,0.0
2018-12-13,-0.9317480128752544,-1.8556132168429351,-0.17263351507587205,-1.5275569861393943,1.0,-1.0815213821191618,0.0
2018-12-14,-0.9333202073899062,-1.8356631882916585,-0.18284439194067073,-1.5321257465380322,1.0,-1.0790181794316467,0.0
2018-12-17,-0.9214994775339603,-1.8337904911180771,-0.1703239289446186,-1.5196577847439916,1.0,-1.0854885057471264,0.0
2018-12-18,-0.9070656045592902,-1.816203613755586,-0.1505731494074218,-1.5155754160999937,1.0,-1.0868467068195065,0.0
2018-12-19,-0.899870298313878,-1.8209468223086898,-0.15071335927367055,-1.5220492866407263,1.0,-1.0915045395590142,0.0
2018-12-20,-0.8820195775373518,-1.7874806800618237,-0.17973982483256054,-1.5174523441524987,1.0,-1.0732225656877898,0.0
2018-12-21,-0.8785022760787331,-1.7861768288773483,-0.17387959222927485,-1.5151631724049497,1.0,-1.0577675193947553,0.0
2018-12-24,-0.8392471067022763,-1.7475518250031794,-0.1835813302810632,-1.5046419941498155,1.0,-1.0838738395014624,0.0
2018-12-26,-0.8422111816866864,-1.7592604238727123,-0.1681026350543991,-1.4650022011194264,1.0,-1.0542733161436388,0.0
2018-12-27,-0.7512598992080634,-1.6888048956083515,-0.15298776097912167,-1.3541516678665706,1.0,-1.0523158147348213,0.0
2018-12-28,-0.7455287480494539,-1.7003961109110552,-0.1478814067939023,-1.3567999039731125,1.0,-1.0510743008042254,0.0
2018-12-31,-0.744913270511974,-1.7013384550747253,-0.14843046635856189,-1.3565212172138525,1.0,-1.0508973050837285,0.0
2019-01-02,-0.7434652278177457,-1.7020383693045562,-0.1408872901678657,-1.3559352517985612,1.0,-1.0528776978417267,0.0
2019-01-03,-0.7502700108004321,-1.6927277091083646,-0.17040681627265092,-1.3640345613824554,1.0,-1.0228609144365775,0.0
2019-01-04,-0.7508255779045331,-1.6955869108375863,-0.16727709396577603,-1.3673371359951965,1.0,-1.0232362653857698,0.0
2019-01-07,-0.6999941393658794,-1.6391607571939284,-0.20395006739729238,-1.3420266072789075,1.0,-0.9755025493758424,0.0
2019-01-08,-0.6998654104979812,-1.6323951079641876,-0.2048101117678039,-1.3428521270993037,1.0,-0.9717947217508339,0.0
2019-01-09,-0.6971732274267025,-1.6220651793014833,-0.20365611493984345,-1.342016119612195,1.0,-0.975528559747693,0.0
2019-01-10,-0.6981209150326797,-1.6176470588235292,-0.20419000933706816,-1.3430205415499532,1.0,-0.972689075630252,0.0
2019-01-11,-0.6949815972425075,-1.6114973418239178,-0.21095986446223056,-1.3456797335981774,1.0,-0.9790266986037274,0.0
2019-01-14,-0.7071315743286726,-1.611770900368572,-0.21581934125080443,-1.3483882290996314,1.0,-0.9672380506640146,0.0
2019-01-15,-0.6956827368051081,-1.6049440571729834,-0.23009782672368345,-1.343565110421182,1.0,-0.983539335715541,0.0
2019-01-16,-0.6901145127366207,-1.5977448001869594,-0.2327062397756485,-1.3389226454779155,1.0,-0.9829983641037626,0.0
2019-01-17,-0.6842690058479531,-1.6111695906432746,-0.22748538011695904,-1.3418713450292397,1.0,-0.983157894736842,0.0
2019-01-18,-0.6755165714958499,-1.5955142167539884,-0.24430446812268208,-1.3444398657797139,1.0,-1.0270795314063694,0.0
2019-01-22,-0.5574385667594722,-1.8023241738288343,-0.05344389299116329,-1.633700520518097,1.0,-1.005689383851834,0.0
2019-01-23,-0.5455041202132817,-1.7531507513330102,-0.0830101793504605,-1.640571982549685,1.0,-1.036960736791081,0.0
2019-01-24,-0.548942360143039,-1.752833505060913,-0.08200496999818171,-1.6388872052851686,1.0,-1.0382447421055823,0.0
2019-01-25,-0.5369874945560877,-1.7530641448391713,-0.03894730293038014,-1.8048279723760343,1.0,-1.0878491880793877,0.0
2019-01-28,-0.5347114127389327,-1.730527364423137,-0.06680779528049312,-1.8109084116804681,1.0,-1.0833073905734387,0.0
2019-01-29,-0.5337236096406552,-1.70075356542318,-0.08189574640343776,-1.8140374914367565,1.0,-1.097403001806066,0.0
2019-01-30,-0.5417628345081404,-1.701765329673757,-0.08545942236915975,-1.8122387873495103,1.0,-1.0966876676439399,0.0
2019-01-31,-0.49544831026312514,-1.7363137548322733,-0.09496196533233571,-1.780645965831151,1.0,-1.1278214241177205,0.0
2019-02-01,-0.5037977835885942,-1.7304196239571659,-0.0923919810733408,-1.7885692939858047,1.0,-1.1107583115427717,0.0
2019-02-04,-0.5060390984933383,-1.7325986801145559,-0.0906487361474287,-1.789503175196115,1.0,-1.1070850454488854,0.0
2019-02-05,-0.4788679715746166,-1.7199850392719112,-0.10441341478618626,-1.7914225158957737,1.0,-1.1388854257573868,0.0
2019-02-06,-0.46637162625444123,-1.7085333167113386,-0.11475409836065574,-1.7903758648631802,1.0,-1.1531509069376054,0.0
2019-02-07,-0.47417020214624406,-1.7106313950586471,-0.10955827302221112,-1.798103319191415,1.0,-1.1466184177689043,0.0
2019-02-08,-0.47192697261473054,-1.7006377391521823,-0.116481180442666,-1.8076778792047017,1.0,-1.1556208578216831,0.0
2019-02-11,-0.471860115317122,-1.6924667836550513,-0.12051892704938581,-1.8153672599649033,1.0,-1.1669591376284782,0.0
2019-02-12,-0.4795770658946441,-1.720813141166845,-0.09988042041664043,-1.8252249984265843,1.0,-1.1681037195544086,0.0
2019-02-13,-0.4651659959758552,-1.7392479879275657,-0.11009808853118715,-1.8168385311871227,1.0,-1.1564386317907445,0.0
2019-02-14,-0.4723819045238691,-1.7461884528867784,-0.11653336665833543,-1.7810547363159213,1.0,-1.1322794301424646,0.0
2019-02-15,-0.4696028609072087,-1.7909530083443126,-0.0909090909090909,-1.789886442060355,1.0,-1.1326306543697848,0.0
2019-02-19,-0.48396190953514595,-1.769013908031575,-0.09403583510838241,-1.7924445558200723,1.0,-1.125485528129307,0.0
2019-02-20,-0.483296772171733,-1.7732999059855845,-0.09294891883422124,-1.791852083986211,1.0,-1.126230021936697,0.0
2019-02-21,-0.4864559819413092,-1.766240280912967,-0.09857035364936043,-1.7915726109857033,1.0,-1.1276022071733132,0.0
2019-02-22,-0.4821383805465029,-1.7619077463023314,-0.11149410879919779,-1.791802456756079,1.0,-1.1198922035597894,0.0
2019-02-25,-0.46591339477338717,-1.75520767579851,-0.12826663300088373,-1.8134073980558008,1.0,-1.1495391995960105,0.0
2019-02-26,-0.4703722461382629,-1.758103317295518,-0.11711825778678146,-1.8209673335021526,1.0,-1.1641554824006077,0.0
2019-02-27,-0.4680567033246456,-1.778844320132223,-0.11200813679994914,-1.833068463543322,1.0,-1.1648973364693915,0.0
2019-02-28,-0.4649904519414386,-1.7856779121578614,-0.1104392106938256,-1.8400381922342457,1.0,-1.1642902609802674,0.0
2019-03-01,-0.4640834764904244,-1.7911178978176496,-0.10829038620601895,-1.8371826684481771,1.0,-1.1618629509448368,0.0
2019-03-04,-0.4623148088244807,-1.847835931940221,-0.07569386038687972,-1.898039723102801,1.0,-1.185676392572944,0.0
2019-03-05,-0.4834144758195391,-1.836741317753976,-0.06582278481012659,-1.9086011035378125,1.0,-1.196884128529698,0.0
2019-03-06,-0.4836783697838925,-1.8340580180414041,-0.06937504056071127,-1.9071970926082158,1.0,-1.195340385489,0.0
2019-03-07,-0.48918953909891244,-1.8123381667529777,-0.07418436043500776,-1.914163645779389,1.0,-1.1834541688244433,0.0
2019-03-08,-0.4622106292794262,-1.7916530811868276,-0.14802738832735574,-1.9351809585914577,1.0,-1.184023475709162,0.0
2019-03-11,-0.44278836641825503,-1.7931148189672232,-0.17410802611620393,-1.9475037921255691,1.0,-1.237485985622898,0.0
2019-03-12,-0.41743059193294924,-1.6640256678889473,-0.2904662126767941,-1.9033525405971714,1.0,-1.2726558407543218,0.0
2019-03-13,-0.43917674907943194,-1.6655049973698055,-0.3364018937401368,-1.8746054708048396,1.0,-1.2599289847448711,0.0
2019-03-14,-0.4386668419668682,-1.6677622929266367,-0.34019195372074673,-1.8701682881935315,1.0,-1.2569681830134103,0.0
2019-03-15,-0.44747954605436796,-1.6549221430456584,-0.35002639218791237,-1.8652019002375297,1.0,-1.2804169965690155,0.0
2019-03-18,-0.42974931843872605,-1.6666666666666665,-0.42702307334264245,-1.8420107719928187,1.0,-1.2839284526896737,0.0
2019-03-19,-0.4172954924874791,-1.670517529215359,-0.43392320534223705,-1.8508848080133558,1.0,-1.3051752921535895,0.0
2019-03-20,-0.42993907745865967,-1.6678047800763205,-0.4321483564303407,-1.846421637544353,1.0,-1.3185378590078327,0.0
2019-03-21,-0.452794864937149,-1.6610724792725329,-0.43948916822679857,-1.8663412677186413,1.0,-1.2665819737897832,0.0
2019-03-22,-0.4443322563274098,-1.6510500807754442,-0.4770463112547119,-1.891424340333872,1.0,-1.2674340333871836,0.0
2019-03-25,-0.4179391847032267,-1.5221750099588367,-0.5693798964280972,-1.887863497543487,1.0,-1.2418669499402468,0.0
2019-03-26,-0.3982660886962321,-1.5314438146048683,-0.6072690896965656,-1.8701567189063022,1.0,-1.2617539179726576,0.0
2019-03-27,-0.4175948776095511,-1.5135063029413727,-0.6096178216501034,-1.8726739144934303,1.0,-1.2563863136130193,0.0
2019-03-28,-0.3896312132549438,-1.495991448423303,-0.6553981827899519,-1.864043292357028,1.0,-1.2758551576696953,0.0
2019-03-29,-0.3799438802779262,-1.491916087653661,-0.6686932121859968,-1.8627071084981293,1.0,-1.277592196686264,0.0
2019-04-01,-0.35807801322715616,-1.5350249696315292,-0.6714131461735726,-1.9007288432986909,1.0,-1.283371575111351,0.0
2019-04-02,-0.35150626499600107,-1.5230605171954146,-0.7135430551852839,-1.8525726472940547,1.0,-1.2242735270594507,0.0
2019-04-03,-0.3510057279872119,-1.5240442253896365,-0.7149327294525111,-1.8466764353270282,1.0,-1.2237245237778074,0.0
2019-04-04,-0.35982398826588435,-1.5231682112140807,-0.7043136209080605,-1.8473898259883992,1.0,-1.2324154943662908,0.0
2019-04-05,-0.4216488769563224,-1.458254207321066,-0.6824045576583065,-1.7876366970073996,1.0,-1.1984152969681094,0.0
2019-04-08,-0.4217758293528758,-1.4516783354053524,-0.6831773866387489,-1.7887849244258327,1.0,-1.1978669109468039,0.0
2019-04-09,-0.44041450777202074,-1.4374631074965567,-0.6923985046238604,-1.7985177411949893,1.0,-1.1898078310487308,0.0
2019-04-10,-0.44359276729559755,-1.417583857442348,-0.7136399371069182,-1.806145178197065,1.0,-1.170466457023061,0.0
2019-04-11,-0.4676362683438155,-1.4044156184486374,-0.7315251572327044,-1.8055555555555556,1.0,-1.1422300838574424,0.0
2019-04-12,-0.46776307168129994,-1.4048617481326169,-0.7330625081902764,-1.8051369414231426,1.0,-1.141396933560477,0.0
2019-04-15,-0.46019557655706506,-1.4110389184222616,-0.7374811314563234,-1.8030452188751065,1.0,-1.1511452385640217,0.0
2019-04-16,-0.4629265091863517,-1.411220472440945,-0.7417322834645669,-1.7988845144356955,1.0,-1.146981627296588,0.0
2019-04-17,-0.4612408184679958,-1.377623294858342,-0.7734784889821615,-1.809548793284365,1.0,-1.1363457502623295,0.0
2019-04-18,-0.21821948552684584,-1.465788110721068,-0.6678943430971974,-1.6516084479484374,1.0,-0.751222880819474,0.0
2019-04-22,-0.22037026356767983,-1.478285944979526,-0.6651479324067132,-1.6485956514216507,1.0,-0.7548878251340909,0.0
2019-04-23,-0.20031280773909516,-1.4959740485431268,-0.674158605109193,-1.6516827897816138,1.0,-0.7706655853559635,0.0
2019-04-24,-0.18305711150892187,-1.4914246116532888,-0.6943465958306867,-1.6341745105965237,1.0,-0.7716694577582722,0.0
2019-04-25,-0.16913209291575176,-1.4863631110597482,-0.721599445279094,-1.637640124812204,1.0,-0.7636657806541084,0.0
2019-04-26,-0.18142425451850164,-1.4740863219111695,-0.7597924625121159,-1.5914818404698101,1.0,-0.6947944580648839,0.0
2019-04-29,-0.17694980914943315,-1.4761579217227825,-0.7561100666552727,-1.595909531134279,1.0,-0.6919614880647184,0.0
2019-04-30,-0.17652084757347916,-1.4713488266119845,-0.7587149692412851,-1.5964342674868992,1.0,-0.6930394167236272,0.0
2019-05-01,-0.2142206535352385,-1.4581578048502788,-0.7389844016850734,-1.607252647159285,1.0,-0.674257087555505,0.0
2019-05-02,-0.22777087334764434,-1.432888939102926,-0.7444356569879109,-1.592927352841487,1.0,-0.6510563778104169,0.0
2019-05-03,-0.22904666745033497,-1.3758081579875396,-0.7303397202303984,-1.765428470671212,1.0,-0.7768896203126836,0.0
2019-05-06,-0.19273622653124034,-1.2469067405355492,-0.8064635272391504,-1.9521083410280087,1.0,-0.9575253924284394,0.0
2019-05-07,-0.1502535528704689,-1.2981906968008512,-0.8459275026607399,-1.977900206598635,1.0,-0.9882927440055093,0.0
2019-05-08,-0.15484234234234234,-1.269456956956957,-0.8846346346346345,-1.9308058058058057,1.0,-1.0164539539539539,0.0
2019-05-09,-0.15210598675165604,-1.2680914885639294,-0.8848268966379202,-1.9261342332208473,1.0,-1.0179977502812148,0.0
2019-05-10,-0.15055576370675658,-1.2655801173972774,-0.8877856875234169,-1.9289371799675283,1.0,-1.011739727738229,0.0
2019-05-13,-0.1720578114246387,-1.2680347869611461,-0.8619157855221172,-1.9263592567102545,1.0,-1.0283426140274041,0.0
2019-05-14,-0.10382008626001232,-1.167097966728281,-0.9712261244608749,-1.9022797288971043,1.0,-1.0170671595810228,0.0
2019-05-15,-0.07303058387395737,-1.1893110905159099,-0.9842446709916589,-1.9247451343836888,1.0,-1.007290701266605,0.0
2019-05-16,-0.025217875023178196,-1.2045243834600408,-1.022436491748563,-1.9168675443476113,1.0,-1.0118054267878116,0.0
2019-05-17,-0.01901517497677299,-1.1930628677609167,-1.0333849489005882,-1.8999070919789407,1.0,-1.0485599256735831,0.0
2019-05-20,-0.020624303232998888,-1.1916264090177133,-1.037842190016103,-1.8966307444568316,1.0,-1.046760807630373,0.0
2019-05-21,-0.0,-1.1877591435113557,-1.0537161953091156,-1.8981372609691192,1.0,-1.0488891639334117,0.0
2019-05-22,-0.0,-1.170540723842407,-1.0699179974104445,-1.8875393057525127,1.0,-1.0376718663296134,0.0
2019-05-23,-0.0,-1.1594363423789307,-1.057042643529629,-1.891145160297828,1.0,-1.0458433327179866,0.0
2019-05-24,-0.0,-1.1148275438811832,-1.0889284399165338,-1.8838222658647354,1.0,-1.0496501779796243,0.0
2019-05-28,-0.0,-1.1211172498465316,-1.0828115408225905,-1.8839779005524864,1.0,-1.050828729281768,0.0
2019-05-29,-0.0,-1.1209060299969391,-1.0830119375573921,-1.8811753902662995,1.0,-1.0366697275788184,0.0
2019-05-30,-0.0,-1.1180789232181094,-1.0819822575711227,-1.879535026001835,1.0,-1.0384827164270418,0.0
2019-05-31,-0.0,-1.113962033067973,-1.0925903245560318,-1.8854255970606246,1.0,-1.0317207593386404,0.0
2019-06-03,-0.0,-1.1177402644889998,-1.1050033518191236,-1.8753123286001583,1.0,-0.9961606435492716,0.0
2019-06-04,-0.0,-1.1126751980499696,-1.1071907373552712,-1.8811700182815356,1.0,-0.9928092626447289,0.0
2019-06-05,-0.0,-1.0895082164569916,-1.1401312225365676,-1.8790706073556853,1.0,-0.9106723650153494,0.0
2019-06-06,-0.0015323863971238286,-1.034596569811988,-1.1247716154888903,-1.8497671951435142,1.0,-0.8831260682501327,0.0
2019-06-07,-0.010431400282885432,-1.0337105139085336,-1.1232909005186233,-1.8407001414427158,1.0,-0.8852545968882604,0.0
2019-06-10,-0.01559177888022679,-1.031301677297425,-1.1254429482636428,-1.8495157098984172,1.0,-0.8841247342310419,0.0
2019-06-11,-0.0,-1.0320931891120886,-1.1856650421966006,-1.8529062165695946,1.0,-0.8725781528586711,0.0
2019-06-12,-0.0,-1.0282553090238535,-1.1803580988638391,-1.8571173636309557,1.0,-0.8828148236273867,0.0
2019-06-13,-0.0051230118544111514,-1.0380651694763805,-1.18579853458033,-1.845356525883124,1.0,-0.8826472865908144,0.0
2019-06-14,-0.005884800570647328,-1.028354039113119,-1.185282054330381,-1.8463413184330977,1.0,-0.8783213457766154,0.0
2019-06-17,-0.007547394069055685,-1.0228798954061924,-1.1858322933380876,-1.8509538242110894,1.0,-0.8756165686099721,0.0
2019-06-18,-0.01219584746266881,-1.0384317924921174,-1.1798441311202332,-1.8514486287108096,1.0,-0.8673329763817004,0.0
2019-06-19,-0.0139839333531687,-1.028503421600714,-1.1847664385599523,-1.8523058613507883,1.0,-0.8710502826539721,0.0
2019-06-20,-0.020663371642946467,-1.029952956589055,-1.175727981897219,-1.8533317453700948,1.0,-0.8751860894420294,0.0
2019-06-21,-0.03143792795474844,-1.032807383149747,-1.171896397737422,-1.8468591842810362,1.0,-0.8711521286097053,0.0
2019-06-24,-0.026158979859373137,-1.0070313431057085,-1.181623167679657,-1.8363127160052437,1.0,-0.9076391371707783,0.0
2019-06-25,-0.025682278631867474,-0.9974377309021571,-1.183708735549994,-1.8414968418543678,1.0,-0.910439756882374,0.0
2019-06-26,-0.0,-1.0047921408889422,-1.1683838504852042,-1.8268839103869652,1.0,-0.9901162094165568,0.0
2019-06-27,-0.0,-0.9923769507803122,-1.176110444177671,-1.8268307322929171,1.0,-1.0070828331332533,0.0
2019-06-28,-0.0,-0.9779283872128591,-1.1814910334073052,-1.8327235650452829,1.0,-1.005577880405446,0.0
2019-07-01,-0.031311977883286254,-0.9505979926678285,-1.1849870785503938,-1.8618306388605084,1.0,-0.9813089728950057,0.0
2019-07-02,-0.01558846453624318,-0.958810480244619,-1.1828047245038673,-1.8540080340547995,1.0,-0.9842916241980935,0.0
2019-07-03,-0.011750599520383693,-0.9607913669064749,-1.1837529976019183,-1.8526378896882494,1.0,-0.9862709832134292,0.0
2019-07-05,-0.012361977916466635,-0.9459313490158424,-1.1812890062409984,-1.8592774843975035,1.0,-1.0021603456553048,0.0
2019-07-08,-0.011163125675189053,-0.9480854639299005,-1.179030128435962,-1.8590205257472094,1.0,-1.0043812267434882,0.0
2019-07-09,-0.009184224743381956,-0.9365508133741521,-1.1830842187406208,-1.862056546011165,1.0,-1.011945494927667,0.0
2019-07-10,-0.012855169099537454,-0.9372259265933801,-1.1843575418994412,-1.8639394485492882,1.0,-1.0086502072445485,0.0
2019-07-11,-0.017789530620830576,-0.9337099585311617,-1.1894344612056011,-1.863573532063225,1.0,-1.005529178436204,0.0
2019-07-12,-0.012865989298382733,-0.9324836169061503,-1.1908855888895569,-1.86508747670294,1.0,-1.010821860157518,0.0
2019-07-15,-0.030659386812263753,-0.9157016859662807,-1.1878562428751422,-1.8729825403491929,1.0,-0.992680146397072,0.0
2019-07-16,-0.041237734031665765,-0.898440792246102,-1.1996267533562097,-1.8801396664860632,1.0,-1.0006622117873698,0.0
2019-07-17,-0.047227062428648686,-0.9269963347954095,-1.183260229525927,-1.8678723787778646,1.0,-0.9831761100763083,0.0
2019-07-18,-0.034148094895758443,-0.9273304577042895,-1.1802659956865562,-1.8741912293314162,1.0,-0.9749580637431103,0.0
2019-07-19,-0.0,-0.8800240279598077,-1.075141983398864,-1.7706422018348622,1.0,-0.7351463521188291,0.0
2019-07-22,-0.0,-0.853681165747967,-1.0616165475085957,-1.7763466681220323,1.0,-0.7660317633575289,0.0
2019-07-23,-0.0,-0.8390961067247481,-1.0653961339504492,-1.7736455213721753,1.0,-0.7670024503130956,0.0
2019-07-24,-0.0,-0.8395081878026223,-1.0822044502475383,-1.765953974212502,1.0,-0.7527338012077689,0.0
2019-07-25,-0.0,-0.8260515603799186,-1.0917774762550883,-1.7652103120759837,1.0,-0.7443147896879241,0.0
2019-07-26,-0.0,-0.8354237103282801,-1.0825608027047662,-1.7823099574653727,1.0,-0.7528083760497328,0.0
2019-07-29,-0.0,-0.8136212443426578,-1.07999345656797,-1.786629587218496,1.0,-0.7726157369540324,0.0
2019-07-30,-0.0,-0.8169767061262343,-1.0812830723910316,-1.782554143254596,1.0,-0.7744258360154929,0.0
2019-07-31,-0.0,-0.7840151720400976,-1.0845299376862638,-1.7757789217014361,1.0,-0.7743159035491737,0.0
2019-08-01,-0.0,-0.8002706359945874,-1.086062246278755,-1.7648173207036537,1.0,-0.7615696887686062,0.0
2019-08-02,-0.03956213933012077,-0.7515021714557677,-1.289487774406568,-1.9317032542090546,1.0,-0.9368790528883337,0.0
2019-08-05,-0.030512103729257122,-0.7512639029322549,-1.2849580681615418,-1.9370725034199727,1.0,-0.9439719264854576,0.0
2019-08-06,-0.01700362276498773,-0.7492111721397686,-1.2702465817459392,-1.8763001051770483,1.0,-0.9303494215262359,0.0
2019-08-07,-0.008508158508158508,-0.7606060606060606,-1.2524475524475525,-1.8678904428904428,1.0,-0.937995337995338,0.0
