Date,IWF,IWM,MTUM,SNX,SPY,VLUE,VXX
2018-09-24,-0.45285836177474403,-1.182807167235495,-0.19641638225255972,1.0,-0.6550767918088737,-0.7790529010238908,0.0
2018-09-25,-0.4530756761368484,-1.1824929613514206,-0.19686886784404062,1.0,-0.6547649517959219,-0.7786451667946421,0.0
2018-09-26,-0.4525821596244131,-1.1824583866837388,-0.19479300042680323,1.0,-0.6559539052496799,-0.7821596244131456,0.0
2018-09-27,-0.45199073279560664,-1.198386819975974,-0.19229449116183284,1.0,-0.6608031577140895,-0.7868972026771923,0.0
2018-09-28,-0.4482699333763163,-1.2051149795830647,-0.19333763163550396,1.0,-0.6627122286696755,-0.7888673973780357,0.0
2018-10-01,-0.4512630718251065,-1.2040280586994878,-0.1929681112019624,1.0,-0.6653612772733141,-0.7898609975470156,0.0
2018-10-02,-0.4536765972102635,-1.1873170311692784,-0.19915619080420185,1.0,-0.6701825383158257,-0.7948166006543828,0.0
2018-10-03,-0.453539918226813,-1.184764364105875,-0.19905315257155154,1.0,-0.6706692489778352,-0.7958252636109318,0.0
2018-10-04,-0.45386469271819585,-1.183895679118609,-0.19960406266138747,1.0,-0.6708125322775005,-0.7954897572731967,0.0
2018-10-05,-0.4361846423102166,-1.1941369503390942,-0.17007219426821266,1.0,-0.7223364690439728,-0.8526799387442573,0.0
2018-10-08,-0.43497679306419124,-1.1926613538838777,-0.1627988440318767,1.0,-0.7327699448287941,-0.8555039845870916,0.0
2018-10-09,-0.45975370337319293,-1.2168034981260039,-0.19012136355523826,1.0,-0.7410315902195252,-0.8541852578975548,0.0
2018-10-10,-0.46510172143974965,-1.216454281243014,-0.19472389894925107,1.0,-0.7457187569863627,-0.8492287055667337,0.0
2018-10-11,-0.42221639573501135,-1.2170512148225834,-0.14293829750043702,1.0,-0.7296801258521237,-0.8579793742352736,0.0
2018-10-12,-0.42252790033739945,-1.2145514317847563,-0.13586815468466132,1.0,-0.711869538887447,-0.8408166796435678,0.0
2018-10-15,-0.39503493771971704,-1.2768109023045875,-0.09088147215832647,1.0,-0.7200208324291479,-0.8573412612299813,0.0
2018-10-16,-0.3921338548457193,-1.2936549326379834,-0.07940026075619297,1.0,-0.7221208170360713,-0.8585832246849197,0.0
2018-10-17,-0.3769880396107515,-1.2620139752218458,-0.06691816350152184,1.0,-0.7171089295665967,-0.863891627727526,0.0
2018-10-18,-0.3755252551239173,-1.2597547380156076,-0.068218849155304,1.0,-0.7198782265671898,-0.8644198610753795,0.0
2018-10-19,-0.359846547314578,-1.2526854219948849,-0.051960784313725486,1.0,-0.7275788576300085,-0.8705029838022166,0.0
2018-10-22,-0.36685177274668945,-1.2413925672789405,-0.03562580093976933,1.0,-0.7436138402392141,-0.8842375053395984,0.0
2018-10-23,-0.37558967321382625,-1.245389827600995,-0.04841753152071361,1.0,-0.7371129599451068,-0.8820224719101123,0.0
2018-10-24,-0.3807885797824311,-1.2437545685170057,-0.03358128735434493,1.0,-0.7469579051468376,-0.8946983703831104,0.0
2018-10-25,-0.34816458080448703,-1.2022100372525217,-0.025239629986187263,1.0,-0.7454690050646687,-0.8645933615168891,0.0
2018-10-26,-0.33593231585932315,-1.190278699402787,-0.008792302587923026,1.0,-0.7545205706702057,-0.8577886529528865,0.0
2018-10-29,-0.3175153842976913,-1.2019163259406103,-0.0,1.0,-0.7460868128691199,-0.8644942799322678,0.0
2018-10-30,-0.32018178062383806,-1.2023135715761206,-0.0,1.0,-0.7462920884114852,-0.8625903738896923,0.0
2018-10-31,-0.32456284377308925,-1.1797471471964536,-0.0,1.0,-0.7436581561448157,-0.8568262047450949,0.0
2018-11-01,-0.3136298421807747,-1.187087517934003,-0.0,1.0,-0.742242262758762,-0.8562000409920065,0.0
2018-11-02,-0.31433017979276734,-1.1837244542736618,-0.0,1.0,-0.7423106851783593,-0.8551419093254701,0.0
2018-11-05,-0.30897173289635393,-1.20024580090127,-0.0,1.0,-0.7441622285948382,-0.8433019254403933,0.0
2018-11-06,-0.314978695509669,-1.2050557194362506,-0.0,1.0,-0.7402081284824648,-0.8367748279252705,0.0
2018-11-07,-0.3140678799803246,-1.2075340219708148,-0.0,1.0,-0.7396294474504016,-0.8378012788981799,0.0
2018-11-08,-0.2766962613016209,-1.2152806060112404,-0.0,1.0,-0.7305937932719719,-0.8501262523417773,0.0
2018-11-09,-0.27607411932396664,-1.215027489309713,-0.0,1.0,-0.7315821624923641,-0.8498065567094278,0.0
2018-11-12,-0.2746967422613494,-1.1989533043936875,-0.0,1.0,-0.7367844537303745,-0.8465657836017688,0.0
2018-11-13,-0.24576305301718934,-1.1988647800008052,-0.0,1.0,-0.737128134938207,-0.843887122096534,0.0
2018-11-14,-0.24704082454303888,-1.1980433207182544,-0.0,1.0,-0.7374989934777358,-0.8435059183509139,0.0
2018-11-15,-0.24555546617327648,-1.198696806371169,-0.0,1.0,-0.7378328372616845,-0.8401174483146971,0.0
2018-11-16,-0.2463704001608687,-1.1976674039815,-0.0,1.0,-0.7376633822642268,-0.840016086869093,0.0
2018-11-19,-0.24660178557065873,-1.1975388080109386,-0.0,1.0,-0.7374728545001206,-0.8399420896002574,0.0
2018-11-20,-0.21473717897431793,-1.1929754380350428,-0.0,1.0,-0.738459076726138,-0.8541483318665493,0.0
2018-11-21,-0.2161153250466622,-1.1889122751280727,-0.0,1.0,-0.7336086732059888,-0.8326913148802669,0.0
2018-11-23,-0.2166838637987142,-1.1843003412969284,-0.0,1.0,-0.7348599095166284,-0.8327248194301136,0.0
2018-11-26,-0.21547751469887175,-1.1949388209121246,-0.0,1.0,-0.7324805339265851,-0.8297711743206738,0.0
2018-11-27,-0.20150614347998413,-1.205786761791518,-0.0,1.0,-0.7298850574712643,-0.8263971462544588,0.0
2018-11-28,-0.19870393193654834,-1.2256192104321553,-0.0,1.0,-0.7262354391126308,-0.8250705681230868,0.0
2018-11-29,-0.17885570178895105,-1.2139648514461345,-0.0,1.0,-0.7214516510363307,-0.8261092284656001,0.0
2018-11-30,-0.18376374940219992,-1.230113183484776,-0.0,1.0,-0.7439422923641001,-0.8275147457356927,0.0
2018-12-03,-0.18385811080111597,-1.2301713830211238,-0.0,1.0,-0.7440015942606616,-0.8276205659625349,0.0
2018-12-04,-0.17689157488767843,-1.2330722436483639,-0.0,1.0,-0.7402488966641485,-0.825732575245517,0.0
2018-12-06,-0.164850136239782,-1.191358505254963,-0.0,1.0,-0.7336317633320357,-0.8027247956403268,0.0
2018-12-07,-0.17056074766355142,-1.191316199376947,-0.0,1.0,-0.7338395638629285,-0.7983255451713397,0.0
2018-12-10,-0.14160009262475395,-1.1997221257381037,-0.0,1.0,-0.734552892593879,-0.7834510439581646,0.0
2018-12-11,-0.18763008050265073,-1.204241115256234,-0.0,1.0,-0.7733752208914196,-0.761712153936776,0.0
2018-12-12,-0.1886584982720704,-1.2038956958843858,-0.0,1.0,-0.7736804901036758,-0.7609173735469683,0.0
2018-12-13,-0.1899964582267522,-1.2079807957183897,-0.0,1.0,-0.7732084530321514,-0.7640785486600291,0.0
2018-12-14,-0.1879681463376173,-1.2185208546873767,-0.0,1.0,-0.7699676732634235,-0.7658282740676495,0.0
2018-12-17,-0.1669483199056789,-1.2209471408921202,-0.0,1.0,-0.7559048929062684,-0.7862448418156808,0.0
2018-12-18,-0.1470530644213824,-1.2113569610338748,-0.0,1.0,-0.7591932641472489,-0.7985901703544154,0.0
2018-12-19,-0.14662802537792746,-1.2114435654421556,-0.0,1.0,-0.7595363045351295,-0.7987389363202004,0.0
2018-12-20,-0.14335896335037665,-1.1946450177588699,-0.0,1.0,-0.7709691268880997,-0.7940361422270794,0.0
2018-12-21,-0.13674081576999494,-1.2038645837391408,-0.0,1.0,-0.7832794421286376,-0.7718648953991196,0.0
2018-12-24,-0.12839439027232818,-1.2000699273532496,-0.0,1.0,-0.7810885357989199,-0.7753001048910297,0.0
2018-12-26,-0.126892990636199,-1.2079303302377558,-0.0,1.0,-0.7578128010481291,-0.7608184655697275,0.0
2018-12-27,-0.09855202604108204,-1.1745800127212183,-0.0,1.0,-0.7068507501777229,-0.7615519886257343,0.0
2018-12-28,-0.09765493510865093,-1.1753749485731384,-0.0,1.0,-0.7063993716572541,-0.7607061375621798,0.0
2018-12-31,-0.09873957437259229,-1.1738040917081198,-0.0,1.0,-0.70654897707297,-0.7610427497475408,0.0
2019-01-02,-0.09648729446935725,-1.173542600896861,-0.0,1.0,-0.705119581464873,-0.7618086696562033,0.0
2019-01-03,-0.10199813258636789,-1.1711297852474325,-0.0,1.0,-0.7085714285714286,-0.7531279178338002,0.0
2019-01-04,-0.08528372093023256,-1.1768186046511628,-0.0,1.0,-0.7024744186046512,-0.756353488372093,0.0
2019-01-07,-0.07022945531852504,-1.1559636390293966,-0.0,1.0,-0.6984092075361044,-0.740854776042812,0.0
2019-01-08,-0.07298335467349552,-1.143076641668191,-0.0,1.0,-0.7045546003292483,-0.7376623376623378,0.0
2019-01-09,-0.06978698527531148,-1.1316818298074465,-0.0,1.0,-0.7060908326939238,-0.7462092148050714,0.0
2019-01-10,-0.06945459862553004,-1.1329141687381195,-0.0,1.0,-0.7059877175025587,-0.7471487059511623,0.0
2019-01-11,-0.0727625604218544,-1.1203676578292077,-0.0,1.0,-0.709425809286656,-0.7593745422586788,0.0
2019-01-14,-0.0303030303030303,-1.1631880024737167,-0.0,1.0,-0.7758967223252937,-0.8957560296846011,0.0
2019-01-15,-0.02736085053158224,-1.1797607879924952,-0.0,1.0,-0.7847091932457786,-0.9168621013133208,0.0
2019-01-16,-0.008241543629403951,-1.1867822826341692,-0.0,1.0,-0.774275447230685,-0.9366455745644872,0.0
2019-01-17,-0.014429280882180425,-1.1781566495913658,-0.0,1.0,-0.7776952254330739,-0.940093066906503,0.0
