Date,AVID,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6891403934249529,-1.4194017784963622,-0.08881703045001349,-1.1064942064133656,-1.0854756130423067,0.0
2018-09-25,1.0,-0.6995835812016657,-1.4203666648639879,-0.099994591963658,-1.1067005570277433,-1.0813368665837435,0.0
2018-09-26,1.0,-0.7016072298284538,-1.4231289571946533,-0.10346880242437362,-1.1065533849234266,-1.0767357540992477,0.0
2018-09-27,1.0,-0.7017810599478714,-1.4347849695916597,-0.10241094700260643,-1.1104474370112944,-1.080690703735882,0.0
2018-09-28,1.0,-0.7009066724577881,-1.434822737390738,-0.10320864324881915,-1.1099408219773061,-1.0803518106303274,0.0
2018-10-01,1.0,-0.7019524432809773,-1.4461714659685865,-0.10509380453752182,-1.1142015706806283,-1.086332897033159,0.0
2018-10-02,1.0,-0.7023438780527782,-1.4610173195650986,-0.1022783150303229,-1.113041577883407,-1.0848494782276128,0.0
2018-10-03,1.0,-0.7031403873509137,-1.4451799978115767,-0.09973738921107342,-1.1230440967283073,-1.099956231535179,0.0
2018-10-04,1.0,-0.7029208301306688,-1.4560777423959592,-0.10080158120127375,-1.1228176128252991,-1.1076644339519053,0.0
2018-10-05,1.0,-0.6803251675271889,-1.4509502361858728,-0.07167966604416127,-1.1502801274305174,-1.1394595188399428,0.0
2018-10-08,1.0,-0.6771489618144962,-1.4457349476798336,-0.0676053251520298,-1.1509888785405138,-1.1370733578041967,0.0
2018-10-09,1.0,-0.6935715866342111,-1.4615512281478202,-0.08652356716087631,-1.1555100685992477,-1.135040938260677,0.0
2018-10-10,1.0,-0.6951111602698816,-1.4596836633115806,-0.0881539652693286,-1.1562880212365887,-1.1310695719500055,0.0
2018-10-11,1.0,-0.5959006743016162,-1.457347746976346,-0.0,-1.134753291234079,-1.1635448999250777,0.0
2018-10-12,1.0,-0.6037536904259806,-1.444432728806411,-0.0,-1.0996942218473218,-1.124103753690426,0.0
2018-10-15,1.0,-0.6000316305551163,-1.4472033317518056,-0.0,-1.1000579893510465,-1.1244662343824134,0.0
2018-10-16,1.0,-0.5969748076314957,-1.4514598924844524,-0.0,-1.0987667334246864,-1.1232212501317593,0.0
2018-10-17,1.0,-0.5586399050616583,-1.382745988339095,-0.0,-1.0860120736804086,-1.1322945152468913,0.0
2018-10-18,1.0,-0.5578312009905076,-1.3812938505984316,-0.0,-1.0873400742880726,-1.1324288072637227,0.0
2018-10-19,1.0,-0.5328429870262539,-1.3621922566145672,-0.0,-1.0847890489324752,-1.1279497395035243,0.0
2018-10-22,1.0,-0.545808258974891,-1.4118074289271634,-0.0,-1.093380369371239,-1.136802241128865,0.0
2018-10-23,1.0,-0.5537151461654292,-1.4139363414507502,-0.0,-1.089464665870502,-1.1352614362116413,0.0
2018-10-24,1.0,-0.5506614785992218,-1.4077302204928666,-0.0,-1.0906355382619974,-1.138988326848249,0.0
2018-10-25,1.0,-0.4966392830470501,-1.3261638038337067,-0.0,-1.0758277321384118,-1.0801593228777695,0.0
2018-10-26,1.0,-0.46994106090373283,-1.3015717092337917,-0.0,-1.0775049115913555,-1.062573673870334,0.0
2018-10-29,1.0,-0.4342935393945322,-1.3196067882818996,-0.0,-1.062845405193916,-1.073996185259451,0.0
2018-10-30,1.0,-0.4355312072001565,-1.3197515163373117,-0.0,-1.0629524554881626,-1.0731755038153004,0.0
2018-10-31,1.0,-0.4365087087671499,-1.3052447212221465,-0.0,-1.057069183613895,-1.0664104310596478,0.0
2018-11-01,1.0,-0.39319082326468713,-1.3539108741378467,-0.0,-1.0666242723670694,-1.0779729002592575,0.0
2018-11-02,1.0,-0.39561348052326994,-1.3308369401351943,-0.0,-1.0664299956232068,-1.0702232164567427,0.0
2018-11-05,1.0,-0.39066601847350513,-1.344482255712202,-0.0,-1.0671852211959163,-1.0591152163344677,0.0
2018-11-06,1.0,-0.39995135003648746,-1.3529068353198734,-0.0,-1.0620287034784723,-1.050109462417903,0.0
2018-11-07,1.0,-0.40036029017965824,-1.3538633818589025,-0.0,-1.0634889721992309,-1.0510735673596572,0.0
2018-11-08,1.0,-0.348838334946757,-1.3664569215876088,-0.0,-1.0542594385285575,-1.0706679574056148,0.0
2018-11-09,1.0,-0.34742557936584895,-1.369000290894987,-0.0,-1.059488024823039,-1.0723358867448851,0.0
2018-11-12,1.0,-0.34604247104247104,-1.342760617760618,-0.0,-1.0696428571428571,-1.0678571428571428,0.0
2018-11-13,1.0,-0.3042563366810138,-1.339454806312769,-0.0,-1.074366331898613,-1.0643232902917263,0.0
2018-11-14,1.0,-0.30538950791449476,-1.3385299603079719,-0.0,-1.0744584190139161,-1.063794175314428,0.0
2018-11-15,1.0,-0.30792962159556525,-1.358640636297903,-0.0,-1.1013256206314774,-1.0524945770065077,0.0
2018-11-16,1.0,-0.364117189525538,-1.491418200674099,-0.0,-1.2073632356753954,-1.122426756546539,0.0
2018-11-19,1.0,-0.3737132161796818,-1.4930851616928356,-0.0,-1.2074451492149318,-1.1248310283872307,0.0
2018-11-20,1.0,-0.32111179867986794,-1.4805074257425743,-0.0,-1.2091068481848184,-1.146039603960396,0.0
2018-11-21,1.0,-0.3245627453979909,-1.4682066187343839,-0.0,-1.2000407934322572,-1.1063688746111875,0.0
2018-11-23,1.0,-0.33021137212753976,-1.4418342801576336,-0.0,-1.2261630584983878,-1.1197604790419162,0.0
2018-11-26,1.0,-0.3287762416794675,-1.452073732718894,-0.0,-1.2231438812083975,-1.1162826420890937,0.0
2018-11-27,1.0,-0.31352094041015727,-1.4549386799653963,-0.0,-1.2137804691873189,-1.1065085746272454,0.0
2018-11-28,1.0,-0.31612706169822846,-1.4475666870291184,-0.0,-1.2177255141519039,-1.1091936469150885,0.0
2018-11-29,1.0,-0.26579225086687774,-1.427257651138248,-0.0,-1.213628825569124,-1.1186994321322679,0.0
2018-11-30,1.0,-0.2658793969849246,-1.4280904522613065,-0.0,-1.2154773869346733,-1.115678391959799,0.0
2018-12-03,1.0,-0.2635806807912441,-1.4279044080730998,-0.0,-1.2145295712420925,-1.1145195300733006,0.0
2018-12-04,1.0,-0.2475689223057644,-1.4393483709273183,-0.0,-1.2111779448621554,-1.114436090225564,0.0
2018-12-06,1.0,-0.23017258095792129,-1.3471979833236378,-0.0,-1.2028795811518325,-1.067529571456273,0.0
2018-12-07,1.0,-0.22628055878928985,-1.3489522700814902,-0.0,-1.2045983701979046,-1.0707702755141637,0.0
2018-12-10,1.0,-0.17390047690158486,-1.370875283009779,-0.0,-1.2211089166144804,-1.0513030492798303,0.0
2018-12-11,1.0,-0.19472489251726968,-1.3677117047485627,-0.0,-1.2318245495386697,-1.0364233611902807,0.0
2018-12-12,1.0,-0.1983942735538789,-1.3685432385374348,-0.0,-1.2348616753724124,-1.034677887405688,0.0
2018-12-13,1.0,-0.19854113327858555,-1.3642336119028067,-0.0,-1.2357374039901454,-1.0321240519781651,0.0
2018-12-14,1.0,-0.2052049635459418,-1.3462411279030468,-0.0,-1.2448940176717687,-1.032011974313167,0.0
2018-12-17,1.0,-0.1838009223674097,-1.3443985395849345,-0.0,-1.2286702536510374,-1.0471272098385855,0.0
2018-12-18,1.0,-0.17237758900448602,-1.3338742006299513,-0.0,-1.2222964589099934,-1.043810251026057,0.0
2018-12-19,1.0,-0.15976047904191618,-1.3430898203592816,-0.0,-1.23525748502994,-1.052311377245509,0.0
2018-12-20,1.0,-0.15997332189986183,-1.3283788290219616,-0.0,-1.231908913343814,-1.0436853889762279,0.0
2018-12-21,1.0,-0.15525876460767948,-1.3316956832816598,-0.0,-1.2358693059861674,-1.046983067016456,0.0
2018-12-24,1.0,-0.13348159364057915,-1.3090281063688842,-0.0,-1.228352417904798,-1.0609444497019023,0.0
2018-12-26,1.0,-0.13079516718179263,-1.3120726795916455,-0.0,-1.1993069214198744,-1.0407886110330618,0.0
2018-12-27,1.0,-0.04275319745107787,-1.2746418402856239,-0.0,-1.1183621819496543,-1.0836534550549104,0.0
2018-12-28,1.0,-0.025323964227048735,-1.3074466143456835,-0.0,-1.1368862931191823,-1.0932195656141632,0.0
2018-12-31,1.0,-0.01893105977264393,-1.3244407774110745,-0.0,-1.1430601393472681,-1.0973597359735974,0.0
2019-01-02,1.0,-0.011150369384664799,-1.3276740237691,-0.0,-1.1439911898315973,-1.1058137934199055,0.0
2019-01-03,1.0,-0.03328882545236889,-1.3259358165661403,-0.0,-1.1678714489617386,-1.0771674570652423,0.0
2019-01-04,1.0,-0.0,-1.3387775642785251,-0.0,-1.148503980236069,-1.0877481928813248,0.0
2019-01-07,1.0,-0.0,-1.2906732274658914,-0.0,-1.1303064191456051,-1.0522925520017894,0.0
2019-01-08,1.0,-0.0,-1.2761543609190276,-0.0,-1.1369172429176893,-1.0482712469328577,0.0
2019-01-09,1.0,-0.0,-1.2551557896616372,-0.0,-1.1412820283903224,-1.0674939737523435,0.0
2019-01-10,1.0,-0.0,-1.2505133470225873,-0.0,-1.1473975537898402,-1.0659762521203464,0.0
2019-01-11,1.0,-0.0,-1.2363278629879713,-0.0,-1.1536466484818675,-1.0816527299557304,0.0
2019-01-14,1.0,-0.0,-1.2394756855903009,-0.0,-1.1595311591285284,-1.0747103297096585,0.0
2019-01-15,1.0,-0.0,-1.2328779395296752,-0.0,-1.154400895856663,-1.0920044792833148,0.0
2019-01-16,1.0,-0.0,-1.2324571223859209,-0.0,-1.1530607675428775,-1.0925619094532264,0.0
2019-01-17,1.0,-0.0,-1.2293638856940634,-0.0,-1.129478899407237,-1.0647615677253826,0.0
2019-01-18,1.0,-0.0,-1.2252389032776638,-0.0,-1.1431633473251763,-1.0970795748861302,0.0
2019-01-22,1.0,-0.0,-1.2844609802030225,-0.0,-1.2368747416287724,-1.0719305498139728,0.0
2019-01-23,1.0,-0.0,-1.270272752318854,-0.0,-1.244926072182937,-1.0765910551933144,0.0
2019-01-24,1.0,-0.0,-1.2832521371449583,-0.0,-1.227548487912492,-1.0852100376872875,0.0
2019-01-25,1.0,-0.0,-1.2478519497686715,-0.0,-1.3437352469077517,-1.1293551128316495,0.0
2019-01-28,1.0,-0.0,-1.2122058614648925,-0.0,-1.3956725533828889,-1.1266985464703374,0.0
2019-01-29,1.0,-0.0,-1.1889838556505223,-0.0,-1.4100664767331434,-1.149335232668566,0.0
2019-01-30,1.0,-0.0,-1.1901936586292006,-0.0,-1.4108126067970381,-1.1455762293525726,0.0
2019-01-31,1.0,-0.0,-1.201558861270852,-0.0,-1.3829665890404448,-1.168147901715698,0.0
2019-02-01,1.0,-0.0,-1.203042296504697,-0.0,-1.4042725668780696,-1.1611272709932763,0.0
2019-02-04,1.0,-0.0,-1.210388497429061,-0.0,-1.391544467720434,-1.159112549990478,0.0
2019-02-05,1.0,-0.0,-1.191306834429511,-0.0,-1.3842341054236964,-1.1904489562482128,0.0
2019-02-06,1.0,-0.0,-1.1834415584415585,-0.0,-1.397011077158136,-1.1941844919786098,0.0
2019-02-07,1.0,-0.0,-1.1829373443188351,-0.0,-1.3859934853420195,-1.2212109599540142,0.0
2019-02-08,1.0,-0.0,-1.1772522306437685,-0.0,-1.405497457545812,-1.2143816559531804,0.0
2019-02-11,1.0,-0.0,-1.1578541847250312,-0.0,-1.4086969084079746,-1.2489646537609553,0.0
2019-02-12,1.0,-0.0,-1.1565927429096006,-0.0,-1.4292409527950913,-1.2458327293810698,0.0
2019-02-13,1.0,-0.0,-1.1770868536667793,-0.0,-1.420315743735818,-1.2304349925167768,0.0
2019-02-14,1.0,-0.0,-1.1226483532427334,-0.0,-1.4692653673163418,-1.2443294481791363,0.0
2019-02-15,1.0,-0.0,-1.1607237892496007,-0.0,-1.4500459625526148,-1.2273936813585564,0.0
2019-02-19,1.0,-0.0,-1.1366802089378991,-0.0,-1.4733991100793191,-1.226397755852196,0.0
2019-02-20,1.0,-0.0,-1.1299768071124856,-0.0,-1.4782566679551603,-1.2236180904522613,0.0
2019-02-21,1.0,-0.0,-1.1416843731891058,-0.0,-1.4760961947073596,-1.2112710063743481,0.0
2019-02-22,1.0,-0.0,-1.1353191078497635,-0.0,-1.4838273631360435,-1.2085063242251617,0.0
2019-02-25,1.0,-0.0,-1.1242220806585976,-0.0,-1.522222766697702,-1.253834468564708,0.0
2019-02-26,1.0,-0.0,-1.134089686537239,-0.0,-1.5104895104895104,-1.2456354833977212,0.0
2019-02-27,1.0,-0.0,-1.1072566024792982,-0.0,-1.5587730903032977,-1.2337204174628842,0.0
2019-02-28,1.0,-0.0,-1.1070626160007815,-0.0,-1.5531405685259352,-1.2240890886001758,0.0
2019-03-01,1.0,-0.0,-1.1163492913846003,-0.0,-1.5430769980032142,-1.2107826425753665,0.0
2019-03-04,1.0,-0.0,-1.1142802814223236,-0.0,-1.4371078151739876,-1.2023673702224758,0.0
2019-03-05,1.0,-0.0,-1.1042272315684125,-0.0,-1.4556545775151313,-1.205880951246247,0.0
2019-03-06,1.0,-0.0,-1.0843384891916183,-0.0,-1.4550872711792253,-1.1907194550872713,0.0
2019-03-07,1.0,-0.0,-1.0661945231350332,-0.0,-1.4699716713881021,-1.1852219074598678,0.0
2019-03-08,1.0,-0.0,-1.0578957491825352,-0.0,-1.542748605501058,-1.2079726870552028,0.0
2019-03-11,1.0,-0.0,-1.059298928919182,-0.0,-1.5491236611489774,-1.260126582278481,0.0
2019-03-12,1.0,-0.0,-1.0115612648221344,-0.0,-1.5891304347826087,-1.3399703557312252,0.0
2019-03-13,1.0,-0.0,-1.0411108356062484,-0.0,-1.589387552690305,-1.328638730473593,0.0
2019-03-14,1.0,-0.0,-1.0433145009416198,-0.0,-1.5869263554366142,-1.3256021409455843,0.0
2019-03-15,1.0,-0.0,-1.030290730123294,-0.0,-1.668831498300269,-1.374752651073114,0.0
2019-03-18,1.0,-0.0,-1.3562831629351624,-0.0,-2.1409990940856733,-1.9734696518700656,0.0
2019-03-19,1.0,-0.0,-1.3689686565223047,-0.0,-2.135063077123163,-1.9987644687215502,0.0
2019-03-20,1.0,-0.0,-1.3685500430549116,-0.0,-2.187851891104193,-2.0674968536795393,0.0
2019-03-21,1.0,-0.0,-1.3862231182795701,-0.0,-2.2959677419354843,-2.0382392473118283,0.0
2019-03-22,1.0,-0.0,-1.4006436592714324,-0.0,-2.3899616543412763,-2.056765269789099,0.0
2019-03-25,1.0,-0.0,-1.2561493362086396,-0.0,-2.43055461958353,-2.0522946290181276,0.0
2019-03-26,1.0,-0.0,-1.295404963185165,-0.0,-2.4478456503954185,-2.0743114262339786,0.0
2019-03-27,1.0,-0.0,-1.2682644515557975,-0.0,-2.464492408252196,-2.0759855654660586,0.0
2019-03-28,1.0,-0.0,-1.2845797942131068,-0.009115392583385125,-2.4914715834541816,-2.120433671707755,0.0
2019-03-29,1.0,-0.0,-1.2853591160220994,-0.0,-2.498895027624309,-2.1218232044198895,0.0
2019-04-01,1.0,-0.0,-1.3288426636883988,-0.0,-2.5266648052491973,-2.124808041323468,0.0
2019-04-02,1.0,-0.0,-1.330945259789942,-0.021423106350420808,-2.508729220282395,-2.094456423454128,0.0
2019-04-03,1.0,-0.0,-1.3325651232627975,-0.01641176059780711,-2.5457084991968713,-2.089042530902996,0.0
2019-04-04,1.0,-0.0,-1.3378841979976195,-0.0,-2.5501645312609393,-2.11335153679199,0.0
2019-04-05,1.0,-0.0,-1.3308529308529309,-0.016988416988416986,-2.557669357669358,-2.1145665145665147,0.0
2019-04-08,1.0,-0.0,-1.3096389765159482,-0.01815632667367683,-2.562285313704872,-2.120154223624255,0.0
2019-04-09,1.0,-0.0,-1.2995777621393385,-0.03159746657283603,-2.5838845883180857,-2.122167487684729,0.0
2019-04-10,1.0,-0.0,-1.2562715199212986,-0.06513948422458014,-2.5895580071674518,-2.1159440657719064,0.0
2019-04-11,1.0,-0.0,-1.218473218051455,-0.10326163362856741,-2.6080416139462956,-2.099536060733868,0.0
2019-04-12,1.0,-0.0,-1.2169115062908553,-0.10163773107471709,-2.609615519786322,-2.1007239755394673,0.0
2019-04-15,1.0,-0.0,-1.2255316152654556,-0.10477397549640896,-2.595057034220532,-2.115899169131108,0.0
2019-04-16,1.0,-0.0,-1.2043871866295264,-0.08802228412256267,-2.5690807799442896,-2.1022980501392756,0.0
2019-04-17,1.0,-0.0,-1.176413255360624,-0.10428849902534114,-2.577206906154275,-2.1038707880813146,0.0
2019-04-18,1.0,-0.0,-1.1828487967728474,-0.12755598831548198,-2.5603004590346363,-2.084295451384059,0.0
2019-04-22,1.0,-0.0,-1.2209302325581395,-0.1186046511627907,-2.594644115574348,-2.1130373502466524,0.0
2019-04-23,1.0,-0.0,-1.2172044525855996,-0.11969846413977737,-2.5972241792306603,-2.1111032830773566,0.0
2019-04-24,1.0,-0.0,-1.1995647901165238,-0.12796574477046188,-2.5808648041555524,-2.1111891057138847,0.0
2019-04-25,1.0,-0.0,-1.1827797757562937,-0.13616811226288697,-2.6015090614202103,-2.1312319300472464,0.0
2019-04-26,1.0,-0.0,-1.1675843569109132,-0.14527742481999154,-2.612522942256106,-2.1337710009882818,0.0
2019-04-29,1.0,-0.0,-1.146087201521448,-0.1449602028597591,-2.6024512220891736,-2.1502430090864264,0.0
2019-04-30,1.0,-0.0,-1.1365555086534405,-0.1423244688335444,-2.5996904460391166,-2.156746869283805,0.0
2019-05-01,1.0,-0.0,-1.1288416906955483,-0.1540192699908573,-2.602714677544131,-2.1472677403474223,0.0
2019-05-02,1.0,-0.0,-1.1743309182315542,-0.15037705160431764,-2.7306668638178326,-2.3377938784563064,0.0
2019-05-03,1.0,-0.0,-1.1815225424981521,-0.14730229120473023,-2.7266814486326685,-2.3354767184035476,0.0
2019-05-06,1.0,-0.0,-1.1544757410411444,-0.14208818758295236,-2.7312343312195844,-2.34581920070786,0.0
2019-05-07,1.0,-0.0,-1.1688879016733302,-0.15482007996446023,-2.729971864356582,-2.3504368428846436,0.0
2019-05-08,1.0,-0.0,-1.149278863752837,-0.17702613661322206,-2.674793176660078,-2.320081997217952,0.0
2019-05-09,1.0,-0.0,-1.1465107782243333,-0.17807818779685786,-2.6665692363902083,-2.3161125319693094,0.0
2019-05-10,1.0,-0.0,-1.1507907318867232,-0.17307833762412653,-2.690621552041192,-2.341154836336889,0.0
2019-05-13,1.0,-0.0,-1.1561762971698115,-0.15787146226415097,-2.6998083726415096,-2.356426886792453,0.0
2019-05-14,1.0,-0.0,-1.0271707878090857,-0.26380103507763086,-2.610983323749281,-2.2860839562967223,0.0
2019-05-15,1.0,-0.0,-1.0310290085149372,-0.2964352720450281,-2.6311156010968393,-2.2574686101890604,0.0
2019-05-16,1.0,-0.0,-1.0302723791633552,-0.2943428942995448,-2.639115670833032,-2.261180550538256,0.0
2019-05-17,1.0,-0.0,-1.0214835244592828,-0.30577732617215847,-2.626360865147336,-2.3043257366816663,0.0
2019-05-20,1.0,-0.0,-0.989739143001662,-0.3321771804321121,-2.6083532047113227,-2.2957583640436443,0.0
2019-05-21,1.0,-0.0,-0.9966830112489184,-0.34893279492356505,-2.5791029708681856,-2.286198442457456,0.0
