Date,ACHC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4357064799449548,-1.1764277330311246,-0.08612943700165944,-0.6782288420285748,-0.6709434573197879,0.0
2018-09-25,1.0,-0.4403223846745778,-1.1743550281479083,-0.09234133894941478,-0.6762788060426876,-0.6667611680369365,0.0
2018-09-26,1.0,-0.44008926759991884,-1.1754108338405356,-0.08865895719212823,-0.6794481639277743,-0.6740515317508622,0.0
2018-09-27,1.0,-0.4397151576805697,-1.1836419125127162,-0.0874059003051882,-0.681912512716175,-0.6765005086469991,0.0
2018-09-28,1.0,-0.4381917317708333,-1.1845296223958333,-0.08809407552083333,-0.6816813151041667,-0.676513671875,0.0
2018-10-01,1.0,-0.4379794352864371,-1.1904684184755998,-0.08899134976334258,-0.6833686959360209,-0.6794516076383222,0.0
2018-10-02,1.0,-0.4381962864721486,-1.190818200367272,-0.0894511324219547,-0.6831258926749643,-0.679208324831667,0.0
2018-10-03,1.0,-0.4376478264415627,-1.1837941440339288,-0.08877742435364164,-0.6849359758584128,-0.6828154310415138,0.0
2018-10-04,1.0,-0.4376962923685606,-1.1838316270343028,-0.08936656197740343,-0.684708569563976,-0.6832402006770811,0.0
2018-10-05,1.0,-0.41898233157873255,-1.1807646794793325,-0.06740931162524992,-0.7055943199902068,-0.7077161627290162,0.0
2018-10-08,1.0,-0.41698605561444996,-1.1779336214629372,-0.061200358802903046,-0.7126722661665171,-0.708513414335807,0.0
2018-10-09,1.0,-0.41617804938475517,-1.196382855727145,-0.03802956478652242,-0.7394499958708398,-0.7391609546618217,0.0
2018-10-10,1.0,-0.43854324734446126,-1.216363176530096,-0.04729387961557916,-0.7683780138256618,-0.744562468386444,0.0
2018-10-11,1.0,-0.39561744828998563,-1.2077411427401188,-0.0,-0.7483104648781487,-0.7441736637313127,0.0
2018-10-12,1.0,-0.3896843475431175,-1.2068418483566548,-0.0,-0.7382037097299057,-0.732997071265864,0.0
2018-10-15,1.0,-0.3329066358343312,-1.2968162860800265,-0.0,-0.7452202997894041,-0.754387413800223,0.0
2018-10-16,1.0,-0.32522967585370083,-1.4207401629398508,-0.0,-0.7908216328653147,-0.7967152019414111,0.0
2018-10-17,1.0,-0.29121825226000864,-1.3718897976754196,-0.0,-0.8049504950495049,-0.8367197589324149,0.0
2018-10-18,1.0,-0.2901822254771034,-1.3699651057597038,-0.0,-0.809546374876147,-0.8382371946753974,0.0
2018-10-19,1.0,-0.28069613006640715,-1.439019922143348,-0.0,-0.921868559651935,-0.9382184566063659,0.0
2018-10-22,1.0,-0.28096109839816935,-1.4302517162471395,-0.0,-0.9246681922196797,-0.9407780320366133,0.0
2018-10-23,1.0,-0.2885091175662054,-1.432465866397874,-0.0,-0.9211490882433795,-0.9395674883166865,0.0
2018-10-24,1.0,-0.29659908436886856,-1.4460431654676258,-0.0,-0.9525366719611323,-0.9764084836027282,0.0
2018-10-25,1.0,-0.24405294222858162,-1.3702378823108567,-0.0,-0.9375782507601502,-0.9196029332856377,0.0
2018-10-26,1.0,-0.21280936751530205,-1.3546527100150805,-0.0,-0.9570212010999734,-0.910893284839883,0.0
2018-10-29,1.0,-0.17052331790672837,-1.392176931292275,-0.0,-0.9502936988252046,-0.9369882520469918,0.0
2018-10-30,1.0,-0.1404906876790831,-1.4026235673352436,-0.0,-0.9613628223495702,-0.9726002865329513,0.0
2018-10-31,1.0,-0.1457649667405765,-1.3704212860310423,-0.0,-0.9555654101995565,-0.9627937915742794,0.0
2018-11-01,1.0,-0.12982300884955753,-1.3805309734513274,-0.0,-0.9530088495575221,-0.9614159292035398,0.0
2018-11-02,1.0,-0.13402523038382394,-1.4060570815066655,-0.0,-0.9591571978169455,-0.9742327994989711,0.0
2018-11-05,1.0,-0.1308507309222585,-1.4137869372792704,-0.0,-0.9590057669095623,-0.9668290938352183,0.0
2018-11-06,1.0,-0.19746643260426056,-1.5310053612943015,-0.0,-1.0178393509512738,-0.9981970868719456,0.0
2018-11-07,1.0,-0.20073992216403208,-1.553980685148705,-0.0,-1.0339691538942006,-1.016047662518618,0.0
2018-11-08,1.0,-0.17943596328529984,-1.5466305226613402,-0.0,-1.018785371189423,-1.0109383174014361,0.0
2018-11-09,1.0,-0.17829383434266366,-1.5504744647370177,-0.0,-1.0257021601258882,-1.0139716751704735,0.0
2018-11-12,1.0,-0.18007552942301258,-1.524642669343659,-0.0,-1.055738802045987,-1.0198862278311585,0.0
2018-11-13,1.0,-0.13705943494283285,-1.520268354908816,-0.0,-1.0555608050647265,-1.011622413304356,0.0
2018-11-14,1.0,-0.1757203589985829,-1.6867684879021676,-0.0,-1.2197554190941058,-1.1662730278696267,0.0
2018-11-15,1.0,-0.18058138916936814,-1.7165329223574428,-0.0,-1.2570547908805867,-1.1601743104639421,0.0
2018-11-16,1.0,-0.17435028846662784,-1.6989361139046208,-0.0,-1.2528978986926376,-1.1667813475890543,0.0
2018-11-19,1.0,-0.27770611000351825,-1.8533481881083618,-0.0,-1.4116336343379854,-1.3210390524217193,0.0
2018-11-20,1.0,-0.20171873185460457,-1.8365462780164905,-0.0,-1.4150505167808616,-1.35326907443967,0.0
2018-11-21,1.0,-0.20724438331040806,-1.8215268225584593,-0.0,-1.4045735900962861,-1.2979138010087117,0.0
2018-11-23,1.0,-0.20878366786755875,-1.8034539943958368,-0.0,-1.408646423057128,-1.2975924972836965,0.0
2018-11-26,1.0,-0.20802377414561665,-1.804891987655732,-0.0,-1.4065036004114757,-1.2954623385529775,0.0
2018-11-27,1.0,-0.19608732633966544,-1.7993195350155937,-0.0,-1.3927417068330026,-1.2823929685284943,0.0
2018-11-28,1.0,-0.196188531563723,-1.8028472576711474,-0.0,-1.3911292609608077,-1.2816629799784471,0.0
2018-11-29,1.0,-0.14318346425984735,-1.7709621705944618,-0.0,-1.3755640982784556,-1.2816870020613962,0.0
2018-11-30,1.0,-0.14401249372524957,-1.774387863238329,-0.0,-1.3807797423169168,-1.2783200401584025,0.0
2018-12-03,1.0,-0.14056493397960887,-1.77436068861775,-0.0,-1.37957546381414,-1.2767842219622263,0.0
2018-12-04,1.0,-0.12260323459122992,-1.7853053965431,-0.0,-1.3745345412104708,-1.2752737175568276,0.0
2018-12-06,1.0,-0.09645785327688762,-1.6684529232088314,-0.0,-1.374202883018059,-1.219602379293714,0.0
2018-12-07,1.0,-0.08696353662471766,-1.676293427987523,-0.0,-1.382381413359148,-1.2324405722276004,0.0
2018-12-10,1.0,-0.033156498673740056,-1.685994694960212,-0.0,-1.383395225464191,-1.2024933687002652,0.0
2018-12-11,1.0,-0.029986201040229272,-1.6876658528818596,-0.0,-1.3825496231822525,-1.207090542405265,0.0
2018-12-12,1.0,-0.030888440717545904,-1.687347415348689,-0.0,-1.3824434773378622,-1.206612886105509,0.0
2018-12-13,1.0,-0.030376928378306738,-1.679425330011133,-0.0,-1.388697450034459,-1.2028309388750464,0.0
2018-12-14,1.0,-0.03718614259985168,-1.6610869795529188,-0.0,-1.3968111028710668,-1.2020870854963448,0.0
2018-12-17,1.0,-0.03608575673954574,-1.6651454043727447,-0.0,-1.4029929951178095,-1.202504776056039,0.0
2018-12-18,1.0,-0.018902599107377262,-1.6465739039117877,-0.0,-1.3899186138093986,-1.1953793646626412,0.0
2018-12-19,1.0,-0.024426117560539997,-1.645584913589326,-0.0,-1.3880863581446654,-1.1948836476335556,0.0
2018-12-20,1.0,-0.022297473300338627,-1.6197447251888513,-0.0,-1.3866631935399845,-1.1809846314144308,0.0
2018-12-21,1.0,-0.011530506721820063,-1.6197001034126164,-0.0,-1.3881592554291624,-1.15129265770424,0.0
2018-12-24,1.0,-0.0,-1.5992307692307692,-0.0,-1.3752307692307693,-1.1537435897435897,0.0
2018-12-26,1.0,-0.0,-1.609417721518987,-0.0,-1.330126582278481,-1.123746835443038,0.0
2018-12-27,1.0,-0.0,-1.5170345489443378,-0.0,-1.181573896353167,-1.099856046065259,0.0
2018-12-28,1.0,-0.0,-1.5224438902743143,-0.0,-1.1784001534624975,-1.094859006330328,0.0
2018-12-31,1.0,-0.0,-1.5199827280142013,-0.0,-1.180636184810248,-1.0972028978553952,0.0
2019-01-02,1.0,-0.0,-1.5177733065057009,-0.0,-1.1756730861358626,-1.097250167672703,0.0
2019-01-03,1.0,-0.0,-1.5164193393968406,-0.0,-1.1834849210148397,-1.087075155576831,0.0
2019-01-04,1.0,-0.0,-1.5169483478921382,-0.0,-1.1464584124572732,-1.0840296240030383,0.0
2019-01-07,1.0,-0.0,-1.4630161081281243,-0.0,-1.1231716348824292,-1.0426309942603222,0.0
2019-01-08,1.0,-0.0,-1.4409048938134812,-0.0,-1.1372576177285318,-1.0386426592797784,0.0
2019-01-09,1.0,-0.0,-1.4323502304147464,-0.0,-1.1350691244239632,-1.0408294930875577,0.0
2019-01-10,1.0,-0.0,-1.4307295504789979,-0.0,-1.1353168754605747,-1.039701547531319,0.0
2019-01-11,1.0,-0.0,-1.4304396215915416,-0.0,-1.1484882211092562,-1.0584307178631052,0.0
2019-01-14,1.0,-0.0,-1.428883010812567,-0.0,-1.1509582811267345,-1.060745278203165,0.0
2019-01-15,1.0,-0.0,-1.425268642136112,-0.0,-1.1475554728566777,-1.0789877657347537,0.0
2019-01-16,1.0,-0.0,-1.4252975083674229,-0.0,-1.1417348456675342,-1.0815358869468203,0.0
2019-01-17,1.0,-0.0,-1.409406536431812,-0.0,-1.1387834459772244,-1.0810110174983798,0.0
2019-01-18,1.0,-0.0,-1.3981516056758774,-0.0,-1.1492718446601942,-1.120238984316654,0.0
2019-01-22,1.0,-0.0,-1.5243425814234017,-0.0,-1.2255729794933656,-1.0751266586248491,0.0
2019-01-23,1.0,-0.0,-1.5007014658216824,-0.0,-1.2396110492961154,-1.0973828068308258,0.0
2019-01-24,1.0,-0.0,-1.5014523625096825,-0.0,-1.2406564678543766,-1.099099535243997,0.0
2019-01-25,1.0,-0.0,-1.4599195910061051,-0.0,-1.37256167171291,-1.1310368789397924,0.0
2019-01-28,1.0,-0.0,-1.4200974542561653,-0.0,-1.4251193317422435,-1.126988862370724,0.0
2019-01-29,1.0,-0.0,-1.3984639936165968,-0.0,-1.4332236185916616,-1.1553461001396368,0.0
2019-01-30,1.0,-0.0,-1.3976270003489706,-0.0,-1.432474201106735,-1.1551921830599732,0.0
2019-01-31,1.0,-0.0,-1.4094311377245508,-0.0,-1.3915169660678643,-1.1890219560878243,0.0
2019-02-01,1.0,-0.0,-1.4095238095238094,-0.0,-1.402907268170426,-1.2000501253132831,0.0
2019-02-04,1.0,-0.0,-1.4100120385232744,-0.0,-1.4007323434991974,-1.2053069823434992,0.0
2019-02-05,1.0,-0.0,-1.3939956825141822,-0.0,-1.3912847030473416,-1.2350519604397812,0.0
2019-02-06,1.0,-0.0,-1.3844338438363044,-0.0,-1.3918152146623148,-1.245091639467738,0.0
2019-02-07,1.0,-0.0,-1.3829340879153045,-0.0,-1.3220959164755817,-1.173683953749329,0.0
2019-02-08,1.0,-0.0,-1.371548239419471,-0.0,-1.3368723518238932,-1.1617883407198168,0.0
2019-02-11,1.0,-0.0,-1.3494610424767437,-0.0,-1.34325933946941,-1.2293153516759365,0.0
2019-02-12,1.0,-0.0,-1.3621634971597927,-0.0,-1.35183996048407,-1.2255371696715238,0.0
2019-02-13,1.0,-0.0,-1.389088581417106,-0.0,-1.333054310896647,-1.2017824609778918,0.0
2019-02-14,1.0,-0.0,-1.3561900997925107,-0.0,-1.3676514178440866,-1.2164311826894576,0.0
2019-02-15,1.0,-0.0,-1.3376808741017816,-0.0,-1.3676542966827445,-1.216409095383404,0.0
2019-02-19,1.0,-0.0,-1.3286854552621208,-0.0,-1.3802719747733543,-1.2181217973985021,0.0
2019-02-20,1.0,-0.0,-1.3265648102513554,-0.0,-1.3885657959586002,-1.2134056185312962,0.0
2019-02-21,1.0,-0.0,-1.316179375740814,-0.0,-1.3994962465428686,-1.2230837613591468,0.0
2019-02-22,1.0,-0.0,-1.3106446036058288,-0.0,-1.4138799703630527,-1.2149666584341814,0.0
2019-02-25,1.0,-0.0,-1.302096790221604,-0.0,-1.434611944748087,-1.2319387856504025,0.0
2019-02-26,1.0,-0.0,-1.294986859721327,-0.0,-1.436703525561561,-1.2269549263648536,0.0
2019-02-27,1.0,-0.0,-1.2963679666567431,-0.0,-1.4428897489332142,-1.2225860871291059,0.0
2019-02-28,1.0,-0.0,-1.2857071414282857,-0.0,-1.4470894178835767,-1.2681536307261454,0.0
2019-03-01,1.0,-0.0,-1.2914708529147085,-0.0,-1.45005499450055,-1.257974202579742,0.0
2019-03-04,1.0,-0.0,-1.429470486111111,-0.0,-1.6256510416666667,-1.3702799479166667,0.0
