Date,IWF,IWM,MTUM,SPY,TCP,VLUE,VXX
2018-09-24,-1.8933572710951525,-3.0904847396768402,-0.8805505685218432,-2.5837223219628966,1.0,-2.520885697187313,0.0
2018-09-25,-1.893698433576468,-3.0854956355374865,-0.8831758938180079,-2.579576706923353,1.0,-2.51536529953366,0.0
2018-09-26,-1.894233070112467,-3.087102177554439,-0.8817899018904044,-2.581957406078009,1.0,-2.5196219191194067,0.0
2018-09-27,-1.8958557267407141,-3.069747999522274,-0.8839125761375852,-2.5782873522035112,1.0,-2.515346948525021,0.0
2018-09-28,-1.8928827322665396,-3.0716503463100073,-0.8847623596847386,-2.577501791258658,1.0,-2.5149271554812516,0.0
2018-10-01,-1.893014925373134,-3.070567164179104,-0.8852537313432834,-2.5770746268656715,1.0,-2.514388059701492,0.0
2018-10-02,-1.9026463896539336,-3.0530475392168603,-0.8985750209555741,-2.5914261765058075,1.0,-2.5289186923721707,0.0
2018-10-03,-1.899784740492705,-3.0352786414733317,-0.8958383161922986,-2.5933987084429564,1.0,-2.5346806983975125,0.0
2018-10-04,-1.904050663161668,-3.022583343290716,-0.8970008364201218,-2.598040387143028,1.0,-2.5270641653722072,0.0
2018-10-05,-1.8708601381939483,-3.0088158208243985,-0.8548963545389564,-2.6216345008339292,1.0,-2.557064569930903,0.0
2018-10-08,-1.8649066476394338,-3.0,-0.8427874895944821,-2.628850041622072,1.0,-2.5554762754191938,0.0
2018-10-09,-1.8626354005475538,-3.0046423044875605,-0.8331151053446018,-2.6369479823830497,1.0,-2.5661230805856445,0.0
2018-10-10,-1.862495539431426,-3.00154633043892,-0.8332342095872487,-2.6360176043773045,1.0,-2.5616747948138454,0.0
2018-10-11,-1.6827846364883403,-2.990169181527206,-0.5682441700960219,-2.5914494741655236,1.0,-2.5985368084133516,0.0
2018-10-12,-1.6611395504117519,-2.927553972846651,-0.526263075895838,-2.5075673269530383,1.0,-2.5060093478744716,0.0
2018-10-15,-1.6144284128745838,-3.0029966703662594,-0.45183129855715876,-2.5093229744728083,1.0,-2.520199778024417,0.0
2018-10-16,-1.6133377866844802,-3.0380761523046096,-0.4353150745936318,-2.5180360721442887,1.0,-2.528612781117791,0.0
2018-10-17,-1.529816267325669,-2.887504029225314,-0.3625228322767809,-2.4624476200709142,1.0,-2.5023100891801873,0.0
2018-10-18,-1.5313978494623655,-2.8915053763440857,-0.36118279569892475,-2.4640860215053766,1.0,-2.504516129032258,0.0
2018-10-19,-1.6054313099041533,-3.0739388407120036,-0.33797352806937475,-2.680967594705614,1.0,-2.712003651300776,0.0
2018-10-22,-1.6111618351974433,-3.0595754393973977,-0.32378452408125996,-2.6942478886099064,1.0,-2.724149737502853,0.0
2018-10-23,-1.6201098146877146,-3.0657744223289867,-0.33550674902768246,-2.6926332646991535,1.0,-2.7251201098146876,0.0
2018-10-24,-1.6168416248288453,-3.0554541305340033,-0.3176631675034231,-2.6928343222272932,1.0,-2.72740757644911,0.0
2018-10-25,-1.4887021067569044,-2.8906232944001746,-0.24102172251937562,-2.680930029472765,1.0,-2.614561729068879,0.0
2018-10-26,-1.4418404644162544,-2.8493872285529993,-0.17953128359492582,-2.6921092238228335,1.0,-2.587508062782197,0.0
2018-10-29,-1.3928647497337592,-2.8658146964856233,-0.1298189563365282,-2.666240681576145,1.0,-2.594781682641108,0.0
2018-10-30,-1.3834378654193686,-2.8619113426172,-0.12384394599766133,-2.6631232061231,1.0,-2.5980652705432123,0.0
2018-10-31,-1.391230850501849,-2.806444796619123,-0.1190702588483888,-2.6618066561014264,1.0,-2.586687797147385,0.0
2018-11-01,-1.3601850878115471,-2.8297402460826584,-0.0862340940161952,-2.656430749815964,1.0,-2.583762751077926,0.0
2018-11-02,-1.3697916666666667,-2.7472916666666665,-0.06614583333333333,-2.6690625,1.0,-2.5642708333333335,0.0
2018-11-05,-1.3643547883955494,-2.7507538733492773,-0.06498908183425185,-2.664448372673391,1.0,-2.553706977227826,0.0
2018-11-06,-1.3642418565927779,-2.751170777396191,-0.06722863981683838,-2.6670829430742016,1.0,-2.5570819023831826,0.0
2018-11-07,-1.362706201712257,-2.7631029442472332,-0.07694717059929003,-2.672791814575068,1.0,-2.5650448945500104,0.0
2018-11-08,-1.2962886809910559,-2.761077413385422,-0.0023645522771666497,-2.647476097460677,1.0,-2.5735581371440324,0.0
2018-11-09,-1.294552929085303,-2.7597122302158272,-0.0041109969167523125,-2.647173689619733,1.0,-2.5719424460431655,0.0
2018-11-12,-1.3082333471245347,-2.7404840711625984,-0.0,-2.6993173355399254,1.0,-2.595469590401324,0.0
2018-11-13,-1.248330550918197,-2.7846410684474128,-0.0,-2.7614774624373957,1.0,-2.639712020033389,0.0
2018-11-14,-1.248147761661275,-2.7850360012522177,-0.0,-2.7617656266304915,1.0,-2.6400918292810185,0.0
2018-11-15,-1.2500261424239254,-2.7987033357732924,-0.0,-2.7793579420683887,1.0,-2.6287775802572413,0.0
2018-11-16,-1.2382095158597664,-2.7745200333889817,-0.0,-2.778067612687813,1.0,-2.6432595993322203,0.0
2018-11-19,-1.2394616026711187,-2.774102671118531,-0.0,-2.777441569282137,1.0,-2.643050918196995,0.0
2018-11-20,-1.12182477967859,-2.7518921721099017,-0.0,-2.791394504924832,1.0,-2.702954898911353,0.0
2018-11-21,-1.100921145864966,-2.6863042818098997,-0.0,-2.734487296285049,1.0,-2.600769308634477,0.0
2018-11-23,-1.0988489499192244,-2.673465266558966,-0.0,-2.7297051696284327,1.0,-2.5949111470113086,0.0
2018-11-26,-1.0955837870538416,-2.6761443839483765,-0.0,-2.722827182899778,1.0,-2.588122605363984,0.0
2018-11-27,-1.0631716380435874,-2.6891634026313143,-0.0,-2.713467912021693,1.0,-2.57738274580697,0.0
2018-11-28,-1.0630024115755627,-2.695237138263666,-0.0,-2.712620578778135,1.0,-2.5772709003215435,0.0
2018-11-29,-0.9641604986365409,-2.6046941955590186,-0.0,-2.641604986365407,1.0,-2.5284378652123105,0.0
2018-11-30,-0.9630134319641814,-2.603854389721627,-0.0,-2.6415222892738957,1.0,-2.524917266887288,0.0
2018-12-03,-0.9639560007857003,-2.6357297191121587,-0.0,-2.670693380475349,1.0,-2.55087409153408,0.0
2018-12-04,-0.9371289537712896,-2.6218004866180054,-0.0,-2.6445742092457425,1.0,-2.5287591240875913,0.0
2018-12-06,-0.8774643901518726,-2.4467503065748515,-0.0,-2.650127346476748,1.0,-2.458730308461466,0.0
2018-12-07,-0.8789850971514808,-2.446425202791926,-0.0,-2.650348990756461,1.0,-2.4564233163554046,0.0
2018-12-10,-0.7961979312272854,-2.4561550647656323,-0.0,-2.6497996458857513,1.0,-2.4165501817165222,0.0
2018-12-11,-0.7996645546030562,-2.454714871412598,-0.0,-2.649925456578457,1.0,-2.413622810286992,0.0
2018-12-12,-0.7992727950773821,-2.456554167443595,-0.0,-2.65094163714339,1.0,-2.4164646652992725,0.0
2018-12-13,-0.7965408220197137,-2.4429049655941975,-0.0,-2.6517574855867583,1.0,-2.407755253859029,0.0
2018-12-14,-0.8181392736802695,-2.4213777611381504,-0.0,-2.693373268438787,1.0,-2.4268064395357545,0.0
2018-12-17,-0.7709710455264872,-2.417558886509636,-0.0,-2.663718461968159,1.0,-2.4578717065450144,0.0
2018-12-18,-0.7256337512583508,-2.363137183124371,-0.0,-2.6275281413013634,1.0,-2.43543516061133,0.0
2018-12-19,-0.7227360131856057,-2.365625858437872,-0.0,-2.630528339895614,1.0,-2.437688856331838,0.0
2018-12-20,-0.7180495837526302,-2.3394017015826547,-0.0,-2.655566736803586,1.0,-2.43518433812094,0.0
2018-12-21,-0.6928828828828829,-2.30990990990991,-0.0,-2.6272972972972974,1.0,-2.378828828828829,0.0
2018-12-24,-0.6349772585391956,-2.251137073040221,-0.0,-2.614465352715598,1.0,-2.417551056809061,0.0
2018-12-26,-0.6111014290693622,-2.2266469153014987,-0.0,-2.5276228651097945,1.0,-2.3485535029627047,0.0
2018-12-27,-0.4448125404007757,-2.0613283775048483,-0.0,-2.302359405300582,1.0,-2.2716548157724628,0.0
2018-12-28,-0.44069983068612434,-2.059985487382085,-0.0,-2.296702410707087,1.0,-2.2651777795694588,0.0
2018-12-31,-0.4393841166936791,-2.080875202593193,-0.0,-2.308103727714749,1.0,-2.2753646677471635,0.0
