Date,IRTC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8988364061420753,-1.615270176930025,-0.20105201636469902,-0.9414483821263482,-0.6566601137027789,0.0
2018-09-25,1.0,-0.9014338821030271,-1.6122145512480086,-0.2056824216675518,-0.9388210302708444,-0.6525225703664366,0.0
2018-09-26,1.0,-0.9113524502460946,-1.6289856623154289,-0.21538626150224693,-0.9463941793280548,-0.6477637491975176,0.0
2018-09-27,1.0,-0.9149743480119709,-1.6175716117999144,-0.218469431380932,-0.9460239418554938,-0.6470713980333476,0.0
2018-09-28,1.0,-0.9116137311517485,-1.6211635119238585,-0.21954871136776816,-0.9465297829109187,-0.6482194417709336,0.0
2018-10-01,1.0,-0.9130295250320924,-1.619811724433034,-0.2196191698759093,-0.9476358579375268,-0.6486949080017116,0.0
2018-10-02,1.0,-0.9131064057893326,-1.6354864647547573,-0.21651031894934336,-0.9470383275261324,-0.6483516483516484,0.0
2018-10-03,1.0,-0.9120072836332477,-1.6256962296486717,-0.21561696658097684,-0.949175235646958,-0.6531169665809768,0.0
2018-10-04,1.0,-0.9192839532640155,-1.615928824096902,-0.21701146961089077,-0.9592132061314181,-0.6481402079536928,0.0
2018-10-05,1.0,-0.915695498770448,-1.617930075911472,-0.20683203250294024,-0.9600662888912648,-0.6453009729498557,0.0
2018-10-08,1.0,-0.9128371894658279,-1.6125919607634076,-0.20295340654654015,-0.9605501652628212,-0.6421260262288091,0.0
2018-10-09,1.0,-0.9214006532098302,-1.6191572522353699,-0.21470257536006854,-0.9605397012368154,-0.6383787546179793,0.0
2018-10-10,1.0,-0.9222370885737223,-1.6181964142360183,-0.21541343323521545,-0.9605565962001607,-0.6354830077602355,0.0
2018-10-11,1.0,-0.8487516834144825,-1.6321350875375529,-0.09665388998238889,-0.9439552470734487,-0.6582409613591629,0.0
2018-10-12,1.0,-0.8784394250513347,-1.637782340862423,-0.08788501026694046,-0.9142710472279261,-0.6150924024640657,0.0
2018-10-15,1.0,-0.8900866515370333,-1.6353930266144008,-0.09407881163606355,-0.9209820507530431,-0.6172890447699608,0.0
2018-10-16,1.0,-0.8996678085746912,-1.626128931796948,-0.10811792795598464,-0.9297207515830997,-0.626855600539811,0.0
2018-10-17,1.0,-0.8760657734470159,-1.5689200162403574,-0.0953613479496549,-0.9123020706455542,-0.6224624441737718,0.0
2018-10-18,1.0,-0.8799552185639408,-1.5771207572133734,-0.09246348786321307,-0.9131850796397131,-0.6260750089053992,0.0
2018-10-19,1.0,-0.8707952998134045,-1.5671995562055574,-0.07907610066064855,-0.910282918957083,-0.6157143577588381,0.0
2018-10-22,1.0,-0.8695322376738305,-1.576788874841972,-0.08829329962073325,-0.9074589127686472,-0.6148166877370417,0.0
2018-10-23,1.0,-0.8708552365547918,-1.5756672058228873,-0.09214516781237364,-0.9036089769510717,-0.6123129801860089,0.0
2018-10-24,1.0,-0.8761952947128764,-1.5739438401214267,-0.07756134581330636,-0.9112066784720466,-0.6204907665064509,0.0
2018-10-25,1.0,-0.8260172086918477,-1.4967672937630645,-0.06630693695007535,-0.9133731952749016,-0.5587477516892713,0.0
2018-10-26,1.0,-0.8079770137333204,-1.50297068277004,-0.016996201422031752,-0.9685399824681017,-0.5735365734878738,0.0
2018-10-29,1.0,-0.7871083345440457,-1.5201220398082231,-0.0,-0.9570439246452612,-0.5785268051721633,0.0
2018-10-30,1.0,-0.7640296842411602,-1.5239850608720957,-0.0,-0.9613910850269195,-0.6010088761701509,0.0
2018-10-31,1.0,-0.765473096544422,-1.502935797478102,-0.0,-0.9530753681778805,-0.5912984887862162,0.0
2018-11-01,1.0,-0.7145778556821502,-1.5686532281624306,-0.0,-0.9724900185022883,-0.6133508618171195,0.0
2018-11-02,1.0,-0.7151574322675127,-1.5746155723700268,-0.0,-0.9737368806443739,-0.6181108127898463,0.0
2018-11-05,1.0,-0.7136374725542816,-1.5777994632837278,-0.0,-0.9733593559404733,-0.6144913393510613,0.0
2018-11-06,1.0,-0.7370211507173495,-1.609919637134546,-0.0,-0.9756446285066311,-0.607602425676675,0.0
2018-11-07,1.0,-0.7358937651182308,-1.6144048970726168,-0.0,-0.9760576590808117,-0.6102581823567161,0.0
2018-11-08,1.0,-0.69375,-1.6164062499999998,-0.0,-0.95849609375,-0.614208984375,0.0
2018-11-09,1.0,-0.6918359336669611,-1.6237366303601217,-0.0,-0.9700225689333726,-0.6206947306446865,0.0
2018-11-12,1.0,-0.6909793562273749,-1.6154485862440076,-0.0,-0.9690343410625183,-0.6164758829860092,0.0
2018-11-13,1.0,-0.6969726851395327,-1.6319889557242877,-0.0,-0.9788482398185584,-0.6226703480919042,0.0
2018-11-14,1.0,-0.6954082898982378,-1.6449739389426659,-0.0,-0.9893770166294366,-0.634301315462894,0.0
2018-11-15,1.0,-0.6948934060485871,-1.6481408031730294,-0.0,-0.9946950917203768,-0.6201784828953892,0.0
2018-11-16,1.0,-0.7026336871620269,-1.6676847586621268,-0.0,-1.0086120568796315,-0.6280793110354496,0.0
2018-11-19,1.0,-0.7007866125557393,-1.6694724184578387,-0.0,-1.0107219800591212,-0.6292399418808559,0.0
2018-11-20,1.0,-0.738684492524366,-1.699852018166046,-0.0,-1.031535439097821,-0.6328009389192223,0.0
2018-11-21,1.0,-0.753733232093141,-1.695874462161478,-0.0,-1.0305745380916222,-0.5818273854720324,0.0
2018-11-23,1.0,-0.7552815121803295,-1.678712220762155,-0.0,-1.03684423329627,-0.5832912160113211,0.0
2018-11-26,1.0,-0.754508258827095,-1.6818204778501793,-0.0,-1.0342981259786836,-0.5806940445522049,0.0
2018-11-27,1.0,-0.7505791116930204,-1.6814382113002315,-0.0,-1.0293584449592104,-0.574327726860711,0.0
2018-11-28,1.0,-0.749319762168699,-1.6885014612516376,-0.0,-1.0270583492895295,-0.5739191776680439,0.0
2018-11-29,1.0,-0.7180481017690319,-1.665573444643212,-0.0,-1.0140628105744385,-0.571456966805804,0.0
2018-11-30,1.0,-0.7198505603985056,-1.6711332503113323,-0.0,-1.0222166874221668,-0.5680697384806974,0.0
2018-12-03,1.0,-0.715772697843518,-1.6731908959609543,-0.0,-1.0230589172767568,-0.5683549977588526,0.0
2018-12-04,1.0,-0.7114180661830468,-1.6743515850144093,-0.0,-1.019079797277154,-0.5638477591175594,0.0
2018-12-06,1.0,-0.7069214478244128,-1.5854832499037352,-0.0,-1.014728532922603,-0.5061128224874856,0.0
2018-12-07,1.0,-0.7229206963249516,-1.5902804642166344,-0.0,-1.021953578336557,-0.5004352030947775,0.0
2018-12-10,1.0,-0.7119669611986169,-1.5907606607760276,-0.0,-1.0159431425278524,-0.4835286208221283,0.0
2018-12-11,1.0,-0.7244196664584034,-1.5871581679242561,-0.0,-1.0209064257221128,-0.47359061854183687,0.0
2018-12-12,1.0,-0.7310591418631619,-1.592964824120603,-0.0,-1.0328565906455354,-0.47492269037495166,0.0
2018-12-13,1.0,-0.7305761992085706,-1.5877328443200465,-0.0,-1.0349387124794904,-0.4724930026059261,0.0
2018-12-14,1.0,-0.7297179833880626,-1.591510527332432,-0.0,-1.0334653274096968,-0.474357736140622,0.0
2018-12-17,1.0,-0.7145946465471671,-1.5905137200249893,-0.0,-1.018165216973425,-0.48233937238694796,0.0
2018-12-18,1.0,-0.7141208156983455,-1.5946036937283572,-0.0,-1.0201519815313582,-0.4806175452096961,0.0
2018-12-19,1.0,-0.7160446325509813,-1.5938341669873028,-0.0,-1.0192381685263563,-0.4804732589457484,0.0
2018-12-20,1.0,-0.7129541108986616,-1.5731357552581262,-0.0,-1.0223231357552582,-0.47170172084130024,0.0
2018-12-21,1.0,-0.7104111153406927,-1.5735629996193374,-0.0,-1.0198420251237152,-0.454510848877046,0.0
2018-12-24,1.0,-0.6860218099419346,-1.5473256856913564,-0.0,-1.0127460699617619,-0.47472029457583914,0.0
2018-12-26,1.0,-0.6888379919603628,-1.562868093858091,-0.0,-0.9745723099934561,-0.4479293259792465,0.0
2018-12-27,1.0,-0.6592622691769381,-1.507065781750869,-0.0,-0.9032913449817148,-0.4452119734525261,0.0
2018-12-28,1.0,-0.6554041862143631,-1.5112324070732588,-0.0,-0.9022915914832191,-0.4420786719595814,0.0
2018-12-31,1.0,-0.6525488779518671,-1.5169548923104708,-0.0,-0.9031923059556599,-0.4425881609247302,0.0
2019-01-02,1.0,-0.6486401154661495,-1.5167110188985613,-0.0,-0.9009516936538723,-0.444048531865951,0.0
2019-01-03,1.0,-0.6569754338517015,-1.5130493576741042,-0.0,-0.9066035609646158,-0.43096686950642327,0.0
2019-01-04,1.0,-0.6430847959779145,-1.5175292902994122,-0.0,-0.8989091888494861,-0.42936661130313775,0.0
2019-01-07,1.0,-0.6163859448524561,-1.4815954967236904,-0.01552398962135538,-0.8863626368793702,-0.39786270284533176,0.0
2019-01-08,1.0,-0.6158187108720572,-1.4909619962966227,-0.012520941715898069,-0.8867824706815979,-0.40274226258707346,0.0
2019-01-09,1.0,-0.6124416659329048,-1.477150655983094,-0.011050453464823458,-0.8888350796865369,-0.4131372721669455,0.0
2019-01-10,1.0,-0.6101499423298731,-1.494277348948629,-0.005279034690799397,-0.8977020672522403,-0.4287552124922367,0.0
