Date,AMKR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5111293297806927,-0.900512400081984,-0.21020700963312153,-0.677433900389424,-0.7999590079934412,0.0
2018-09-25,1.0,-0.5144906743185079,-0.8982168477146957,-0.2152080344332855,-0.6752613240418118,-0.7960237753638041,0.0
2018-09-26,1.0,-0.5143621399176955,-0.9007818930041153,-0.20831275720164608,-0.6816872427983539,-0.810082304526749,0.0
2018-09-27,1.0,-0.5154232129637245,-0.8970140659702229,-0.20934441062762196,-0.6813769844534014,-0.8096569877436868,0.0
2018-09-28,1.0,-0.5114497528830313,-0.9031713344316311,-0.21029654036243822,-0.682660626029654,-0.8110378912685339,0.0
2018-10-01,1.0,-0.5120263591433278,-0.902347611202636,-0.2104200988467875,-0.6829901153212521,-0.8108731466227348,0.0
2018-10-02,1.0,-0.5118473647340009,-0.908558948366094,-0.20904932624551859,-0.6819549182016731,-0.8094531668521037,0.0
2018-10-03,1.0,-0.5114535266974292,-0.8981954515491102,-0.20752307185234015,-0.6862228081740278,-0.8165787738958471,0.0
2018-10-04,1.0,-0.5100524295091442,-0.9050489204475086,-0.20769516575155844,-0.6845147174173307,-0.8210378565825868,0.0
2018-10-05,1.0,-0.5011732740521181,-0.9010744720266766,-0.19723354328763743,-0.6886501173274053,-0.8286196533695608,0.0
2018-10-08,1.0,-0.5028260241759148,-0.9050703411856925,-0.1981104831057387,-0.6889310615124387,-0.8306860844094228,0.0
2018-10-09,1.0,-0.5078341394848899,-0.9074372648724627,-0.20682955062218364,-0.68638637397164,-0.8256645582702882,0.0
2018-10-10,1.0,-0.5084311456439081,-0.9065134733013721,-0.20747230947264012,-0.6865597619441229,-0.8238965118201356,0.0
2018-10-11,1.0,-0.4574098042387963,-0.9140511244135253,-0.13234104513832715,-0.681281346060508,-0.8595696489241224,0.0
2018-10-12,1.0,-0.483682514101531,-0.919016921837228,-0.1290088638195004,-0.6609186140209508,-0.83638195004029,0.0
2018-10-15,1.0,-0.4717641380419918,-0.9381385246561017,-0.11149545491110932,-0.6606467701713459,-0.8401576703402783,0.0
2018-10-16,1.0,-0.46815994824728097,-0.9715764363401125,-0.09060769013059475,-0.667690939230987,-0.845105729187725,0.0
2018-10-17,1.0,-0.4528444905449613,-0.9362084097981329,-0.07476262666560281,-0.6674379637756324,-0.8581744195324343,0.0
2018-10-18,1.0,-0.4700361597529761,-0.973631820582619,-0.06256856132937878,-0.678909519359688,-0.8777475317921425,0.0
2018-10-19,1.0,-0.47408405832618555,-0.9872564636686681,-0.05575297144957726,-0.6826777764162889,-0.8846955030020831,0.0
2018-10-22,1.0,-0.47267591796635144,-0.9967661386057554,-0.064840967702321,-0.6783740636129191,-0.8807974129108845,0.0
2018-10-23,1.0,-0.47677562054558864,-0.9968460719259442,-0.07299090685672155,-0.6720324404030474,-0.877324485950684,0.0
2018-10-24,1.0,-0.48016556019998363,-0.9933202196541268,-0.06163429227112532,-0.6774854520121302,-0.8854602081796575,0.0
2018-10-25,1.0,-0.45779312005780115,-0.9605426885561755,-0.05667723678400836,-0.6753100790751817,-0.8636454862922972,0.0
2018-10-26,1.0,-0.45384769138516895,-0.9545072956226265,-0.054087547471517096,-0.6757945232860284,-0.8593643813711773,0.0
2018-10-29,1.0,-0.4363092865683539,-0.9714228776404942,-0.03622957353527302,-0.6689119170984456,-0.8727779992028697,0.0
2018-10-30,1.0,-0.42060514130608334,-0.9765687370269838,-0.023950183618074404,-0.6757544307839692,-0.8948187769439565,0.0
2018-10-31,1.0,-0.46761546480533017,-1.1950324071975706,-0.0014503920591034767,-0.8345646557585097,-1.0338122648778498,0.0
2018-11-01,1.0,-0.44347314068303284,-1.2157804148926532,-0.0,-0.8347223480387717,-1.0354198749886765,0.0
2018-11-02,1.0,-0.44936024508920525,-1.1826455217156244,-0.0,-0.8438006848080736,-1.0294647684267437,0.0
2018-11-05,1.0,-0.4498265218762673,-1.1816789077637093,-0.0,-0.84391474789348,-1.0305051142252062,0.0
2018-11-06,1.0,-0.46178847108743737,-1.19374351103688,-0.0,-0.8386674491039589,-1.0198618697241908,0.0
2018-11-07,1.0,-0.4610213841017775,-1.193629883605522,-0.0,-0.8374086438689886,-1.019308851394027,0.0
2018-11-08,1.0,-0.4175380334784365,-1.2045056769734777,-0.0,-0.8290625140241439,-1.03666472198537,0.0
2018-11-09,1.0,-0.4170518285842495,-1.204218083912946,-0.0,-0.8297509535562038,-1.0362575723580885,0.0
2018-11-12,1.0,-0.4157555117404553,-1.2001702814124395,-0.0,-0.829987452948557,-1.0351317440401506,0.0
2018-11-13,1.0,-0.3885429638854296,-1.1974737591175946,-0.0,-0.8284557907845578,-1.0331346735456324,0.0
2018-11-14,1.0,-0.3902308821566796,-1.1965834779127187,-0.0,-0.8290404377418925,-1.032741670003114,0.0
2018-11-15,1.0,-0.3889999555733262,-1.197298858234484,-0.0,-0.8306899462437247,-1.0256341907681372,0.0
2018-11-16,1.0,-0.3888296927721542,-1.195080802699343,-0.0,-0.8300035517670041,-1.0257947078671639,0.0
2018-11-19,1.0,-0.3916267092878707,-1.1941928609483219,-0.0,-0.8286272420529214,-1.0252619428165513,0.0
2018-11-20,1.0,-0.37745293466223695,-1.1934440753045403,-0.0,-0.8279069767441861,-1.030874861572536,0.0
2018-11-21,1.0,-0.39141748257916553,-1.1930404869012965,-0.0,-0.8328481961718268,-0.9930757696039517,0.0
2018-11-23,1.0,-0.39279263403674175,-1.1797436010396933,-0.0,-0.8384510330851579,-0.9944931494779505,0.0
2018-11-26,1.0,-0.39168355210994626,-1.186062901946965,-0.0,-0.8356532464100079,-0.99145449740111,0.0
2018-11-27,1.0,-0.3805973422218324,-1.1900355247576861,-0.0,-0.8293495899302662,-0.9857900969255735,0.0
2018-11-28,1.0,-0.38683272455221585,-1.1730405316199446,-0.0,-0.844782819170004,-0.9962152884742331,0.0
2018-11-29,1.0,-0.3576658241087772,-1.1596356663470757,-0.0,-0.8406693977163775,-1.0000871611609867,0.0
2018-11-30,1.0,-0.3568906134193661,-1.1602650738980687,-0.0,-0.8406504773946026,-1.0019182979465493,0.0
2018-12-03,1.0,-0.3567753749564004,-1.1604028601325427,-0.0,-0.8407307289850017,-1.0020491803278688,0.0
2018-12-04,1.0,-0.3492236092383976,-1.163368274542212,-0.0,-0.8366317254577877,-1.0003479622460962,0.0
2018-12-06,1.0,-0.3394846500552768,-1.104133004507186,-0.0,-0.8331065566799898,-0.9752955183263883,0.0
2018-12-07,1.0,-0.3293530640965499,-1.109727493709753,-0.0,-0.83858586720116,-0.9869077572604374,0.0
2018-12-10,1.0,-0.3006848156915793,-1.1158268515387215,-0.0,-0.8385187690226582,-0.9722691917483938,0.0
2018-12-11,1.0,-0.32003050330452465,-1.1118878156244705,-0.0,-0.8476953058803592,-0.9569564480596509,0.0
2018-12-12,1.0,-0.3202846975088968,-1.1117183528215555,-0.0,-0.8476529401796306,-0.9568717166581936,0.0
2018-12-13,1.0,-0.321443736730361,-1.117112526539278,-0.0,-0.8471762208067941,-0.960552016985138,0.0
2018-12-14,1.0,-0.3264431239388795,-1.1032682512733447,-0.0,-0.8544991511035653,-0.9602716468590832,0.0
2018-12-17,1.0,-0.3099145588359699,-1.1032061585314272,-0.0,-0.8417223585145082,-0.9749175196683868,0.0
2018-12-18,1.0,-0.2920681674731748,-1.0909741216074058,-0.0,-0.8409846412791921,-0.9838417841363349,0.0
2018-12-19,1.0,-0.3025411943191875,-1.08989000800708,-0.0,-0.8383834127017573,-0.9834379872729572,0.0
2018-12-20,1.0,-0.3022679546409072,-1.080722385552289,-0.0,-0.8385132297354052,-0.9784124317513649,0.0
2018-12-21,1.0,-0.2959406189717353,-1.0901199362576532,-0.0,-0.8524700159355866,-0.9550029355028096,0.0
2018-12-24,1.0,-0.28007173840507177,-1.074657991324658,-0.0,-0.8475141808475142,-0.9685935935935935,0.0
2018-12-26,1.0,-0.27889353596422206,-1.0798376744378648,-0.0,-0.8260383452730962,-0.9561472524742225,0.0
2018-12-27,1.0,-0.24537409493161708,-1.0470233306516494,-0.0,-0.7721238938053098,-0.9580048270313758,0.0
2018-12-28,1.0,-0.2474330581840145,-1.0458224280249648,-0.0,-0.7734648681296558,-0.9598953090396618,0.0
2018-12-31,1.0,-0.2442357304095453,-1.0524830699774266,-0.0,-0.7744276039987101,-0.9598113511770396,0.0
2019-01-02,1.0,-0.24144180426902942,-1.0521143777688282,-0.0,-0.7727748691099476,-0.9610954490535643,0.0
