Date,CCMP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5026283724978242,-0.7740644038294169,-0.22200174064403827,-0.5132463011314187,-0.4693820713664056,0.0
2018-09-25,1.0,-0.505831563555339,-0.771959753507642,-0.2267172649096543,-0.511262751105386,-0.46575914772133836,0.0
2018-09-26,1.0,-0.5053815876554391,-0.7717788846703124,-0.22487721620397785,-0.5122435473196558,-0.4688773555331081,0.0
2018-09-27,1.0,-0.5043790781255453,-0.7776963606545936,-0.22362957535154748,-0.5134512718517743,-0.47014899333542687,0.0
2018-09-28,1.0,-0.50158840984465,-0.7806947111188689,-0.22422761389422238,-0.5137720370047129,-0.47072787572002095,0.0
2018-10-01,1.0,-0.5006818897087107,-0.7846976955624715,-0.22481379165646745,-0.514284715179914,-0.47239220897296913,0.0
2018-10-02,1.0,-0.5015033913712328,-0.7755401720159429,-0.2280959373470387,-0.5163624921334172,-0.4747919725893294,0.0
2018-10-03,1.0,-0.5012058299255532,-0.7726748453392053,-0.22788438013351509,-0.5171088043060362,-0.47628534479745555,0.0
2018-10-04,1.0,-0.5031615720524018,-0.7684890829694323,-0.22836681222707422,-0.519650655021834,-0.47381659388646286,0.0
2018-10-05,1.0,-0.4928782866097858,-0.7627720703465087,-0.217203552150444,-0.5269371408671426,-0.4827093853386732,0.0
2018-10-08,1.0,-0.49224077940153105,-0.7616910229645094,-0.21597077244258875,-0.5274182324286708,-0.48215031315240087,0.0
2018-10-09,1.0,-0.49359599053320335,-0.7620075177502436,-0.21853682305443406,-0.5262077126548795,-0.48012668801336483,0.0
2018-10-10,1.0,-0.4931206241945035,-0.7639764533769897,-0.21700512034553623,-0.5265596154516006,-0.48253161029642266,0.0
2018-10-11,1.0,-0.4610874382137378,-0.7645815578660303,-0.1707175728651781,-0.5174705982614624,-0.4950059655701381,0.0
2018-10-12,1.0,-0.4778171988511573,-0.7626964014191587,-0.16938672072985303,-0.49768541983443154,-0.47136340598074006,0.0
2018-10-15,1.0,-0.4618968835466118,-0.7931255697741162,-0.1450518283418307,-0.49927406557044945,-0.477057095586994,0.0
2018-10-16,1.0,-0.4597817641295902,-0.8030471943515423,-0.13793452923887706,-0.5001520218911523,-0.4773825208607817,0.0
2018-10-17,1.0,-0.4520845881014522,-0.7842802650070266,-0.13163354078832898,-0.49752392424546604,-0.4805259987954225,0.0
2018-10-18,1.0,-0.4511175053533191,-0.7827556209850107,-0.13242773019271947,-0.49896279443254826,-0.48059421841541755,0.0
2018-10-19,1.0,-0.446079573830531,-0.778458465124022,-0.12552022640253038,-0.4998501747960713,-0.47957383053104713,0.0
2018-10-22,1.0,-0.44520707693332884,-0.7815613234265152,-0.1293106320594409,-0.49778429347282843,-0.4779928697564389,0.0
2018-10-23,1.0,-0.44598780853402625,-0.7810865727324207,-0.13140801438992705,-0.49575297291895676,-0.47676626361546925,0.0
2018-10-24,1.0,-0.44841481284134804,-0.7781737045424271,-0.12365125882509659,-0.498901025709338,-0.48111762355135207,0.0
2018-10-25,1.0,-0.4340369824905907,-0.7558501063655703,-0.12145311732940599,-0.49788905252822774,-0.4635575192276223,0.0
2018-10-26,1.0,-0.4620908997640299,-0.8012721863137375,-0.1364522417153996,-0.5181423343934886,-0.5018980199035601,0.0
2018-10-29,1.0,-0.4540341548215564,-0.8082966901864539,-0.1280635375123564,-0.5130381429594028,-0.505232300507891,0.0
2018-10-30,1.0,-0.449613195651433,-0.8088811641618102,-0.12507241931636165,-0.5140578672937327,-0.5104113417169341,0.0
2018-10-31,1.0,-0.4537630036257667,-0.7898071905391211,-0.12669851919623193,-0.5123513266239708,-0.5059130493714208,0.0
2018-11-01,1.0,-0.4438048152788595,-0.8034607700382649,-0.11530256340794418,-0.515085841996546,-0.5086180623751312,0.0
2018-11-02,1.0,-0.4417948020138795,-0.8163015376241666,-0.11644441420601441,-0.5145598040549735,-0.5127228194312151,0.0
2018-11-05,1.0,-0.4373681703749065,-0.8297611757501532,-0.11601007008232973,-0.5162278015921618,-0.5027216438728993,0.0
2018-11-06,1.0,-0.44867295833191373,-0.8394603250315151,-0.11001328745187558,-0.5133385574597118,-0.4955197437906716,0.0
2018-11-07,1.0,-0.4457761585345092,-0.8391841737886888,-0.11488303994007286,-0.5106404712451905,-0.49443290544451635,0.0
2018-11-08,1.0,-0.4359252235166622,-0.8413709021945273,-0.10451097263614197,-0.5067732321863994,-0.4980357626659442,0.0
2018-11-09,1.0,-0.43703829210437145,-0.8418841070823451,-0.10396475770925111,-0.5068451372416131,-0.4989495086411387,0.0
2018-11-12,1.0,-0.43807238687438743,-0.8244398634720016,-0.10209185225237404,-0.5172856611807645,-0.49751613666317457,0.0
2018-11-13,1.0,-0.42772217370860477,-0.8258883589709143,-0.0876267884731645,-0.5212265735205213,-0.4961711560421844,0.0
2018-11-14,1.0,-0.42980539777501425,-0.8253285382986589,-0.08728531576647733,-0.5224347124659697,-0.4961516485732531,0.0
2018-11-15,1.0,-0.43027393581307916,-0.8265744595138983,-0.08563851215254466,-0.5249765006042701,-0.4895931247482208,0.0
2018-11-16,1.0,-0.42802573381584236,-0.8185900013403029,-0.0818590001340303,-0.5257338158423804,-0.49651521243801106,0.0
2018-11-19,1.0,-0.42819336035643696,-0.8174265518743091,-0.0847542795886235,-0.5240360456936116,-0.4955947874443067,0.0
2018-11-20,1.0,-0.42289172741255937,-0.8182304554270047,-0.0764395104661272,-0.5260482846251588,-0.500200628636394,0.0
2018-11-21,1.0,-0.43099265561131234,-0.8146954238808947,-0.08404506330796584,-0.5253730351267821,-0.4681798544415274,0.0
2018-11-23,1.0,-0.4306777803606416,-0.8099491913791386,-0.08574369873476571,-0.5263839537741175,-0.4681034769036629,0.0
2018-11-26,1.0,-0.4305352636472307,-0.8152145039181831,-0.0841745251693452,-0.524571656262452,-0.46599814052330985,0.0
2018-11-27,1.0,-0.4295466595970308,-0.8166423647932133,-0.08036187698833511,-0.5231972428419936,-0.464143690349947,0.0
2018-11-28,1.0,-0.42853348384740525,-0.8307380723131578,-0.07672897506557322,-0.5208008234005113,-0.46339519904379295,0.0
2018-11-29,1.0,-0.4262180974477958,-0.8283725555187271,-0.07616837918462048,-0.5200530328140537,-0.46373881339078554,0.0
2018-11-30,1.0,-0.4260898392176364,-0.8287087684402454,-0.07594894745566054,-0.5200066302005636,-0.46431294546660035,0.0
2018-12-03,1.0,-0.4261273209549072,-0.8286803713527853,-0.07642572944297082,-0.5199933687002652,-0.4643899204244032,0.0
2018-12-04,1.0,-0.42126335991529074,-0.8303828463651104,-0.07809139340193905,-0.5167929585387645,-0.46242678931868575,0.0
2018-12-06,1.0,-0.40971996621402124,-0.7928984471444351,-0.10226755896303036,-0.5056201676304334,-0.438113183029043,0.0
2018-12-07,1.0,-0.40487439314457,-0.7984099573164771,-0.09462057280636016,-0.5118764458636081,-0.4485354012576977,0.0
2018-12-10,1.0,-0.4024909759032227,-0.8008845240805177,-0.09144418067705115,-0.5117231959936263,-0.4453513706871321,0.0
2018-12-11,1.0,-0.40195121951219515,-0.8009756097560975,-0.09128455284552846,-0.511609756097561,-0.4461788617886179,0.0
2018-12-12,1.0,-0.3992155580977284,-0.8084000653701585,-0.08485046576237948,-0.5177643405785259,-0.4582774963229286,0.0
2018-12-13,1.0,-0.3983864645936765,-0.8059511366605696,-0.08629474784426444,-0.5186830415469036,-0.4569506140580089,0.0
2018-12-14,1.0,-0.40024179845771796,-0.7837537576787348,-0.09737289243236179,-0.5298000261403739,-0.4563455757417332,0.0
2018-12-17,1.0,-0.39333898194616435,-0.7852440852506029,-0.09004106107019487,-0.522648764909079,-0.467542201655478,0.0
2018-12-18,1.0,-0.38792516455367854,-0.7783794299795725,-0.08170941279465646,-0.522551149443922,-0.471871858889141,0.0
2018-12-19,1.0,-0.3934410276372129,-0.7773777085766187,-0.08086804203970417,-0.5207279096924874,-0.4713896457765668,0.0
2018-12-20,1.0,-0.3977713336157179,-0.7852139063569125,-0.07380013684793588,-0.5240624287250334,-0.4774363820012381,0.0
2018-12-21,1.0,-0.3968908217577567,-0.7880371283915357,-0.07058938076074256,-0.5280734778657665,-0.4619304167207582,0.0
2018-12-24,1.0,-0.38250678031770635,-0.7743445692883895,-0.07668216453570968,-0.5225687717938783,-0.47265271858452795,0.0
