Date,IWF,IWM,MTUM,OBOR,SPY,VLUE,VXX
2018-09-24,-0.23703384143418657,-0.300929920429489,-0.0795705109768958,1.0,-0.39593519317419235,-0.38323267184354326,0.0
2018-09-25,-0.23688184672915122,-0.3012440971306662,-0.07924826809214469,1.0,-0.39616942733178323,-0.38358462976724117,0.0
2018-09-26,-0.23802556784112439,-0.30283260979061233,-0.08145252200609214,1.0,-0.3958698102799031,-0.3803036480944043,0.0
2018-09-27,-0.24098985684483132,-0.2965254298251924,-0.08337529674124164,1.0,-0.39647027791765577,-0.3805481620027336,0.0
2018-09-28,-0.2403721644045849,-0.2971080523715889,-0.0836410723706297,1.0,-0.3963359071507362,-0.38050932808977983,0.0
2018-10-01,-0.2408988440692599,-0.2966329320351096,-0.08362511391433641,1.0,-0.39658976449709815,-0.38047388363950313,0.0
2018-10-02,-0.24158273381294965,-0.2903357314148681,-0.08597122302158273,1.0,-0.3980335731414868,-0.3821342925659472,0.0
2018-10-03,-0.24289940116880307,-0.2988624612202689,-0.08693874606190327,1.0,-0.3970803972968423,-0.37916356027993553,0.0
2018-10-04,-0.24441666466331705,-0.2960550039666322,-0.08726590859917782,1.0,-0.3989710796451667,-0.3773108637642138,0.0
2018-10-05,-0.24411510376633358,-0.2955899308224443,-0.08531898539584935,1.0,-0.39962048424289004,-0.37735395849346653,0.0
2018-10-08,-0.24305655489998562,-0.29347148270734397,-0.08320141986856622,1.0,-0.40161653955005516,-0.3770806351033722,0.0
2018-10-09,-0.2448636712749616,-0.29377880184331795,-0.08678955453149001,1.0,-0.4001536098310292,-0.3745679723502304,0.0
2018-10-10,-0.24705204255625737,-0.2925862772881193,-0.08895506616393285,1.0,-0.4018108023727755,-0.3711904704723937,0.0
2018-10-11,-0.22394866129146,-0.28701723043652005,-0.0585787828212783,1.0,-0.39853317975600006,-0.3825721069086293,0.0
2018-10-12,-0.22545429097949565,-0.2814154750519023,-0.056777624857122864,1.0,-0.3930579206419557,-0.37595931792204157,0.0
2018-10-15,-0.22353242758267114,-0.28333061452774344,-0.053809046631399876,1.0,-0.39332572067768173,-0.3764069818927548,0.0
2018-10-16,-0.2229032182890168,-0.2858241476544476,-0.0519680268462632,1.0,-0.393372328773508,-0.3763137657011023,0.0
2018-10-17,-0.21627729987777036,-0.2691819838103365,-0.04605521090380758,1.0,-0.3931182398929914,-0.381587140517977,0.0
2018-10-18,-0.21760210560339852,-0.2716736314732297,-0.044790247731627916,1.0,-0.3924918615658117,-0.38224089765197516,0.0
2018-10-19,-0.21483117122090348,-0.267434906615144,-0.041425154108013625,1.0,-0.39382647897690687,-0.38260189529855554,0.0
2018-10-22,-0.21850597747218575,-0.2609586990072098,-0.03178771335774998,1.0,-0.4023679542994034,-0.38983714555547877,0.0
2018-10-23,-0.22193518625302733,-0.261584592319225,-0.03801176334909469,1.0,-0.3975089378387729,-0.38749855841310116,0.0
2018-10-24,-0.2215635164125395,-0.2620239440843348,-0.03780766302968789,1.0,-0.3978685612788632,-0.38748817789670364,0.0
2018-10-25,-0.2072969614819835,-0.23910538800406644,-0.036168530441658193,1.0,-0.40250762453405625,-0.374042697390715,0.0
2018-10-26,-0.20261834186652297,-0.23502200664690562,-0.030135632803377346,1.0,-0.40642683912692,-0.371395850175155,0.0
2018-10-29,-0.1983565447136268,-0.2362187094174018,-0.026196766826384846,1.0,-0.40484080426313196,-0.3734270744704671,0.0
2018-10-30,-0.2037037037037037,-0.23641377454936777,-0.029235046184198726,1.0,-0.4044704510806206,-0.36815083848982155,0.0
2018-10-31,-0.2036991368680641,-0.23638605537495797,-0.029189552740724135,1.0,-0.4044838022643201,-0.36814258491200536,0.0
2018-11-01,-0.20804977202794062,-0.23210475484581003,-0.03328616670035712,1.0,-0.40448756822316556,-0.36807941962581137,0.0
2018-11-02,-0.20616322384016253,-0.2426910486510893,-0.034112202280167064,1.0,-0.40349926628287613,-0.37110283327689353,0.0
2018-11-05,-0.20438285675596382,-0.24753436096504097,-0.03410142408991401,1.0,-0.40386828860953755,-0.36699090478232416,0.0
2018-11-06,-0.20529890997720654,-0.24817765340434655,-0.0338290717880436,1.0,-0.40330843357179935,-0.366161901108077,0.0
2018-11-07,-0.20380686046773866,-0.24789698022146545,-0.03628695789449945,1.0,-0.4017726257865181,-0.3654856678920187,0.0
2018-11-08,-0.20031925178173968,-0.2475550259673104,-0.03289192652712516,1.0,-0.40070595112300184,-0.3667798286831988,0.0
2018-11-09,-0.20136810602821717,-0.24830674377264236,-0.03224499898742152,1.0,-0.40073355685065587,-0.3675209828761729,0.0
2018-11-12,-0.2013967109709394,-0.2506195088984005,-0.03167380040549673,1.0,-0.40069835548546967,-0.3683937823834197,0.0
2018-11-13,-0.19345018243681864,-0.24793499429185412,-0.022743043896760906,1.0,-0.40543505025406845,-0.36892530163633513,0.0
2018-11-14,-0.19592669851737207,-0.24818877150483368,-0.02184689231321356,1.0,-0.4075320189309826,-0.3695130430881726,0.0
2018-11-15,-0.1959619952494062,-0.24806166808586924,-0.0212432214404159,1.0,-0.40850625196074036,-0.36705059830592035,0.0
2018-11-16,-0.19528679811113847,-0.24557437951793745,-0.02061186581026341,1.0,-0.40805227939037214,-0.36848465859499135,0.0
2018-11-19,-0.1952603022285996,-0.2485314559885207,-0.014797542711089188,1.0,-0.41235819021568537,-0.37110443477870947,0.0
