Date,DOC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3327342512489338,-0.7688253929572316,-0.0,-0.5448397709272572,-0.39978067503350795,0.0
2018-09-25,1.0,-0.3319311080627953,-0.7697911903673219,-0.0,-0.5455875628715134,-0.40100594421582075,0.0
2018-09-26,1.0,-0.3317583221558346,-0.7697536885745642,-0.0,-0.5456346786977199,-0.40126204121448605,0.0
2018-09-27,1.0,-0.3308994256385189,-0.7749602835146034,-0.0,-0.5467126970548698,-0.40254185506537943,0.0
2018-09-28,1.0,-0.3354168581671109,-0.7748567576676778,-0.0,-0.5491007139136563,-0.40463277874804676,0.0
2018-10-01,1.0,-0.3354868481772035,-0.7816643593293339,-0.0,-0.5512075065374558,-0.4081218274111675,0.0
2018-10-02,1.0,-0.33471978309763684,-0.7899990757001571,-0.0,-0.5496503065594478,-0.4066611208676094,0.0
2018-10-03,1.0,-0.333980044345898,-0.7826743040157673,-0.0,-0.5518908598176892,-0.4110310421286031,0.0
2018-10-04,1.0,-0.3476072094468614,-0.7781541330018646,-0.0,-0.5720012430080796,-0.40972653822249844,0.0
2018-10-05,1.0,-0.3314773570898292,-0.7701064093046275,-0.0,-0.5768064835436773,-0.41490348923533776,0.0
2018-10-08,1.0,-0.3281911769252172,-0.766933564163601,-0.0,-0.5817541039354499,-0.41459795344235945,0.0
2018-10-09,1.0,-0.3197841277763913,-0.7746131769403544,-0.0,-0.5941789368604942,-0.43096456201647115,0.0
2018-10-10,1.0,-0.3248507206052459,-0.7750961328039516,-0.0,-0.5987119767405509,-0.42761121705692945,0.0
2018-10-11,1.0,-0.24669469323097543,-0.7742643026868945,-0.0,-0.5813075001523182,-0.44412965332358495,0.0
2018-10-12,1.0,-0.2416193052305261,-0.7762514056469016,-0.0,-0.5809804577090235,-0.44041576755918915,0.0
2018-10-15,1.0,-0.20832699272605534,-0.8134339714520499,-0.0,-0.5777764251148919,-0.4439236692333445,0.0
2018-10-16,1.0,-0.20148866721576522,-0.8281321497208749,-0.0,-0.5774076446722187,-0.44351911168054664,0.0
2018-10-17,1.0,-0.18891627096231292,-0.8030594458135482,-0.0,-0.5703852858087396,-0.44298851956482543,0.0
2018-10-18,1.0,-0.1882681732127295,-0.8019052198214982,-0.0,-0.5717763019502959,-0.44312888782041654,0.0
2018-10-19,1.0,-0.16976737241317524,-0.792217875593514,-0.0,-0.5791799802908592,-0.4450682354346463,0.0
2018-10-22,1.0,-0.1698755261036984,-0.7866630846840393,-0.0,-0.5812363810035522,-0.44718068117369636,0.0
2018-10-23,1.0,-0.17114294240525216,-0.7865413309459863,-0.0,-0.5800358102059087,-0.4464935840047747,0.0
2018-10-24,1.0,-0.17072000479803282,-0.7841185114103217,-0.0,-0.5875491048670045,-0.45638288301796265,0.0
2018-10-25,1.0,-0.13257056127958902,-0.7437611278129651,-0.0,-0.6122413239543504,-0.4301976007705554,0.0
2018-10-26,1.0,-0.11524689575512562,-0.7313889691019347,-0.0,-0.6187409760323419,-0.42229280970257005,0.0
2018-10-29,1.0,-0.10882903643957943,-0.7330548754140861,-0.0,-0.6175716549042201,-0.4211435978683566,0.0
2018-10-30,1.0,-0.09662824207492796,-0.734121037463977,-0.0,-0.6189913544668588,-0.4321037463976945,0.0
2018-10-31,1.0,-0.10044604563389947,-0.715846057070967,-0.0,-0.6161434208269,-0.4268313604391834,0.0
2018-11-01,1.0,-0.0693297263073071,-0.7500215845972314,-0.0,-0.6233919475062595,-0.4352318185742654,0.0
2018-11-02,1.0,-0.07294406954134737,-0.7293263181974151,-0.0,-0.6269301155209883,-0.43025849250829235,0.0
2018-11-05,1.0,-0.08017984263769203,-0.7199757904141568,-0.0,-0.6324466092169352,-0.4494913104879384,0.0
2018-11-06,1.0,-0.08005650369003689,-0.7195283671586715,-0.0,-0.6328701568265682,-0.45035747232472323,0.0
2018-11-07,1.0,-0.08016147635524798,-0.719636678200692,-0.0,-0.6331314878892733,-0.4505478662053057,0.0
2018-11-08,1.0,-0.05737704918032787,-0.7197977951676472,-0.0,-0.624892899982864,-0.453932712629234,0.0
2018-11-09,1.0,-0.0563766831527488,-0.720718145172818,-0.0,-0.6273192486920723,-0.45450127219188663,0.0
2018-11-12,1.0,-0.056329186165962795,-0.7028021915306473,-0.0,-0.6403663965300765,-0.4540577559639311,0.0
2018-11-13,1.0,-0.036341029191511005,-0.6990985390115013,-0.0,-0.6421002062904456,-0.4483567411761381,0.0
2018-11-14,1.0,-0.03455729685144628,-0.7069598111436617,-0.0,-0.6479137631900793,-0.45479109189681155,0.0
