Date,GNRC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29441095717486665,-0.7611638842427494,-0.03136933127149935,-0.5359295610187144,-0.5329946034651435,0.0
2018-09-25,1.0,-0.29685725104127225,-0.7592767890950398,-0.03511927300265051,-0.5341411081660988,-0.5299760191846523,0.0
2018-09-26,1.0,-0.29661070436758397,-0.7591517293612724,-0.03436632163595052,-0.5344925523857612,-0.5311474375157789,0.0
2018-09-27,1.0,-0.296168788098923,-0.7618205363064969,-0.03389027510186033,-0.5349483591800638,-0.5316319762483813,0.0
2018-09-28,1.0,-0.292399328327472,-0.7696670151759972,-0.034755885055286255,-0.5372746570351361,-0.5341380730602286,0.0
2018-10-01,1.0,-0.29262110699236443,-0.7693185058454519,-0.03494598105376548,-0.5373063397015492,-0.5340747077274023,0.0
2018-10-02,1.0,-0.2936294231317515,-0.760414356764976,-0.03826781132195014,-0.5392340102005259,-0.5363195742389204,0.0
2018-10-03,1.0,-0.296087786259542,-0.7734096692111958,-0.03988549618320611,-0.5385814249363867,-0.5326653944020356,0.0
2018-10-04,1.0,-0.29793997965412,-0.7695829094608342,-0.04046922685656155,-0.5407235503560529,-0.5303280773143438,0.0
2018-10-05,1.0,-0.28248156623442666,-0.7648105771675566,-0.023391812865497078,-0.5576214085939487,-0.549930078820239,0.0
2018-10-08,1.0,-0.2807897409852717,-0.76215718638903,-0.01920391061452514,-0.5620238699847638,-0.5500253936008126,0.0
2018-10-09,1.0,-0.27785029768537683,-0.7663408577159413,-0.007895826037123119,-0.5707281352478589,-0.5609857047343119,0.0
2018-10-10,1.0,-0.2786212164613769,-0.7653330787103345,-0.008848149209077309,-0.5711830421082784,-0.5588019987905407,0.0
2018-10-11,1.0,-0.20768393218229894,-0.7663089127391507,-0.0,-0.5563851298802303,-0.5805257427282625,0.0
2018-10-12,1.0,-0.2008157165540646,-0.7709766804695041,-0.0,-0.5587658395342321,-0.5828948597403406,0.0
2018-10-15,1.0,-0.18159791252485089,-0.7873384691848907,-0.0,-0.5546098409542743,-0.582815606361829,0.0
2018-10-16,1.0,-0.17357585573239478,-0.8046220450369078,-0.0,-0.5541782165882829,-0.5821783411717071,0.0
2018-10-17,1.0,-0.16159221746759844,-0.7828710402364314,-0.0,-0.549610565526583,-0.5844903487978327,0.0
2018-10-18,1.0,-0.16312428663972608,-0.7875805904309466,-0.0,-0.5484159545917265,-0.5856803529012555,0.0
2018-10-19,1.0,-0.14464965026383603,-0.7781016075592098,-0.0,-0.5552214995704994,-0.589888329856424,0.0
2018-10-22,1.0,-0.14547853570223082,-0.7785449077909724,-0.0,-0.554911166344472,-0.5896161281413973,0.0
2018-10-23,1.0,-0.1425541724296911,-0.7799600430305824,-0.0,-0.5588443214999232,-0.5922237590287383,0.0
2018-10-24,1.0,-0.14354793713772046,-0.7957595858776851,-0.0,-0.5649235919531322,-0.5954868107002262,0.0
2018-10-25,1.0,-0.12935247403787414,-0.7791692119731215,-0.0,-0.562919975565058,-0.5829566279780085,0.0
2018-10-26,1.0,-0.11453571104181176,-0.7684459111689728,-0.0,-0.5688031729692089,-0.5758575797026856,0.0
2018-10-29,1.0,-0.10685800604229606,-0.7710271903323263,-0.0,-0.5666163141993957,-0.5766465256797583,0.0
2018-10-30,1.0,-0.10958986913289208,-0.7712696829570526,-0.0,-0.5667482697131804,-0.5747272342611902,0.0
2018-10-31,1.0,-0.11122144985104271,-0.7617886912822365,-0.0,-0.5646534862026421,-0.5716048268183324,0.0
2018-11-01,1.0,-0.10428064690675164,-0.7665784885468647,-0.0,-0.5639090963746769,-0.5713040341489809,0.0
2018-11-02,1.0,-0.10226821748023325,-0.799859571999878,-0.0,-0.5665964526666056,-0.5840278413774156,0.0
2018-11-05,1.0,-0.10896649073278507,-0.7886645390941451,-0.0,-0.5700257763593961,-0.6009574076347122,0.0
2018-11-06,1.0,-0.10936876668610182,-0.7885353054899193,-0.0,-0.5699512075367478,-0.6008531009298187,0.0
2018-11-07,1.0,-0.11097072419106317,-0.7915254237288136,-0.0,-0.5750385208012326,-0.6041294298921417,0.0
2018-11-08,1.0,-0.10660226433669702,-0.7918102387398473,-0.0,-0.573806300762983,-0.604356386906227,0.0
2018-11-09,1.0,-0.10984766554398542,-0.7958780088372526,-0.0,-0.5756573865216451,-0.6085653369588728,0.0
2018-11-12,1.0,-0.10925327174749808,-0.7811547344110855,-0.0,-0.5824172440338723,-0.6064357197844497,0.0
2018-11-13,1.0,-0.09014463504877228,-0.779714399290585,-0.0,-0.583524447298413,-0.6044399596367306,0.0
2018-11-14,1.0,-0.09446544359423498,-0.7820288251743954,-0.0,-0.5892873605605238,-0.6072646814787499,0.0
2018-11-15,1.0,-0.09412669126691267,-0.7867158671586717,-0.0,-0.5973247232472325,-0.5968327183271833,0.0
2018-11-16,1.0,-0.09265567934198815,-0.7814811404720253,-0.0,-0.5960470183838198,-0.5988705766810913,0.0
2018-11-19,1.0,-0.09175748273215657,-0.7820107444359172,-0.0,-0.5968073676132003,-0.5992632386799693,0.0
2018-11-20,1.0,-0.060991998045324056,-0.7770447742960112,-0.0,-0.600787978742899,-0.6153258811312687,0.0
2018-11-21,1.0,-0.06493663978657613,-0.7731764991208392,-0.0,-0.599345176741648,-0.5941308433881041,0.0
2018-11-23,1.0,-0.0651850953521511,-0.7734590546645241,-0.0,-0.5991571415577721,-0.5940939271746051,0.0
2018-11-26,1.0,-0.06749441878956543,-0.7710633352701918,-0.0,-0.6129851065781828,-0.6066546377565063,0.0
2018-11-27,1.0,-0.06085897045385319,-0.7729515686871764,-0.0,-0.6092902832774901,-0.6028632348461773,0.0
2018-11-28,1.0,-0.06494656488549619,-0.7605190839694657,-0.0,-0.6188091603053435,-0.6091603053435115,0.0
2018-11-29,1.0,-0.04391247768059801,-0.7515964046848046,-0.0,-0.6172260387979299,-0.6136246708833943,0.0
2018-11-30,1.0,-0.04334140435835351,-0.7518462469733656,-0.0,-0.6173123486682808,-0.6141343825665859,0.0
2018-12-03,1.0,-0.04177506201222095,-0.7522536148587332,-0.0,-0.6171879726541231,-0.6137697380361788,0.0
2018-12-04,1.0,-0.029686790739900132,-0.7635043123014073,-0.0,-0.6169465879860795,-0.6160387350582539,0.0
2018-12-06,1.0,-0.022235595005265535,-0.7573040469384686,-0.0,-0.6170302392056567,-0.612306303595607,0.0
2018-12-07,1.0,-0.027331286496899643,-0.757148877250015,-0.0,-0.6172716874360363,-0.6082716272349648,0.0
2018-12-10,1.0,-0.0013734623193598472,-0.7653469485250209,-0.0,-0.6225367251881047,-0.5965603726262988,0.0
2018-12-11,1.0,-0.006778142729172888,-0.7634816363093461,-0.0,-0.6239474469991043,-0.5917885936100329,0.0
2018-12-12,1.0,-0.0029956263854772035,-0.7674495236954046,-0.0,-0.626145827092445,-0.5990354083038764,0.0
2018-12-13,1.0,-0.004211286247142341,-0.7743652990013234,-0.0,-0.6255564913969438,-0.6039285284562628,0.0
2018-12-14,1.0,-0.010079128681890665,-0.7584017811475163,-0.0,-0.6357673676926316,-0.6044468514005475,0.0
2018-12-17,1.0,-0.00625281827746881,-0.758965880054111,-0.0,-0.6349616714264241,-0.6059822636404629,0.0
2018-12-18,1.0,-0.0,-0.7500373613892459,-0.0,-0.6311683653644977,-0.607705412918074,0.0
2018-12-19,1.0,-0.0,-0.7500074722778491,-0.0,-0.6311982544758945,-0.607705412918074,0.0
2018-12-20,1.0,-0.0,-0.7442921013412815,-0.0,-0.63150521609538,-0.6048286140089418,0.0
2018-12-21,1.0,-0.0,-0.7439833407704893,-0.0,-0.6306410828499183,-0.6002379889930091,0.0
2018-12-24,1.0,-0.0,-0.7383538068957333,-0.0,-0.6266987122425969,-0.6021304373627678,0.0
2018-12-26,1.0,-0.0,-0.7396664892673408,-0.0,-0.619508012536219,-0.5974809295724676,0.0
2018-12-27,1.0,-0.0,-0.7192855278800707,-0.0,-0.5854089946936526,-0.5949778177284194,0.0
2018-12-28,1.0,-0.0,-0.7190219282979464,-0.0,-0.5859148393085045,-0.5956027381366747,0.0
2018-12-31,1.0,-0.0,-0.718288614938361,-0.0,-0.586308919506889,-0.5960261058738215,0.0
2019-01-02,1.0,-0.0,-0.7178766090687696,-0.0,-0.5853241331323205,-0.5960512582627856,0.0
2019-01-03,1.0,-0.0,-0.7201360227867233,-0.0,-0.5787362669301866,-0.6075975120618498,0.0
2019-01-04,1.0,-0.0,-0.7203579418344519,-0.0,-0.5776751212992824,-0.6073680234754061,0.0
2019-01-07,1.0,-0.0,-0.7047419364103743,-0.0,-0.5716173133813942,-0.5958009018582877,0.0
2019-01-08,1.0,-0.0,-0.690167508031207,-0.0,-0.5839547957778798,-0.5941659017898119,0.0
2019-01-09,1.0,-0.0,-0.6881110059918008,-0.0,-0.5836701929417161,-0.5951090851753102,0.0
2019-01-10,1.0,-0.0,-0.6886613902271164,-0.0,-0.5834767148428539,-0.5954920853406745,0.0
2019-01-11,1.0,-0.0,-0.6846546874102991,-0.0,-0.5854239623399735,-0.6003501923187324,0.0
2019-01-14,1.0,-0.0,-0.6842180815939823,-0.0,-0.5878097097413224,-0.5989779219660647,0.0
2019-01-15,1.0,-0.0,-0.6836497314684511,-0.0,-0.5878686923805968,-0.600476751199058,0.0
2019-01-16,1.0,-0.0,-0.6729813132178981,-0.0,-0.5898337047831305,-0.5944911137779302,0.0
2019-01-17,1.0,-0.0,-0.6691993487388956,-0.0,-0.5912194007255277,-0.5959896026735982,0.0
2019-01-18,1.0,-0.0,-0.6596911241244688,-0.0,-0.5920599379951774,-0.6188425766448501,0.0
2019-01-22,1.0,-0.0,-0.6796628334733367,-0.0,-0.6120267647655186,-0.6049300466355763,0.0
2019-01-23,1.0,-0.0,-0.6533472621223991,-0.0,-0.6179739415571225,-0.630509851716433,0.0
2019-01-24,1.0,-0.0,-0.6630390502240586,-0.0,-0.6087702962230112,-0.6380725135308153,0.0
2019-01-25,1.0,-0.0,-0.6487948265726043,-0.0,-0.6268959435626101,-0.6637566137566138,0.0
2019-01-28,1.0,-0.0,-0.6290118553819904,-0.0,-0.6542229282499338,-0.6585767658047246,0.0
2019-01-29,1.0,-0.0,-0.6322881803769598,-0.0,-0.649492102636369,-0.6540426281486701,0.0
2019-01-30,1.0,-0.0,-0.6145842290824662,-0.0,-0.603605927709462,-0.6481784045633043,0.0
2019-01-31,1.0,-0.0,-0.6133824747864347,-0.0,-0.5768978029199165,-0.6667809491157396,0.0
2019-02-01,1.0,-0.0,-0.6092979505743523,-0.0,-0.5886896787617935,-0.6523957472280022,0.0
2019-02-04,1.0,-0.0,-0.6113549563928632,-0.0,-0.5892663740523285,-0.6495183263979936,0.0
2019-02-05,1.0,-0.0,-0.5974003762613306,-0.0,-0.5844592668604982,-0.6686049826121657,0.0
2019-02-06,1.0,-0.0,-0.5942409123307199,-0.0,-0.5838061297220243,-0.6729864575908767,0.0
2019-02-07,1.0,-0.0,-0.6114274212100299,-0.0,-0.6191051299746951,-0.6450138026224983,0.0
2019-02-08,1.0,-0.0,-0.5996887877128778,-0.0,-0.6242976111575368,-0.6576088522606115,0.0
2019-02-11,1.0,-0.0,-0.5993657200518956,-0.0,-0.6279083177165923,-0.6558454663399164,0.0
2019-02-12,1.0,-0.0,-0.6045463735882846,-0.0,-0.6338638398659773,-0.6500101094711301,0.0
2019-02-13,1.0,-0.0,-0.5944927202624157,-0.0,-0.6331069804914542,-0.6497957069689819,0.0
2019-02-14,1.0,-0.0,-0.6055791772006436,-0.0,-0.6305159733394622,-0.6367789014019766,0.0
2019-02-15,1.0,-0.0,-0.6276966502491431,-0.0,-0.6227425905123996,-0.6298280480428584,0.0
2019-02-19,1.0,-0.0,-0.6184464064881654,-0.0,-0.6299790054930833,-0.6275631992177388,0.0
2019-02-20,1.0,-0.0,-0.6131053312257508,-0.0,-0.634229055898836,-0.6266130191119414,0.0
2019-02-21,1.0,-0.0,-0.6180671542936128,-0.0,-0.6338478373552957,-0.6278004953061107,0.0
2019-02-22,1.0,-0.0,-0.6349828375286041,-0.0,-0.6003146453089244,-0.6251144164759725,0.0
2019-02-25,1.0,-0.0,-0.6281786349807703,-0.0,-0.6085471557315882,-0.6333448137305551,0.0
2019-02-26,1.0,-0.0,-0.6339983398689069,-0.0,-0.5977903082691702,-0.6304777170335174,0.0
2019-02-27,1.0,-0.0,-0.6414834771144421,-0.0,-0.5975466452666877,-0.6270384913014818,0.0
2019-02-28,1.0,-0.0,-0.640774193548387,-0.0,-0.5971326164874552,-0.6294767025089606,0.0
2019-03-01,1.0,-0.0,-0.642455697654413,-0.0,-0.5956299822217124,-0.629351379251018,0.0
2019-03-04,1.0,-0.0,-0.6398408199490395,-0.0,-0.606143891894987,-0.6169658449998568,0.0
2019-03-05,1.0,-0.0,-0.631176200848332,-0.0,-0.6205433910351943,-0.6142668806603232,0.0
2019-03-06,1.0,-0.0,-0.63262147054608,-0.0,-0.6184893220581912,-0.615422101189623,0.0
2019-03-07,1.0,-0.0,-0.6321654682441917,-0.0,-0.6199616122840691,-0.6126564872375169,0.0
2019-03-08,1.0,-0.0,-0.6295455198781154,-0.0,-0.6305516428550895,-0.6145111679650443,0.0
2019-03-11,1.0,-0.0,-0.6282118055555556,-0.0,-0.6291087962962962,-0.6361979166666667,0.0
2019-03-12,1.0,-0.0,-0.609236959500831,-0.0,-0.641309735545383,-0.6651310610257457,0.0
2019-03-13,1.0,-0.0,-0.6190350723110253,-0.0,-0.645178289126998,-0.6633585104514317,0.0
